703665403	20161103	201611	2016	2016.8301											GBRVGB	BRITISH VIRGIN ISLANDS	GBR								0	042	042	04	1	1.9	2	1	2	0.14836795252226	0								4	Oakville, Ontario, Canada	CA	CA08	12656	43.4333	-79.6667	-570498	4	Oakville, Ontario, Canada	CA	CA08	12656	43.4333	-79.6667	-570498	20171103164500	https://www.thestar.com/news/gta/2017/11/03/a-voyage-a-message-in-a-bottle-and-a-connection-with-a-foreign-stranger.html
703665404	20161103	201611	2016	2016.8301											GBRVGB	BRITISH VIRGIN ISLANDS	GBR								0	042	042	04	1	1.9	8	1	8	0.14836795252226	0								1	British Virgin Islands	VI	VI		18.3482891	-64.9834807	VI	1	British Virgin Islands	VI	VI		18.3482891	-64.9834807	VI	20171103164500	https://www.thestar.com/news/gta/2017/11/03/a-voyage-a-message-in-a-bottle-and-a-connection-with-a-foreign-stranger.html
703665405	20161103	201611	2016	2016.8301											USA	THE US	USA								1	036	036	03	1	4.0	20	2	20	0.4532403609516	0								4	Karwar, Madhya Pradesh, India	IN	IN35	17742	23.1	74.8667	-2099927	4	Karwar, Madhya Pradesh, India	IN	IN35	17742	23.1	74.8667	-2099927	20171103164500	http://www.business-standard.com/article/news-ians/india-us-discuss-aircraft-carrier-technology-117110301519_1.html
703665406	20161103	201611	2016	2016.8301	BUS	COMPANY						BUS													0	071	071	07	2	7.4	5	1	5	1.01137800252845	4	Brookfield, Nova Scotia, Canada	CA	CA07	12627	45.25	-63.2833	-561700	0								4	Brookfield, Nova Scotia, Canada	CA	CA07	12627	45.25	-63.2833	-561700	20171103164500	http://business.financialpost.com/news/fp-street/brookfields-rally-makes-a-billionaire-of-bean-counter-cockwell
703665407	20161103	201611	2016	2016.8301	COP	POLICE						COP													1	080	080	08	2	5.0	10	1	10	-5.22648083623693	4	Pampanga, Davao City, Philippines	RP	RPC3	24267	7.11	125.649	-2443766	0								4	Pampanga, Davao City, Philippines	RP	RPC3	24267	7.11	125.649	-2443766	20171103164500	http://www.philstar.com/nation/2017/11/04/1755331/3-drug-suspects-3-others-shot-dead
703665408	20161103	201611	2016	2016.8301	CVLGOV	CIVILIAN						CVL	GOV		MIL	ARMY						MIL			0	100	100	10	3	-5.0	4	1	4	-5.91341077085533	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171103164500	http://www.newstoday.com.bd/index.php?option=details&news_id=2484922&date=2017-11-04
703665409	20161103	201611	2016	2016.8301	CVLGOV	CIVILIAN						CVL	GOV		MMR	MYANMAR	MMR								0	0841	084	08	2	7.0	4	1	4	-5.91341077085533	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171103164500	http://www.newstoday.com.bd/index.php?option=details&news_id=2484922&date=2017-11-04
703665410	20161103	201611	2016	2016.8301	DEU	BERLIN	DEU								USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-4.33130699088146	4	Khunjerab, Northern Areas, Pakistan	PK	PK07	3456	36.7431	74.8246	-2765755	4	Khunjerab, Northern Areas, Pakistan	PK	PK07	3456	36.7431	74.8246	-2765755	4	Khunjerab, Northern Areas, Pakistan	PK	PK07	3456	36.7431	74.8246	-2765755	20171103164500	http://www.newageislam.com/indian-press/new-age-islam-edit-bureau/modi,-trump-resolve-to-fight-terror-together--new-age-islam-s-selection,-03-11-2017/d/113111
703665411	20161103	201611	2016	2016.8301	EDU	UNIVERSITY						EDU			USA	UNITED STATES	USA								1	010	010	01	1	0.0	1	1	1	-1.17994100294985	3	Marshall University, West Virginia, United States	US	USWV	WV011	38.4232	-82.4308	1542797	3	Marshall University, West Virginia, United States	US	USWV		38.4232	-82.4308	1542797	3	Marshall University, West Virginia, United States	US	USWV		38.4232	-82.4308	1542797	20171103164500	https://www.wvgazettemail.com/opinion/daily_mail_opinion/commentary/joseph-shapiro-leah-payne-opioid-crisis-no-public-health-issue/article_b6cd9578-cfaa-567f-84b8-6bae7342cbc3.html
703665412	20161103	201611	2016	2016.8301	EDU	UNIVERSITY						EDU			USAGOV	UNITED STATES	USA					GOV			1	010	010	01	1	0.0	1	1	1	-1.17994100294985	3	Marshall University, West Virginia, United States	US	USWV	WV011	38.4232	-82.4308	1542797	3	Marshall University, West Virginia, United States	US	USWV		38.4232	-82.4308	1542797	3	Marshall University, West Virginia, United States	US	USWV		38.4232	-82.4308	1542797	20171103164500	https://www.wvgazettemail.com/opinion/daily_mail_opinion/commentary/joseph-shapiro-leah-payne-opioid-crisis-no-public-health-issue/article_b6cd9578-cfaa-567f-84b8-6bae7342cbc3.html
