703504524	20161103	201611	2016	2016.8301											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-3.11355311355312	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20171103044500	https://wtop.com/life-style/2017/11/hunter-kills-bear-that-had-been-moved-at-governors-request/
703504525	20161103	201611	2016	2016.8301	AFGINSTAL	TALIBAN	AFG	TAL				INS			IRN	IRAN	IRN								0	042	042	04	1	1.9	10	1	10	-3.29457364341085	4	Zahedan, Sistan va Baluchestan, Iran	IR	IR04	41139	29.4963	60.8629	-3088799	4	Zahedan, Sistan va Baluchestan, Iran	IR	IR04	41139	29.4963	60.8629	-3088799	4	Zahedan, Sistan va Baluchestan, Iran	IR	IR04	41139	29.4963	60.8629	-3088799	20171103044500	http://www.eurasiareview.com/03112017-in-shadowy-covert-wars-iran-takes-center-stage-analysis/
703504526	20161103	201611	2016	2016.8301	AUS	AUSTRALIA	AUS								GOV	GOVERNMENT						GOV			0	030	030	03	1	4.0	8	1	8	-1.07296137339056	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103044500	http://www.phillytrib.com/news/black-lives-matter-award-spotlights-australia-racial-issues/article_9732e96c-ecf8-5ec5-a64e-0db132266563.html
703504527	20161103	201611	2016	2016.8301	AUS	AUSTRALIA	AUS								GOV	GOVERNMENT						GOV			0	030	030	03	1	4.0	2	1	2	-1.07296137339056	4	Lorengau, Manus, Papua New Guinea	PP	PP13	18585	-2.02259	147.271	-2194176	4	Lorengau, Manus, Papua New Guinea	PP	PP13	18585	-2.02259	147.271	-2194176	4	Lorengau, Manus, Papua New Guinea	PP	PP13	18585	-2.02259	147.271	-2194176	20171103044500	http://www.phillytrib.com/news/black-lives-matter-award-spotlights-australia-racial-issues/article_9732e96c-ecf8-5ec5-a64e-0db132266563.html
703504528	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			AUS	AUSTRALIA	AUS								0	030	030	03	1	4.0	2	1	2	-1.07296137339056	4	Lorengau, Manus, Papua New Guinea	PP	PP13	18585	-2.02259	147.271	-2194176	4	Lorengau, Manus, Papua New Guinea	PP	PP13	18585	-2.02259	147.271	-2194176	4	Lorengau, Manus, Papua New Guinea	PP	PP13	18585	-2.02259	147.271	-2194176	20171103044500	http://www.phillytrib.com/news/black-lives-matter-award-spotlights-australia-racial-issues/article_9732e96c-ecf8-5ec5-a64e-0db132266563.html
703504529	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			AUS	AUSTRALIA	AUS								0	172	172	17	4	-5.0	8	1	8	-1.07296137339056	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103044500	http://www.phillytrib.com/news/black-lives-matter-award-spotlights-australia-racial-issues/article_9732e96c-ecf8-5ec5-a64e-0db132266563.html
703504530	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			AUS	AUSTRALIA	AUS								0	172	172	17	4	-5.0	2	1	2	-1.07296137339056	4	Lorengau, Manus, Papua New Guinea	PP	PP13	18585	-2.02259	147.271	-2194176	4	Lorengau, Manus, Papua New Guinea	PP	PP13	18585	-2.02259	147.271	-2194176	4	Lorengau, Manus, Papua New Guinea	PP	PP13	18585	-2.02259	147.271	-2194176	20171103044500	http://www.phillytrib.com/news/black-lives-matter-award-spotlights-australia-racial-issues/article_9732e96c-ecf8-5ec5-a64e-0db132266563.html
703504531	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			TWN	KINMEN COUNTY	TWN								1	042	042	04	1	1.9	5	1	5	3.2258064516129	4	Kinmen, Jinmen Xian, Taiwan	TW	TW13	13009	24.4367	118.318	-2628169	4	Kinmen, Jinmen Xian, Taiwan	TW	TW13	13009	24.4367	118.318	-2628169	4	Kinmen, Jinmen Xian, Taiwan	TW	TW13	13009	24.4367	118.318	-2628169	20171103044500	https://chinapost.nownews.com/20171103-159466
703504532	20161103	201611	2016	2016.8301	IRN	IRAN	IRN								AFGINSTAL	TALIBAN	AFG	TAL				INS			0	043	043	04	1	2.8	10	1	10	-3.29457364341085	4	Zahedan, Sistan va Baluchestan, Iran	IR	IR04	41139	29.4963	60.8629	-3088799	4	Zahedan, Sistan va Baluchestan, Iran	IR	IR04	41139	29.4963	60.8629	-3088799	4	Zahedan, Sistan va Baluchestan, Iran	IR	IR04	41139	29.4963	60.8629	-3088799	20171103044500	http://www.eurasiareview.com/03112017-in-shadowy-covert-wars-iran-takes-center-stage-analysis/
703504533	20161103	201611	2016	2016.8301	TWN	KINMEN COUNTY	TWN								GOV	GOVERNMENT						GOV			1	043	043	04	1	2.8	5	1	5	3.2258064516129	5	Kinmen County, Jinmen Xian, Taiwan	TW	TW13	13009	24.4533	118.389	-2629674	5	Kinmen County, Jinmen Xian, Taiwan	TW	TW13	13009	24.4533	118.389	-2629674	5	Kinmen County, Jinmen Xian, Taiwan	TW	TW13	13009	24.4533	118.389	-2629674	20171103044500	https://chinapost.nownews.com/20171103-159466
