703162597	20161102	201611	2016	2016.8274	ARE	DUBAI	ARE								UKR	UKRAINE	UKR								0	043	043	04	1	2.8	2	1	2	-5.23648648648648	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	1	Ukraine	UP	UP		49	32	UP	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171102033000	https://www.nbcnews.com/news/us-news/manafort-gates-pose-serious-risk-flight-says-mueller-n816246?cid=public-rss_20171102
703162598	20161102	201611	2016	2016.8274	ARE	DUBAI	ARE								UKR	UKRAINE	UKR								0	043	043	04	1	2.8	2	1	2	-5.23648648648648	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20171102033000	https://www.nbcnews.com/news/us-news/manafort-gates-pose-serious-risk-flight-says-mueller-n816246?cid=public-rss_20171102
703162599	20161102	201611	2016	2016.8274	AUT	AUSTRIAN	AUT								CVL	MIGRANT						CVL			1	020	020	02	1	3.0	10	1	10	-2.84463894967177	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20171102033000	http://www.infiniteunknown.net/2017/11/01/two-austrian-classrooms-now-consist-of-100-per-cent-migrant-children/
703162600	20161102	201611	2016	2016.8274	BRB	BARBADOS	BRB								EDU	SCHOOL						EDU			0	020	020	02	1	3.0	4	1	4	-2.87769784172662	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	20171102033000	https://www.barbadostoday.bb/2017/11/01/not-political/
703162601	20161102	201611	2016	2016.8274	BRB	BARBADOS	BRB								GOV	GOVERNOR GENERAL						GOV			0	012	012	01	1	-0.4	4	1	4	-2.87769784172662	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	20171102033000	https://www.barbadostoday.bb/2017/11/01/not-political/
703162602	20161102	201611	2016	2016.8274	CRM	CRIMINAL						CRM			LEG	SENATE						LEG			1	014	014	01	1	0.0	10	1	10	-4.24311926605504	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	20171102033000	https://www.adn.com/politics/2017/11/01/alaska-lawmakers-new-crime-bill-would-lock-up-more-people-cost-up-to-4-million-a-year/
703162603	20161102	201611	2016	2016.8274	EDU	STUDENT						EDU			GOV	GOVERNOR GENERAL						GOV			0	012	012	01	1	-0.4	3	1	3	-2.87769784172662	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	20171102033000	https://www.barbadostoday.bb/2017/11/01/not-political/
703162604	20161102	201611	2016	2016.8274	EDU	STUDENT						EDU			GOV	GOVERNOR GENERAL						GOV			0	020	020	02	1	3.0	3	1	3	-2.87769784172662	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	1	Barbados	BB	BB		13.166667	-59.533333	BB	20171102033000	https://www.barbadostoday.bb/2017/11/01/not-political/
703162605	20161102	201611	2016	2016.8274	EDU	SCHOOL						EDU			USA	TENNESSEE	USA								0	071	071	07	2	7.4	2	1	2	-0.22099447513812	3	Shelby County, Illinois, United States	US	USIL	IL173	39.4	-88.7834	1785051	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20171102033000	https://www.chalkbeat.org/posts/co/2017/11/01/more-money-for-education-help-for-charters-and-marijuana-taxes-to-tackle-teacher-shortages-headline-hick-budget/
703162606	20161102	201611	2016	2016.8274	EDU	SCHOOL						EDU			USA	TENNESSEE	USA								0	1721	172	17	4	-5.0	2	1	2	-0.22099447513812	3	Shelby County, Illinois, United States	US	USIL	IL173	39.4	-88.7834	1785051	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	3	Shelby County, Illinois, United States	US	USIL		39.4	-88.7834	1785051	20171102033000	https://www.chalkbeat.org/posts/co/2017/11/01/more-money-for-education-help-for-charters-and-marijuana-taxes-to-tackle-teacher-shortages-headline-hick-budget/
