704263788	20171106	201711	2017	2017.8384											GOV	GOVERNOR						GOV			0	040	040	04	1	1.0	2	1	2	-1.61779575328615	0								4	Kudrin, Belgorodskaya Oblast', Russia	RS	RS09	25068	51.0257	36.8986	129789	4	Kudrin, Belgorodskaya Oblast', Russia	RS	RS09	25068	51.0257	36.8986	129789	20171106093000	BBC Monitoring/BBC Monitoring/(c) BBC
704263789	20171106	201711	2017	2017.8384											GOV	AUTHORITIES						GOV			1	0841	084	08	2	7.0	10	1	10	-2.38805970149253	0								1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171106093000	Radio Okapi/BBC Monitoring/(c) BBC
704263790	20171106	201711	2017	2017.8384	CODGOV	SUD KIVU	COD					GOV			CVL	POPULATION						CVL			1	100	100	10	3	-5.0	10	1	10	-2.38805970149253	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171106093000	Radio Okapi/BBC Monitoring/(c) BBC
704263791	20171106	201711	2017	2017.8384	COG	CONGO	COG																		1	080	080	08	2	5.0	4	1	4	-2.38805970149253	1	Congo	CF	CF		-1	15	CF	0								1	Congo	CF	CF		-1	15	CF	20171106093000	Radio Okapi/BBC Monitoring/(c) BBC
704263792	20171106	201711	2017	2017.8384	GOV	GOVERNOR						GOV													0	040	040	04	1	1.0	2	1	2	-1.61779575328615	4	Kudrin, Belgorodskaya Oblast', Russia	RS	RS09	25068	51.0257	36.8986	129789	0								4	Kudrin, Belgorodskaya Oblast', Russia	RS	RS09	25068	51.0257	36.8986	129789	20171106093000	BBC Monitoring/BBC Monitoring/(c) BBC
704263793	20171106	201711	2017	2017.8384	GOV	KING						GOV			LBNGOV	LEBANESE	LBN					GOV			1	040	040	04	1	1.0	3	1	3	-4.0650406504065	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171106093000	Al-Arabiya TV, Dubai/BBC Monitoring/(c) BBC
704263794	20171106	201711	2017	2017.8384	GOV	MINISTRY						GOV			LBY	LIBYA	LBY								1	013	013	01	1	0.4	1	1	1	-6.92640692640693	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Ubari, Libya (general), Libya	LY	LY00	19095	26.5921	12.7805	-3162634	4	Ubari, Libya (general), Libya	LY	LY00	19095	26.5921	12.7805	-3162634	20171106093000	Yeni Safak website in English/BBC Monitoring/(c) BBC
704263795	20171106	201711	2017	2017.8384	GOV	MINISTRY						GOV			LBY	LIBYA	LBY								1	013	013	01	1	0.4	1	1	1	-6.92640692640693	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Ubari, Libya (general), Libya	LY	LY00	19095	26.5921	12.7805	-3162634	20171106093000	Yeni Safak website in English/BBC Monitoring/(c) BBC
704263796	20171106	201711	2017	2017.8384	GOV	GOVERNOR						GOV			RUS	RUSSIA	RUS								0	046	046	04	1	7.0	2	1	2	-1.61779575328615	5	Adygeya, Adygeya, Russia	RS	RS01	25065	45	40	-2874328	4	Kudrin, Belgorodskaya Oblast', Russia	RS	RS09	25068	51.0257	36.8986	129789	5	Adygeya, Adygeya, Russia	RS	RS01	25065	45	40	-2874328	20171106093000	BBC Monitoring/BBC Monitoring/(c) BBC
704263797	20171106	201711	2017	2017.8384	GOV	GOVERNOR						GOV			RUS	RUSSIA	RUS								0	046	046	04	1	7.0	4	1	4	-1.61779575328615	4	Kudrin, Belgorodskaya Oblast', Russia	RS	RS09	25068	51.0257	36.8986	129789	4	Kudrin, Belgorodskaya Oblast', Russia	RS	RS09	25068	51.0257	36.8986	129789	4	Kudrin, Belgorodskaya Oblast', Russia	RS	RS09	25068	51.0257	36.8986	129789	20171106093000	BBC Monitoring/BBC Monitoring/(c) BBC
