704040654	20161105	201611	2016	2016.8356	COP	PRISON						COP			JUD	JUDGE						JUD			1	173	173	17	4	-5.0	2	1	2	-0.54255679891489	3	Laramie County, Wyoming, United States	US	USWY	WY021	41.35	-104.667	1605075	3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	20171105084500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-part-a-path-to-success-or-pipeline/article_dadb954e-c129-11e7-b7b2-8be473441199.html
704040655	20161105	201611	2016	2016.8356	JPNCRM	JAPAN	JPN					CRM			JPN	TOKYO	JPN								1	145	145	14	3	-7.5	2	1	2	-8.5	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171105084500	http://sglinks.com/pages/104801596-inside-the-mind-of-the-japanese-serial-killer-who-killed-9
704040656	20161105	201611	2016	2016.8356	JPNCRM	JAPANESE	JPN					CRM			JPN	TOKYO	JPN								1	145	145	14	3	-7.5	6	1	6	-8.5	1	South Korea	KS	KS		37	127.5	KS	1	Italy	IT	IT		42.833333	12.833333	IT	1	South Korea	KS	KS		37	127.5	KS	20171105084500	http://sglinks.com/pages/104801596-inside-the-mind-of-the-japanese-serial-killer-who-killed-9
704040657	20161105	201611	2016	2016.8356	JPNCRM	JAPAN	JPN					CRM			JPN	JAPAN	JPN								1	190	190	19	4	-10.0	2	1	2	-8.5	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171105084500	http://sglinks.com/pages/104801596-inside-the-mind-of-the-japanese-serial-killer-who-killed-9
704040658	20161105	201611	2016	2016.8356	LEGLEG	CONGRESS						LEG	LEG												1	160	160	16	4	-4.0	10	1	10	-3.23383084577115	0								0								0								20171105084500	https://www.siasat.com/news/tripura-bjp-judicial-probe-academia-irregularities-1252134/
704040659	20161105	201611	2016	2016.8356	LEGLEG	CONGRESS						LEG	LEG		OPP	ELECTORAL ALLIANCE						OPP			1	140	140	14	3	-6.5	10	1	10	-3.23383084577115	0								0								0								20171105084500	https://www.siasat.com/news/tripura-bjp-judicial-probe-academia-irregularities-1252134/
704040660	20161105	201611	2016	2016.8356	LEGLEG	CONGRESS						LEG	LEG		OPP	ELECTORAL ALLIANCE						OPP			1	141	141	14	3	-6.5	10	1	10	-3.23383084577115	0								0								0								20171105084500	https://www.siasat.com/news/tripura-bjp-judicial-probe-academia-irregularities-1252134/
704040661	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								JUD	JUDGE						JUD			1	173	173	17	4	-5.0	4	1	4	-0.54255679891489	3	Laramie County, Wyoming, United States	US	USWY	WY021	41.35	-104.667	1605075	3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	3	Laramie County, Wyoming, United States	US	USWY		41.35	-104.667	1605075	20171105084500	http://www.wyomingnews.com/news/local_news/wyoming-boot-camp-part-a-path-to-success-or-pipeline/article_dadb954e-c129-11e7-b7b2-8be473441199.html
704040662	20171029	201710	2017	2017.8192	CYP	CYPRUS	CYP								IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO			1	020	020	02	1	3.0	8	1	8	-4.79452054794521	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171105084500	http://www.whig.com/article/20171103/AP/311039767
704040663	20171029	201710	2017	2017.8192	CYP	CYPRUS	CYP								IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO			1	020	020	02	1	3.0	2	1	2	-4.79452054794521	1	Syria	SY	SY		35	38	SY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171105084500	http://www.whig.com/article/20171103/AP/311039767
