704395595	20161106	201611	2016	2016.8384											GOV	JUNTA						GOV			1	020	020	02	1	3.0	10	1	10	2.0501138952164	0								1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20171106184500	http://www.nationmultimedia.com/detail/politics/30330989
704395596	20161106	201611	2016	2016.8384											USA	KANSAS	USA								1	100	100	10	3	-5.0	6	1	6	-3.17460317460317	0								3	University Of Kansas, Kansas, United States	US	USKS		38.9581	-95.2477	471362	3	University Of Kansas, Kansas, United States	US	USKS		38.9581	-95.2477	471362	20171106184500	http://www2.ljworld.com/weblogs/capitol-report/2017/nov/6/two-democrats-line-up-to-challenge-sloan/
704395597	20161106	201611	2016	2016.8384											USA	UNITED STATES	USA								1	100	100	10	3	-5.0	4	1	4	-3.17460317460317	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171106184500	http://www2.ljworld.com/weblogs/capitol-report/2017/nov/6/two-democrats-line-up-to-challenge-sloan/
704395598	20161106	201611	2016	2016.8384	BUS	MANUFACTURER						BUS			MNCKOR	HYUNDAI	KOR					MNC			1	043	043	04	1	2.8	2	1	2	-1.14754098360656	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171106184500	http://www.azcentral.com/story/money/cars/2017/11/06/trump-japan-america-auto-production/835275001/
704395599	20161106	201611	2016	2016.8384	BUS	MANUFACTURER						BUS			MNCKOR	HYUNDAI	KOR					MNC			1	043	043	04	1	2.8	3	1	3	-1.14754098360656	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171106184500	http://www.azcentral.com/story/money/cars/2017/11/06/trump-japan-america-auto-production/835275001/
704395600	20161106	201611	2016	2016.8384	BUS	COMPANY						BUS			MYS	MALAYSIAN	MYS								1	010	010	01	1	0.0	1	1	1	-0.33955857385399	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20171106184500	http://bworldonline.com/metro-pacific-expanding-indonesia/
704395601	20161106	201611	2016	2016.8384	BUS	COMPANY						BUS			MYS	MALAYSIA	MYS								1	010	010	01	1	0.0	2	1	2	-0.33955857385399	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	1	Malaysia	MY	MY		2.5	112.5	MY	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20171106184500	http://bworldonline.com/metro-pacific-expanding-indonesia/
704395602	20161106	201611	2016	2016.8384	BUS	COMPANY						BUS			MYS	MALAYSIAN	MYS								1	010	010	01	1	0.0	2	1	2	-0.33955857385399	4	Nusantara, Jawa Barat, Indonesia	ID	ID30	18585	-6.7619	108.543	10215215	4	Nusantara, Jawa Barat, Indonesia	ID	ID30	18585	-6.7619	108.543	10215215	4	Nusantara, Jawa Barat, Indonesia	ID	ID30	18585	-6.7619	108.543	10215215	20171106184500	http://bworldonline.com/metro-pacific-expanding-indonesia/
704395603	20161106	201611	2016	2016.8384	BUS	COMPANY						BUS			MYS	MALAYSIA	MYS								1	010	010	01	1	0.0	3	1	3	-0.33955857385399	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20171106184500	http://bworldonline.com/metro-pacific-expanding-indonesia/
704395604	20161106	201611	2016	2016.8384	BUS	COMPANY						BUS			USA	SAN FRANCISCO	USA								0	192	192	19	4	-9.5	2	1	2	0.43505282784338	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	20171106184500	http://www.mercurynews.com/2017/11/06/meet-startups-fighting-silicon-valleys-soaring-housing-costs/
704395605	20161106	201611	2016	2016.8384	COP	PRISON						COP			USA	UNITED STATES	USA								0	084	084	08	2	7.0	8	2	8	-10.4563226924028	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171106184500	https://timesofsandiego.com/crime/2017/11/06/disabarred-rancho-santa-fe-lawyer-awaits-sentencing-smuggling-conviction/
704395606	20161106	201611	2016	2016.8384	ESP	MALAGA	ESP								GBRCVL	BRITISH	GBR					CVL			1	010	010	01	1	0.0	3	1	3	2.57611241217799	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106184500	http://www.surinenglish.com/local/201711/06/optimism-andalusian-destinations-opening-20171106175156.html
