704150625	20071108	200711	2007	2007.8438	GOVDEV	PUBLIC SERVICE COMMISSION						GOV	DEV		SGP	SINGAPORE	SGP								1	051	051	05	1	3.4	2	1	2	5.06329113924051	4	Ang Mo Kio, Singapore (general), Singapore	SN	SN00	18585	1.36917	103.85	41114	4	Ang Mo Kio, Singapore (general), Singapore	SN	SN00	18585	1.36917	103.85	41114	4	Ang Mo Kio, Singapore (general), Singapore	SN	SN00	18585	1.36917	103.85	41114	20171105223000	http://www.tnp.sg/news/singapore/psc-chairman-eddie-teo-conferred-top-honour
704150626	20071108	200711	2007	2007.8438	GOVDEV	PUBLIC SERVICE COMMISSION						GOV	DEV		SGP	SINGAPORE	SGP								1	051	051	05	1	3.4	3	1	3	5.06329113924051	4	Ang Mo Kio, Singapore (general), Singapore	SN	SN00	18585	1.36917	103.85	41114	4	Ang Mo Kio, Singapore (general), Singapore	SN	SN00	18585	1.36917	103.85	41114	1	Australia	AS	AS		-25	135	AS	20171105223000	http://www.tnp.sg/news/singapore/psc-chairman-eddie-teo-conferred-top-honour
704150627	20161105	201611	2016	2016.8356											LEG	SENATOR						LEG			0	043	043	04	1	2.8	3	1	3	2.8657616892911	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20171105223000	https://www.fcnl.org/updates/standing-in-the-light-1123
704150628	20161105	201611	2016	2016.8356											LEG	SENATOR						LEG			0	043	043	04	1	2.8	2	1	2	2.8657616892911	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171105223000	https://www.fcnl.org/updates/standing-in-the-light-1123
704150629	20161105	201611	2016	2016.8356	AUS	AUSTRALIA	AUS																		1	110	110	11	3	-2.0	2	1	2	-0.25252525252525	4	Scone, New South Wales, Australia	AS	AS02	5096	-32.0501	150.869	-1599677	0								4	Scone, New South Wales, Australia	AS	AS02	5096	-32.0501	150.869	-1599677	20171105223000	http://www.inverelltimes.com.au/story/5034234/new-england-by-election-well-underway-as-candidates-step-up/?cs=1901
704150630	20161105	201611	2016	2016.8356	GOV	AUTHORITIES						GOV			COP	POLICE						COP			1	112	112	11	3	-2.0	10	1	10	-6.51340996168582	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105223000	http://www.breitbart.com/national-security/2017/11/05/russia-authorities-muslim-majority-chechnya-investigating-torture-gay-man/
704150631	20161105	201611	2016	2016.8356	IRL	IRELAND	IRL								AUS	AUSTRALIA	AUS								1	061	061	06	2	6.4	8	1	8	1.94931773879142	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	1	Australia	AS	AS		-25	135	AS	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171105223000	https://www.independent.ie/business/brexit/endless-postbrexit-opportunities-for-australian-trade-after-eu-deal-36290347.html
704150632	20161105	201611	2016	2016.8356	IRL	IRELAND	IRL								AUS	AUSTRALIA	AUS								1	061	061	06	2	6.4	1	1	1	5.12367491166077	1	Australia	AS	AS		-25	135	AS	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171105223000	https://www.independent.ie/business/small-business/innovate-to-elevate-irish-businesses-in-australia-36290373.html
704150633	20161105	201611	2016	2016.8356	IRL	IRELAND	IRL								AUS	AUSTRALIA	AUS								1	061	061	06	2	6.4	4	1	4	5.12367491166077	1	Ireland	EI	EI		53	-8	EI	1	Australia	AS	AS		-25	135	AS	1	Ireland	EI	EI		53	-8	EI	20171105223000	https://www.independent.ie/business/small-business/innovate-to-elevate-irish-businesses-in-australia-36290373.html
704150634	20161105	201611	2016	2016.8356	IRL	IRELAND	IRL								AUS	AUSTRALIA	AUS								1	061	061	06	2	6.4	2	1	2	1.94931773879142	1	United Kingdom	UK	UK		54	-4	UK	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	1	United Kingdom	UK	UK		54	-4	UK	20171105223000	https://www.independent.ie/business/brexit/endless-postbrexit-opportunities-for-australian-trade-after-eu-deal-36290347.html
704150635	20161105	201611	2016	2016.8356	LEG	SENATOR						LEG													0	042	042	04	1	1.9	3	1	3	2.8657616892911	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20171105223000	https://www.fcnl.org/updates/standing-in-the-light-1123
704150636	20161105	201611	2016	2016.8356	LEG	SENATOR						LEG													0	042	042	04	1	1.9	2	1	2	2.8657616892911	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171105223000	https://www.fcnl.org/updates/standing-in-the-light-1123
704150637	20161105	201611	2016	2016.8356	PAN	PANAMA	PAN																		1	010	010	01	1	0.0	2	1	2	0	4	San Miguelito, PanamáM, Panama	PM	PM08	93693	9.03333	-79.5	-170129	0								4	San Miguelito, PanamáM, Panama	PM	PM08	93693	9.03333	-79.5	-170129	20171105223000	http://qcostarica.com/cost-of-building-permits-rises-in-panama/
704150638	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA																		0	011	011	01	1	-0.1	4	1	4	1.13314447592068	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20171105223000	https://vtdigger.org/2017/11/05/feds-prolong-review-vermont-yankee-sale/
704150639	20161105	201611	2016	2016.8356	USA	LAWRENCE	USA								EDU	ECONOMIST						EDU			1	010	010	01	1	0.0	5	1	5	-1.97238658777121	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171105223000	http://www.dsnews.com/daily-dose/11-03-2017/whats-on-the-horizon-for-existing-home-sales
704150640	20171006	201710	2017	2017.7562	NGOHRIHRW	HUMAN RIGHTS WATCH		HRW				NGO	HRI		SYR	SYRIA	SYR								1	060	060	06	2	6.0	4	1	4	-3.41207349081365	2	Florida, United States	US	USFL		27.8333	-81.717	FL	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171105223000	http://www.breitbart.com/big-government/2017/11/04/dual-u-s-citizens-skirting-iran-sanctions-governments-nose/
704150641	20171006	201710	2017	2017.7562	NGOHRIHRW	HUMAN RIGHTS WATCH		HRW				NGO	HRI		SYR	SYRIA	SYR								1	060	060	06	2	6.0	1	1	1	-3.41207349081365	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171105223000	http://www.breitbart.com/big-government/2017/11/04/dual-u-s-citizens-skirting-iran-sanctions-governments-nose/
704150642	20171029	201710	2017	2017.8192											LEG	REPRESENTATIVES						LEG			1	040	040	04	1	1.0	10	1	10	-2.3972602739726	0								1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	20171105223000	http://www.philstar.com/cebu-news/2017/11/06/1756208/not-all-tabunok-vendors-can-get-space-new-market
