705412374	20161109	201611	2016	2016.8466	KHMREBELI	KHMER ROUGE	KHM					REB	ELI												1	036	036	03	1	4.0	3	1	3	-3.36538461538462	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	0								4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171109174500	http://www.taipeitimes.com/News/editorials/archives/2017/11/10/2003681972
705412375	20161109	201611	2016	2016.8466	LEG	LAWMAKER						LEG			CHN	CHINESE	CHN								1	130	130	13	3	-4.4	10	1	10	-0.70796460176992	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171109174500	http://www.taipeitimes.com/News/taiwan/archives/2017/11/10/2003681995
705412376	20161109	201611	2016	2016.8466	MNCCHN	BANK OF CHINA	CHN					MNC			GOV	GOVERNMENT						GOV			1	013	013	01	1	0.4	1	1	1	0.76687116564417	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171109174500	https://www.oilandgasinvestor.com/alaska-gets-china-backing-natural-gas-project-1668161
705412377	20161109	201611	2016	2016.8466	MNCUSA	SOUTHWEST AIRLINES	USA					MNC			USA	HAWAII	USA								1	036	036	03	1	4.0	16	2	16	-0.7438597526203	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171109174500	http://www.nhregister.com/business/article/Southwest-eyes-Hawaii-s-lucrative-island-hopping-12344530.php
705412378	20161109	201611	2016	2016.8466	MOS	MUSLIM CLERIC				MOS					GOV	AUTHORITIES						GOV			1	020	020	02	1	3.0	20	1	20	-3.125	4	Nouakchott, Trarza, Mauritania	MR	MR06	19532	18.1194	-16.0406	-1402901	4	Nouakchott, Trarza, Mauritania	MR	MR06	19532	18.1194	-16.0406	-1402901	4	Nouakchott, Trarza, Mauritania	MR	MR06	19532	18.1194	-16.0406	-1402901	20171109174500	http://www.reuters.com/article/us-mauritania-trial/mauritanian-blogger-who-faced-death-penalty-for-apostasy-to-be-freed-idUSKBN1D92IH
705412379	20161109	201611	2016	2016.8466	MYS	MALAYSIA	MYS								TWN	TAIWANESE	TWN								0	061	061	06	2	6.4	1	1	1	0.763358778625957	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	1	Taiwan	TW	TW		24	121	TW	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20171109174500	http://www.taipeitimes.com/News/biz/archives/2017/11/10/2003681953
705412380	20161109	201611	2016	2016.8466	MYS	MALAYSIA	MYS								TWN	TAIWANESE	TWN								0	061	061	06	2	6.4	1	1	1	0.763358778625957	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20171109174500	http://www.taipeitimes.com/News/biz/archives/2017/11/10/2003681953
705412381	20161109	201611	2016	2016.8466	SWE	SWEDEN	SWE																		0	173	173	17	4	-5.0	2	1	2	-2.62390670553936	1	Sweden	SW	SW		62	15	SW	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109174500	http://www.taipeitimes.com/News/world/archives/2017/11/10/2003682009
705412382	20161109	201611	2016	2016.8466	UKR	UKRAINE	UKR																		1	061	061	06	2	6.4	5	1	5	-4.59770114942529	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20171109174500	http://www.blackseagrain.net/novosti/black-sea-exports-of-peas-is-under-threat
705412383	20161109	201611	2016	2016.8466	USA	MICHIGAN	USA																		0	051	051	05	1	3.4	10	1	10	5.12971698113208	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	0								4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20171109174500	http://www.newstimes.com/news/article/21-Simple-Ideas-for-a-Successful-Small-Business-10632415.php
705412384	20161109	201611	2016	2016.8466	USA	OHIO	USA																		1	051	051	05	1	3.4	1	1	1	1.2	3	New Concord, Ohio, United States	US	USOH	OH119	39.9937	-81.734	1065115	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171109174500	http://www.examiner.org/newsx/ohio-news/89045-john-glenn-s-ohio-birthplace-to-get-historic-marker
705412385	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	1	1	1	1.2	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								3	New Concord, Ohio, United States	US	USOH		39.9937	-81.734	1065115	20171109174500	http://www.examiner.org/newsx/ohio-news/89045-john-glenn-s-ohio-birthplace-to-get-historic-marker
705412386	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA																		1	112	112	11	3	-2.0	4	1	4	-0.17035775127768	1	United States	US	US		39.828175	-98.5795	US	0								1	China	CH	CH		35	105	CH	20171109174500	https://www.salon.com/2017/11/09/trump-rolls-over-to-china-gives-up-on-american-values/
705412387	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	112	112	11	3	-2.0	2	1	2	-0.17035775127768	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171109174500	https://www.salon.com/2017/11/09/trump-rolls-over-to-china-gives-up-on-american-values/
705412388	20161109	201611	2016	2016.8466	USA	CALIFORNIA	USA								GOV	PRESIDENT						GOV			1	173	173	17	4	-5.0	1	1	1	-3.22580645161291	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20171109174500	https://www.thestar.com/news/world/2017/11/09/how-a-wifes-suspicions-of-infidelity-diverted-an-entire-flight.html
705412389	20161109	201611	2016	2016.8466	USA	CALIFORNIA	USA								GOV	PRESIDENT						GOV			1	173	173	17	4	-5.0	6	1	6	-3.22580645161291	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20171109174500	https://www.thestar.com/news/world/2017/11/09/how-a-wifes-suspicions-of-infidelity-diverted-an-entire-flight.html
705412390	20171010	201710	2017	2017.7671											USA	UNITED STATES	USA								0	112	112	11	3	-2.0	2	1	2	-5.19210799584632	0								3	Strongsville, Ohio, United States	US	USOH	OH035	41.3145	-81.8357	1065396	3	Strongsville, Ohio, United States	US	USOH	OH035	41.3145	-81.8357	1065396	20171109174500	http://wksu.org/post/morning-headlines-online-sex-trafficking-bill-clears-committee-john-glenns-birthplace-gets
705412391	20171010	201710	2017	2017.7671	COP	POLICE						COP													0	010	010	01	1	0.0	4	1	4	-4.87238979118329	3	Miller County, Missouri, United States	US	USMO	MO131	38.2167	-92.4335	758520	0								3	Miller County, Missouri, United States	US	USMO		38.2167	-92.4335	758520	20171109174500	http://www.abc17news.com/news/miller-county-charges-murder-suspect-after-lake-ozark-shooting/653927358
705412392	20171010	201710	2017	2017.7671	ELI	ACTOR						ELI													1	015	015	01	1	0.0	10	1	10	-4.28571428571429	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171109174500	http://www.rollingstone.com/culture/news/ed-westwick-of-gossip-girl-accused-of-rape-by-second-woman-w511401
705412393	20171010	201710	2017	2017.7671	GOV	CHIEF EXECUTIVE						GOV													1	013	013	01	1	0.4	12	2	12	-0.7438597526203	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171109174500	http://www.nhregister.com/business/article/Southwest-eyes-Hawaii-s-lucrative-island-hopping-12344530.php
705412394	20171010	201710	2017	2017.7671	GOV	CHIEF EXECUTIVE						GOV													1	014	014	01	1	0.0	12	2	12	-0.7438597526203	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171109174500	http://www.nhregister.com/business/article/Southwest-eyes-Hawaii-s-lucrative-island-hopping-12344530.php
705412395	20171010	201710	2017	2017.7671	GOV	GOVERNMENT						GOV			LEG	SENATOR						LEG			0	030	030	03	1	4.0	10	1	10	-2.56410256410257	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171109174500	http://www.971talk.com/news/political/trump-voter-fraud-commission-faces-lawsuit-member
705412396	20171010	201710	2017	2017.7671	GOV	CHIEF EXECUTIVE						GOV			USA	UNITED STATES	USA								1	013	013	01	1	0.4	8	2	8	-0.7438597526203	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171109174500	http://www.nhregister.com/business/article/Southwest-eyes-Hawaii-s-lucrative-island-hopping-12344530.php
705412397	20171010	201710	2017	2017.7671	GOV	CHIEF EXECUTIVE						GOV			USA	UNITED STATES	USA								1	014	014	01	1	0.0	8	2	8	-0.7438597526203	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171109174500	http://www.nhregister.com/business/article/Southwest-eyes-Hawaii-s-lucrative-island-hopping-12344530.php
705412398	20171010	201710	2017	2017.7671	POL	POLISH	POL								TWN	TAINAN	TWN								1	193	193	19	4	-10.0	3	1	3	2.51256281407035	4	Yilan, Yilan Xian, Taiwan	TW	TW26	13277	24.757	121.753	-2631996	4	Yilan, Yilan Xian, Taiwan	TW	TW26	13277	24.757	121.753	-2631996	4	Yilan, Yilan Xian, Taiwan	TW	TW26	13277	24.757	121.753	-2631996	20171109174500	http://www.taipeitimes.com/News/feat/archives/2017/11/10/2003681975
705412399	20171010	201710	2017	2017.7671	USA	CHICAGO	USA								EDU	SCHOOL						EDU			1	050	050	05	1	3.5	10	1	10	1.99004975124378	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171109174500	http://www.instyle.com/news/prince-harry-field-of-remembrance-ceremony
705412400	20171010	201710	2017	2017.7671	USA	UNITED STATES	USA								USAGOV	OBAMA	USA					GOV			1	042	042	04	1	1.9	1	1	1	1.99004975124378	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171109174500	http://www.instyle.com/news/prince-harry-field-of-remembrance-ceremony
705412401	20171010	201710	2017	2017.7671	USACOP	UNITED STATES	USA					COP													0	010	010	01	1	0.0	2	1	2	-3.79506641366224	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171109174500	http://www.eagletribune.com/news/hollywood-sex-scandal-grows-ex-boston-news-anchor-says-spacey/article_efa1da4c-c557-11e7-b60b-4314ca9a6eb0.html
705412402	20171010	201710	2017	2017.7671	USAGOV	OBAMA	USA					GOV			USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	1.99004975124378	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171109174500	http://www.instyle.com/news/prince-harry-field-of-remembrance-ceremony
705412403	20171010	201710	2017	2017.7671	USAJUD	KANSAS CITY	USA					JUD													1	193	193	19	4	-10.0	10	1	10	-2.92397660818713	0								0								0								20171109174500	http://www.kmbc.com/article/memorial-service-scheduled-for-slain-kansas-city-attorney/13509857
705412404	20171010	201710	2017	2017.7671	ZWEGOV	ROBERT MUGABE	ZWE					GOV			GOV	MINIST						GOV			0	060	060	06	2	6.0	4	2	4	-11.6164861391592	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171109174500	http://www.sunherald.com/news/nation-world/article183636161.html
705412405	20171102	201711	2017	2017.8274											USA	UNITED STATES	USA								1	042	042	04	1	1.9	6	1	6	5	0								3	Lamoille County, Vermont, United States	US	USVT		44.5834	-72.6329	1461764	3	Lamoille County, Vermont, United States	US	USVT		44.5834	-72.6329	1461764	20171109174500	http://www.stowetoday.com/news_and_citizen/community/salute-to-veterans/collection_da778fbe-c565-11e7-b983-4bb7782b5141.html
705412406	20171102	201711	2017	2017.8274	CHN	CHINA	CHN																		1	084	084	08	2	7.0	1	1	1	1.24416796267497	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171109174500	http://www.taipeitimes.com/News/editorials/archives/2017/11/10/2003681971
705412407	20171102	201711	2017	2017.8274	EDULAB	SCHOOL						EDU	LAB		EDU	SCHOOL						EDU			1	010	010	01	1	0.0	10	1	10	1.23456790123457	0								0								0								20171109174500	http://www.thenewsstar.com/story/news/education/2017/11/09/search-ouachita-parish-schools-employee-salaries/842416001/
705412408	20171102	201711	2017	2017.8274	GBR	UNITED KINGDOM	GBR								GOVMIL	DEFENCE SECRETARY						GOV	MIL		0	060	060	06	2	6.0	4	1	4	-3.28638497652582	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20171109174500	http://www.lbc.co.uk/news/uk/penny-mordaunt-replaces-priti-patel-as-intern/
705412409	20171102	201711	2017	2017.8274	GOVMIL	DEFENCE SECRETARY						GOV	MIL		GOV	MINIST						GOV			0	060	060	06	2	6.0	6	1	6	-3.28638497652582	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	40174	59.15	-2.61667	-2611570	20171109174500	http://www.lbc.co.uk/news/uk/penny-mordaunt-replaces-priti-patel-as-intern/
705412410	20171102	201711	2017	2017.8274	MED	CORRESPONDENT						MED			NGA	ABUJA	NGA								1	010	010	01	1	0.0	3	1	3	-0.81632653061224	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412411	20171102	201711	2017	2017.8274	MED	CORRESPONDENT						MED			NGA	ABUJA	NGA								1	042	042	04	1	1.9	4	1	4	-0.81632653061224	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412412	20171102	201711	2017	2017.8274	MED	CORRESPONDENT						MED			NGA	ABUJA	NGA								1	042	042	04	1	1.9	1	1	1	-0.81632653061224	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412413	20171102	201711	2017	2017.8274	MED	CORRESPONDENT						MED			NGA	NIGERIA	NGA								1	043	043	04	1	2.8	1	1	1	-0.81632653061224	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412414	20171102	201711	2017	2017.8274	MED	CORRESPONDENT						MED			NGA	NIGERIA	NGA								1	043	043	04	1	2.8	1	1	1	-0.81632653061224	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412415	20171102	201711	2017	2017.8274	NGA	NIGERIA	NGA								MED	CORRESPONDENT						MED			1	010	010	01	1	0.0	2	1	2	-0.81632653061224	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412416	20171102	201711	2017	2017.8274	NGA	NIGERIA	NGA								MED	CORRESPONDENT						MED			1	010	010	01	1	0.0	2	1	2	-0.81632653061224	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412417	20171102	201711	2017	2017.8274	NGA	NIGERIA	NGA								MED	CORRESPONDENT						MED			1	042	042	04	1	1.9	1	1	1	-0.81632653061224	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412418	20171102	201711	2017	2017.8274	NGA	NIGERIA	NGA								MED	CORRESPONDENT						MED			1	042	042	04	1	1.9	1	1	1	-0.81632653061224	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412419	20171102	201711	2017	2017.8274	NGA	ABUJA	NGA								MED	CORRESPONDENT						MED			1	043	043	04	1	2.8	4	1	4	-0.81632653061224	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412420	20171102	201711	2017	2017.8274	NGA	ABUJA	NGA								MED	CORRESPONDENT						MED			1	043	043	04	1	2.8	1	1	1	-0.81632653061224	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	5	Ebonyi State, Ebonyi, Nigeria	NI	NI53	191314	6.25	8.08333	9098617	20171109174500	http://punchng.com/pdp-governor-umahi-begs-buhari-to-seek-re-election/
705412421	20171102	201711	2017	2017.8274	SAU	SAUDI ARABIA	SAU								REB	REBEL						REB			1	194	194	19	4	-10.0	3	1	3	-6.794682422452	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171109174500	http://www.krdo.com/news/national-international-news/saudi-blockade-pushing-yemen-toward-worst-famine-in-decades/653961042
705412422	20171102	201711	2017	2017.8274	SYR	SYRIAN	SYR								DEU	BONN	DEU								0	026	026	02	1	4.0	8	1	8	-0.75376884422111	1	Syria	SY	SY		35	38	SY	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.7333	7.1	-1750167	1	Syria	SY	SY		35	38	SY	20171109174500	http://ipolitics.ca/2017/11/09/behind-tweet-praising-syria-conservatives-want-know/
705412423	20171102	201711	2017	2017.8274	SYR	SYRIA	SYR								DEU	GERMANY	DEU								0	026	026	02	1	4.0	2	1	2	-0.75376884422111	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171109174500	http://ipolitics.ca/2017/11/09/behind-tweet-praising-syria-conservatives-want-know/
705412424	20171102	201711	2017	2017.8274	SYR	SYRIAN	SYR								DEU	BONN	DEU								0	036	036	03	1	4.0	8	1	8	-0.75376884422111	1	Syria	SY	SY		35	38	SY	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.7333	7.1	-1750167	1	Syria	SY	SY		35	38	SY	20171109174500	http://ipolitics.ca/2017/11/09/behind-tweet-praising-syria-conservatives-want-know/
705412425	20171102	201711	2017	2017.8274	SYR	SYRIA	SYR								DEU	GERMANY	DEU								0	036	036	03	1	4.0	2	1	2	-0.75376884422111	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171109174500	http://ipolitics.ca/2017/11/09/behind-tweet-praising-syria-conservatives-want-know/
705412426	20171102	201711	2017	2017.8274	USA	VERMONT	USA																		1	042	042	04	1	1.9	2	1	2	5	3	Lamoille County, Vermont, United States	US	USVT	VT015	44.5834	-72.6329	1461764	0								3	Lamoille County, Vermont, United States	US	USVT		44.5834	-72.6329	1461764	20171109174500	http://www.stowetoday.com/news_and_citizen/community/salute-to-veterans/collection_da778fbe-c565-11e7-b983-4bb7782b5141.html
