704951745	20161108	201611	2016	2016.8438											CVL	VOTER						CVL			1	036	036	03	1	4.0	5	1	5	-0.19920318725099	0								3	Longview, California, United States	US	USCA	CA037	34.4936	-117.897	1669872	3	Longview, California, United States	US	USCA	CA037	34.4936	-117.897	1669872	20171108104500	http://tdn.com/news/local/longview-s-m-school-bond-fails-to-win-supermajority/article_2972f661-cfba-5ab0-bdd3-d99ec2f7c1c8.html
704951746	20161108	201611	2016	2016.8438											CVL	VOTER						CVL			1	051	051	05	1	3.4	5	1	5	-0.19920318725099	0								3	Longview, California, United States	US	USCA	CA037	34.4936	-117.897	1669872	3	Longview, California, United States	US	USCA	CA037	34.4936	-117.897	1669872	20171108104500	http://tdn.com/news/local/longview-s-m-school-bond-fails-to-win-supermajority/article_2972f661-cfba-5ab0-bdd3-d99ec2f7c1c8.html
704951747	20161108	201611	2016	2016.8438											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	6	1	6	-3.42146189735615	0								3	Corpus Christi, Texas, United States	US	USTX		27.8006	-97.3964	1333380	3	Corpus Christi, Texas, United States	US	USTX		27.8006	-97.3964	1333380	20171108104500	http://www.kristv.com/story/36791247/corpus-christis-homicide-support-group-has-never-seen-massacre-like-sutherland-springs
704951748	20161108	201611	2016	2016.8438	AFG	KABUL	AFG								REB	INSURGENT						REB			0	190	190	19	4	-10.0	8	1	8	-8.47107438016528	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108104500	http://borneobulletin.com.bn/gunmen-storm-kabul-tv-station/
704951749	20161108	201611	2016	2016.8438	BLR	BELARUS	BLR								NGOHLHIRC	ICRC		IRC				NGO	HLH		1	057	057	05	1	8.0	5	1	5	0.80645161290322	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20171108104500	http://eng.belta.by/politics/view/belarus-humanitarian-efforts-in-other-countries-praised-by-icrc-106526-2017/
704951750	20161108	201611	2016	2016.8438	CAN	CANADA	CAN								LAB	WORKER						LAB			1	075	075	07	2	7.0	10	1	10	3.03030303030303	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171108104500	http://www.cbc.ca/news/business/immigration-high-tech-canada-global-skills-strategy-1.4391409
704951751	20161108	201611	2016	2016.8438	ESP	BARCELONA	ESP																		1	141	141	14	3	-6.5	10	1	10	0	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20171108104500	https://www.gsmarena.com/apple_dual_camera_patent_infringement-news-28145.php
704951752	20161108	201611	2016	2016.8438	GOV	PRESIDENT						GOV			USAMED	REUTERS	USA					MED			1	0332	033	03	1	5.2	10	1	10	0.925925925925926	0								0								0								20171108104500	http://www.gmanetwork.com/news/money/companies/632411/san-miguel-pure-foods-to-raise-3-billion-via-share-sale/story/
704951753	20161108	201611	2016	2016.8438	MIL	MILITARY						MIL			SAU	SAUDI	SAU								1	036	036	03	1	4.0	2	1	2	1.66204986149584	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108104500	https://tribune.com.pk/story/1552045/1-saudi-led-military-alliance-formally-shape-end-next-year/
704951754	20161108	201611	2016	2016.8438	NGOHLHIRC	ICRC		IRC				NGO	HLH		BLR	BELARUS	BLR								1	057	057	05	1	8.0	5	1	5	0.80645161290322	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20171108104500	http://eng.belta.by/politics/view/belarus-humanitarian-efforts-in-other-countries-praised-by-icrc-106526-2017/
704951755	20161108	201611	2016	2016.8438	PHL	MANILA	PHL								USA	AMERICAN	USA								1	043	043	04	1	2.8	8	1	8	3.14465408805031	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	1	United States	US	US		39.828175	-98.5795	US	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171108104500	http://cnnphilippines.com/entertainment/2017/11/08/paramore-manila-tour-four.html
704951756	20161108	201611	2016	2016.8438	USA	AMERICAN	USA								PHL	MANILA	PHL								1	042	042	04	1	1.9	8	1	8	3.14465408805031	1	United States	US	US		39.828175	-98.5795	US	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171108104500	http://cnnphilippines.com/entertainment/2017/11/08/paramore-manila-tour-four.html
704951757	20161108	201611	2016	2016.8438	USAGOV	OBAMA	USA					GOV			ISR	ISRAEL	ISR								0	033	033	03	1	5.2	8	1	8	-4.56412596987677	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171108104500	http://www.wsws.org/en/articles/2017/11/08/balf-n08.html
704951758	20161108	201611	2016	2016.8438	USAGOV	OBAMA	USA					GOV			ISR	ISRAEL	ISR								0	033	033	03	1	5.2	2	1	2	-4.56412596987677	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108104500	http://www.wsws.org/en/articles/2017/11/08/balf-n08.html
704951759	20161108	201611	2016	2016.8438	USAGOV	OBAMA	USA					GOV			ISR	ISRAEL	ISR								0	070	070	07	2	7.0	8	1	8	-4.56412596987677	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171108104500	http://www.wsws.org/en/articles/2017/11/08/balf-n08.html
704951760	20161108	201611	2016	2016.8438	USAGOV	OBAMA	USA					GOV			ISR	ISRAEL	ISR								0	070	070	07	2	7.0	2	1	2	-4.56412596987677	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108104500	http://www.wsws.org/en/articles/2017/11/08/balf-n08.html
704951761	20171009	201710	2017	2017.7644											AFR	AFRICA	AFR								1	100	100	10	3	-5.0	4	1	4	-6.0377358490566	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171108104500	http://ewn.co.za/2017/11/08/esidimeni-suspended-hod-selebano-challenges-subpoena
704951762	20171009	201710	2017	2017.7644											MCO	MONACO	MCO								0	042	042	04	1	1.9	6	1	6	-0.05913660555884	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171108104500	http://www.dailymail.co.uk/tvshowbiz/article-5061579/Jeremy-Meeks-andChloe-Green-united-LA.html
704951763	20171009	201710	2017	2017.7644											ZAF	GAUTENG	ZAF								1	100	100	10	3	-5.0	2	1	2	-6.0377358490566	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171108104500	http://ewn.co.za/2017/11/08/esidimeni-suspended-hod-selebano-challenges-subpoena
704951764	20171009	201710	2017	2017.7644	AFR	AFRICA	AFR								ZAF	GAUTENG	ZAF								1	100	100	10	3	-5.0	3	1	3	-6.0377358490566	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171108104500	http://ewn.co.za/2017/11/08/esidimeni-suspended-hod-selebano-challenges-subpoena
