705744885	20161110	201611	2016	2016.8493	EDU	STUDENT						EDU			USA	UNITED STATES	USA								1	020	020	02	1	3.0	8	1	8	5.37383177570094	3	Blacksburg, Virginia, United States	US	USVA	VA163	37.8187	-79.3192	1481840	3	Blacksburg, Virginia, United States	US	USVA	VA163	37.8187	-79.3192	1481840	3	Blacksburg, Virginia, United States	US	USVA	VA163	37.8187	-79.3192	1481840	20171110170000	http://www.roanoke.com/news/education/higher_education/virginia_tech/trump-pardoned-turkeys-to-live-out-days-at-virginia-tech/article_b6e8bd3a-5427-5a7d-a0c7-07ddf6ac1573.html
705744886	20161110	201611	2016	2016.8493	FRA	FRANCE	FRA								UAF	TERRORIST						UAF			0	173	173	17	4	-5.0	2	1	2	-7.95454545454545	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171110170000	http://thebangladeshtoday.com/2017/11/two-years-paris-attacks-suspect-keeps-silence/
705744887	20161110	201611	2016	2016.8493	FRA	FRANCE	FRA								UAF	TERRORIST						UAF			0	190	190	19	4	-10.0	2	1	2	-7.95454545454545	4	Fleury-Merogis, France (general), France	FR	FR00	16278	48.6311	2.36194	-1427083	4	Fleury-Merogis, France (general), France	FR	FR00	16278	48.6311	2.36194	-1427083	4	Fleury-Merogis, France (general), France	FR	FR00	16278	48.6311	2.36194	-1427083	20171110170000	http://thebangladeshtoday.com/2017/11/two-years-paris-attacks-suspect-keeps-silence/
705744888	20161110	201611	2016	2016.8493	GOV	MAYOR						GOV			AUS	MURRAY	AUS								1	111	111	11	3	-2.0	10	1	10	0.77319587628866	0								0								0								20171110170000	http://www.weeklytimesnow.com.au/agribusiness/dairy/murray-goulburn-fury-over-kiewa-cheese-line/news-story/698d036a555c0bed98b1c4fed8b10c03?nk=0c09f041f472a8014a5a5fec85e35de0-1510332432
705744889	20161110	201611	2016	2016.8493	IDN	INDONESIA	IDN								VNM	VIETNAM	VNM								0	050	050	05	1	3.5	2	1	2	4.07523510971787	1	Indonesia	ID	ID		-5	120	ID	4	Danang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	1	Indonesia	ID	ID		-5	120	ID	20171110170000	http://www.thejakartapost.com/news/2017/11/10/indonesian-firms-showcase-products-in-vietnam.html
705744890	20161110	201611	2016	2016.8493	IGOSAFSAD	SADC	SAF	SAD				IGO													0	130	130	13	3	-4.4	5	1	5	-4.8284625158831	1	Zimbabwe	ZI	ZI		-19	29	ZI	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	20171110170000	http://zimbabwelight.blogspot.com/2017/11/mugabe-has-always-guaranteed-free.html
705744891	20161110	201611	2016	2016.8493	IND	INDORE	IND								UAF	TERRORIST						UAF			1	111	111	11	3	-2.0	5	1	5	-4.42477876106195	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171110170000	http://ptinews.com/news/9226394_9-11--8-11-key-dates-for-world--Vijayvargiya-on-note-ban.html
705744892	20161110	201611	2016	2016.8493	NOR	NORWAY	NOR																		0	070	070	07	2	7.0	10	1	10	-0.22172949002218	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171110170000	http://www.fis.com/fis/worldnews/worldnews.asp?monthyear=&day=9&id=94661&l=e&country=0&special=&ndb=1&df=0
705744893	20161110	201611	2016	2016.8493	PAK	PAKISTAN	PAK								COP	SECURITY FORCE						COP			0	173	173	17	4	-5.0	2	1	2	-2.12765957446809	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171110170000	http://ptinews.com/news/9225951_Pakistan-allows-Kulbhushan-Jadhav-to-meet-wife-.html
705744894	20161110	201611	2016	2016.8493	PAK	PAKISTAN	PAK								COP	SECURITY FORCE						COP			0	173	173	17	4	-5.0	2	1	2	-2.1505376344086	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20171110170000	http://odishasamaya.com/india/pakistan-allows-kulbhushan-jadhav-to-meet-wife/94308/
