702875153	20161101	201611	2016	2016.8247											GBR	UNITED KINGDOM	GBR								1	120	120	12	3	-4.0	2	1	2	-4.11311053984576	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171101073000	https://www.siasat.com/news/assange-confirms-trump-campaigners-contacted-wikileaks-over-clinton-emails-1248141/
702875154	20161101	201611	2016	2016.8247	EDU	SCHOOL						EDU													1	030	030	03	1	4.0	10	1	10	3.03030303030303	4	Port Macquarie, New South Wales, Australia	AS	AS02	5096	-31.4308	152.909	-1595897	0								4	Port Macquarie, New South Wales, Australia	AS	AS02	5096	-31.4308	152.909	-1595897	20171101073000	http://www.wauchopegazette.com.au/story/5028838/nature-school-given-the-green-light-for-next-year/
702875155	20161101	201611	2016	2016.8247	GOV	PRESIDENT						GOV			BUS	COMPANY						BUS			0	030	030	03	1	4.0	3	1	3	3.0812324929972	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171101073000	http://www.arabianbusiness.com/industries/retail/382510-burberry-creative-chief-bailey-leaving-as-ceo-tightens-hold
702875156	20161101	201611	2016	2016.8247	JUD	TRIBUNAL						JUD			CHN	BEIJING	CHN								1	016	016	01	1	-2.0	8	1	8	-3.5483870967742	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171101073000	http://www.dailymail.co.uk/wires/afp/article-5038061/China-ASEAN-hold-joint-naval-drills-tensions-ease.html
702875157	20161101	201611	2016	2016.8247	JUD	TRIBUNAL						JUD			CHN	CHINA	CHN								1	016	016	01	1	-2.0	2	1	2	-3.5483870967742	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Philippines	RP	RP		13	122	RP	20171101073000	http://www.dailymail.co.uk/wires/afp/article-5038061/China-ASEAN-hold-joint-naval-drills-tensions-ease.html
702875158	20161101	201611	2016	2016.8247	JUD	PROSECUTOR						JUD			RUS	RUSSIA	RUS								0	040	040	04	1	1.0	1	1	1	-2.19629375428963	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171101073000	http://gearsofbiz.com/the-russia-investigations-countdown-to-the-big-show-republicans-strike-back/166750
702875159	20161101	201611	2016	2016.8247	JUDJUD	HIGH COURT						JUD	JUD												0	193	193	19	4	-10.0	3	1	3	-8.47280334728032	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	0								4	Atteridgeville, Gauteng, South Africa	SF	SF06	77346	-25.7704	28.0807	-1208058	20171101073000	https://www.timeslive.co.za/news/south-africa/2017-11-01-state-to-appeal-for-longer-pistorius-sentence/
702875160	20161101	201611	2016	2016.8247	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	5	1	5	-1.53508771929824	3	Princeton, New Jersey, United States	US	USNJ	NJ021	40.3487	-74.659	879490	0								3	Trenton, New Jersey, United States	US	USNJ	NJ021	40.2171	-74.7429	884540	20171101073000	http://www.njspotlight.com/stories/17/10/31/it-could-be-all-about-the-coattails-in-truly-competitive-ld-16-races/
702875161	20161101	201611	2016	2016.8247	USA	UNITED STATES	USA																		0	071	071	07	2	7.4	1	1	1	-1.53508771929824	3	Seton Hall University, New Jersey, United States	US	USNJ	NJ013	40.7426	-74.2474	880476	0								3	Seton Hall University, New Jersey, United States	US	USNJ		40.7426	-74.2474	880476	20171101073000	http://www.njspotlight.com/stories/17/10/31/it-could-be-all-about-the-coattails-in-truly-competitive-ld-16-races/
702875162	20161101	201611	2016	2016.8247	USA	UNITED STATES	USA																		0	071	071	07	2	7.4	4	1	4	-1.53508771929824	3	Trenton, New Jersey, United States	US	USNJ	NJ021	40.2171	-74.7429	884540	0								3	Trenton, New Jersey, United States	US	USNJ	NJ021	40.2171	-74.7429	884540	20171101073000	http://www.njspotlight.com/stories/17/10/31/it-could-be-all-about-the-coattails-in-truly-competitive-ld-16-races/
