704166470	20161106	201611	2016	2016.8384											GOV	GOVERNMENT						GOV			1	046	046	04	1	7.0	2	1	2	-6.08974358974359	0								4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171106001500	https://www.reuters.com/article/us-nigeria-oil/niger-delta-leader-calls-on-avengers-to-hold-off-oil-attacks-idUSKBN1D516I
704166471	20161106	201611	2016	2016.8384	AFR	AFRICA	AFR								CHN	CHINESE	CHN								0	012	012	01	1	-0.4	3	1	3	-0.92646207295889	4	Yuzhou, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Yuzhou, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	4	Yuzhou, Chongqing, China	CH	CH33	13004	29.5628	106.553	-1900774	20171106001500	http://www.herald.co.zw/the-rise-and-rise-of-china/
704166472	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS																		1	110	110	11	3	-2.0	4	2	4	-0.25252525252525	4	Scone, New South Wales, Australia	AS	AS02	5096	-32.0501	150.869	-1599677	0								4	Scone, New South Wales, Australia	AS	AS02	5096	-32.0501	150.869	-1599677	20171106001500	http://www.walchanewsonline.com.au/story/5033823/new-england-by-election-well-underway-as-candidates-step-up/?cs=5782
704166473	20161106	201611	2016	2016.8384	DZA	CONSTANTINE	DZA																		0	010	010	01	1	0.0	6	1	6	2.35294117647058	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20171106001500	http://neoskosmos.com/news/en/No-stone-left-unturned-for-restoration-of-Evangelismos-Church
704166474	20161106	201611	2016	2016.8384	DZA	CONSTANTINE	DZA								DEU	GERMANY	DEU								0	010	010	01	1	0.0	2	1	2	2.35294117647058	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171106001500	http://neoskosmos.com/news/en/No-stone-left-unturned-for-restoration-of-Evangelismos-Church
704166475	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV													1	046	046	04	1	7.0	2	1	2	-6.08974358974359	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106001500	https://www.reuters.com/article/us-nigeria-oil/niger-delta-leader-calls-on-avengers-to-hold-off-oil-attacks-idUSKBN1D516I
704166476	20161106	201611	2016	2016.8384	GOV	PRIME MINISTER						GOV													1	172	172	17	4	-5.0	10	1	10	-4.4311377245509	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	0								4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20171106001500	https://www.bloomberg.com/news/articles/2017-11-05/modi-s-big-economic-gamble-in-tatters-as-cash-remains-king
704166477	20161106	201611	2016	2016.8384	GOV	MINISTRY						GOV			MED	MEDIA						MED			0	173	173	17	4	-5.0	6	1	6	-7.56533700137551	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Tunisia	TS	TS		34	9	TS	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171106001500	https://www.dailymaverick.co.za/article/2017-11-06-the-sadc-wrap-zambian-judiciary-crisis-on-the-boil-us-journalist-arrested-in-zim/
704166478	20161106	201611	2016	2016.8384	GOV	MINISTRY						GOV			MED	MEDIA						MED			0	173	173	17	4	-5.0	4	1	4	-7.56533700137551	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171106001500	https://www.dailymaverick.co.za/article/2017-11-06-the-sadc-wrap-zambian-judiciary-crisis-on-the-boil-us-journalist-arrested-in-zim/
704166479	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			NGA	NIGER DELTA	NGA								1	046	046	04	1	7.0	1	1	1	-6.08974358974359	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106001500	https://www.reuters.com/article/us-nigeria-oil/niger-delta-leader-calls-on-avengers-to-hold-off-oil-attacks-idUSKBN1D516I
704166480	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			NGA	NIGER DELTA	NGA								1	046	046	04	1	7.0	7	1	7	-6.08974358974359	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171106001500	https://www.reuters.com/article/us-nigeria-oil/niger-delta-leader-calls-on-avengers-to-hold-off-oil-attacks-idUSKBN1D516I
704166481	20161106	201611	2016	2016.8384	IGOSEAASN	ASEAN	SEA	ASN				IGO													1	061	061	06	2	6.4	5	1	5	2.20588235294118	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20171106001500	http://globalnation.inquirer.net/161477/asean-done-us-good
704166482	20161106	201611	2016	2016.8384	IGOSEAASN	ASEAN	SEA	ASN				IGO			CHN	CHINA	CHN								1	061	061	06	2	6.4	5	1	5	2.20588235294118	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106001500	http://globalnation.inquirer.net/161477/asean-done-us-good
