705523443	20071113	200711	2007	2007.8575	ISR	ISRAELI	ISR																		1	061	061	06	2	6.4	1	1	1	4.6583850931677	1	Israel	IS	IS		31.5	34.75	IS	0								4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171110010000	https://www.algemeiner.com/2017/11/09/leading-indian-business-school-opens-israel-center-in-bid-to-intensify-academic-economic-cooperation/
705523444	20071113	200711	2007	2007.8575	PAKMIL	PAKISTAN	PAK					MIL			UAF	MILITANT						UAF			0	190	190	19	4	-10.0	10	1	10	-1.94805194805195	4	Bajaur, North-West Frontier, Pakistan	PK	PK03	40352	34.8333	71.9167	-2755559	4	Bajaur, North-West Frontier, Pakistan	PK	PK03	40352	34.8333	71.9167	-2755559	4	Bajaur, North-West Frontier, Pakistan	PK	PK03	40352	34.8333	71.9167	-2755559	20171110010000	https://gandhara.rferl.org/a/pakistan-tribal-areas-closes-msf-healthcare-facility/28845122.html
705523445	20071113	200711	2007	2007.8575	UAF	MILITANT						UAF			PAKMIL	PAKISTAN	PAK					MIL			0	190	190	19	4	-10.0	10	1	10	-1.94805194805195	4	Bajaur, North-West Frontier, Pakistan	PK	PK03	40352	34.8333	71.9167	-2755559	4	Bajaur, North-West Frontier, Pakistan	PK	PK03	40352	34.8333	71.9167	-2755559	4	Bajaur, North-West Frontier, Pakistan	PK	PK03	40352	34.8333	71.9167	-2755559	20171110010000	https://gandhara.rferl.org/a/pakistan-tribal-areas-closes-msf-healthcare-facility/28845122.html
705523446	20161110	201611	2016	2016.8493	BUS	STEELWORKER						BUS			CAN	CANADA	CAN								1	010	010	01	1	0.0	2	1	2	-1.71503957783641	4	Key Lake, Saskatchewan, Canada	CA	CA11	154724	56.3	-103.533	-567217	4	Key Lake, Saskatchewan, Canada	CA	CA11	154724	56.3	-103.533	-567217	4	Key Lake, Saskatchewan, Canada	CA	CA11	154724	56.3	-103.533	-567217	20171110010000	http://thestarphoenix.com/business/local-business/ndp-wants-immediate-action-to-help-cameco-workers-facing-temporary-layoffs
705523447	20161110	201611	2016	2016.8493	BUS	STEELWORKER						BUS			CANGOV	CANADA	CAN					GOV			1	010	010	01	1	0.0	2	1	2	-1.71503957783641	4	Key Lake, Saskatchewan, Canada	CA	CA11	154724	56.3	-103.533	-567217	4	Key Lake, Saskatchewan, Canada	CA	CA11	154724	56.3	-103.533	-567217	4	Key Lake, Saskatchewan, Canada	CA	CA11	154724	56.3	-103.533	-567217	20171110010000	http://thestarphoenix.com/business/local-business/ndp-wants-immediate-action-to-help-cameco-workers-facing-temporary-layoffs
705523448	20161110	201611	2016	2016.8493	BUS	STEELWORKER						BUS			GOV	INTERIM PRESIDENT						GOV			1	010	010	01	1	0.0	6	1	6	-1.71503957783641	4	Key Lake, Saskatchewan, Canada	CA	CA11	154724	56.3	-103.533	-567217	4	Key Lake, Saskatchewan, Canada	CA	CA11	154724	56.3	-103.533	-567217	4	Key Lake, Saskatchewan, Canada	CA	CA11	154724	56.3	-103.533	-567217	20171110010000	http://thestarphoenix.com/business/local-business/ndp-wants-immediate-action-to-help-cameco-workers-facing-temporary-layoffs
705523449	20161110	201611	2016	2016.8493	BUS	BANK						BUS			NZL	NEW ZEALAND	NZL								1	112	112	11	3	-2.0	2	1	2	-7.71428571428572	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171110010000	http://home.nzcity.co.nz/news/article.aspx?id=259038
705523450	20161110	201611	2016	2016.8493	BUS	BANK						BUS			NZL	NEW ZEALAND	NZL								1	112	112	11	3	-2.0	2	1	2	-7.71428571428572	1	China	CH	CH		35	105	CH	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171110010000	http://home.nzcity.co.nz/news/article.aspx?id=259038
705523451	20161110	201611	2016	2016.8493	BUS	BANK						BUS			NZL	NEW ZEALAND	NZL								1	190	190	19	4	-10.0	4	1	4	-7.71428571428572	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171110010000	http://home.nzcity.co.nz/news/article.aspx?id=259038
705523452	20161110	201611	2016	2016.8493	GOV	CHIEF EXECUTIVE						GOV			USAMED	REUTERS	USA					MED			1	013	013	01	1	0.4	8	1	8	-1.27877237851662	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171110010000	https://timesofindia.indiatimes.com/business/international-business/socar-trading-to-quit-calgary-move-some-functions-to-u-s-letter/articleshow/61585809.cms
705523453	20161110	201611	2016	2016.8493	GOVJUD	GOVERNMENT						GOV	JUD		JUD	JUDGE						JUD			0	020	020	02	1	3.0	6	1	6	-2.68006700167504	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	20171110010000	https://article.wn.com/view/2017/11/10/Britain_Could_Still_Change_Its_Mind_On_Brexit_Former_EU_Amba/
705523454	20161110	201611	2016	2016.8493	GOVJUD	GOVERNMENT						GOV	JUD		JUD	JUDGE						JUD			0	020	020	02	1	3.0	2	1	2	-2.68006700167504	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	20171110010000	https://article.wn.com/view/2017/11/10/Britain_Could_Still_Change_Its_Mind_On_Brexit_Former_EU_Amba/
705523455	20161110	201611	2016	2016.8493	GOVJUD	GOVERNMENT						GOV	JUD		JUD	JUDGE						JUD			0	020	020	02	1	3.0	2	1	2	-2.68006700167504	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171110010000	https://article.wn.com/view/2017/11/10/Britain_Could_Still_Change_Its_Mind_On_Brexit_Former_EU_Amba/
705523456	20161110	201611	2016	2016.8493	LEG	SENATE						LEG													1	040	040	04	1	1.0	5	1	5	-2.35690235690236	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20171110010000	http://host.madison.com/wsj/news/local/wisconsin-assembly-approves-limits-on-police-body-cam-access/article_621d1654-510c-56a2-b2c0-1e28c3b51350.html
705523457	20161110	201611	2016	2016.8493	MNCCHN	BANK OF CHINA	CHN					MNC			GOV	GOVERNMENT						GOV			1	013	013	01	1	0.4	1	1	1	0.90225563909775	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110010000	https://finance.yahoo.com/news/were-engaged-alaska-gets-china-112712028.html
705523458	20161110	201611	2016	2016.8493	MNCCHN	BANK OF CHINA	CHN					MNC			GOV	GOVERNMENT						GOV			1	013	013	01	1	0.4	1	1	1	0.90225563909775	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20171110010000	https://finance.yahoo.com/news/were-engaged-alaska-gets-china-112712028.html
