704030239	20171105	201711	2017	2017.8356											BUS	BANK						BUS			1	046	046	04	1	7.0	1	1	1	-2.82051282051282	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105073000	http://english.sakshi.com/news/2017/11/05/air-india-in-talks-with-sbi-to-sell-its-residential-properties
704030240	20171105	201711	2017	2017.8356											BUS	BANK						BUS			1	046	046	04	1	7.0	20	2	20	-0.14705882352941	0								4	Nariman Point, Maharashtra, India	IN	IN16	70184	18.9244	72.8186	-2105792	4	Nariman Point, Maharashtra, India	IN	IN16	70184	18.9244	72.8186	-2105792	20171105073000	http://www.business-standard.com/article/pti-stories/air-india-to-sell-2-residential-properties-to-sbi-may-fetch-rs-50-crore-117110500206_1.html
704030241	20171105	201711	2017	2017.8356											BUS	BANK						BUS			1	046	046	04	1	7.0	9	1	9	-2.82051282051282	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171105073000	http://english.sakshi.com/news/2017/11/05/air-india-in-talks-with-sbi-to-sell-its-residential-properties
704030242	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								0	042	042	04	1	1.9	2	1	2	0.55555555555556	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171105073000	http://torontosun.com/opinion/columnists/opinion-canadas-vimy-oaks-soldier
704030243	20171105	201711	2017	2017.8356											CHE	SWISS	CHE								0	040	040	04	1	1.0	1	1	1	1.24740124740125	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105073000	http://indianexpress.com/elections/gujarat-assembly-elections-2017/gujarat-assembly-elections-2017-everything-rahul-gandhi-said-during-campaign-so-far-4923315/
704030244	20171105	201711	2017	2017.8356											CHE	SWISS	CHE								0	040	040	04	1	1.0	1	1	1	1.24740124740125	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171105073000	http://indianexpress.com/elections/gujarat-assembly-elections-2017/gujarat-assembly-elections-2017-everything-rahul-gandhi-said-during-campaign-so-far-4923315/
704030245	20171105	201711	2017	2017.8356											CHN	CHINESE	CHN								0	042	042	04	1	1.9	1	1	1	2.0979020979021	0								4	Semporna, Sabah, Malaysia	MY	MY16	18585	4.48178	118.611	-2404493	4	Semporna, Sabah, Malaysia	MY	MY16	18585	4.48178	118.611	-2404493	20171105073000	http://www.dailyexpress.com.my/read.cfm?NewsID=2705
704030246	20171105	201711	2017	2017.8356											COP	SECURITY FORCE						COP			1	040	040	04	1	1.0	10	1	10	-3.94736842105263	0								1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20171105073000	http://jamaica-gleaner.com/article/lead-stories/20171105/security-minister-seeks-buy-opposition-and-other-groups-invited
704030247	20171105	201711	2017	2017.8356											COP	DEPUTIES						COP			1	042	042	04	1	1.9	5	1	5	-3.75782881002087	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171105073000	http://rightwingnews.com/top-news/bullied-11-yr-old-girl-tells-friends-cant-take-anymore-kills/
704030248	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-2.29885057471265	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105073000	http://www.mirror.co.uk/news/real-life-stories/pride-britain-winner-reveals-heartache-11463249
704030249	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-3.57142857142857	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171105073000	http://www.bathchronicle.co.uk/news/bath-news/bath-police-called-nearly-two-722594
704030250	20171105	201711	2017	2017.8356											COP	POLICE						COP			0	046	046	04	1	7.0	8	1	8	1.70157068062827	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20171105073000	https://www.indiatimes.com/lifestyle/self/11-indian-women-who-were-firsts-in-their-fields-332449.html
704030251	20171105	201711	2017	2017.8356											COP	POLICE						COP			0	046	046	04	1	7.0	2	1	2	1.70157068062827	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105073000	https://www.indiatimes.com/lifestyle/self/11-indian-women-who-were-firsts-in-their-fields-332449.html
704030252	20171105	201711	2017	2017.8356											COP	POLICE						COP			0	0873	087	08	2	9.0	3	1	3	-7.83645655877343	0								1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20171105073000	http://www.derbytelegraph.co.uk/news/derby-news/normanton-man-threatened-kill-woman-702096
704030253	20171105	201711	2017	2017.8356											COP	POLICE						COP			0	100	100	10	3	-5.0	3	1	3	-7.83645655877343	0								1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20171105073000	http://www.derbytelegraph.co.uk/news/derby-news/normanton-man-threatened-kill-woman-702096
704030254	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	173	173	17	4	-5.0	2	1	2	-6.42857142857143	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171105073000	http://www.business-standard.com/article/pti-stories/man-arrested-for-burgarly-in-aap-office-117110500217_1.html
