705106478	20071111	200711	2007	2007.8521	USA	VIRGINIA	USA								HLH	CAREGIVER						HLH			0	173	173	17	4	-5.0	3	1	3	-9.06148867313911	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171108210000	https://www.propublica.org/article/another-startling-verdict-for-forensic-science-1
705106479	20071111	200711	2007	2007.8521	USA	VIRGINIA	USA								HLH	CAREGIVER						HLH			0	173	173	17	4	-5.0	2	1	2	-9.06148867313911	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171108210000	https://www.propublica.org/article/another-startling-verdict-for-forensic-science-1
705106480	20161108	201611	2016	2016.8438											BUS	BUSINESS						BUS			1	040	040	04	1	1.0	10	1	10	7.05596107055961	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20171108210000	https://www.cnbc.com/2017/11/08/why-the-secret-to-your-success-is-who-you-choose-as-a-best-friend.html
705106481	20161108	201611	2016	2016.8438											EDU	SCHOLAR						EDU			0	120	120	12	3	-4.0	2	2	2	-2.47612595173571	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Mexico	MX	MX		23	-102	MX	20171108210000	https://www.huffingtonpost.com/entry/texas-votes-against-mexican-american-studies-textbook_us_5a035380e4b0937b510f1450?ncid=inblnkushpmg00000009
705106482	20161108	201611	2016	2016.8438											IND	HINDUSTAN	IND								1	190	190	19	4	-10.0	3	1	3	-4.45402298850575	0								4	Baikunthapur, Chhattisgarh, India	IN	IN37	70118	23.25	82.55	-2089738	4	Baikunthapur, Chhattisgarh, India	IN	IN37	70118	23.25	82.55	-2089738	20171108210000	https://www.washingtonpost.com/news/animalia/wp/2017/11/08/the-horror-elephants-face-in-india-in-one-heartbreaking-photo/
705106483	20161108	201611	2016	2016.8438	AUS	AUSTRALIAN	AUS																		1	040	040	04	1	1.0	3	1	3	-0.29282576866764	4	Strathalbyn, South Australia, Australia	AS	AS05	5313	-35.2598	138.892	-1602540	0								4	Strathalbyn, South Australia, Australia	AS	AS05	5313	-35.2598	138.892	-1602540	20171108210000	http://www.stockjournal.com.au/story/5044043/mining-act-process-under-fire/
705106484	20161108	201611	2016	2016.8438	BUS	BUSINESS						BUS													1	040	040	04	1	1.0	10	1	10	7.05596107055961	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20171108210000	https://www.cnbc.com/2017/11/08/why-the-secret-to-your-success-is-who-you-choose-as-a-best-friend.html
705106485	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS			MED	WEBSITE						MED			1	014	014	01	1	0.0	5	1	5	1.11111111111111	0								0								0								20171108210000	http://wbj.pl/lot-with-pln-260-mln-ebit-at-end-q3/
705106486	20161108	201611	2016	2016.8438	CAN	CANADA	CAN																		0	051	051	05	1	3.4	4	1	4	-0.69868995633187	4	Cape Breton, Nova Scotia, Canada	CA	CA07	12622	45.95	-59.7833	-561613	0								4	Cape Breton, Nova Scotia, Canada	CA	CA07	12622	45.95	-59.7833	-561613	20171108210000	http://www.news957.com/national/2017/11/08/i-just-knew-i-had-to-do-something-nova-scotia-honours-four-for-bravery/
705106487	20161108	201611	2016	2016.8438	CAN	CANADA	CAN								bre	BRETON			bre						0	051	051	05	1	3.4	2	1	2	-0.69868995633187	4	Cape Breton, Nova Scotia, Canada	CA	CA07	12622	45.95	-59.7833	-561613	4	Cape Breton, Nova Scotia, Canada	CA	CA07	12622	45.95	-59.7833	-561613	4	Cape Breton, Nova Scotia, Canada	CA	CA07	12622	45.95	-59.7833	-561613	20171108210000	http://www.news957.com/national/2017/11/08/i-just-knew-i-had-to-do-something-nova-scotia-honours-four-for-bravery/
