703897406	20171104	201711	2017	2017.8329											CVL	CITIZEN						CVL			1	040	040	04	1	1.0	4	1	4	-0.92936802973978	0								4	Mediterranean Sea, Oceans (general), Oceans	OS	OS00		35	20	-121459	4	Mediterranean Sea, Oceans (general), Oceans	OS	OS00		35	20	-121459	20171104143000	NTV, Moscow/BBC Monitoring/(c) BBC
703897407	20171104	201711	2017	2017.8329											CVL	CITIZEN						CVL			1	040	040	04	1	1.0	1	1	1	-0.92936802973978	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Mediterranean Sea, Oceans (general), Oceans	OS	OS00		35	20	-121459	20171104143000	NTV, Moscow/BBC Monitoring/(c) BBC
703897408	20171104	201711	2017	2017.8329	AFG	AFGHAN	AFG								GOV	PRESIDENT						GOV			1	100	100	10	3	-5.0	10	1	10	-0.62111801242236	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	20171104143000	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703897409	20171104	201711	2017	2017.8329	AFG	AFGHAN	AFG								GOV	PRESIDENT						GOV			1	120	120	12	3	-4.0	10	1	10	-0.62111801242236	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	20171104143000	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703897410	20171104	201711	2017	2017.8329	AFGCVL	AFGHANISTAN	AFG					CVL			AFG	AFGHANISTAN	AFG								1	020	020	02	1	3.0	4	1	4	-0.62111801242236	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	20171104143000	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703897411	20171104	201711	2017	2017.8329	AUT	AUSTRIA	AUT								AUTGOV	AUSTRIAN	AUT					GOV			0	110	110	11	3	-2.0	4	1	4	-5.0632911392405	1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	1	Austria	AU	AU		47.333333	13.333333	AU	20171104143000	Channel One TV, Moscow/BBC Monitoring/(c) BBC
703897412	20171104	201711	2017	2017.8329	AUT	AUSTRIA	AUT								AUTGOV	AUSTRIA	AUT					GOV			0	110	110	11	3	-2.0	1	1	1	-5.0632911392405	1	Austria	AU	AU		47.333333	13.333333	AU	1	Syria	SY	SY		35	38	SY	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171104143000	Channel One TV, Moscow/BBC Monitoring/(c) BBC
703897413	20171104	201711	2017	2017.8329	AUT	AUSTRIA	AUT								RUS	RUSSIA	RUS								0	110	110	11	3	-2.0	8	1	8	-0.92936802973978	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171104143000	NTV, Moscow/BBC Monitoring/(c) BBC
703897414	20171104	201711	2017	2017.8329	AUT	AUSTRIA	AUT								RUS	RUSSIA	RUS								0	110	110	11	3	-2.0	2	1	2	-0.92936802973978	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171104143000	NTV, Moscow/BBC Monitoring/(c) BBC
703897415	20171104	201711	2017	2017.8329	AUT	AUSTRIAN	AUT								UKR	KIEV	UKR								0	020	020	02	1	3.0	2	1	2	-0.92936802973978	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20171104143000	NTV, Moscow/BBC Monitoring/(c) BBC
703897416	20171104	201711	2017	2017.8329	AUT	AUSTRIAN	AUT								UKR	KIEV	UKR								0	020	020	02	1	3.0	2	1	2	-0.92936802973978	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20171104143000	NTV, Moscow/BBC Monitoring/(c) BBC
