704591072	20071110	200711	2007	2007.8493											CRMSPY	CRIMINAL						CRM	SPY		1	020	020	02	1	3.0	10	1	10	-4.92957746478873	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20171107094500	http://www.bbc.co.uk/news/uk-northern-ireland-41897876
704591073	20161107	201611	2016	2016.8411											BUS	COMPANY						BUS			0	013	013	01	1	0.4	5	1	5	-0.66815144766147	0								3	Monroe County, Ohio, United States	US	USOH		39.7334	-81.0665	1074068	3	Monroe County, Ohio, United States	US	USOH		39.7334	-81.0665	1074068	20171107094500	http://www.theintelligencer.net/news/community/2017/11/monroe-county-gas-storage-facility-seeks-expedited-odnr%E2%80%88permit/
704591074	20161107	201611	2016	2016.8411											BUS	COMPANY						BUS			0	014	014	01	1	0.0	5	1	5	-0.66815144766147	0								3	Monroe County, Ohio, United States	US	USOH		39.7334	-81.0665	1074068	3	Monroe County, Ohio, United States	US	USOH		39.7334	-81.0665	1074068	20171107094500	http://www.theintelligencer.net/news/community/2017/11/monroe-county-gas-storage-facility-seeks-expedited-odnr%E2%80%88permit/
704591075	20161107	201611	2016	2016.8411											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-6.34249471458774	0								3	West Valley, Utah, United States	US	USUT		37.3875	-113.416	1434126	3	West Valley, Utah, United States	US	USUT		37.3875	-113.416	1434126	20171107094500	https://www.deseretnews.com/article/900003599/a-year-after-his-death-west-valley-city-names-road-for-slain-officer.html
704591076	20161107	201611	2016	2016.8411	AFR	AFRICA	AFR								ZAFHLH	PRETORIA	ZAF					HLH			1	173	173	17	4	-5.0	4	1	4	-8.21256038647343	4	Walkerville, Gauteng, South Africa	SF	SF06	77364	-26.4209	27.9525	-1298896	4	Walkerville, Gauteng, South Africa	SF	SF06	77364	-26.4209	27.9525	-1298896	4	Walkerville, Gauteng, South Africa	SF	SF06	77364	-26.4209	27.9525	-1298896	20171107094500	http://www.thenewage.co.za/mark-zinde-expected-to-stand-trail-in-may-next-year/
704591077	20161107	201611	2016	2016.8411	BHRMOS	MANAMA	BHR			MOS					BHRGOVBUS	BAHRAIN	BHR					GOV	BUS		1	030	030	03	1	4.0	6	1	6	-0.21551724137931	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20171107094500	https://www.zawya.com/uae/en/story/Islamic_banks_in_Bahrain_urged_to_fully_comply_with_new_standards-SNG_102984519/
704591078	20161107	201611	2016	2016.8411	BUS	BUSINESS						BUS			NGA	KANO	NGA								1	173	173	17	4	-5.0	2	1	2	-1.70068027210885	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20171107094500	http://www.nairaland.com/4161479/panel-indicts-kedco-market-fire
704591079	20161107	201611	2016	2016.8411	COP	POLICE						COP													0	152	152	15	4	-7.2	10	1	10	-1.994301994302	4	Normanton, Wakefield, United Kingdom	UK	UKO7	40138	53.7	-1.41667	-2604196	0								4	Normanton, Wakefield, United Kingdom	UK	UKO7	40138	53.7	-1.41667	-2604196	20171107094500	http://www.derbytelegraph.co.uk/news/derby-news/derby-police-find-illegal-workers-734836
704591080	20161107	201611	2016	2016.8411	HLH	HOSPITAL						HLH			AFR	AFRICA	AFR								1	173	173	17	4	-5.0	4	1	4	-8.21256038647343	4	Walkerville, Gauteng, South Africa	SF	SF06	77364	-26.4209	27.9525	-1298896	4	Walkerville, Gauteng, South Africa	SF	SF06	77364	-26.4209	27.9525	-1298896	4	Walkerville, Gauteng, South Africa	SF	SF06	77364	-26.4209	27.9525	-1298896	20171107094500	http://www.thenewage.co.za/mark-zinde-expected-to-stand-trail-in-may-next-year/
704591081	20161107	201611	2016	2016.8411	IND	JAMMU AND KASHMIR	IND								CVL	CIVILIAN						CVL			1	190	190	19	4	-10.0	1	1	1	-5.57103064066852	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	20171107094500	http://www.news18.com/news/india/stone-pelting-has-reduced-in-kashmir-because-of-demonetisation-says-arun-jaitley-1569505.html
704591082	20161107	201611	2016	2016.8411	LBN	LEBANON	LBN								LBNGOV	LEBANON	LBN					GOV			0	030	030	03	1	4.0	2	1	2	-4.01891252955082	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107094500	http://www.presstv.com/Detail/2017/11/07/541298/Lebanon-Hariri-Abu-Dhabi-Riyadh
704591083	20161107	201611	2016	2016.8411	LBN	LEBANON	LBN								LBNGOV	LEBANON	LBN					GOV			0	030	030	03	1	4.0	2	1	2	-4.01891252955082	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171107094500	http://www.presstv.com/Detail/2017/11/07/541298/Lebanon-Hariri-Abu-Dhabi-Riyadh
704591084	20161107	201611	2016	2016.8411	LBNGOV	LEBANON	LBN					GOV													0	030	030	03	1	4.0	3	1	3	-4.01891252955082	1	Lebanon	LE	LE		33.833333	35.833333	LE	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	20171107094500	http://www.presstv.com/Detail/2017/11/07/541298/Lebanon-Hariri-Abu-Dhabi-Riyadh
704591085	20161107	201611	2016	2016.8411	NGA	NIGERIA	NGA								BUS	COMPANY						BUS			1	173	173	17	4	-5.0	8	1	8	-1.70068027210885	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20171107094500	http://www.nairaland.com/4161479/panel-indicts-kedco-market-fire
704591086	20161107	201611	2016	2016.8411	PHL	PHILIPPINE	PHL								JUD	DISTRICT COURT						JUD			1	173	173	17	4	-5.0	6	1	6	-4.30379746835443	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171107094500	https://thewest.com.au/news/perth/terminally-ill-sex-offender-blazo-vuksanovic-gets-suspended-sentence-for-using-facebook-to-ask-15-year-old-girl-for-sex-ng-b88652782z
704591087	20161107	201611	2016	2016.8411	SAU	RIYADH	SAU								LBNGOV	LEBANON	LBN					GOV			0	030	030	03	1	4.0	3	1	3	-4.01891252955082	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171107094500	http://www.presstv.com/Detail/2017/11/07/541298/Lebanon-Hariri-Abu-Dhabi-Riyadh
704591088	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA								JUD	DISTRICT COURT						JUD			1	173	173	17	4	-5.0	2	1	2	-4.30379746835443	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171107094500	https://thewest.com.au/news/perth/terminally-ill-sex-offender-blazo-vuksanovic-gets-suspended-sentence-for-using-facebook-to-ask-15-year-old-girl-for-sex-ng-b88652782z
704591089	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA								JUD	DISTRICT COURT						JUD			1	173	173	17	4	-5.0	2	1	2	-4.30379746835443	1	Paraguay	PA	PA		-22.993333	-57.996389	PA	1	Paraguay	PA	PA		-22.993333	-57.996389	PA	1	Paraguay	PA	PA		-22.993333	-57.996389	PA	20171107094500	https://thewest.com.au/news/perth/terminally-ill-sex-offender-blazo-vuksanovic-gets-suspended-sentence-for-using-facebook-to-ask-15-year-old-girl-for-sex-ng-b88652782z
704591090	20161107	201611	2016	2016.8411	USACOP	UNITED STATES	USA					COP			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-6.34249471458774	3	West Valley, Utah, United States	US	USUT	UT053	37.3875	-113.416	1434126	3	West Valley, Utah, United States	US	USUT		37.3875	-113.416	1434126	3	West Valley, Utah, United States	US	USUT		37.3875	-113.416	1434126	20171107094500	https://www.deseretnews.com/article/900003599/a-year-after-his-death-west-valley-city-names-road-for-slain-officer.html
