703927355	20161104	201611	2016	2016.8329	AUS	AUSTRALIA	AUS								GHA	GHANA	GHA								1	190	190	19	4	-10.0	2	1	2	-3.51906158357771	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20171104180000	http://www.adelaidenow.com.au/news/law-order/brittney-jade-dwyer-invented-possible-memories-of-abuse-in-attempt-to-excuse-murder-of-grandfather-robert-whitwell/news-story/3b134c1e38d869cee386669155ade21c?nk=4e598be8b4ad7d9e7e9a2b4ec9f13f1e-1509817673
703927356	20161104	201611	2016	2016.8329	GHA	GHANA	GHA								AUS	AUSTRALIA	AUS								1	190	190	19	4	-10.0	2	1	2	-3.51906158357771	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20171104180000	http://www.adelaidenow.com.au/news/law-order/brittney-jade-dwyer-invented-possible-memories-of-abuse-in-attempt-to-excuse-murder-of-grandfather-robert-whitwell/news-story/3b134c1e38d869cee386669155ade21c?nk=4e598be8b4ad7d9e7e9a2b4ec9f13f1e-1509817673
703927357	20171005	201710	2017	2017.7534	GHA	GHANA	GHA																		0	010	010	01	1	0.0	1	1	1	-3.51906158357771	1	Ghana	GH	GH		8	-2	GH	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20171104180000	http://www.adelaidenow.com.au/news/law-order/brittney-jade-dwyer-invented-possible-memories-of-abuse-in-attempt-to-excuse-murder-of-grandfather-robert-whitwell/news-story/3b134c1e38d869cee386669155ade21c?nk=4e598be8b4ad7d9e7e9a2b4ec9f13f1e-1509817673
703927358	20171005	201710	2017	2017.7534	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	4	1	4	-11.0619469026549	3	Josephine County, Oregon, United States	US	USOR	OR033	42.4165	-123.585	1155133	0								3	Josephine County, Oregon, United States	US	USOR		42.4165	-123.585	1155133	20171104180000	http://www.kajo.com/news/news_story.php?subaction=showfull&id=1509777157&ucat=2,4&template=KAJO17Local
703927359	20171005	201710	2017	2017.7534	USA	THE US	USA								PHL	PHILIPPINE	PHL								1	043	043	04	1	2.8	6	1	6	0.53763440860215	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171104180000	http://www.philstar.com/headlines/2017/11/05/1755803/no-trump-mention-trillanes
703927360	20171005	201710	2017	2017.7534	USA	UNITED STATES	USA								USAGOV	OBAMA	USA					GOV			1	111	111	11	3	-2.0	1	1	1	-2.8657616892911	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104180000	https://www.vanityfair.com/news/2017/11/bush-presidents-worried-trump-will-torpedo-republican-party
703927361	20171005	201710	2017	2017.7534	USAGOV	OBAMA	USA					GOV													1	111	111	11	3	-2.0	3	1	3	-2.8657616892911	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104180000	https://www.vanityfair.com/news/2017/11/bush-presidents-worried-trump-will-torpedo-republican-party
703927362	20171005	201710	2017	2017.7534	USAGOV	UNITED STATES	USA					GOV			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	0.53763440860215	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171104180000	http://www.philstar.com/headlines/2017/11/05/1755803/no-trump-mention-trillanes
703927363	20171028	201710	2017	2017.8164	GBR	BRITISH	GBR								SWE	STOCKHOLM	SWE								1	042	042	04	1	1.9	5	1	5	-3.03030303030303	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20171104180000	http://www.hollywoodreporter.com/review/my-pure-land-review-1054999
703927364	20171028	201710	2017	2017.8164	GBR	BRITISH	GBR								SWE	SWEDEN	SWE								1	042	042	04	1	1.9	2	1	2	-3.03030303030303	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171104180000	http://www.hollywoodreporter.com/review/my-pure-land-review-1054999
703927365	20171028	201710	2017	2017.8164	GOV	ENVOY						GOV			UKR	UKRAINE	UKR								1	014	014	01	1	0.0	5	1	5	1.92307692307692	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20171104180000	https://www.unian.info/politics/2225686-us-eu-envoys-to-consider-marshall-plan-for-ukraine-next-week.html
