704650775	20161107	201611	2016	2016.8411											AUS	PERTH	AUS								1	020	020	02	1	3.0	4	1	4	1.72413793103448	0								4	Kinross, New South Wales, Australia	AS	AS02	5096	-32.7667	151.75	35399	4	Kinross, New South Wales, Australia	AS	AS02	5096	-32.7667	151.75	35399	20171107133000	https://www.thecourier.co.uk/fp/news/local/perth-kinross/536667/calls-for-electronic-bus-stops-to-keep-passengers-up-to-speed/
704650776	20161107	201611	2016	2016.8411											GBR	BRITAIN	GBR								1	042	042	04	1	1.9	10	1	10	4.02298850574713	0								4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	20171107133000	https://bakeryinfo.co.uk/news/fullstory.php/aid/18707/Farm_Shop___Deli_show_2018_dates_revealed.html
704650777	20161107	201611	2016	2016.8411	BUS	BUSINESS						BUS			USA	ORLANDO	USA								1	193	193	19	4	-10.0	3	1	3	0.1531393568147	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171107133000	http://www.coloradoan.com/story/news/2017/11/06/ar-15-style-rifles-common-among-mass-shootings/838283001/
704650778	20161107	201611	2016	2016.8411	CHN	CHINA	CHN								COP	PRISON						COP			0	042	042	04	1	1.9	1	1	1	-2.75027502750275	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107133000	http://www.freemalaysiatoday.com/category/world/2017/11/07/twitter-happy-trump-to-enter-chinas-great-firewall/
704650779	20161107	201611	2016	2016.8411	CHN	CHINA	CHN								COP	PRISON						COP			0	042	042	04	1	1.9	4	1	4	-2.75027502750275	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Qiao Mu, Anhui, China	CH	CH01	12991	30.1833	116.25	-3806692	4	Qiao Mu, Anhui, China	CH	CH01	12991	30.1833	116.25	-3806692	20171107133000	http://www.freemalaysiatoday.com/category/world/2017/11/07/twitter-happy-trump-to-enter-chinas-great-firewall/
704650780	20161107	201611	2016	2016.8411	CHN	CHINA	CHN								COP	PRISON						COP			0	173	173	17	4	-5.0	1	1	1	-2.75027502750275	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107133000	http://www.freemalaysiatoday.com/category/world/2017/11/07/twitter-happy-trump-to-enter-chinas-great-firewall/
704650781	20161107	201611	2016	2016.8411	CHN	CHINA	CHN								COP	PRISON						COP			0	173	173	17	4	-5.0	4	1	4	-2.75027502750275	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Qiao Mu, Anhui, China	CH	CH01	12991	30.1833	116.25	-3806692	4	Qiao Mu, Anhui, China	CH	CH01	12991	30.1833	116.25	-3806692	20171107133000	http://www.freemalaysiatoday.com/category/world/2017/11/07/twitter-happy-trump-to-enter-chinas-great-firewall/
704650782	20161107	201611	2016	2016.8411	COL	BOGOTA	COL								USA	AMERICAN	USA								1	160	160	16	4	-4.0	10	1	10	-4.33526011560693	4	Antioquia, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.4	-577326	4	Antioquia, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.4	-577326	4	Antioquia, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.4	-577326	20171107133000	http://todaycolombia.com/off-the-blacklist-doesnt-imply-improvement-in-human-rights-in-colombia/
704650783	20161107	201611	2016	2016.8411	COP	PRISON						COP			CHN	CHINA	CHN								0	043	043	04	1	2.8	1	1	1	-2.75027502750275	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107133000	http://www.freemalaysiatoday.com/category/world/2017/11/07/twitter-happy-trump-to-enter-chinas-great-firewall/
704650784	20161107	201611	2016	2016.8411	COP	PRISON						COP			CHN	CHINA	CHN								0	043	043	04	1	2.8	4	1	4	-2.75027502750275	4	Qiao Mu, Anhui, China	CH	CH01	12991	30.1833	116.25	-3806692	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Qiao Mu, Anhui, China	CH	CH01	12991	30.1833	116.25	-3806692	20171107133000	http://www.freemalaysiatoday.com/category/world/2017/11/07/twitter-happy-trump-to-enter-chinas-great-firewall/
704650785	20161107	201611	2016	2016.8411	CVL	VOTER						CVL													1	082	082	08	2	5.0	3	1	3	2.44648318042814	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Green Bay, Wisconsin, United States	US	USWI		44.5192	-88.0198	1565801	20171107133000	https://www.xconomy.com/detroit-ann-arbor/2017/10/09/steve-cases-rise-of-the-rest-shines-spotlight-on-emerging-tech-hubs/
704650786	20161107	201611	2016	2016.8411	CVL	VOTER						CVL													1	082	082	08	2	5.0	1	1	1	2.44648318042814	3	Ann Arbor, Michigan, United States	US	USMI	MI161	42.2709	-83.7263	620133	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20171107133000	https://www.xconomy.com/detroit-ann-arbor/2017/10/09/steve-cases-rise-of-the-rest-shines-spotlight-on-emerging-tech-hubs/
704650787	20161107	201611	2016	2016.8411	CVL	VOTER						CVL			USA	UNITED STATES	USA								1	082	082	08	2	5.0	2	1	2	2.44648318042814	3	Ann Arbor, Michigan, United States	US	USMI	MI161	42.2709	-83.7263	620133	3	Ann Arbor, Michigan, United States	US	USMI		42.2709	-83.7263	620133	3	Ann Arbor, Michigan, United States	US	USMI		42.2709	-83.7263	620133	20171107133000	https://www.xconomy.com/detroit-ann-arbor/2017/10/09/steve-cases-rise-of-the-rest-shines-spotlight-on-emerging-tech-hubs/
704650788	20161107	201611	2016	2016.8411	CVL	VOTER						CVL			USA	UNITED STATES	USA								1	082	082	08	2	5.0	4	1	4	2.44648318042814	3	Ann Arbor, Michigan, United States	US	USMI	MI161	42.2709	-83.7263	620133	3	Ann Arbor, Michigan, United States	US	USMI		42.2709	-83.7263	620133	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20171107133000	https://www.xconomy.com/detroit-ann-arbor/2017/10/09/steve-cases-rise-of-the-rest-shines-spotlight-on-emerging-tech-hubs/
704650789	20161107	201611	2016	2016.8411	EUR	EUROPEAN	EUR																		1	043	043	04	1	2.8	2	1	2	0.34722222222223	4	South Yorkshire, United Kingdom (general), United Kingdom	UK	UK00	40130	53.45	-1.25	-2608379	0								4	South Yorkshire, United Kingdom (general), United Kingdom	UK	UK00	40130	53.45	-1.25	-2608379	20171107133000	http://www.hulldailymail.co.uk/whats-on/music-nightlife/heavy-metal-powerhouse-saxon-coming-738744
704650790	20161107	201611	2016	2016.8411	EUR	EUROPEAN	EUR								GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	8	1	8	0.34722222222223	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171107133000	http://www.hulldailymail.co.uk/whats-on/music-nightlife/heavy-metal-powerhouse-saxon-coming-738744
704650791	20161107	201611	2016	2016.8411	GBR	BRITAIN	GBR																		1	043	043	04	1	2.8	10	1	10	4.02298850574713	4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	0								4	Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54	-1.5	-2612324	20171107133000	https://bakeryinfo.co.uk/news/fullstory.php/aid/18707/Farm_Shop___Deli_show_2018_dates_revealed.html
704650792	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								EUR	EUROPEAN	EUR								1	043	043	04	1	2.8	8	1	8	0.34722222222223	4	South Yorkshire, United Kingdom (general), United Kingdom	UK	UK00	40130	53.45	-1.25	-2608379	4	South Yorkshire, United Kingdom (general), United Kingdom	UK	UK00	40130	53.45	-1.25	-2608379	4	South Yorkshire, United Kingdom (general), United Kingdom	UK	UK00	40130	53.45	-1.25	-2608379	20171107133000	http://www.hulldailymail.co.uk/whats-on/music-nightlife/heavy-metal-powerhouse-saxon-coming-738744
704650793	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			UIS	THE INTERNATIONAL COMMUNITY						UIS			1	071	071	07	2	7.4	20	1	10	-1.40845070422535	0								0								0								20171107133000	http://www.tolonews.com/index.php/business/finance-minister-presents-draft-budget-next-year
704650794	20161107	201611	2016	2016.8411	MED	BLOG						MED			BWA	BOTSWANA	BWA								1	042	042	04	1	1.9	2	1	2	-0.96952908587258	1	Botswana	BC	BC		-22	24	BC	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171107133000	http://www.tampabay.com/kenya-male-lions-seen-in-intimate-act-bonding-experts-say-ap_worlda789ef2cd4a147b480b35e433f24bb46
704650795	20161107	201611	2016	2016.8411	MED	BLOG						MED			BWA	BOTSWANA	BWA								1	042	042	04	1	1.9	8	1	8	-0.96952908587258	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171107133000	http://www.tampabay.com/kenya-male-lions-seen-in-intimate-act-bonding-experts-say-ap_worlda789ef2cd4a147b480b35e433f24bb46
704650796	20161107	201611	2016	2016.8411	NOR	NORWAY	NOR								GBR	BRITISH	GBR								1	061	061	06	2	6.4	7	1	7	-1.53846153846154	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20171107133000	http://www.express.co.uk/news/world/876535/Brexit-news-latest-Norway-fish-exports-UK-North-Sea-Per-Sandberg
704650797	20161107	201611	2016	2016.8411	SGPBUS	SINGAPORE	SGP					BUS			AUS	CANBERRA	AUS								1	036	036	03	1	4.0	10	1	10	2.24321133412042	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171107133000	https://www.traveltrendstoday.in/news/international/item/5442-indians-exploring-more-offbeat-destinations-in-australia
704650798	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA								LEG	CONGRESS						LEG			1	015	015	01	1	0.0	1	1	1	-0.10080645161291	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107133000	http://onlineathens.com/national-news/2017-11-07/former-trump-adviser-page-tells-panel-about-2016-russia-trip
704650799	20161107	201611	2016	2016.8411	USAHLH	UNITED STATES	USA					HLH			USA	UNITED STATES	USA								0	013	013	01	1	0.4	2	1	2	-3.12977099236641	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107133000	https://khn.org/morning-breakout/first-edition-november-7-2017/
704650800	20161107	201611	2016	2016.8411	USAHLH	UNITED STATES	USA					HLH			USA	UNITED STATES	USA								0	013	013	01	1	0.4	2	1	2	-3.12977099236641	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107133000	https://khn.org/morning-breakout/first-edition-november-7-2017/
704650801	20171008	201710	2017	2017.7616	CVL	CIVILIAN						CVL													1	0841	084	08	2	7.0	2	1	2	-1.70132325141777	4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	0								4	Raqqa, Ar Raqqah, Syria	SY	SY04	26371	35.95	39.0167	-2538949	20171107133000	https://www.newsdeeply.com/syria/executive-summaries/2017/11/07
704650802	20171008	201710	2017	2017.7616	ESP	SPAIN	ESP								BEL	BELGIUM	BEL								1	080	080	08	2	5.0	2	1	2	-8.33333333333333	1	Belgium	BE	BE		50.833333	4	BE	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171107133000	http://dailypost.ng/2017/11/07/spain-planned-catalans-leader-reveals/
704650803	20171008	201710	2017	2017.7616	ESP	SPAIN	ESP								BEL	BELGIUM	BEL								1	080	080	08	2	5.0	4	1	4	-8.33333333333333	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171107133000	http://dailypost.ng/2017/11/07/spain-planned-catalans-leader-reveals/
