705349780	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV													1	120	120	12	3	-4.0	10	1	10	-1.84397163120567	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171109134500	https://www.forbes.com/sites/monazhang/2017/11/09/the-fda-is-open-to-medical-marijuana-for-vets-but-other-agencies-stand-in-the-way/
705349781	20171109	201711	2017	2017.8466	GOV	DIPLOMAT						GOV													0	125	125	12	3	-5.0	6	1	6	-1.99556541019955	1	Chad	CD	CD		15	19	CD	0								1	Chad	CD	CD		15	19	CD	20171109134500	http://gulfnews.com/opinion/thinkers/trump-s-dangerous-retreat-from-africa-1.2121769
705349782	20171109	201711	2017	2017.8466	GOV	MINISTRY						GOV													1	125	125	12	3	-5.0	10	1	10	0	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20171109134500	http://en.interfax.com.ua/news/press-conference/460560.html
705349783	20171109	201711	2017	2017.8466	GOV	BUREAUCRAT						GOV													1	128	128	12	3	-5.0	6	1	6	-9.36768149882907	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109134500	http://www.hackneygazette.co.uk:80/news/politics/data-breach-hackney-council-hands-domestic-abuse-survivor-s-new-address-to-perpetrator-s-mother-1-5272016
705349784	20171109	201711	2017	2017.8466	GOV	PRESIDENT						GOV													1	129	129	12	3	-5.0	6	1	6	1.34048257372655	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171109134500	https://navajotimes.com/rezpolitics/veterans-up-in-arms-over-veto/
705349785	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV													1	1724	172	17	4	-5.0	1	1	1	-4.92537313432835	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								1	Yemen	YM	YM		15.5	47.5	YM	20171109134500	http://www.middle-east-online.com/english/?id=85851
705349786	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV													1	1724	172	17	4	-5.0	3	1	3	-4.92537313432835	1	Lebanon	LE	LE		33.833333	35.833333	LE	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	20171109134500	http://www.middle-east-online.com/english/?id=85851
705349787	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV													1	1724	172	17	4	-5.0	1	1	1	-4.92537313432835	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171109134500	http://www.middle-east-online.com/english/?id=85851
705349788	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV													0	190	190	19	4	-10.0	10	1	10	-2.41187384044527	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171109134500	http://www.msn.com/en-in/news/other/mitron-it-has-been-a-year-since-that-speech/ar-BBEJdXV
705349789	20171109	201711	2017	2017.8466	GOV	ATTORNEY GENERAL						GOV			AUS	AUSTRALIA	AUS								0	020	020	02	1	3.0	10	1	10	-0.782997762863531	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171109134500	https://independentaustralia.net/politics/politics-display/does-the-nation-have-a-new-white-australia-foreign-affairs-policy,10913
705349790	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			AUS	AUSTRALIAN	AUS								1	020	020	02	1	3.0	7	1	7	2.64900662251656	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171109134500	http://www.defenseworld.net/news/21206/Raytheon_Wins__2_Billion_worth_Australian_NASAMS_Contract
705349791	20171109	201711	2017	2017.8466	GOV	MINIST						GOV			BUS	COMPANY						BUS			0	060	060	06	2	6.0	6	1	6	-3.9766081871345	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171109134500	http://www.business-standard.com/article/pti-stories/solar-panel-commission-indicts-ex-cm-chandy-and-others-117110901237_1.html
705349792	20171109	201711	2017	2017.8466	GOV	MINIST						GOV			BUS	COMPANY						BUS			0	060	060	06	2	6.0	4	1	4	-3.9766081871345	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171109134500	http://www.business-standard.com/article/pti-stories/solar-panel-commission-indicts-ex-cm-chandy-and-others-117110901237_1.html
705349793	20171109	201711	2017	2017.8466	GOV	CHIEF EXECUTIVE						GOV			BUS	BANK						BUS			1	071	071	07	2	7.4	6	1	6	-2.15439856373429	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171109134500	http://www.hexham-courant.co.uk/news/national/article/Brexit-businessman-Arron-Banks-blasts-swamp-creature-Electoral-Commission-15fc8dd1-3816-4781-a075-4af730755550-ds
705349794	20171109	201711	2017	2017.8466	GOV	ADMINISTRATION						GOV			BUS	PRODUCER						BUS			1	130	130	13	3	-4.4	6	1	6	-1.84397163120567	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171109134500	https://www.forbes.com/sites/monazhang/2017/11/09/the-fda-is-open-to-medical-marijuana-for-vets-but-other-agencies-stand-in-the-way/
705349795	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			CAN	CANADIAN	CAN								0	051	051	05	1	3.4	1	1	1	-2.02898550724638	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20171109134500	http://www.huffingtonpost.ca/2017/11/09/trudeau-to-meet-aung-san-suu-kyi-amid-rohingya-crisis_a_23271854/
705349796	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			CANMIL	CANADA	CAN					MIL			1	051	051	05	1	3.4	2	1	2	-2.12765957446808	4	Uxbridge, Ontario, Canada	CA	CA08	12681	44.1	-79.1167	-575234	4	Uxbridge, Ontario, Canada	CA	CA08	12681	44.1	-79.1167	-575234	4	Uxbridge, Ontario, Canada	CA	CA08	12681	44.1	-79.1167	-575234	20171109134500	http://www.country1073.ca/news/latest/51288-call-to-honour-lt-col-samuel-sharpe.html
705349797	20171109	201711	2017	2017.8466	GOV	SECRETARY OF STATE						GOV			CHN	CHINA	CHN								0	010	010	01	1	0.0	3	1	3	0	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171109134500	https://onenewsnow.com/ap/politics/trump-xi-present-united-front-despite-differences
705349798	20171109	201711	2017	2017.8466	GOV	AMBASSADOR						GOV			CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	4.90620490620491	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171109134500	http://en.nhandan.org.vn/politics/item/5630302-ambassador-highlights-significance-of-chinese-president%E2%80%99s-visit.html
705349799	20171109	201711	2017	2017.8466	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	-1.87793427230047	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Afghanistan	AF	AF		33	66	AF	20171109134500	http://ariananews.af/trump-xi-discuss-afghanistan-during-talks-in-beijing/
705349800	20171109	201711	2017	2017.8466	GOV	CHIEF EXECUTIVE						GOV			CHR	CHRISTIAN				CHR					1	036	036	03	1	4.0	6	1	6	2.07715133531157	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20171109134500	http://www.instyle.co.uk/news/dior-leadership-shakeup
705349801	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			CHRCTH	THE POPE				CHR	CTH				1	0871	087	08	2	9.0	10	1	10	-2.98507462686567	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20171109134500	http://www.catholicculture.org/news/headlines/index.cfm?storyid=33812
705349802	20171109	201711	2017	2017.8466	GOV	MINIST						GOV			CVL	POPULATION						CVL			1	012	012	01	1	-0.4	10	1	10	-2.51046025104603	0								0								0								20171109134500	http://www.heraldsun.com.au/leader/north-west/fire-services-struggling-to-keep-up-with-demand-across-inner-north/news-story/544d2753e061f4da2459c440eff2e8d1?nk=b0151ea876f30167e117e2d906a3dcff-1510234421
705349803	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			CVL	VOTER						CVL			1	020	020	02	1	3.0	10	1	10	-1.22448979591837	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171109134500	https://www.swissinfo.ch/eng/vote-analysis_report-finds-multiple-reasons-for-failure-of-pension-reform/43661968
705349804	20171109	201711	2017	2017.8466	GOV	PRIME MINISTER						GOV			CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	24	2	24	0.979801403482343	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171109134500	https://www.outlookindia.com/newsscroll/pm-modi-to-visit-philippines-for-asean-east-asia-summit-on-nov-14/1185080
705349805	20171109	201711	2017	2017.8466	GOV	MAYOR						GOV			CVL	COMMUNITY						CVL			1	0831	083	08	2	5.0	10	1	10	0.80645161290322	0								0								0								20171109134500	http://www.pantagraph.com/opinion/letters/bloomington-mayor-should-step-down/article_94732a7a-4acb-5373-82e6-1c3789e01b2d.html
705349806	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			DEUMED	DER SPIEGEL	DEU					MED			0	012	012	01	1	-0.4	2	1	2	-0.5889958339319	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171109134500	https://www.interest.co.nz/opinion/84671/some-us-families-and-communities-have-been-hard-hit-globalisation-not-because-its
705349807	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			DEUMED	DER SPIEGEL	DEU					MED			0	012	012	01	1	-0.4	3	1	3	-0.5889958339319	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20171109134500	https://www.interest.co.nz/opinion/84671/some-us-families-and-communities-have-been-hard-hit-globalisation-not-because-its
705349808	20171109	201711	2017	2017.8466	GOV	ADMINISTRATION						GOV			EDU	SCHOOL						EDU			0	020	020	02	1	3.0	2	1	2	-0.54945054945055	2	California, United States	US	USCA		36.17	-119.746	CA	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171109134500	https://www.marketwatch.com/story/how-lgbt-americans-have-fared-since-trumps-election-2017-11-09
705349809	20171109	201711	2017	2017.8466	GOV	ADMINISTRATION						GOV			EDU	SCHOOL						EDU			0	020	020	02	1	3.0	8	1	8	-0.54945054945055	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171109134500	https://www.marketwatch.com/story/how-lgbt-americans-have-fared-since-trumps-election-2017-11-09
705349810	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			EDU	UNIVERSITY						EDU			0	031	031	03	1	5.2	10	1	10	2.60047281323877	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171109134500	http://www.engineeringnews.co.za/article/zimbabwe-renames-main-airport-after-mugabe-plans-153m-upgrade-2017-11-09
705349811	20171109	201711	2017	2017.8466	GOV	CABINET						GOV			GBR	LONDON	GBR								1	046	046	04	1	7.0	1	1	1	-2.1689497716895	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171109134500	http://en.europeonline-magazine.eu/1st-leadbritain-and-eubegin-talks-amid-cabinet-turmoil-in-londonby-naveena-kottoor-dpa_595194.html
705349812	20171109	201711	2017	2017.8466	GOV	CABINET						GOV			GBR	LONDON	GBR								1	046	046	04	1	7.0	7	1	7	-2.1689497716895	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	20171109134500	http://en.europeonline-magazine.eu/1st-leadbritain-and-eubegin-talks-amid-cabinet-turmoil-in-londonby-naveena-kottoor-dpa_595194.html
705349813	20171109	201711	2017	2017.8466	GOV	FOREIGN SECRETARY						GOV			GBR	UNITED KINGDOM	GBR								0	051	051	05	1	3.4	1	1	1	-3.72050816696915	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109134500	https://www.washingtonpost.com/news/worldviews/wp/2017/11/09/saudi-arabias-arms-deals-are-buying-the-wests-silence-over-yemen-allege-activists/
705349814	20171109	201711	2017	2017.8466	GOV	FOREIGN SECRETARY						GOV			GBR	BRITISH	GBR								0	051	051	05	1	3.4	1	1	1	-3.72050816696915	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171109134500	https://www.washingtonpost.com/news/worldviews/wp/2017/11/09/saudi-arabias-arms-deals-are-buying-the-wests-silence-over-yemen-allege-activists/
705349815	20171109	201711	2017	2017.8466	GOV	BUREAUCRAT						GOV			GBR	UNITED KINGDOM	GBR								1	128	128	12	3	-5.0	2	1	2	-9.36768149882907	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109134500	http://www.hackneygazette.co.uk:80/news/politics/data-breach-hackney-council-hands-domestic-abuse-survivor-s-new-address-to-perpetrator-s-mother-1-5272016
705349816	20171109	201711	2017	2017.8466	GOV	FIREFIGHTER						GOV			GBRCOP	MANCHESTER	GBR					COP			1	043	043	04	1	2.8	10	1	10	-8.48056537102474	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20171109134500	http://www.foxnews.com/us/2017/11/09/pregnant-woman-allegedly-kills-roommate-s-ferret-in-hot-oven-for-stealing-clothes.html
705349817	20171109	201711	2017	2017.8466	GOV	CHIEF EXECUTIVE						GOV			GHA	GHANA	GHA								1	013	013	01	1	0.4	1	1	1	2.57234726688103	4	Cape Coast, Central, Ghana	GH	GH04	16601	5.11185	-1.24373	-2071693	4	Cape Coast, Central, Ghana	GH	GH04	16601	5.11185	-1.24373	-2071693	4	Cape Coast, Central, Ghana	GH	GH04	16601	5.11185	-1.24373	-2071693	20171109134500	http://www.morningstar.co.uk/uk/news/AN_1510233019905864800/ironridge-resources-gets-positive-results-from-sampling-at-mankessim.aspx
705349818	20171109	201711	2017	2017.8466	GOV	CABINET MINISTER						GOV			GOVGOV	PRIME MINISTER						GOV	GOV		1	046	046	04	1	7.0	2	1	2	1.2987012987013	4	Edgware, Barnet, United Kingdom	UK	UKA2	40114	51.6	-0.266667	-2595383	1	Israel	IS	IS		31.5	34.75	IS	4	Edgware, Barnet, United Kingdom	UK	UKA2	40114	51.6	-0.266667	-2595383	20171109134500	https://www.thenational.ae/world/europe/the-pro-israel-peer-who-brought-down-a-uk-cabinet-minister-1.674211
705349819	20171109	201711	2017	2017.8466	GOV	CABINET MINISTER						GOV			GOVGOV	PRIME MINISTER						GOV	GOV		1	046	046	04	1	7.0	6	1	6	1.2987012987013	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171109134500	https://www.thenational.ae/world/europe/the-pro-israel-peer-who-brought-down-a-uk-cabinet-minister-1.674211
705349820	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			GOVHLH	HEALTH MINIST						GOV	HLH		1	043	043	04	1	2.8	10	1	10	0	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20171109134500	https://www.myjoyonline.com/lifestyle/2017/November-9th/ridge-hospital-needs-permanent-ceo-govt-defends-removal-of-dr-anaba.php
705349821	20171109	201711	2017	2017.8466	GOV	ADMINISTRATION						GOV			IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			0	040	040	04	1	1.0	1	1	1	-0.56818181818182	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109134500	https://www.msn.com/en-us/news/world/haley-to-meet-nuke-agency-chief-push-iran-nuke-deal-demands/ar-BBEL97u
705349822	20171109	201711	2017	2017.8466	GOV	ADMINISTRATION						GOV			IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			0	040	040	04	1	1.0	1	1	1	-0.56818181818182	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109134500	https://www.msn.com/en-us/news/world/haley-to-meet-nuke-agency-chief-push-iran-nuke-deal-demands/ar-BBEL97u
705349823	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			IGOSEAASN	ASEAN	SEA	ASN				IGO			1	040	040	04	1	1.0	9	2	9	0.979801403482343	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171109134500	https://www.outlookindia.com/newsscroll/pm-modi-to-visit-philippines-for-asean-east-asia-summit-on-nov-14/1185080
705349824	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			IGOSEAASN	ASEAN	SEA	ASN				IGO			1	040	040	04	1	1.0	3	2	3	0.979801403482343	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171109134500	https://www.outlookindia.com/newsscroll/pm-modi-to-visit-philippines-for-asean-east-asia-summit-on-nov-14/1185080
705349825	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			IGOSEAASN	ASEAN	SEA	ASN				IGO			1	040	040	04	1	1.0	2	1	2	0.998003992015968	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171109134500	https://www.aninews.in/news/world/asia/pm-modi-to-visit-philippines-for-asean-east-asia-summit-on-nov-14201711091845550001/
705349826	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			IGOSEAASN	ASEAN	SEA	ASN				IGO			1	040	040	04	1	1.0	1	1	1	0.943396226415094	1	India	IN	IN		20	77	IN	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171109134500	https://www.outlookindia.com/newsscroll/pm-modi-to-visit-philippines-for-asean-east-asia-summit-on-nov-14/1185080
705349827	20171109	201711	2017	2017.8466	GOV	CHIEF MINISTER						GOV			IND	DELHI	IND								1	060	060	06	2	6.0	2	1	2	-3.9766081871345	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171109134500	http://www.business-standard.com/article/pti-stories/solar-panel-commission-indicts-ex-cm-chandy-and-others-117110901237_1.html
705349828	20171109	201711	2017	2017.8466	GOV	CHIEF MINISTER						GOV			IND	DELHI	IND								1	112	112	11	3	-2.0	1	1	1	-3.9766081871345	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171109134500	http://www.business-standard.com/article/pti-stories/solar-panel-commission-indicts-ex-cm-chandy-and-others-117110901237_1.html
705349829	20171109	201711	2017	2017.8466	GOV	CHIEF MINISTER						GOV			IND	DELHI	IND								1	112	112	11	3	-2.0	1	1	1	-3.9766081871345	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20171109134500	http://www.business-standard.com/article/pti-stories/solar-panel-commission-indicts-ex-cm-chandy-and-others-117110901237_1.html
705349830	20171109	201711	2017	2017.8466	GOV	MINIST						GOV			IRL	IRELAND	IRL								1	020	020	02	1	3.0	2	1	2	0	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171109134500	https://www.rte.ie/news/politics/2017/1109/918697-hedgecutting/
705349831	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			IRQ	ASSUR	IRQ								1	043	043	04	1	2.8	10	1	10	-2.89608177172062	0								0								0								20171109134500	http://www.nation.co.ke/counties/lamu/Lamu-Shabaab-IDPs-return-home/3444912-4179978-6m7qd0/
705349832	20171109	201711	2017	2017.8466	GOV	DIRECTOR GENERAL						GOV			ISR	ISRAEL	ISR								1	012	012	01	1	-0.4	1	1	1	-0.782997762863531	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	Israel	IS	IS		31.5	34.75	IS	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109134500	https://independentaustralia.net/politics/politics-display/does-the-nation-have-a-new-white-australia-foreign-affairs-policy,10913
705349833	20171109	201711	2017	2017.8466	GOV	CABINET MINISTER						GOV			ISR	ISRAEL	ISR								1	040	040	04	1	1.0	2	1	2	1.2987012987013	4	Edgware, Barnet, United Kingdom	UK	UKA2	40114	51.6	-0.266667	-2595383	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171109134500	https://www.thenational.ae/world/europe/the-pro-israel-peer-who-brought-down-a-uk-cabinet-minister-1.674211
705349834	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			ISR	ISRAEL	ISR								0	061	061	06	2	6.4	4	1	4	-0.782997762863531	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	1	Israel	IS	IS		31.5	34.75	IS	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171109134500	https://independentaustralia.net/politics/politics-display/does-the-nation-have-a-new-white-australia-foreign-affairs-policy,10913
705349835	20171109	201711	2017	2017.8466	GOV	GOVERNMENT						GOV			ISR	ISRAEL	ISR								0	061	061	06	2	6.4	1	1	1	-0.782997762863531	1	Israel	IS	IS		31.5	34.75	IS	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	1	Israel	IS	IS		31.5	34.75	IS	20171109134500	https://independentaustralia.net/politics/politics-display/does-the-nation-have-a-new-white-australia-foreign-affairs-policy,10913
705349836	20171109	201711	2017	2017.8466	GOV	MINIST						GOV			JUD	SUPREME COURT						JUD			1	020	020	02	1	3.0	4	1	4	-0.99009900990099	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171109134500	http://www.indiatvnews.com/news/india-sc-seeks-cbi-s-stand-on-karti-chidambaram-s-plea-to-go-abroad-411063
705349837	20171109	201711	2017	2017.8466	GOV	MINIST						GOV			JUD	SUPREME COURT						JUD			1	020	020	02	1	3.0	1	1	1	-0.99009900990099	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Madras, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171109134500	http://www.indiatvnews.com/news/india-sc-seeks-cbi-s-stand-on-karti-chidambaram-s-plea-to-go-abroad-411063
705349838	20171109	201711	2017	2017.8466	GOV	AMBASSADOR						GOV			KEN	KENYAN	KEN								0	020	020	02	1	3.0	2	1	2	-1.64609053497943	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Homa Bay, Nyanza, Kenya	KE	KE07	18585	-0.527309	34.4571	-2246017	4	Homa Bay, Nyanza, Kenya	KE	KE07	18585	-0.527309	34.4571	-2246017	20171109134500	http://www.nation.co.ke/counties/nakuru/Bishop-Cornelius-Korir-memorial/1183314-4179854-ok3jwnz/
