704271482	20161106	201611	2016	2016.8384											ZAFGOV	MALUSI GIGABA	ZAF					GOV			1	010	010	01	1	0.0	5	1	5	-2.06422018348624	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171106101500	https://nuclear-news.net/2017/11/06/south-africas-democratic-alliance-da-ready-to-stop-any-attempt-by-energy-minister-david-mahlobo-to-force-through-a-nuclear-deal/
704271483	20161106	201611	2016	2016.8384	DZA	ALGERIA	DZA																		1	010	010	01	1	0.0	2	1	2	-1.42857142857143	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20171106101500	http://www.reuters.com/article/algeria-gas/algeria-invests-2-billion-into-hassi-rmel-gas-field-idUSL5N1NC1T5
704271484	20161106	201611	2016	2016.8384	GOV	CHIEF EXECUTIVE						GOV			DZA	ALGERIA	DZA								1	010	010	01	1	0.0	4	1	4	-1.42857142857143	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171106101500	http://www.reuters.com/article/algeria-gas/algeria-invests-2-billion-into-hassi-rmel-gas-field-idUSL5N1NC1T5
704271485	20161106	201611	2016	2016.8384	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			BUS	COMPANY						BUS			1	112	112	11	3	-2.0	2	1	2	-3.34302325581396	1	Cayman Islands	CJ	CJ		19.5	-80.666667	CJ	1	Ireland	EI	EI		53	-8	EI	1	Cayman Islands	CJ	CJ		19.5	-80.666667	CJ	20171106101500	http://www.newstimes.com/technology/businessinsider/article/The-massive-Paradise-Papers-leak-reveals-how-12334515.php
704271486	20161106	201611	2016	2016.8384	UAF	MILITANT						UAF			GOV	GOVERNMENT						GOV			1	0871	087	08	2	9.0	7	1	7	-4.15860735009671	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171106101500	http://www.thetidenewsonline.com/2017/11/06/avengers-threaten-fresh-onslaught-in-ndelta/
704271487	20171007	201710	2017	2017.7589											PTY	PARTY MEMBER									0	110	110	11	3	-2.0	8	1	4	1.06995884773662	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171106101500	http://www.americanthinker.com/articles/2017/11/the_balfour_declaration_and_leftwing_antisemitism.html
704271488	20171007	201710	2017	2017.7589											PTY	PARTY MEMBER									0	110	110	11	3	-2.0	1	1	1	1.06995884773662	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	1	Israel	IS	IS		31.5	34.75	IS	20171106101500	http://www.americanthinker.com/articles/2017/11/the_balfour_declaration_and_leftwing_antisemitism.html
704271489	20171007	201710	2017	2017.7589											PTY	PARTY MEMBER									0	110	110	11	3	-2.0	1	1	1	1.06995884773662	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171106101500	http://www.americanthinker.com/articles/2017/11/the_balfour_declaration_and_leftwing_antisemitism.html
704271490	20171007	201710	2017	2017.7589	AFR	AFRICA	AFR								AFRLAB	AFRICA	AFR					LAB			1	138	138	13	3	-7.0	4	1	4	3.70370370370372	4	Mooinooi, North-West, South Africa	SF	SF10	77346	-25.7489	27.5556	-1262256	4	Mooinooi, North-West, South Africa	SF	SF10	77346	-25.7489	27.5556	-1262256	4	Mooinooi, North-West, South Africa	SF	SF10	77346	-25.7489	27.5556	-1262256	20171106101500	http://www.4-traders.com/LONMIN-PLC-25456807/news/Lonmin-labour-union-says-skilled-workers-could-strike-next-month-25446353/
704271491	20171007	201710	2017	2017.7589	AFR	AFRICA	AFR								ZAFLAB	SOUTH AFRICAN	ZAF					LAB			1	138	138	13	3	-7.0	1	1	1	3.70370370370372	4	Mooinooi, North-West, South Africa	SF	SF10	77346	-25.7489	27.5556	-1262256	4	Mooinooi, North-West, South Africa	SF	SF10	77346	-25.7489	27.5556	-1262256	4	Mooinooi, North-West, South Africa	SF	SF10	77346	-25.7489	27.5556	-1262256	20171106101500	http://www.4-traders.com/LONMIN-PLC-25456807/news/Lonmin-labour-union-says-skilled-workers-could-strike-next-month-25446353/
