705800570	20161110	201611	2016	2016.8493											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	10	1	10	0	0								4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20171110204500	http://www.4-traders.com/ALIBABA-GROUP-HOLDING-17916677/news/Alibaba-Generated-Nearly-US-12-Billion-of-GMV-in-the-First-Two-Hours-of-the-2017-11-11-Global-Shop-25485139/
705800571	20161110	201611	2016	2016.8493	AFR	AFRICA	AFR								BUS	BANK						BUS			1	042	042	04	1	1.9	3	1	3	0.88321884200196	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171110204500	https://24tanzania.com/uganda-will-the-new-sh260b-govt-programme-end-youth-unemployment/
705800572	20161110	201611	2016	2016.8493	BUS	BUSINESS						BUS													1	043	043	04	1	2.8	10	1	10	0	4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	0								4	Shenzhen, Guangdong, China	CH	CH30	13036	22.2	111.117	-1925267	20171110204500	http://www.4-traders.com/ALIBABA-GROUP-HOLDING-17916677/news/Alibaba-Generated-Nearly-US-12-Billion-of-GMV-in-the-First-Two-Hours-of-the-2017-11-11-Global-Shop-25485139/
705800573	20161110	201611	2016	2016.8493	BUS	BANK						BUS			AFR	AFRICA	AFR								1	043	043	04	1	2.8	3	1	3	0.88321884200196	4	Namutumba, Namutumba, Uganda	UG	UGE1	18585	0.836111	33.6861	-1733283	4	Namutumba, Namutumba, Uganda	UG	UGE1	18585	0.836111	33.6861	-1733283	4	Namutumba, Namutumba, Uganda	UG	UGE1	18585	0.836111	33.6861	-1733283	20171110204500	https://24tanzania.com/uganda-will-the-new-sh260b-govt-programme-end-youth-unemployment/
705800574	20161110	201611	2016	2016.8493	BUS	BANK						BUS			UGA	UGANDA	UGA								1	043	043	04	1	2.8	2	1	2	0.88321884200196	4	Namutumba, Namutumba, Uganda	UG	UGE1	18585	0.836111	33.6861	-1733283	4	Namutumba, Namutumba, Uganda	UG	UGE1	18585	0.836111	33.6861	-1733283	4	Namutumba, Namutumba, Uganda	UG	UGE1	18585	0.836111	33.6861	-1733283	20171110204500	https://24tanzania.com/uganda-will-the-new-sh260b-govt-programme-end-youth-unemployment/
705800575	20161110	201611	2016	2016.8493	CUB	CUBAN	CUB								REL	RELIGIOUS GROUP									0	173	173	17	4	-5.0	2	1	2	-4.76190476190476	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171110204500	http://www.breitbart.com/national-security/2017/11/10/quintana-trump-cuba-policy/
705800576	20161110	201611	2016	2016.8493	CUBGOV	CUBAN	CUB					GOV			REL	RELIGIOUS GROUP									0	173	173	17	4	-5.0	5	1	5	-4.76190476190476	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171110204500	http://www.breitbart.com/national-security/2017/11/10/quintana-trump-cuba-policy/
705800577	20161110	201611	2016	2016.8493	DNK	COPENHAGEN	DNK																		1	111	111	11	3	-2.0	3	1	3	1.24223602484472	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20171110204500	http://www.artsjournal.com/worth/2017/11/soft-power-and-the-arts-13/
705800578	20161110	201611	2016	2016.8493	DNK	COPENHAGEN	DNK																		1	111	111	11	3	-2.0	2	1	2	1.24223602484472	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20171110204500	http://www.artsjournal.com/worth/2017/11/soft-power-and-the-arts-13/
705800579	20161110	201611	2016	2016.8493	EDU	SCHOOL						EDU			BUS	COMPANY						BUS			0	051	051	05	1	3.4	6	1	6	-0.44776119402985	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171110204500	http://www.heraldnews.com/news/20171110/praise-all-around-with-pearse-road-work-almost-done-in-swansea
705800580	20161110	201611	2016	2016.8493	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								0	051	051	05	1	3.4	4	1	4	-0.44776119402985	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20171110204500	http://www.heraldnews.com/news/20171110/praise-all-around-with-pearse-road-work-almost-done-in-swansea
705800581	20161110	201611	2016	2016.8493	LEG	LAWMAKER						LEG			EDU	SCHOOL						EDU			1	0331	033	03	1	5.2	8	3	8	-1.03540917266187	3	Sioux Falls, South Dakota, United States	US	USSD	SD099	43.55	-96.7003	1267670	3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	20171110204500	http://siouxcityjournal.com/news/state-and-regional/south-dakota/south-dakota-public-schools-to-oppose-school-choice/article_822fbcef-bbb9-5ab7-97d2-bcc89d081074.html
705800582	20161110	201611	2016	2016.8493	LEG	LAWMAKER						LEG			EDU	SCHOOL						EDU			1	0331	033	03	1	5.2	4	3	4	-1.04998501199041	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171110204500	http://www.lmtonline.com/news/education/article/South-Dakota-public-schools-to-oppose-school-12347598.php
705800583	20161110	201611	2016	2016.8493	LEG	LAWMAKER						LEG			EDU	SCHOOL						EDU			1	0331	033	03	1	5.2	18	3	18	-1.04026778577138	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171110204500	http://www.lmtonline.com/news/education/article/South-Dakota-public-schools-to-oppose-school-12347598.php
