704170371	20161106	201611	2016	2016.8384											EDU	STUDENT						EDU			0	043	043	04	1	2.8	10	1	10	0.797872340425529	0								4	Truganina, Victoria, Australia	AS	AS07	5429	-37.8167	144.75	-1605750	4	Truganina, Victoria, Australia	AS	AS07	5429	-37.8167	144.75	-1605750	20171106003000	http://www.smh.com.au/victoria/where-do-your-neighbours-send-their-kids-to-school-20171031-gzbms3.html
704170372	20161106	201611	2016	2016.8384	CVL	MIGRANT						CVL			ITA	ITALY	ITA								1	042	042	04	1	1.9	10	1	10	-3.68852459016394	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171106003000	http://www.therepublic.com/2017/11/05/eu-europe-migrants-15/
704170373	20161106	201611	2016	2016.8384	EDU	STUDENT						EDU													0	042	042	04	1	1.9	10	1	10	0.797872340425529	4	Truganina, Victoria, Australia	AS	AS07	5429	-37.8167	144.75	-1605750	0								4	Truganina, Victoria, Australia	AS	AS07	5429	-37.8167	144.75	-1605750	20171106003000	http://www.smh.com.au/victoria/where-do-your-neighbours-send-their-kids-to-school-20171031-gzbms3.html
704170374	20161106	201611	2016	2016.8384	ETHCOP	ETHIOPIA	ETH					COP			OPP	PROTESTER						OPP			1	190	190	19	4	-10.0	5	1	5	-0.0560224089635897	1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20171106003000	http://www.wardheernews.com/we-are-everywhere-how-ethiopia-became-a-land-of-prying-eyes/
704170375	20161106	201611	2016	2016.8384	GHA	GHANA	GHA								GOV	GOVERNMENT						GOV			1	100	100	10	3	-5.0	10	1	10	5.42635658914729	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20171106003000	https://www.ghanaweb.com/GhanaHomePage/business/Marketers-push-for-increased-expenditure-on-agric-597500
704170376	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			COP	PRISON						COP			0	010	010	01	1	0.0	10	1	10	-8.26210826210825	4	Ngawha, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.3667	173.867	-1514634	4	Ngawha, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.3667	173.867	-1514634	4	Ngawha, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.3667	173.867	-1514634	20171106003000	https://www.whaleoil.co.nz/2017/11/labours-catch-release-justice-policy-set-dump-3000-hardened-criminals-back-streets/
704170377	20161106	201611	2016	2016.8384	ITA	SICILY	ITA																		1	013	013	01	1	0.4	8	1	8	-0.155279503105589	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	0								4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171106003000	http://www.kelownadailycourier.ca/business_news/national_business/article_81ad027b-7cc2-56ca-9189-c977ff3360bf.html
704170378	20161106	201611	2016	2016.8384	ITA	SICILY	ITA																		1	013	013	01	1	0.4	2	1	2	-0.155279503105589	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171106003000	http://www.kelownadailycourier.ca/business_news/national_business/article_81ad027b-7cc2-56ca-9189-c977ff3360bf.html
704170379	20161106	201611	2016	2016.8384	ITA	ITALY	ITA								CVL	MIGRANT						CVL			1	043	043	04	1	2.8	10	1	10	-3.68852459016394	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171106003000	http://www.therepublic.com/2017/11/05/eu-europe-migrants-15/
704170380	20161106	201611	2016	2016.8384	MED	WEBSITE						MED													1	020	020	02	1	3.0	10	1	10	-1.41093474426808	1	New Zealand	NZ	NZ		-42	174	NZ	0								1	New Zealand	NZ	NZ		-42	174	NZ	20171106003000	https://www.whaleoil.co.nz/2017/11/now-heres-truth/
704170381	20161106	201611	2016	2016.8384	NZL	NEW ZEALAND	NZL																		0	042	042	04	1	1.9	4	1	4	-1.55038759689923	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171106003000	https://www.stuff.co.nz/nelson-mail/news/98392512/cardiologist-raising-awareness-of-deadly-issue-with-serious-hearttoheart
704170382	20161106	201611	2016	2016.8384	NZL	NEW ZEALAND	NZL																		0	073	073	07	2	7.4	2	1	2	-1.55038759689923	1	New Zealand	NZ	NZ		-42	174	NZ	0								1	New Zealand	NZ	NZ		-42	174	NZ	20171106003000	https://www.stuff.co.nz/nelson-mail/news/98392512/cardiologist-raising-awareness-of-deadly-issue-with-serious-hearttoheart
704170383	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	1	1	1	1.21951219512195	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171106003000	http://www.wbtv.com/story/36768766/sc-gov-hopeful-templeton-to-introduce-bannon-at-the-citadel
704170384	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	1	1	1	1.21951219512195	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106003000	http://www.wbtv.com/story/36768766/sc-gov-hopeful-templeton-to-introduce-bannon-at-the-citadel
704170385	20161106	201611	2016	2016.8384	USAGOV	HILLARY CLINTON	USA					GOV			CVL	VOTER						CVL			0	111	111	11	3	-2.0	2	1	2	-0.63051702395965	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106003000	http://www.theamericanconservative.com/articles/bloody-virginia-governors-race-on-razor-thin-margin-northam-gillespie/
704170386	20161106	201611	2016	2016.8384	USAGOV	HILLARY CLINTON	USA					GOV			CVL	VOTER						CVL			0	111	111	11	3	-2.0	6	1	6	-0.63051702395965	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106003000	http://www.theamericanconservative.com/articles/bloody-virginia-governors-race-on-razor-thin-margin-northam-gillespie/
704170387	20161106	201611	2016	2016.8384	USAGOV	HILLARY CLINTON	USA					GOV			CVL	VOTER						CVL			0	111	111	11	3	-2.0	2	1	2	-0.63051702395965	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	3	Prince William County, Virginia, United States	US	USVA		38.7001	-77.483	1480161	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171106003000	http://www.theamericanconservative.com/articles/bloody-virginia-governors-race-on-razor-thin-margin-northam-gillespie/
704170388	20171007	201710	2017	2017.7589											ZWE	ZIMBABWEAN	ZWE								0	112	112	11	3	-2.0	2	1	2	-8.17941952506596	0								4	Shava, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.9217	31.654	10804876	4	Shava, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.9217	31.654	10804876	20171106003000	http://www.jowhar.com/worldnews/zimbabwe-police-charge-us-woman-over-anti-mugabe-tweet.html5
704170389	20171007	201710	2017	2017.7589	GBR	UNITED KINGDOM	GBR								RUS	RUSSIAN	RUS								1	015	015	01	1	0.0	4	1	4	-3.41047503045067	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106003000	http://english.chosun.com/site/data/html_dir/2017/11/06/2017110600480.html
704170390	20171007	201710	2017	2017.7589	GBR	UNITED KINGDOM	GBR								RUS	RUSSIAN	RUS								1	030	030	03	1	4.0	1	1	1	-3.41047503045067	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106003000	http://english.chosun.com/site/data/html_dir/2017/11/06/2017110600480.html
704170391	20171007	201710	2017	2017.7589	GBR	UNITED KINGDOM	GBR								RUS	RUSSIAN	RUS								1	030	030	03	1	4.0	1	1	1	-3.41047503045067	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106003000	http://english.chosun.com/site/data/html_dir/2017/11/06/2017110600480.html
704170392	20171007	201710	2017	2017.7589	GBR	UNITED KINGDOM	GBR								RUS	RUSSIAN	RUS								1	030	030	03	1	4.0	1	1	1	-3.41047503045067	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106003000	http://english.chosun.com/site/data/html_dir/2017/11/06/2017110600480.html
704170393	20171007	201710	2017	2017.7589	GBR	UNITED KINGDOM	GBR								RUS	RUSSIAN	RUS								1	030	030	03	1	4.0	1	1	1	-3.41047503045067	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106003000	http://english.chosun.com/site/data/html_dir/2017/11/06/2017110600480.html
704170394	20171007	201710	2017	2017.7589	GBR	UNITED KINGDOM	GBR								RUS	RUSSIAN	RUS								1	046	046	04	1	7.0	4	1	4	-3.41047503045067	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106003000	http://english.chosun.com/site/data/html_dir/2017/11/06/2017110600480.html
704170395	20171007	201710	2017	2017.7589	HLH	HOSPITAL						HLH			AUS	AUSTRALIA	AUS								1	0353	035	03	1	7.0	8	1	8	-8.16326530612245	4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	4	Warrnambool, Victoria, Australia	AS	AS07	5423	-38.3818	142.488	-1608145	20171106003000	http://www.standard.net.au/story/5035668/young-girl-with-lacerated-liver-to-be-released-from-hospital/
704170396	20171007	201710	2017	2017.7589	RUS	RUSSIAN	RUS																		1	015	015	01	1	0.0	6	1	6	-3.41047503045067	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171106003000	http://english.chosun.com/site/data/html_dir/2017/11/06/2017110600480.html
704170397	20171007	201710	2017	2017.7589	RUS	RUSSIAN	RUS																		1	030	030	03	1	4.0	6	1	6	-3.41047503045067	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106003000	http://english.chosun.com/site/data/html_dir/2017/11/06/2017110600480.html
