704956560	20161108	201611	2016	2016.8438											AUS	AUSTRALIA	AUS								1	046	046	04	1	7.0	4	1	4	6.08108108108108	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171108110000	https://www.thesun.co.uk/tvandshowbiz/4867132/scarlett-moffatt-australia-im-a-celebrity-get-me-out-of-here-filming-mum/
704956561	20161108	201611	2016	2016.8438											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	3	1	3	1.9047619047619	0								1	United Kingdom	UK	UK		54	-4	UK	1	United States	US	US		39.828175	-98.5795	US	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956562	20161108	201611	2016	2016.8438	AUS	AUSTRALIA	AUS																		1	046	046	04	1	7.0	4	1	4	6.08108108108108	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171108110000	https://www.thesun.co.uk/tvandshowbiz/4867132/scarlett-moffatt-australia-im-a-celebrity-get-me-out-of-here-filming-mum/
704956563	20161108	201611	2016	2016.8438	CHEBUS	SWITZERLAND	CHE					BUS			ESP	SPAIN	ESP								0	040	040	04	1	1.0	4	1	4	1.9047619047619	1	Switzerland	SZ	SZ		47	8	SZ	1	Spain	SP	SP		40	-4	SP	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956564	20161108	201611	2016	2016.8438	CHEBUS	SWITZERLAND	CHE					BUS			ESP	SPAIN	ESP								0	040	040	04	1	1.0	1	1	1	1.9047619047619	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956565	20161108	201611	2016	2016.8438	CHEBUS	SWITZERLAND	CHE					BUS			POL	POLAND	POL								0	040	040	04	1	1.0	4	1	4	1.9047619047619	1	Switzerland	SZ	SZ		47	8	SZ	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956566	20161108	201611	2016	2016.8438	CHEBUS	SWITZERLAND	CHE					BUS			POL	POLAND	POL								0	040	040	04	1	1.0	1	1	1	1.9047619047619	1	Switzerland	SZ	SZ		47	8	SZ	1	Spain	SP	SP		40	-4	SP	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956567	20161108	201611	2016	2016.8438	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	060	060	06	2	6.0	6	1	6	2.0460358056266	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	2	Florida, United States	US	USFL		27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108110000	http://www.dailymail.co.uk/femail/article-5061613/Melania-Trump-makes-elegant-arrival-Beijing.html
704956568	20161108	201611	2016	2016.8438	CHN	CHINESE	CHN								USA	UNITED STATES	USA								0	060	060	06	2	6.0	2	1	2	2.0460358056266	1	North Korea	KN	KN		40	127	KN	2	Florida, United States	US	USFL		27.8333	-81.717	FL	1	North Korea	KN	KN		40	127	KN	20171108110000	http://www.dailymail.co.uk/femail/article-5061613/Melania-Trump-makes-elegant-arrival-Beijing.html
704956569	20161108	201611	2016	2016.8438	CVL	RESIDENTS						CVL													0	017	017	01	1	0.0	1	1	1	-1.89228529839884	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171108110000	http://www.westhawaiitoday.com/news/local-news/officer-looks-expand-services-domestic-violence-victims-south-kohala
704956570	20161108	201611	2016	2016.8438	DEU	GERMAN	DEU								ROU	ROMANIA									1	173	173	17	4	-5.0	10	1	10	2.25988700564972	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	20171108110000	http://www.zfenglish.com/companies/real-estate/miele-expects-ron35m-retail-sales-in-romania-in-2018-16811483
704956571	20161108	201611	2016	2016.8438	ESP	SPAIN	ESP								CHEBUS	SWITZERLAND	CHE					BUS			0	040	040	04	1	1.0	4	1	4	1.9047619047619	1	Spain	SP	SP		40	-4	SP	1	Switzerland	SZ	SZ		47	8	SZ	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956572	20161108	201611	2016	2016.8438	ESP	SPAIN	ESP								CHEBUS	SWITZERLAND	CHE					BUS			0	040	040	04	1	1.0	1	1	1	1.9047619047619	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956573	20161108	201611	2016	2016.8438	ESP	SPAIN	ESP								POL	POLAND	POL								0	040	040	04	1	1.0	4	1	4	1.9047619047619	1	Spain	SP	SP		40	-4	SP	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956574	20161108	201611	2016	2016.8438	ESP	SPAIN	ESP								POL	POLAND	POL								0	040	040	04	1	1.0	1	1	1	1.9047619047619	1	Switzerland	SZ	SZ		47	8	SZ	1	Spain	SP	SP		40	-4	SP	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956575	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR																		1	036	036	03	1	4.0	3	1	3	1.9047619047619	1	United Kingdom	UK	UK		54	-4	UK	0								1	United States	US	US		39.828175	-98.5795	US	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956576	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								USA	AMERICAN	USA								1	036	036	03	1	4.0	7	1	7	1.9047619047619	1	United Kingdom	UK	UK		54	-4	UK	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956577	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								USA	AMERICAN	USA								1	040	040	04	1	1.0	7	1	7	1.9047619047619	1	United Kingdom	UK	UK		54	-4	UK	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956578	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV													1	031	031	03	1	5.2	10	1	10	-2.38095238095238	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171108110000	http://www.businesstoday.in/sectors/aviation/airports-aviation-investment-air-traffic-delhi-mumbai-udan-air-odhisha-deccan-charters/story/263513.html
704956579	20161108	201611	2016	2016.8438	POL	POLAND	POL								CHEBUS	SWITZERLAND	CHE					BUS			0	040	040	04	1	1.0	4	1	4	1.9047619047619	1	Poland	PL	PL		52	20	PL	1	Switzerland	SZ	SZ		47	8	SZ	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956580	20161108	201611	2016	2016.8438	POL	POLAND	POL								CHEBUS	SWITZERLAND	CHE					BUS			0	040	040	04	1	1.0	1	1	1	1.9047619047619	1	Spain	SP	SP		40	-4	SP	1	Switzerland	SZ	SZ		47	8	SZ	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956581	20161108	201611	2016	2016.8438	POL	POLAND	POL								ESP	SPAIN	ESP								0	040	040	04	1	1.0	4	1	4	1.9047619047619	1	Poland	PL	PL		52	20	PL	1	Spain	SP	SP		40	-4	SP	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956582	20161108	201611	2016	2016.8438	POL	POLAND	POL								ESP	SPAIN	ESP								0	040	040	04	1	1.0	1	1	1	1.9047619047619	1	Spain	SP	SP		40	-4	SP	1	Switzerland	SZ	SZ		47	8	SZ	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956583	20161108	201611	2016	2016.8438	SPY	OPERATIVE						SPY													0	190	190	19	4	-10.0	10	1	10	-2.30930720783765	4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	0								4	Banjul, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	20171108110000	https://www.premiumtimesng.com/author/aminuadamu
704956584	20161108	201611	2016	2016.8438	USA	AMERICAN	USA								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	5	1	5	1.9047619047619	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956585	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	2	1	2	1.9047619047619	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	1	United States	US	US		39.828175	-98.5795	US	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956586	20161108	201611	2016	2016.8438	USA	AMERICAN	USA								GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	7	1	7	1.9047619047619	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171108110000	http://www.citmagazine.com/article/1449566/growth-meetings-2018-expected-uk-says-american-express-report
704956587	20161108	201611	2016	2016.8438	USACVL	UNITED STATES	USA					CVL													0	017	017	01	1	0.0	8	1	8	-1.89228529839884	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171108110000	http://www.westhawaiitoday.com/news/local-news/officer-looks-expand-services-domestic-violence-victims-south-kohala
704956588	20171009	201710	2017	2017.7644	CHN	SHANGHAI	CHN								EDU	STUDENT						EDU			1	017	017	01	1	0.0	7	1	7	2.0460358056266	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171108110000	http://news.xinhuanet.com/english/2017-11/08/c_136737436.htm
704956589	20171009	201710	2017	2017.7644	EDU	SCHOOL						EDU													1	010	010	01	1	0.0	4	1	4	-0.83507306889352	3	Todd County, Kentucky, United States	US	USKY	KY219	36.7667	-87.1333	516956	0								3	Todd County, Kentucky, United States	US	USKY		36.7667	-87.1333	516956	20171108110000	http://www.kentuckynewera.com/news/article_6f52c126-c449-11e7-b1e8-ef4f7c57fa67.html
704956590	20171009	201710	2017	2017.7644	EDU	SCHOOL						EDU													1	010	010	01	1	0.0	6	1	6	-0.83507306889352	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171108110000	http://www.kentuckynewera.com/news/article_6f52c126-c449-11e7-b1e8-ef4f7c57fa67.html
704956591	20171009	201710	2017	2017.7644	EDU	SCHOOL						EDU													1	050	050	05	1	3.5	10	1	10	-0.83507306889352	3	Todd County, Kentucky, United States	US	USKY	KY219	36.7667	-87.1333	516956	0								3	Todd County, Kentucky, United States	US	USKY		36.7667	-87.1333	516956	20171108110000	http://www.kentuckynewera.com/news/article_6f52c126-c449-11e7-b1e8-ef4f7c57fa67.html
704956592	20171009	201710	2017	2017.7644	FRA	FRANCE	FRA								GBRIMY	ISLE OF MAN	GBR								1	015	015	01	1	0.0	2	1	2	-6.5359477124183	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171108110000	http://wkrg.com/ap/7-years-in-tibet-director-caught-in-tax-haven-accusations/
704956593	20171009	201710	2017	2017.7644	RUS	RUSSIA	RUS																		1	010	010	01	1	0.0	1	1	1	-3.11284046692607	2	California, United States	US	USCA		36.17	-119.746	CA	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171108110000	https://www.bloomberg.com/news/articles/2017-11-08/executive-of-firm-tied-to-trump-dossier-set-to-appear-in-house
704956594	20171009	201710	2017	2017.7644	RUS	RUSSIA	RUS																		1	010	010	01	1	0.0	1	1	1	-3.11284046692607	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108110000	https://www.bloomberg.com/news/articles/2017-11-08/executive-of-firm-tied-to-trump-dossier-set-to-appear-in-house
704956595	20171009	201710	2017	2017.7644	RUS	RUSSIAN	RUS								PRK	NORTH KOREA	PRK								0	013	013	01	1	0.4	1	1	1	-3.69515011547344	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171108110000	http://www.news24xx.com/read/news/3347/Russia-offering-to-China-diplomacy-a-chance-to-halt-Communist-states-nuclear
