702802820	20161101	201611	2016	2016.8247											GOV	GOVERNMENT						GOV			0	040	040	04	1	1.0	10	1	10	-5.12820512820513	0								4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	20171101011500	https://japantoday.com/category/crime/police-arrest-9-over-website-with-links-to-pirated-comics
702802821	20161101	201611	2016	2016.8247	BUS	CORPORATION						BUS			CAN	CANADIAN	CAN								1	084	084	08	2	7.0	6	1	6	0.38560411311054	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20171101011500	http://www.kelownacapnews.com/news/data-shows-growing-amount-of-income-spent-on-housing/
702802822	20161101	201611	2016	2016.8247	BUS	CORPORATION						BUS			CAN	CANADIAN	CAN								1	084	084	08	2	7.0	1	1	1	0.38560411311054	4	Penticton, British Columbia, Canada	CA	CA02	12559	49.5	-119.583	-571145	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Penticton, British Columbia, Canada	CA	CA02	12559	49.5	-119.583	-571145	20171101011500	http://www.kelownacapnews.com/news/data-shows-growing-amount-of-income-spent-on-housing/
702802823	20161101	201611	2016	2016.8247	BUS	CORPORATION						BUS			CAN	CANADIAN	CAN								1	084	084	08	2	7.0	1	1	1	0.38560411311054	4	Penticton, British Columbia, Canada	CA	CA02	12559	49.5	-119.583	-571145	4	Penticton, British Columbia, Canada	CA	CA02	12559	49.5	-119.583	-571145	4	Penticton, British Columbia, Canada	CA	CA02	12559	49.5	-119.583	-571145	20171101011500	http://www.kelownacapnews.com/news/data-shows-growing-amount-of-income-spent-on-housing/
702802824	20161101	201611	2016	2016.8247	CVL	HUNTER						CVL			BEL	BELGIUM	BEL								1	030	030	03	1	4.0	2	1	2	3.94190871369294	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171101011500	http://www.pentictonherald.ca/news/article_369abd80-be99-11e7-80d7-b3e02ba6ba75.html
702802825	20161101	201611	2016	2016.8247	CVL	HUNTER						CVL			BEL	BELGIUM	BEL								1	100	100	10	3	-5.0	2	1	2	3.94190871369294	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171101011500	http://www.pentictonherald.ca/news/article_369abd80-be99-11e7-80d7-b3e02ba6ba75.html
702802826	20161101	201611	2016	2016.8247	GOV	GOVERNMENT						GOV													0	040	040	04	1	1.0	10	1	10	-5.12820512820513	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	0								4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	20171101011500	https://japantoday.com/category/crime/police-arrest-9-over-website-with-links-to-pirated-comics
702802827	20161101	201611	2016	2016.8247	MYS	MALAYSIA	MYS								LEG	LAWMAKER						LEG			0	010	010	01	1	0.0	4	1	4	-6.04651162790698	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20171101011500	https://www.thestar.com.my/news/nation/2017/11/01/govt-seeks-to-end-wildlife-trade-proposals-target-online-loopholes-and-increase-punishment/
702802828	20161101	201611	2016	2016.8247	PER	PERUVIAN	PER																		1	141	141	14	3	-6.5	5	1	5	-2.90697674418604	4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	0								4	Lima, Lima, Peru	PE	PE15	91841	-12.05	-77.05	-352647	20171101011500	http://vigorousnow.com/2017/11/01/beauty-pageant-contestants-give-womens-rights-facts-instead/
702802829	20161101	201611	2016	2016.8247	UAF	TERRORIST						UAF			FRA	FRANCE	FRA								0	051	051	05	1	3.4	2	1	2	-5.55050045495905	3	Times Square, New York, United States	US	USNY	NY061	40.757	-73.986	967537	3	Times Square, New York, United States	US	USNY		40.757	-73.986	967537	1	France	FR	FR		46	2	FR	20171101011500	http://www.msn.com/en-us/news/us/8-dead-as-truck-careens-down-bike-path-in-manhattan-in-terror-attack/ar-AAui4qI
702802830	20161101	201611	2016	2016.8247	UAF	TERRORIST						UAF			FRA	FRANCE	FRA								0	051	051	05	1	3.4	8	1	8	-5.55050045495905	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171101011500	http://www.msn.com/en-us/news/us/8-dead-as-truck-careens-down-bike-path-in-manhattan-in-terror-attack/ar-AAui4qI
