705269803	20161109	201611	2016	2016.8466	COK	COOK ISLANDS	COK								NZL	NEW ZEALAND	NZL								1	043	043	04	1	2.8	8	1	8	1.48975791433891	1	Cook Islands	CW	CW		-16.083333	-161.583333	CW	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171109090000	http://www.pireport.org/articles/2017/03/28/tourism-arrivals-cook-islands-17-last-year
705269804	20161109	201611	2016	2016.8466	COK	COOK ISLANDS	COK								NZL	NEW ZEALAND	NZL								1	043	043	04	1	2.8	2	1	2	1.48975791433891	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171109090000	http://www.pireport.org/articles/2017/03/28/tourism-arrivals-cook-islands-17-last-year
705269805	20161109	201611	2016	2016.8466	CVL	VILLAGE						CVL			IRLGOV	MICHAEL COLLINS	IRL					GOV			1	084	084	08	2	7.0	10	1	10	1.32450331125828	0								0								0								20171109090000	http://www.theherald-news.com/2017/11/08/plainfield-and-pace-break-ground-on-new-park-n-ride-location/aw022bz/
705269806	20161109	201611	2016	2016.8466	DEU	GERMANY	DEU								FRA	FRANCE	FRA								0	036	036	03	1	4.0	1	1	1	-1.82795698924731	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Portugal	PO	PO		39.5	-8	PO	1	Spain	SP	SP		40	-4	SP	20171109090000	https://euobserver.com/foreign/139817
705269807	20161109	201611	2016	2016.8466	DEU	GERMANY	DEU								FRA	FRANCE	FRA								0	036	036	03	1	4.0	4	1	4	-1.82795698924731	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171109090000	https://euobserver.com/foreign/139817
705269808	20161109	201611	2016	2016.8466	FRA	FRANCE	FRA								DEU	GERMANY	DEU								0	036	036	03	1	4.0	4	1	4	-1.82795698924731	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171109090000	https://euobserver.com/foreign/139817
705269809	20161109	201611	2016	2016.8466	FRA	FRANCE	FRA								DEU	GERMANY	DEU								0	036	036	03	1	4.0	1	1	1	-1.82795698924731	1	Portugal	PO	PO		39.5	-8	PO	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Spain	SP	SP		40	-4	SP	20171109090000	https://euobserver.com/foreign/139817
705269810	20161109	201611	2016	2016.8466	GBR	UNITED KINGDOM	GBR																		0	013	013	01	1	0.4	4	1	4	2.81923714759535	4	Rotherham, Rotherham, United Kingdom	UK	UKL3	40130	53.4333	-1.35	-2606551	0								4	Rotherham, Rotherham, United Kingdom	UK	UKL3	40130	53.4333	-1.35	-2606551	20171109090000	http://www.doncasterfreepress.co.uk/news/chief-pledges-to-get-south-yorkshire-police-back-to-the-top-1-8847918
705269811	20161109	201611	2016	2016.8466	GOV	GOVERNMENT						GOV			RAD	EXTREMIST						RAD			0	173	173	17	4	-5.0	10	1	10	-9.77443609022552	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171109090000	http://www.gulf-times.com/story/570533/Bangladeshi-academic-missing-amid-spike-in-disappe
705269812	20161109	201611	2016	2016.8466	IND	RAJASTHAN	IND																		0	030	030	03	1	4.0	8	1	8	0.15923566878981	4	Georgina, Western Australia, Australia	AS	AS08	5529	-28.8667	114.75	-1574820	0								4	Georgina, Western Australia, Australia	AS	AS08	5529	-28.8667	114.75	-1574820	20171109090000	http://www.indianlink.com.au/adelaide-scientists-safe-water-rajasthan/
705269813	20161109	201611	2016	2016.8466	IND	RAJASTHAN	IND																		0	030	030	03	1	4.0	2	1	2	0.15923566878981	1	Papua New Guinea	PP	PP		-6	147	PP	0								1	Papua New Guinea	PP	PP		-6	147	PP	20171109090000	http://www.indianlink.com.au/adelaide-scientists-safe-water-rajasthan/
705269814	20161109	201611	2016	2016.8466	IND	RAJASTHAN	IND																		0	036	036	03	1	4.0	8	1	8	0.15923566878981	4	Georgina, Western Australia, Australia	AS	AS08	5529	-28.8667	114.75	-1574820	0								4	Georgina, Western Australia, Australia	AS	AS08	5529	-28.8667	114.75	-1574820	20171109090000	http://www.indianlink.com.au/adelaide-scientists-safe-water-rajasthan/
705269815	20161109	201611	2016	2016.8466	IND	RAJASTHAN	IND																		0	036	036	03	1	4.0	2	1	2	0.15923566878981	1	Papua New Guinea	PP	PP		-6	147	PP	0								1	Papua New Guinea	PP	PP		-6	147	PP	20171109090000	http://www.indianlink.com.au/adelaide-scientists-safe-water-rajasthan/
705269816	20161109	201611	2016	2016.8466	ITA	ITALY	ITA																		0	0311	031	03	1	5.2	9	9	9	1.26511745340677	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171109090000	http://www.warringtonguardian.co.uk/news/national/15650698.UK_hopes_for_progress_as_Brexit_negotiations_resume/
