704232009	20161106	201611	2016	2016.8384											UKRGOV	UKRAINE	UKR					GOV			1	057	057	05	1	8.0	2	1	2	2	0								1	Ukraine	UP	UP		49	32	UP	4	Jebel Ali, Dubayy, United Arab Emirates	AE	AE03	28575	25.0128	55.0495	-783229	20171106064500	http://container-mag.com/2017/11/06/dp-world-talks-yuzhny-concession/
704232010	20161106	201611	2016	2016.8384											UKRGOV	UKRAINE	UKR					GOV			1	057	057	05	1	8.0	8	1	8	2	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20171106064500	http://container-mag.com/2017/11/06/dp-world-talks-yuzhny-concession/
704232011	20161106	201611	2016	2016.8384	AGR	FARMER						AGR			USAGOVAGR	UNITED STATES	USA					GOV	AGR		1	042	042	04	1	1.9	2	1	2	0	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171106064500	http://www.hpj.com/markets/salina-livestock-auction-report/article_45444da5-2470-5638-b9ef-fce5e881abf8.html
704232012	20161106	201611	2016	2016.8384	BUS	INDUSTRY						BUS													1	128	128	12	3	-5.0	10	1	10	-8.33333333333333	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171106064500	http://www.2ca.com.au/news/canberra/7697
704232013	20161106	201611	2016	2016.8384	EDUEDU	UNIVERSITY						EDU	EDU		USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-0.59568131049888	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20171106064500	https://cen.acs.org/articles/95/i44/Few-gains-minority-chemistry-professors.html
704232014	20161106	201611	2016	2016.8384	GBRGIB	GIBRALTAR	GBR								EDU	STUDENT						EDU			1	036	036	03	1	4.0	2	1	2	3.73831775700935	1	Gibraltar	GI	GI		36.133333	-5.35	GI	1	Gibraltar	GI	GI		36.133333	-5.35	GI	1	Gibraltar	GI	GI		36.133333	-5.35	GI	20171106064500	http://chronicle.gi/2017/11/chief-minister-called-to-the-middle-temple-bench/
704232015	20161106	201611	2016	2016.8384	GBRGIB	GIBRALTAR	GBR								JUD	BARRISTER						JUD			1	036	036	03	1	4.0	2	1	2	3.73831775700935	1	Gibraltar	GI	GI		36.133333	-5.35	GI	1	Gibraltar	GI	GI		36.133333	-5.35	GI	1	Gibraltar	GI	GI		36.133333	-5.35	GI	20171106064500	http://chronicle.gi/2017/11/chief-minister-called-to-the-middle-temple-bench/
704232016	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV													0	172	172	17	4	-5.0	5	1	5	-5.66037735849057	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	0								4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20171106064500	http://www.firstpost.com/politics/mamata-banerjee-calls-demonetisation-a-disaster-asks-twiterrati-to-use-black-display-images-on-8-november-4195187.html
704232017	20161106	201611	2016	2016.8384	GOVBUS	RESERVE BANK						GOV	BUS												1	010	010	01	1	0.0	5	1	5	-1.89274447949526	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171106064500	https://www.indiatimes.com/news/india/rbi-says-it-doesn-t-know-how-much-black-money-returned-during-demonetisation-329189.html
704232018	20161106	201611	2016	2016.8384	UAF	MILITANT						UAF													0	020	020	02	1	3.0	2	1	2	-3.5977105478332	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	0								4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	20171106064500	Vanguard website, Lagos/BBC Monitoring/(c) BBC
704232019	20161106	201611	2016	2016.8384	UKRGOV	UKRAINE	UKR					GOV													1	057	057	05	1	8.0	4	1	4	2	1	Ukraine	UP	UP		49	32	UP	0								4	Jebel Ali, Dubayy, United Arab Emirates	AE	AE03	28575	25.0128	55.0495	-783229	20171106064500	http://container-mag.com/2017/11/06/dp-world-talks-yuzhny-concession/
704232020	20161106	201611	2016	2016.8384	UKRGOV	UKRAINE	UKR					GOV													1	057	057	05	1	8.0	6	1	6	2	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20171106064500	http://container-mag.com/2017/11/06/dp-world-talks-yuzhny-concession/
704232021	20161106	201611	2016	2016.8384	USA	ATLANTA	USA								EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	7	1	7	1.84696569920844	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171106064500	http://www.hpenews.com/news/band-competition-set-this-weekend/article_87501e4e-c021-11e7-afb9-efa3d659d9be.html
704232022	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA								EDUEDU	UNIVERSITY						EDU	EDU		0	042	042	04	1	1.9	2	1	2	-0.59568131049888	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20171106064500	https://cen.acs.org/articles/95/i44/Few-gains-minority-chemistry-professors.html
704232023	20161106	201611	2016	2016.8384	USAGOVAGR	UNITED STATES	USA					GOV	AGR		AGR	FARMER						AGR			1	043	043	04	1	2.8	2	1	2	0	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171106064500	http://www.hpj.com/markets/salina-livestock-auction-report/article_45444da5-2470-5638-b9ef-fce5e881abf8.html
704232024	20171007	201710	2017	2017.7589	COGGOV	CONGO	COG					GOV													0	026	026	02	1	4.0	2	1	2	-8.53333333333333	1	Congo	CF	CF		-1	15	CF	0								1	Congo	CF	CF		-1	15	CF	20171106064500	http://www.channelafrica.co.za/sabc/home/channelafrica/news/details?id=b5b76806-2ffc-4a82-aa56-8445c8222b5d&title=Congo%20sets%20presidential%20election%20for%202018
704232025	20171007	201710	2017	2017.7589	COP	SECURITY FORCE						COP			IND	SRINAGAR	IND								1	190	190	19	4	-10.0	2	1	2	-7.04500978473581	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171106064500	http://www.india.com/news/india/exposed-jaish-e-mohammad-chief-masood-azhar-admits-on-tape-his-group-carried-out-attack-on-bsf-camp-in-srinagar-2604934/
704232026	20171007	201710	2017	2017.7589	COP	SECURITY FORCE						COP			IND	SRINAGAR	IND								1	190	190	19	4	-10.0	8	1	8	-7.04500978473581	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171106064500	http://www.india.com/news/india/exposed-jaish-e-mohammad-chief-masood-azhar-admits-on-tape-his-group-carried-out-attack-on-bsf-camp-in-srinagar-2604934/
704232027	20171007	201710	2017	2017.7589	GOV	ENVOY						GOV			COG	CONGO	COG								0	026	026	02	1	4.0	2	1	2	-8.53333333333333	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171106064500	http://www.channelafrica.co.za/sabc/home/channelafrica/news/details?id=b5b76806-2ffc-4a82-aa56-8445c8222b5d&title=Congo%20sets%20presidential%20election%20for%202018
