704002270	20161105	201611	2016	2016.8356											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	1	1	1	1.45454545454546	0								4	Penzance, Western Australia, Australia	AS	AS08	5510	-28.6	121.3	-1594549	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105034500	http://www.horseracing.com.au/2017-melbourne-cup-barrier-draw-hartnell-draws-gate-12/
704002271	20161105	201611	2016	2016.8356											BUS	BUSINESS						BUS			0	057	057	05	1	8.0	10	1	10	-1.78571428571428	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105034500	https://www.ndtv.com/business/jio-anil-ambani-s-reliance-communications-rcom-to-shut-voice-calls-in-a-month-here-s-why-1771284
704002272	20161105	201611	2016	2016.8356	AUS	AUSTRALIA	AUS																		1	043	043	04	1	2.8	1	1	1	1.45454545454546	4	Penzance, Western Australia, Australia	AS	AS08	5510	-28.6	121.3	-1594549	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105034500	http://www.horseracing.com.au/2017-melbourne-cup-barrier-draw-hartnell-draws-gate-12/
704002273	20161105	201611	2016	2016.8356	AUS	AUSTRALIA	AUS								AUSGOV	AUSTRALIA	AUS					GOV			1	042	042	04	1	1.9	4	1	4	1.45454545454546	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Penzance, Western Australia, Australia	AS	AS08	5510	-28.6	121.3	-1594549	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105034500	http://www.horseracing.com.au/2017-melbourne-cup-barrier-draw-hartnell-draws-gate-12/
704002274	20161105	201611	2016	2016.8356	AUS	MELBOURNE	AUS								GOV	PRINCE						GOV			1	042	042	04	1	1.9	3	1	3	1.45454545454546	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Penzance, Western Australia, Australia	AS	AS08	5510	-28.6	121.3	-1594549	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105034500	http://www.horseracing.com.au/2017-melbourne-cup-barrier-draw-hartnell-draws-gate-12/
704002275	20161105	201611	2016	2016.8356	AUSGOV	AUSTRALIA	AUS					GOV			AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	4	1	4	1.45454545454546	4	Penzance, Western Australia, Australia	AS	AS08	5510	-28.6	121.3	-1594549	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105034500	http://www.horseracing.com.au/2017-melbourne-cup-barrier-draw-hartnell-draws-gate-12/
704002276	20161105	201611	2016	2016.8356	BUS	BUSINESS						BUS													0	057	057	05	1	8.0	10	1	10	-1.78571428571428	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20171105034500	https://www.ndtv.com/business/jio-anil-ambani-s-reliance-communications-rcom-to-shut-voice-calls-in-a-month-here-s-why-1771284
704002277	20161105	201611	2016	2016.8356	GOV	PRINCE						GOV			AUS	MELBOURNE	AUS								1	043	043	04	1	2.8	3	1	3	1.45454545454546	4	Penzance, Western Australia, Australia	AS	AS08	5510	-28.6	121.3	-1594549	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105034500	http://www.horseracing.com.au/2017-melbourne-cup-barrier-draw-hartnell-draws-gate-12/
704002278	20161105	201611	2016	2016.8356	ITAGOV	SILVIO BERLUSCONI	ITA					GOV			ITA	SICILY	ITA								1	192	192	19	4	-9.5	7	1	7	0.12658227848101	5	Sicily, Sicilia, Italy	IT	IT15	18395	37.75	14.25	-129695	5	Sicily, Sicilia, Italy	IT	IT15	18395	37.75	14.25	-129695	5	Sicily, Sicilia, Italy	IT	IT15	18395	37.75	14.25	-129695	20171105034500	https://www.bloomberg.com/news/articles/2017-11-05/berlusconi-fights-for-control-of-sicily-before-general-election
704002279	20171006	201710	2017	2017.7562	AUS	AUSTRALIA	AUS																		1	173	173	17	4	-5.0	8	1	8	-4.71204188481675	4	Woolgoolga Beach, New South Wales, Australia	AS	AS02	5096	-30.0985	153.201	11423073	0								4	Woolgoolga Beach, New South Wales, Australia	AS	AS02	5096	-30.0985	153.201	11423073	20171105034500	https://www.coffscoastadvocate.com.au/news/mental-health-concerns-delay-rapists-sentence/3256361/
