703945009	20171005	201710	2017	2017.7534	GOV	SECRETARY OF STATE						GOV													0	110	110	11	3	-2.0	7	1	7	-3.30073349633252	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	0								4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171104201500	https://www.nytimes.com/2017/11/04/opinion/sunday/after-isis-syria-iraq.html
703945010	20171005	201710	2017	2017.7534	GOV	SECRETARY OF STATE						GOV			kur	KURD			kur						0	020	020	02	1	3.0	7	1	7	-3.30073349633252	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171104201500	https://www.nytimes.com/2017/11/04/opinion/sunday/after-isis-syria-iraq.html
703945011	20171005	201710	2017	2017.7534	GOV	SECRETARY OF STATE						GOV			kur	KURD			kur						0	042	042	04	1	1.9	3	1	3	-3.30073349633252	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171104201500	https://www.nytimes.com/2017/11/04/opinion/sunday/after-isis-syria-iraq.html
703945012	20171005	201710	2017	2017.7534	GOV	SECRETARY OF STATE						GOV			kur	KURD			kur						0	042	042	04	1	1.9	4	1	4	-3.30073349633252	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104201500	https://www.nytimes.com/2017/11/04/opinion/sunday/after-isis-syria-iraq.html
703945013	20171005	201710	2017	2017.7534	IRQGOV	IRAQ	IRQ					GOV			kur	KURD			kur						0	020	020	02	1	3.0	1	1	1	-3.30073349633252	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171104201500	https://www.nytimes.com/2017/11/04/opinion/sunday/after-isis-syria-iraq.html
703945014	20171005	201710	2017	2017.7534	IRQGOV	IRAQ	IRQ					GOV			kur	KURD			kur						0	042	042	04	1	1.9	1	1	1	-3.30073349633252	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171104201500	https://www.nytimes.com/2017/11/04/opinion/sunday/after-isis-syria-iraq.html
703945015	20171005	201710	2017	2017.7534	LEG	CHAMBER						LEG													0	015	015	01	1	0.0	10	1	10	-5.01567398119122	0								0								0								20171104201500	https://www.noosanews.com.au/news/nurse-goes-to-theatre-five-times-over-limit/3257383/
703945016	20171005	201710	2017	2017.7534	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	1	1	1	-1.81268882175227	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171104201500	http://www.spokesman.com/stories/2017/nov/04/mcconnell-skeptical-of-mandatory-disclosures-for-o/
703945017	20171005	201710	2017	2017.7534	kur	KURD			kur						GOV	SECRETARY OF STATE						GOV			0	043	043	04	1	2.8	7	1	7	-3.30073349633252	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171104201500	https://www.nytimes.com/2017/11/04/opinion/sunday/after-isis-syria-iraq.html
703945018	20171005	201710	2017	2017.7534	kur	KURD			kur						IRQGOV	IRAQ	IRQ					GOV			0	043	043	04	1	2.8	1	1	1	-3.30073349633252	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171104201500	https://www.nytimes.com/2017/11/04/opinion/sunday/after-isis-syria-iraq.html
