704971232	20161108	201611	2016	2016.8438											BUS	COMPANY						BUS			1	060	060	06	2	6.0	3	1	3	2.6278742374472	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171108120000	https://www.nytimes.com/2017/11/08/your-money/wealth-mitzi-perdue-blaine-vess-life.html
704971233	20161108	201611	2016	2016.8438											CHN	CHINA	CHN								1	036	036	03	1	4.0	8	1	8	3.80434782608695	0								4	Zijinshan, Jiangsu, China	CH	CH04	13144	32.0706	118.849	-1939847	4	Zijinshan, Jiangsu, China	CH	CH04	13144	32.0706	118.849	-1939847	20171108120000	http://english.jschina.com.cn/./23262/201711/t20171108_4818158.shtml
704971234	20161108	201611	2016	2016.8438	CHN	CHINA	CHN																		1	036	036	03	1	4.0	8	1	8	3.80434782608695	4	Zijinshan, Jiangsu, China	CH	CH04	13144	32.0706	118.849	-1939847	0								4	Zijinshan, Jiangsu, China	CH	CH04	13144	32.0706	118.849	-1939847	20171108120000	http://english.jschina.com.cn/./23262/201711/t20171108_4818158.shtml
704971235	20161108	201611	2016	2016.8438	CHN	CHINA	CHN																		0	061	061	06	2	6.4	4	2	4	2.11118538324421	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								1	Mexico	MX	MX		23	-102	MX	20171108120000	http://infotel.ca/newsitem/as-china-trump-business-deals/cp648104557
704971236	20161108	201611	2016	2016.8438	COPMIL	POLICE						COP	MIL		IMGSEAMOSJMA	ZULKIFLI BIN HIR	SEA			MOS		IMG			1	173	173	17	4	-5.0	10	1	10	-8.0952380952381	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	5	Maguindanao, Maguindanao, Philippines	RP	RP56	67175	7.13333	124.3	-2435837	20171108120000	http://gulfnews.com/news/asia/philippines/aquino-charged-before-anti-graft-court-1.2120915
704971237	20161108	201611	2016	2016.8438	GBR	MANCHESTER	GBR								EDU	SCHOOL						EDU			1	1721	172	17	4	-5.0	5	1	5	2.9520295202952	0								0								0								20171108120000	http://www.thebusinessdesk.com/northwest/news/2012540-green-light-much-needed-offices-chester
704971238	20161108	201611	2016	2016.8438	GOV	PRESIDENT						GOV													1	128	128	12	3	-5.0	1	1	1	-0.15197568389058	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171108120000	http://www.cnn.com/2017/11/08/politics/donald-trump-one-year-polling/
704971239	20161108	201611	2016	2016.8438	JPN	JAPANESE	JPN																		1	110	110	11	3	-2.0	9	1	9	2.2680412371134	4	Hakuto, Nagasaki, Japan	JA	JA27	35407	32.6833	130.167	-243905	0								4	Hakuto, Nagasaki, Japan	JA	JA27	35407	32.6833	130.167	-243905	20171108120000	https://www.japantimes.co.jp/news/2017/11/08/national/science-health/japanese-team-competing-lunar-probe-contest-delay-launch/
704971240	20161108	201611	2016	2016.8438	JPN	JAPANESE	JPN																		1	110	110	11	3	-2.0	1	1	1	2.2680412371134	4	Hakuto, Nagasaki, Japan	JA	JA27	35407	32.6833	130.167	-243905	0								1	Israel	IS	IS		31.5	34.75	IS	20171108120000	https://www.japantimes.co.jp/news/2017/11/08/national/science-health/japanese-team-competing-lunar-probe-contest-delay-launch/
704971241	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			1	128	128	12	3	-5.0	4	1	4	-0.15197568389058	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171108120000	http://www.cnn.com/2017/11/08/politics/donald-trump-one-year-polling/
