703902010	20161104	201611	2016	2016.8329	BUS	COMPANY						BUS			GOV	MINIST						GOV			0	043	043	04	1	2.8	3	1	3	3.30708661417323	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	20171104151500	https://theeagleonline.com.ng/kaduna-electric-signs-contract-for-200000-meters/
703902011	20161104	201611	2016	2016.8329	DEU	GERMANY	DEU								BUS	COMPANIES						BUS			1	046	046	04	1	7.0	2	1	2	-6.72268907563026	1	France	FR	FR		46	2	FR	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104151500	https://www.yahoo.com/news/m/b20ca5c1-4a3c-37d0-a4f9-04e502e7cad6/ss_nypd-began-working-to-prevent.html
703902012	20161104	201611	2016	2016.8329	DEU	GERMANY	DEU								BUS	COMPANIES						BUS			1	046	046	04	1	7.0	8	1	8	-6.72268907563026	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104151500	https://www.yahoo.com/news/m/b20ca5c1-4a3c-37d0-a4f9-04e502e7cad6/ss_nypd-began-working-to-prevent.html
703902013	20161104	201611	2016	2016.8329	FRA	FRANCE	FRA								BUS	COMPANIES						BUS			1	046	046	04	1	7.0	10	1	10	-6.72268907563026	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104151500	https://www.yahoo.com/news/m/b20ca5c1-4a3c-37d0-a4f9-04e502e7cad6/ss_nypd-began-working-to-prevent.html
703902014	20161104	201611	2016	2016.8329	GOV	MINIST						GOV			BUS	COMPANY						BUS			0	042	042	04	1	1.9	3	1	3	3.30708661417323	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	20171104151500	https://theeagleonline.com.ng/kaduna-electric-signs-contract-for-200000-meters/
703902015	20171005	201710	2017	2017.7534											SAUGOV	SAUDI ARABIA	SAU					GOV			1	046	046	04	1	7.0	2	1	2	0.740740740740741	0								4	Khobar, Ash Sharqiyah, Saudi Arabia	SA	SA06	25307	26.2794	50.2083	-3092086	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171104151500	http://wsau.com/news/articles/2017/nov/04/trump-pitches-nyse-for-saudi-aramco-ipo-listing/
703902016	20171005	201710	2017	2017.7534	GOV	MINIST						GOV													0	060	060	06	2	6.0	1	1	1	-10.1694915254238	4	Magamba, Limpopo, South Africa	SF	SF09	77343	-22.7722	31.1914	-1255618	0								4	Magamba, Limpopo, South Africa	SF	SF09	77343	-22.7722	31.1914	-1255618	20171104151500	http://www.abc.net.au/news/2017-11-05/american-charged-with-subversion-in-zimbabwe-goes-to-court/9119424
703902017	20171005	201710	2017	2017.7534	GOV	MINIST						GOV													0	060	060	06	2	6.0	4	1	4	-10.1694915254238	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Magamba, Limpopo, South Africa	SF	SF09	77343	-22.7722	31.1914	-1255618	20171104151500	http://www.abc.net.au/news/2017-11-05/american-charged-with-subversion-in-zimbabwe-goes-to-court/9119424
703902018	20171005	201710	2017	2017.7534	GOV	MINIST						GOV													0	173	173	17	4	-5.0	1	1	1	-10.1694915254238	4	Magamba, Limpopo, South Africa	SF	SF09	77343	-22.7722	31.1914	-1255618	0								4	Magamba, Limpopo, South Africa	SF	SF09	77343	-22.7722	31.1914	-1255618	20171104151500	http://www.abc.net.au/news/2017-11-05/american-charged-with-subversion-in-zimbabwe-goes-to-court/9119424
703902019	20171005	201710	2017	2017.7534	GOV	MINIST						GOV													0	173	173	17	4	-5.0	4	1	4	-10.1694915254238	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Magamba, Limpopo, South Africa	SF	SF09	77343	-22.7722	31.1914	-1255618	20171104151500	http://www.abc.net.au/news/2017-11-05/american-charged-with-subversion-in-zimbabwe-goes-to-court/9119424
703902020	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	060	060	06	2	6.0	1	1	1	-10.1694915254238	4	Magamba, Limpopo, South Africa	SF	SF09	77343	-22.7722	31.1914	-1255618	4	Magamba, Limpopo, South Africa	SF	SF09	77343	-22.7722	31.1914	-1255618	4	Magamba, Limpopo, South Africa	SF	SF09	77343	-22.7722	31.1914	-1255618	20171104151500	http://www.abc.net.au/news/2017-11-05/american-charged-with-subversion-in-zimbabwe-goes-to-court/9119424
703902021	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	060	060	06	2	6.0	4	1	4	-10.1694915254238	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Magamba, Limpopo, South Africa	SF	SF09	77343	-22.7722	31.1914	-1255618	20171104151500	http://www.abc.net.au/news/2017-11-05/american-charged-with-subversion-in-zimbabwe-goes-to-court/9119424
