704675469	20171107	201711	2017	2017.8411	IGOEUREEC	THE EU	EUR	EEC				IGO			TUR	TURKEY	TUR								0	012	012	01	1	-0.4	1	1	1	0.30911901081916	4	Zygi, Larnaca, Cyprus	CY	CY03	14808	34.7333	33.3375	-2738946	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171107150000	Cyprus News Agency in English/BBC Monitoring/(c) BBC
704675470	20171107	201711	2017	2017.8411	IGOEUREEC	THE EU	EUR	EEC				IGO			TUR	TURKEY	TUR								0	012	012	01	1	-0.4	4	1	4	0.30911901081916	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171107150000	Cyprus News Agency in English/BBC Monitoring/(c) BBC
704675471	20171107	201711	2017	2017.8411	IRN	IRAN	IRN								PAK	PAKISTANI	PAK								1	042	042	04	1	1.9	2	1	2	1.47783251231527	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675472	20171107	201711	2017	2017.8411	IRN	IRAN	IRN								PAK	PAKISTAN	PAK								1	060	060	06	2	6.0	8	1	8	1.47783251231527	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675473	20171107	201711	2017	2017.8411	IRN	IRAN	IRN								PAK	PAKISTAN	PAK								1	060	060	06	2	6.0	2	1	2	1.47783251231527	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675474	20171107	201711	2017	2017.8411	IRN	IRAN	IRN								RUSGOV	RUSSIA	RUS					GOV			1	040	040	04	1	1.0	4	1	4	-2.32558139534884	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	4	Caspian Sea, Oceans (general), Oceans	OS	OS00	25069	42	50	-1506347	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675475	20171107	201711	2017	2017.8411	IRN	IRAN	IRN								RUSGOV	RUSSIA	RUS					GOV			1	040	040	04	1	1.0	1	1	1	-2.32558139534884	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675476	20171107	201711	2017	2017.8411	JUD	JUDICIARY						JUD			BUS	BOSS						BUS			1	010	010	01	1	0.0	5	1	5	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107150000	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704675477	20171107	201711	2017	2017.8411	KEN	KENYA	KEN								GOV	PRESIDENT						GOV			1	120	120	12	3	-4.0	10	1	10	-6.84931506849315	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20171107150000	The Star website, Nairobi/BBC Monitoring/(c) BBC
704675478	20171107	201711	2017	2017.8411	LBN	LEBANESE	LBN								ARE	UNITED ARAB EMIRATES	ARE								1	036	036	03	1	4.0	1	1	1	-0.52356020942408	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675479	20171107	201711	2017	2017.8411	LBN	LEBANESE	LBN								ARE	UNITED ARAB EMIRATES	ARE								1	036	036	03	1	4.0	1	1	1	-0.52356020942408	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	United Arab Emirates	AE	AE		24	54	AE	1	United Arab Emirates	AE	AE		24	54	AE	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675480	20171107	201711	2017	2017.8411	LBN	LEBANON	LBN								SAU	RIYADH	SAU								1	026	026	02	1	4.0	1	1	1	-0.52356020942408	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675481	20171107	201711	2017	2017.8411	LBNGOV	LEBANON	LBN					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	036	036	03	1	4.0	1	1	1	-0.52356020942408	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	United Arab Emirates	AE	AE		24	54	AE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675482	20171107	201711	2017	2017.8411	LBNGOV	LEBANESE	LBN					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	036	036	03	1	4.0	2	1	2	-0.52356020942408	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	United Arab Emirates	AE	AE		24	54	AE	1	United Arab Emirates	AE	AE		24	54	AE	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675483	20171107	201711	2017	2017.8411	LBNGOV	LEBANESE	LBN					GOV			SAU	SAUDI	SAU								1	036	036	03	1	4.0	3	1	3	-0.52356020942408	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675484	20171107	201711	2017	2017.8411	LBNGOV	LEBANESE	LBN					GOV			SAU	SAUDI	SAU								1	080	080	08	2	5.0	3	1	3	-0.52356020942408	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675485	20171107	201711	2017	2017.8411	MED	NEWS AGENCY						MED			SYR	SYRIAN	SYR								1	190	190	19	4	-10.0	4	1	4	-3	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675486	20171107	201711	2017	2017.8411	MED	NEWS AGENCY						MED			SYRMIL	SYRIAN	SYR					MIL			1	190	190	19	4	-10.0	6	1	6	-3	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675487	20171107	201711	2017	2017.8411	MED	WEBSITE						MED			UKR	UKRAINE	UKR								1	190	190	19	4	-10.0	1	1	1	-8.57142857142857	4	Slovyanoserbsk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.6978	38.9813	-1054378	4	Slovyanoserbsk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.6978	38.9813	-1054378	4	Slovyanoserbsk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.6978	38.9813	-1054378	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675488	20171107	201711	2017	2017.8411	MED	WEBSITE						MED			UKR	UKRAINE	UKR								1	190	190	19	4	-10.0	1	1	1	-8.57142857142857	4	Slovyanoserbsk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.6978	38.9813	-1054378	4	Frunze, Bishkek, Kyrgyzstan	KG	KG01	37216	42.8731	74.6003	-2331392	4	Slovyanoserbsk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.6978	38.9813	-1054378	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675489	20171107	201711	2017	2017.8411	MIL	COMMANDER						MIL			PAK	PAKISTANI	PAK								1	042	042	04	1	1.9	10	1	10	1.47783251231527	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675490	20171107	201711	2017	2017.8411	MOS	ISLAMIC				MOS					IRN	IRAN	IRN								1	112	112	11	3	-2.0	2	1	2	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107150000	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704675491	20171107	201711	2017	2017.8411	MOS	ISLAMIC				MOS					IRNMOS	TEHRAN	IRN			MOS					1	173	173	17	4	-5.0	3	1	3	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107150000	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704675492	20171107	201711	2017	2017.8411	MOS	ISLAMIC				MOS					MNCCANMED	THOMSON REUTERS	CAN					MNC	MED		1	112	112	11	3	-2.0	5	1	5	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107150000	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704675493	20171107	201711	2017	2017.8411	PAK	PAKISTANI	PAK								IRN	IRAN	IRN								1	043	043	04	1	2.8	2	1	2	1.47783251231527	1	Pakistan	PK	PK		30	70	PK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Pakistan	PK	PK		30	70	PK	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675494	20171107	201711	2017	2017.8411	PAK	PAKISTANI	PAK								MIL	COMMANDER						MIL			1	043	043	04	1	2.8	10	1	10	1.47783251231527	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675495	20171107	201711	2017	2017.8411	REB	REBEL						REB			UKR	UKRAINIAN	UKR								1	112	112	11	3	-2.0	1	1	1	-8.57142857142857	4	Kalynove, Donets'ka Oblast', Ukraine	UP	UP05	25090	47.7544	38.6969	-1040612	4	Kalynivka, Odes'ka Oblast, Ukraine	UP	UP17	28558	47.6428	29.4236	9022070	4	Kalynivka, Odes'ka Oblast, Ukraine	UP	UP17	28558	47.6428	29.4236	9022070	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675496	20171107	201711	2017	2017.8411	REB	REBEL						REB			UKR	UKRAINIAN	UKR								1	112	112	11	3	-2.0	1	1	1	-8.57142857142857	4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	4	Kalynivka, Odes'ka Oblast, Ukraine	UP	UP17	28558	47.6428	29.4236	9022070	4	Kalynove, Donets'ka Oblast', Ukraine	UP	UP05	25090	47.7544	38.6969	-1040612	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675497	20171107	201711	2017	2017.8411	RUSGOV	RUSSIA	RUS					GOV			IRN	IRAN	IRN								1	040	040	04	1	1.0	1	1	1	-2.32558139534884	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Russia	RS	RS		60	100	RS	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675498	20171107	201711	2017	2017.8411	RUSGOV	RUSSIA	RUS					GOV			IRN	IRAN	IRN								1	040	040	04	1	1.0	4	1	4	-2.32558139534884	1	Russia	RS	RS		60	100	RS	1	Iran	IR	IR		32	53	IR	1	Russia	RS	RS		60	100	RS	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675499	20171107	201711	2017	2017.8411	RUSGOV	RUSSIA	RUS					GOV			RUS	RUSSIAN	RUS								1	046	046	04	1	7.0	1	1	1	-2.32558139534884	1	Russia	RS	RS		60	100	RS	4	Caspian Sea, Oceans (general), Oceans	OS	OS00	25069	42	50	-1506347	1	Russia	RS	RS		60	100	RS	20171107150000	Tasnim news agency website, Tehran/BBC Monitoring/(c) BBC
704675500	20171107	201711	2017	2017.8411	SAU	RIYADH	SAU								ARE	ABU DHABI	ARE								1	026	026	02	1	4.0	6	1	6	-0.52356020942408	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675501	20171107	201711	2017	2017.8411	SAU	RIYADH	SAU								AREGOV	ABU DHABI	ARE					GOV			1	040	040	04	1	1.0	7	1	7	-0.52356020942408	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675502	20171107	201711	2017	2017.8411	SAU	SAUDI ARABIA	SAU								SAUGOV	SAUDI ARABIA	SAU					GOV			1	040	040	04	1	1.0	1	1	1	-0.52356020942408	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675503	20171107	201711	2017	2017.8411	SAUGOV	SAUDI ARABIA	SAU					GOV			SAU	SAUDI ARABIA	SAU								1	040	040	04	1	1.0	1	1	1	-0.52356020942408	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107150000	Lebanese National News Agency website, Beirut/BBC Monitoring/(c) BBC
704675504	20171107	201711	2017	2017.8411	TKM	TURKMENISTAN	TKM																		0	043	043	04	1	2.8	10	1	10	-0.9469696969697	1	Turkmenistan	TX	TX		40	60	TX	0								1	Turkmenistan	TX	TX		40	60	TX	20171107150000	Ferghana/BBC Monitoring/(c) BBC
704675505	20171107	201711	2017	2017.8411	TKM	TURKMEN	TKM								TKMCVL	TURKMEN	TKM					CVL			1	0874	087	08	2	10.0	3	1	3	-0.9469696969697	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	20171107150000	Ferghana/BBC Monitoring/(c) BBC
704675506	20171107	201711	2017	2017.8411	TKMCVL	TURKMENISTAN	TKM					CVL			TKM	TURKMEN	TKM								1	0874	087	08	2	10.0	2	1	2	-0.9469696969697	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	20171107150000	Ferghana/BBC Monitoring/(c) BBC
704675507	20171107	201711	2017	2017.8411	UAF	FIGHTER						UAF			CVL	VILLAGE						CVL			0	042	042	04	1	1.9	5	1	5	-3	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675508	20171107	201711	2017	2017.8411	UAF	FIGHTER						UAF			CVL	VILLAGE						CVL			0	190	190	19	4	-10.0	5	1	5	-3	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	4	Sarha, ?amah, Syria	SY	SY10	26359	35.35	37.4333	-2547150	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675509	20171107	201711	2017	2017.8411	UKR	UKRAINE	UKR																		1	112	112	11	3	-2.0	2	1	2	-8.57142857142857	4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	0								4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675510	20171107	201711	2017	2017.8411	UKR	UKRAINE	UKR																		1	196	196	19	4	-9.5	2	1	2	-8.57142857142857	4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	0								4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675511	20171107	201711	2017	2017.8411	UKRREB	DONBAS	UKR					REB			UKR	UKRAINE	UKR								1	112	112	11	3	-2.0	5	1	5	-8.57142857142857	4	Kalynove, Donets'ka Oblast', Ukraine	UP	UP05	25090	47.7544	38.6969	-1040612	4	Kalynove, Donets'ka Oblast', Ukraine	UP	UP05	25090	47.7544	38.6969	-1040612	4	Kalynove, Donets'ka Oblast', Ukraine	UP	UP05	25090	47.7544	38.6969	-1040612	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675512	20171107	201711	2017	2017.8411	UKRREB	UKRAINE	UKR					REB			UKR	UKRAINE	UKR								1	112	112	11	3	-2.0	3	1	3	-8.57142857142857	4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	4	Kalynove, Donets'ka Oblast', Ukraine	UP	UP05	25090	47.7544	38.6969	-1040612	4	Kalynove, Donets'ka Oblast', Ukraine	UP	UP05	25090	47.7544	38.6969	-1040612	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
704675513	20171107	201711	2017	2017.8411	UKRREB	DONBAS	UKR					REB			UKR	UKRAINE	UKR								1	128	128	12	3	-5.0	8	1	8	-8.57142857142857	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171107150000	BBC Monitoring/BBC Monitoring/(c) BBC
