704874822	20161108	201611	2016	2016.8438											JAMGOV	JAMAICAN	JAM					GOV			1	084	084	08	2	7.0	6	1	6	1.51515151515152	0								1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20171108043000	https://www.newsday.co.zw/2017/11/winky-d-beenie-man-duet/
704874823	20161108	201611	2016	2016.8438	CVL	RESIDENTS						CVL													1	172	172	17	4	-5.0	10	1	10	-0.30395136778115	3	Cottage Grove, Oregon, United States	US	USOR	OR039	43.7976	-123.06	1166636	0								3	Cottage Grove, Oregon, United States	US	USOR		43.7976	-123.06	1166636	20171108043000	http://registerguard.com/rg/news/local/36123368-75/creswell-residents-voting-tuesday-on-whether-to-allow-marijuana-sales-or-maintain-pot-ban.html.csp
704874824	20161108	201611	2016	2016.8438	CVL	TOURIST						CVL			KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	8	1	8	1.43884892086331	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171108043000	http://news.xinhuanet.com/english/2017-11/08/c_136736683.htm
704874825	20161108	201611	2016	2016.8438	CVL	TOURIST						CVL			KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	2	1	2	1.43884892086331	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108043000	http://news.xinhuanet.com/english/2017-11/08/c_136736683.htm
704874826	20161108	201611	2016	2016.8438	ELI	RETIRED						ELI			CAN	ALBERTA	CAN								1	010	010	01	1	0.0	4	1	4	-5.18828815201985	4	Ashmont, Alberta, Canada	CA	CA01	154724	54.1297	-111.568	-560344	4	Ashmont, Alberta, Canada	CA	CA01	154724	54.1297	-111.568	-560344	4	Ashmont, Alberta, Canada	CA	CA01	154724	54.1297	-111.568	-560344	20171108043000	http://edmontonsun.com/news/local-news/former-cold-lake-man-charged-with-murder-after-abbotsford-b-c-police-killing/wcm/30e340bf-f9ed-4934-a271-bbaadb7c7f09
704874827	20161108	201611	2016	2016.8438	GOV	GOVERNOR						GOV													1	010	010	01	1	0.0	2	1	2	-3.03383897316219	3	Pacific University, Oregon, United States	US	USOR	OR067	45.5209	-123.109	1163192	0								3	Pacific University, Oregon, United States	US	USOR		45.5209	-123.109	1163192	20171108043000	http://www.pamplinmedia.com/pt/9-news/377899-264259-management-problems-endemic-at-oha
704874828	20161108	201611	2016	2016.8438	GOV	TOURISM MINIST						GOV			KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	2	1	2	1.43884892086331	4	Preah Vihear Temple, Preah Vihé, Cambodia	CB	CB13	27016	14.3909	104.681	-1032240	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171108043000	http://news.xinhuanet.com/english/2017-11/08/c_136736683.htm
704874829	20161108	201611	2016	2016.8438	GOV	TOURISM MINIST						GOV			KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	2	1	2	1.43884892086331	4	Preah Vihear Temple, Preah Vihé, Cambodia	CB	CB13	27016	14.3909	104.681	-1032240	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108043000	http://news.xinhuanet.com/english/2017-11/08/c_136736683.htm
704874830	20161108	201611	2016	2016.8438	GOV	TOURISM MINIST						GOV			KHM	CAMBODIA	KHM								1	042	042	04	1	1.9	1	1	1	1.43884892086331	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108043000	http://news.xinhuanet.com/english/2017-11/08/c_136736683.htm
704874831	20161108	201611	2016	2016.8438	GOV	MINISTRY						GOV			TTO	TRINIDAD	TTO								1	040	040	04	1	1.0	10	1	10	-3.09477756286267	1	Trinidad And Tobago	TD	TD		11	-61	TD	1	Trinidad And Tobago	TD	TD		11	-61	TD	1	Trinidad And Tobago	TD	TD		11	-61	TD	20171108043000	http://www.trinidadexpress.com/20171107/editorial/a-better-approach-to-school-violence
