705267699	20171109	201711	2017	2017.8466											MIL	NATIONAL GUARD						MIL			0	043	043	04	1	2.8	6	1	6	-2.25933202357564	0								4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267700	20171109	201711	2017	2017.8466											MOS	ISLAMIC				MOS					1	173	173	17	4	-5.0	1	1	1	-5.26315789473684	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267701	20171109	201711	2017	2017.8466											RUS	KURSK	RUS								0	042	042	04	1	1.9	2	1	2	-2.25933202357564	0								4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	4	Chita, Zabaykal'skiy Kray, Russia	RS	RS93	25047	52.0317	113.501	-2899145	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267702	20171109	201711	2017	2017.8466											RUS	TAMBOV	RUS								0	042	042	04	1	1.9	2	1	2	-2.25933202357564	0								4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267703	20171109	201711	2017	2017.8466											RUS	KURSK	RUS								0	042	042	04	1	1.9	8	1	8	-2.25933202357564	0								4	Kursk, Kurskaya Oblast', Russia	RS	RS41	25068	51.7373	36.1873	-2941648	4	Kursk, Kurskaya Oblast', Russia	RS	RS41	25068	51.7373	36.1873	-2941648	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267704	20171109	201711	2017	2017.8466											RUS	TAMBOV	RUS								0	042	042	04	1	1.9	2	1	2	-2.25933202357564	0								4	Tambov, Tambovskaya Oblast', Russia	RS	RS72	25101	52.7317	41.4433	-3015826	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267705	20171109	201711	2017	2017.8466											RUS	TAMBOV	RUS								0	042	042	04	1	1.9	6	1	6	-2.25933202357564	0								4	Tambov, Tambovskaya Oblast', Russia	RS	RS72	25101	52.7317	41.4433	-3015826	4	Tambov, Tambovskaya Oblast', Russia	RS	RS72	25101	52.7317	41.4433	-3015826	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267706	20171109	201711	2017	2017.8466											RUS	RUSSIAN	RUS								0	043	043	04	1	2.8	1	1	1	-2.25933202357564	0								4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267707	20171109	201711	2017	2017.8466											RUS	RUSSIAN	RUS								0	043	043	04	1	2.8	1	1	1	-2.25933202357564	0								4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267708	20171109	201711	2017	2017.8466											RUSMIL	RUSSIAN	RUS					MIL			0	043	043	04	1	2.8	1	1	1	-2.25933202357564	0								4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267709	20171109	201711	2017	2017.8466	AFG	AFGHAN	AFG																		0	111	111	11	3	-2.0	2	1	2	-4.8780487804878	5	Kunduz Province, Kondoz, Afghanistan	AF	AF24	3642	36.75	68.75	-3381730	0								5	Kunduz Province, Kondoz, Afghanistan	AF	AF24	3642	36.75	68.75	-3381730	20171109084500	Maseer, Kabul/BBC Monitoring/(c) BBC
705267710	20171109	201711	2017	2017.8466	AFG	AFGHAN	AFG								GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	8	1	8	0.72727272727272	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171109084500	Mandegar in Dari/BBC Monitoring/(c) BBC
705267711	20171109	201711	2017	2017.8466	AFGINSTAL	TALIBAN	AFG	TAL				INS			CRM	CRIMINAL						CRM			0	010	010	01	1	0.0	10	1	10	0.72727272727272	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171109084500	Mandegar in Dari/BBC Monitoring/(c) BBC
705267712	20171109	201711	2017	2017.8466	CRM	DEALER						CRM													0	040	040	04	1	1.0	10	1	10	-2.25933202357564	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	0								4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267713	20171109	201711	2017	2017.8466	CVL	VILLAGE						CVL													1	112	112	11	3	-2.0	5	1	5	-4.8780487804878	5	Kunduz Province, Kondoz, Afghanistan	AF	AF24	3642	36.75	68.75	-3381730	0								5	Kunduz Province, Kondoz, Afghanistan	AF	AF24	3642	36.75	68.75	-3381730	20171109084500	Maseer, Kabul/BBC Monitoring/(c) BBC
705267714	20171109	201711	2017	2017.8466	CVL	CIVILIAN						CVL			AFGINSTAL	TALIBAN	AFG	TAL				INS			1	075	075	07	2	7.0	20	1	10	-4.8780487804878	5	Kunduz Province, Kondoz, Afghanistan	AF	AF24	3642	36.75	68.75	-3381730	5	Kunduz Province, Kondoz, Afghanistan	AF	AF24	3642	36.75	68.75	-3381730	5	Kunduz Province, Kondoz, Afghanistan	AF	AF24	3642	36.75	68.75	-3381730	20171109084500	Maseer, Kabul/BBC Monitoring/(c) BBC
705267715	20171109	201711	2017	2017.8466	GBRGOV	UNITED KINGDOM	GBR					GOV			IRN	IRAN	IRN								1	090	090	09	2	-2.0	5	1	5	-5.26315789473684	1	United Kingdom	UK	UK		54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267716	20171109	201711	2017	2017.8466	GOV	OFFICIAL SOURCE						GOV													1	010	010	01	1	0.0	8	1	8	-2.25933202357564	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	0								4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267717	20171109	201711	2017	2017.8466	GOV	OFFICIAL SOURCE						GOV													1	010	010	01	1	0.0	2	1	2	-2.25933202357564	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	0								4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267718	20171109	201711	2017	2017.8466	GOV	OFFICIAL SOURCE						GOV													1	114	114	11	3	-2.0	2	1	2	-2.25933202357564	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	0								4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267719	20171109	201711	2017	2017.8466	GOV	OFFICIAL SOURCE						GOV													1	114	114	11	3	-2.0	8	1	8	-2.25933202357564	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	0								4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267720	20171109	201711	2017	2017.8466	IRN	IRAN	IRN																		1	090	090	09	2	-2.0	6	1	6	-5.26315789473684	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	0								4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267721	20171109	201711	2017	2017.8466	IRN	IRAN	IRN								GBR	UNITED KINGDOM	GBR								1	090	090	09	2	-2.0	2	1	2	-5.26315789473684	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267722	20171109	201711	2017	2017.8466	IRN	IRAN	IRN								GBR	UNITED KINGDOM	GBR								1	090	090	09	2	-2.0	2	1	2	-5.26315789473684	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	1	United Kingdom	UK	UK		54	-4	UK	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267723	20171109	201711	2017	2017.8466	IRNMOS	IRAN	IRN			MOS					IRN	IRAN	IRN								1	173	173	17	4	-5.0	1	1	1	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267724	20171109	201711	2017	2017.8466	IRNMOS	TEHRAN	IRN			MOS					MNCCANMED	THOMSON REUTERS	CAN					MNC	MED		1	173	173	17	4	-5.0	3	1	3	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267725	20171109	201711	2017	2017.8466	IRNMOS	IRAN	IRN			MOS					MOS	ISLAMIC				MOS					1	173	173	17	4	-5.0	1	1	1	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267726	20171109	201711	2017	2017.8466	LAB	WORKER						LAB			RUS	RUSSIA	RUS								1	010	010	01	1	0.0	2	1	2	-4.54545454545454	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171109084500	TASS news agency, Moscow/BBC Monitoring/(c) BBC
705267727	20171109	201711	2017	2017.8466	MED	NEWS AGENCY						MED			UAF	FIGHTER						UAF			0	072	072	07	2	8.3	8	1	8	-2.25933202357564	4	Chita, Zabaykal'skiy Kray, Russia	RS	RS93	25047	52.0317	113.501	-2899145	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267728	20171109	201711	2017	2017.8466	MED	NEWS AGENCY						MED			UAF	FIGHTER						UAF			0	072	072	07	2	8.3	2	1	2	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267729	20171109	201711	2017	2017.8466	MIL	NATIONAL GUARD						MIL													0	042	042	04	1	1.9	6	1	6	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	0								4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267730	20171109	201711	2017	2017.8466	MIL	NATIONAL GUARD						MIL													0	100	100	10	3	-5.0	6	1	6	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	0								4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267731	20171109	201711	2017	2017.8466	MIL	NATIONAL GUARD						MIL			RUS	RUSSIA	RUS								0	042	042	04	1	1.9	4	1	4	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267732	20171109	201711	2017	2017.8466	MIL	NATIONAL GUARD						MIL			RUS	RUSSIA	RUS								0	100	100	10	3	-5.0	4	1	4	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267733	20171109	201711	2017	2017.8466	MNCCANMED	THOMSON REUTERS	CAN					MNC	MED		IRN	IRAN	IRN								1	173	173	17	4	-5.0	2	1	2	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267734	20171109	201711	2017	2017.8466	MNCCANMED	THOMSON REUTERS	CAN					MNC	MED		MOS	ISLAMIC				MOS					1	173	173	17	4	-5.0	2	1	2	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267735	20171109	201711	2017	2017.8466	MOS	ISLAMIC				MOS															1	173	173	17	4	-5.0	6	1	6	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267736	20171109	201711	2017	2017.8466	MOS	ISLAMIC				MOS					IRN	IRAN	IRN								1	112	112	11	3	-2.0	4	1	4	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267737	20171109	201711	2017	2017.8466	MOS	ISLAMIC				MOS					IRNMOS	TEHRAN	IRN			MOS					1	112	112	11	3	-2.0	6	1	6	-5.26315789473684	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267738	20171109	201711	2017	2017.8466	OPP	HUMAN RIGHTS ACTIVIST						OPP			IRN	IRAN	IRN								0	090	090	09	2	-2.0	4	1	4	-5.26315789473684	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267739	20171109	201711	2017	2017.8466	OPP	HUMAN RIGHTS ACTIVIST						OPP			IRNMED	IRAN	IRN					MED			0	090	090	09	2	-2.0	4	1	4	-5.26315789473684	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267740	20171109	201711	2017	2017.8466	OPP	HUMAN RIGHTS ACTIVIST						OPP			MEDJUD	NEWS AGENCY						MED	JUD		0	090	090	09	2	-2.0	2	1	2	-5.26315789473684	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	4	Mizan, Ardabil, Iran	IR	IR32	41035	38.365	47.3979	-3075230	20171109084500	Islamic Republic of Iran News Network, Tehran/BBC Monitoring/(c) BBC
705267741	20171109	201711	2017	2017.8466	RUS	RUSSIAN	RUS																		0	042	042	04	1	1.9	1	1	1	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	0								4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267742	20171109	201711	2017	2017.8466	RUS	RUSSIAN	RUS																		0	042	042	04	1	1.9	1	1	1	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	0								4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267743	20171109	201711	2017	2017.8466	RUS	KURSK	RUS																		0	043	043	04	1	2.8	2	1	2	-2.25933202357564	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	0								4	Chita, Zabaykal'skiy Kray, Russia	RS	RS93	25047	52.0317	113.501	-2899145	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267744	20171109	201711	2017	2017.8466	RUS	TAMBOV	RUS																		0	043	043	04	1	2.8	2	1	2	-2.25933202357564	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	0								4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267745	20171109	201711	2017	2017.8466	RUS	KURSK	RUS																		0	043	043	04	1	2.8	8	1	8	-2.25933202357564	4	Kursk, Kurskaya Oblast', Russia	RS	RS41	25068	51.7373	36.1873	-2941648	0								4	Kursk, Kurskaya Oblast', Russia	RS	RS41	25068	51.7373	36.1873	-2941648	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267746	20171109	201711	2017	2017.8466	RUS	TAMBOV	RUS																		0	043	043	04	1	2.8	2	1	2	-2.25933202357564	4	Tambov, Tambovskaya Oblast', Russia	RS	RS72	25101	52.7317	41.4433	-3015826	0								4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267747	20171109	201711	2017	2017.8466	RUS	TAMBOV	RUS																		0	043	043	04	1	2.8	6	1	6	-2.25933202357564	4	Tambov, Tambovskaya Oblast', Russia	RS	RS72	25101	52.7317	41.4433	-3015826	0								4	Tambov, Tambovskaya Oblast', Russia	RS	RS72	25101	52.7317	41.4433	-3015826	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267748	20171109	201711	2017	2017.8466	RUS	IRKUTSK	RUS								MED	NEWS AGENCY						MED			1	010	010	01	1	0.0	14	1	10	-2.25933202357564	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267749	20171109	201711	2017	2017.8466	RUS	RUSSIA	RUS								MIL	NATIONAL GUARD						MIL			0	043	043	04	1	2.8	4	1	4	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267750	20171109	201711	2017	2017.8466	RUS	RUSSIA	RUS								RUSMIL	RUSSIA	RUS					MIL			0	043	043	04	1	2.8	1	1	1	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267751	20171109	201711	2017	2017.8466	RUS	RUSSIA	RUS								RUSMIL	RUSSIA	RUS					MIL			0	043	043	04	1	2.8	1	1	1	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
705267752	20171109	201711	2017	2017.8466	RUSMIL	RUSSIAN	RUS					MIL													0	042	042	04	1	1.9	1	1	1	-2.25933202357564	4	Transbaikal, Russia (general), Russia	RS	RS00	25047	54	112	-3043412	0								4	Irkutsk, Irkutskaya Oblast', Russia	RS	RS20	25047	52.2978	104.296	-2916144	20171109084500	BBC Monitoring/BBC Monitoring/(c) BBC
