704714169	20171107	201711	2017	2017.8411											GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	10	1	10	-2.71739130434782	0								1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20171107173000	Facebook in Tigrinya/BBC Monitoring/(c) BBC
704714170	20171107	201711	2017	2017.8411											GOV	GOVERNMENT						GOV			1	084	084	08	2	7.0	10	1	10	-2.71739130434782	0								1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20171107173000	Facebook in Tigrinya/BBC Monitoring/(c) BBC
704714171	20171107	201711	2017	2017.8411											LEG	PARLIAMENT						LEG			0	080	080	08	2	5.0	10	1	10	-0.96153846153846	0								4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	20171107173000	Rudaw website, Arbil/BBC Monitoring/(c) BBC
704714172	20171107	201711	2017	2017.8411											LEG	PARLIAMENT						LEG			0	120	120	12	3	-4.0	10	1	10	-0.96153846153846	0								4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	20171107173000	Rudaw website, Arbil/BBC Monitoring/(c) BBC
704714173	20171107	201711	2017	2017.8411	COPLEG	DEPUTY						COP	LEG												1	040	040	04	1	1.0	10	1	10	-0.96153846153846	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171107173000	Rudaw website, Arbil/BBC Monitoring/(c) BBC
704714174	20171107	201711	2017	2017.8411	ERI	ERITREAN	ERI								ERICOP	ERITREA	ERI					COP			1	051	051	05	1	3.4	2	1	2	-2.71739130434782	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20171107173000	Facebook in Tigrinya/BBC Monitoring/(c) BBC
704714175	20171107	201711	2017	2017.8411	ERICOP	ERITREAN	ERI					COP													1	051	051	05	1	3.4	6	1	6	-2.71739130434782	1	Eritrea	ER	ER		15	39	ER	0								1	Eritrea	ER	ER		15	39	ER	20171107173000	Facebook in Tigrinya/BBC Monitoring/(c) BBC
704714176	20171107	201711	2017	2017.8411	GOV	MONARCH						GOV													1	017	017	01	1	0.0	10	1	10	-2.73972602739726	1	Morocco	MO	MO		32	-5	MO	0								1	Spain	SP	SP		40	-4	SP	20171107173000	MAP news agency website, Rabat/BBC Monitoring/(c) BBC
704714177	20171107	201711	2017	2017.8411	GOV	MONARCH						GOV													1	020	020	02	1	3.0	10	1	10	-2.73972602739726	1	Western Sahara	WI	WI		25	-13.5	WI	0								1	Morocco	MO	MO		32	-5	MO	20171107173000	MAP news agency website, Rabat/BBC Monitoring/(c) BBC
704714178	20171107	201711	2017	2017.8411	GOV	MONARCH						GOV													1	051	051	05	1	3.4	10	1	10	-2.73972602739726	1	Western Sahara	WI	WI		25	-13.5	WI	0								1	Western Sahara	WI	WI		25	-13.5	WI	20171107173000	MAP news agency website, Rabat/BBC Monitoring/(c) BBC
704714179	20171107	201711	2017	2017.8411	GOVEDU	MINIST OF EDUCATION						GOV	EDU		MOSEDU	ISLAMIC				MOS		EDU			1	040	040	04	1	1.0	10	1	10	-2.71739130434782	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	1	Eritrea	ER	ER		15	39	ER	20171107173000	Facebook in Tigrinya/BBC Monitoring/(c) BBC
704714180	20171107	201711	2017	2017.8411	IRN	KURDISTAN	IRN																		1	033	033	03	1	5.2	3	1	3	-0.96153846153846	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171107173000	Rudaw website, Arbil/BBC Monitoring/(c) BBC
