703312860	20161102	201611	2016	2016.8274	BUS	PRODUCER						BUS			RUS	RUSSIAN	RUS								0	163	163	16	4	-8.0	2	1	1	-4.31277710600564	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171102144500	http://news.xinhuanet.com/english/2017-11/02/c_136723581.htm
703312861	20161102	201611	2016	2016.8274	BUS	PRODUCER						BUS			RUS	RUSSIAN	RUS								0	163	163	16	4	-8.0	1	1	1	-4.31277710600564	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20171102144500	http://news.xinhuanet.com/english/2017-11/02/c_136723581.htm
703312862	20161102	201611	2016	2016.8274	BUS	PRODUCER						BUS			RUS	RUSSIAN	RUS								0	163	163	16	4	-8.0	1	1	1	-4.31277710600564	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171102144500	http://news.xinhuanet.com/english/2017-11/02/c_136723581.htm
703312863	20161102	201611	2016	2016.8274	EDU	SCHOOL						EDU			USAGOV	OBAMA	USA					GOV			1	010	010	01	1	0.0	6	1	6	1.67910447761194	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171102144500	http://indiatoday.intoday.in/story/barack-obama-hates-selfies-president-of-the-united-states-fans-the-obama-foundation-summit-chicago-social-media-millennial-lifest/1/1080857.html
703312864	20161102	201611	2016	2016.8274	USA	MISSOURI	USA								CRM	PERPETRATOR						CRM			1	173	173	17	4	-5.0	8	1	8	-8.36012861736333	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20171102144500	https://www.samaa.tv/entertainment/2017/11/gigi-hadid-slams-american-journalist-racist-tweets-muslims/
703312865	20171003	201710	2017	2017.7479	BEL	BELGIUM	BEL								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	1	1	1	1.44144144144144	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Merthyr, Carmarthenshire, United Kingdom	UK	UKX7	40180	51.8631	-4.39611	-2602929	4	Merthyr, Carmarthenshire, United Kingdom	UK	UKX7	40180	51.8631	-4.39611	-2602929	20171102144500	https://www.printweek.com/print-week/news/1162447/engelmann-buckham-targets-ipex-inkjet-launches
703312866	20171003	201710	2017	2017.7479	BUS	COMPANIES						BUS			GOV	POLITBURO						GOV			1	036	036	03	1	4.0	5	1	5	2.1108179419525	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171102144500	http://www.scmp.com/news/china/policies-politics/article/2118195/xi-protege-high-powered-propaganda-team-spread
703312867	20171003	201710	2017	2017.7479	CAN	CANADA	CAN																		0	114	114	11	3	-2.0	2	1	2	-1.7196456487754	4	Okanagan, British Columbia, Canada	CA	CA02	12566	50.3667	-119.35	-570573	0								4	Okanagan, British Columbia, Canada	CA	CA02	12566	50.3667	-119.35	-570573	20171102144500	http://www.castanet.net/edition/news-story-210584-2-.htm
703312868	20171003	201710	2017	2017.7479	EUR	EUROPE	EUR								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	1	1	1	1.44144144144144	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Merthyr, Carmarthenshire, United Kingdom	UK	UKX7	40180	51.8631	-4.39611	-2602929	4	Merthyr, Carmarthenshire, United Kingdom	UK	UKX7	40180	51.8631	-4.39611	-2602929	20171102144500	https://www.printweek.com/print-week/news/1162447/engelmann-buckham-targets-ipex-inkjet-launches
703312869	20171003	201710	2017	2017.7479	GBR	UNITED KINGDOM	GBR								BEL	BELGIUM	BEL								1	042	042	04	1	1.9	1	1	1	1.44144144144144	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102144500	https://www.printweek.com/print-week/news/1162447/engelmann-buckham-targets-ipex-inkjet-launches
