703388760	20161102	201611	2016	2016.8274											EDU	STUDENT						EDU			1	040	040	04	1	1.0	5	1	5	1.72910662824207	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171102194500	http://www.abc.net.au/news/2017-11-03/former-hsc-students-give-tips-class-of-2017/9097526
703388761	20161102	201611	2016	2016.8274											GBR	LONDON	GBR								1	042	042	04	1	1.9	2	1	2	-0.33557046979866	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102194500	http://metro.co.uk/2017/11/02/ufc-london-announced-for-march-2018-heres-how-to-get-tickets-before-everyone-else-7049568/
703388762	20161102	201611	2016	2016.8274											GBR	LONDON	GBR								1	042	042	04	1	1.9	6	1	6	-0.33557046979866	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171102194500	http://metro.co.uk/2017/11/02/ufc-london-announced-for-march-2018-heres-how-to-get-tickets-before-everyone-else-7049568/
703388763	20161102	201611	2016	2016.8274	BUS	AUTO MAKER						BUS			CRM	DEALER						CRM			0	033	033	03	1	5.2	2	1	2	-0.74534161490683	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102194500	https://www.wsj.com/articles/house-plan-would-eliminate-electric-vehicles-tax-credit-1509648882
703388764	20161102	201611	2016	2016.8274	CHE	SWISS	CHE																		0	090	090	09	2	-2.0	7	1	7	-1.38217000691085	4	Cairo University, Al Jizah, Egypt	EG	EG08	65350	30.0258	31.2016	11239974	0								4	Cairo University, Al Jizah, Egypt	EG	EG08	65350	30.0258	31.2016	11239974	20171102194500	http://blogs.discovermagazine.com/d-brief/2017/11/02/egypt-pyramid-giza-room/
703388765	20161102	201611	2016	2016.8274	CHN	BEIJING	CHN								IMGMOSALQ	AL QAIDA		ALQ		MOS		IMG			1	129	129	12	3	-5.0	2	1	2	-7.14285714285714	1	India	IN	IN		20	77	IN	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	India	IN	IN		20	77	IN	20171102194500	http://nripress.com/india-disappointed-with-chinas-blocking-of-un-action-against-masoood-azhar/
703388766	20161102	201611	2016	2016.8274	CVL	RESIDENTS						CVL			USA	WASHINGTON	USA								1	114	114	11	3	-2.0	5	1	5	-2.67558528428094	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102194500	http://www.loudountimes.com/news/article/under_pressure_airports_authority_agrees_to_conduct_new_noise321
703388767	20161102	201611	2016	2016.8274	DNK	DANE	DNK																		1	070	070	07	2	7.0	5	1	5	-0.45662100456621	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102194500	http://host.madison.com/wsj/news/local/govt-and-politics/funds-added-to-dane-county-budget-to-provide-bus-passes/article_0b6c4cc3-4087-51a7-a500-661c537a6ba6.html
703388768	20161102	201611	2016	2016.8274	EDU	STUDENT						EDU													1	040	040	04	1	1.0	5	1	5	1.72910662824207	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171102194500	http://www.abc.net.au/news/2017-11-03/former-hsc-students-give-tips-class-of-2017/9097526
703388769	20161102	201611	2016	2016.8274	GHAMED	GHANA	GHA					MED													1	070	070	07	2	7.0	2	1	2	1.67973124300112	5	Western Region, Western, Ghana	GH	GH09	190645	5.5	-2.5	-2079999	0								5	Western Region, Western, Ghana	GH	GH09	190645	5.5	-2.5	-2079999	20171102194500	https://www.msn.com/en-za/news/other/about-10000-youth-in-western-region-to-be-trained/ar-AAumWLb
703388770	20161102	201611	2016	2016.8274	GHAMED	GHANA	GHA					MED			GHA	GHANA	GHA								1	070	070	07	2	7.0	8	1	8	1.67973124300112	5	Western Region, Western, Ghana	GH	GH09	190645	5.5	-2.5	-2079999	5	Western Region, Western, Ghana	GH	GH09	190645	5.5	-2.5	-2079999	5	Western Region, Western, Ghana	GH	GH09	190645	5.5	-2.5	-2079999	20171102194500	https://www.msn.com/en-za/news/other/about-10000-youth-in-western-region-to-be-trained/ar-AAumWLb
703388771	20161102	201611	2016	2016.8274	HLH	NURSE						HLH													1	013	013	01	1	0.4	6	1	6	5.6701030927835	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171102194500	http://www.ottumwacourier.com/news/news_briefs/ottumwa-graduate-wins-scholarship/article_e07edc82-bf16-11e7-8a86-ab536c60ff06.html
703388772	20161102	201611	2016	2016.8274	HUN	HUNGARY	HUN																		0	1043	104	10	3	-5.0	5	1	5	1.79407176287052	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	0								4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20171102194500	http://variety.com/2017/artisans/news/atomic-blonde-blade-runner-2049-1202605003-1202605003/
703388773	20161102	201611	2016	2016.8274	JUD	ADVOCATE						JUD			USA	CHICAGO	USA								1	040	040	04	1	1.0	12	2	12	-7.16985138004246	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171102194500	http://www.wandtv.com/story/36749942/senators-sex-harassment-accuser-wants-answers-on-complaint
703388774	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA																		0	071	071	07	2	7.4	4	1	4	0.54090601757945	3	University Of Washington, Washington, United States	US	USWA	WA033	47.6561	-122.311	1509187	0								3	University Of Washington, Washington, United States	US	USWA		47.6561	-122.311	1509187	20171102194500	http://www.dailytribune.com/general-news/20171102/for-amazons-bezos-philanthropy-is-saved-for-later
703388775	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA								HLH	NURSE						HLH			1	013	013	01	1	0.4	4	1	4	5.6701030927835	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171102194500	http://www.ottumwacourier.com/news/news_briefs/ottumwa-graduate-wins-scholarship/article_e07edc82-bf16-11e7-8a86-ab536c60ff06.html
703388776	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA								JUD	ADVOCATE						JUD			1	040	040	04	1	1.0	6	2	6	-7.11535739561217	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171102194500	http://www.wandtv.com/story/36749942/senators-sex-harassment-accuser-wants-answers-on-complaint
703388777	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA								JUD	ADVOCATE						JUD			1	040	040	04	1	1.0	2	1	2	-7.33333333333333	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171102194500	https://www.seattletimes.com/nation-world/senators-sex-harassment-accuser-wants-answers-on-complaint/
703388778	20171003	201710	2017	2017.7479											GBRGOV	UNITED KINGDOM	GBR					GOV			1	173	173	17	4	-5.0	2	1	2	-2.80701754385965	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171102194500	https://www.fnlondon.com/articles/takeover-panel-fills-key-committee-post-20171102
703388779	20171003	201710	2017	2017.7479											MNCGBRELI	RIO TINTO	GBR					MNC	ELI		1	173	173	17	4	-5.0	6	1	6	-2.80701754385965	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171102194500	https://www.fnlondon.com/articles/takeover-panel-fills-key-committee-post-20171102
703388780	20171003	201710	2017	2017.7479	ESP	SPAIN	ESP								USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-2.18818380743983	1	Spain	SP	SP		40	-4	SP	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171102194500	https://thinkprogress.org/northam-sanctuary-cities-ban-797955c2b9b4/
703388781	20171003	201710	2017	2017.7479	ESP	SPAIN	ESP								USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-2.18818380743983	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171102194500	https://thinkprogress.org/northam-sanctuary-cities-ban-797955c2b9b4/
703388782	20171003	201710	2017	2017.7479	MED	WEB SITE						MED													0	111	111	11	3	-2.0	8	1	8	1.43112701252236	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20171102194500	http://wwd.com/beauty-industry-news/products/kylie-jenner-kylie-cosmetics-topshop-ink-first-offline-partnership-11039615/
703388783	20171003	201710	2017	2017.7479	USA	UNITED STATES	USA								MED	WEB SITE						MED			0	111	111	11	3	-2.0	2	1	2	1.43112701252236	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171102194500	http://wwd.com/beauty-industry-news/products/kylie-jenner-kylie-cosmetics-topshop-ink-first-offline-partnership-11039615/
703388784	20171003	201710	2017	2017.7479	USA	AMERICAN	USA								SYR	SYRIA	SYR								0	013	013	01	1	0.4	2	1	2	-1.81818181818181	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171102194500	http://gazette.com/russia-takes-on-mideast-diplomacy-as-us-retreats/article/feed/507364
