705627174	20161110	201611	2016	2016.8493											GOV	PREMIER						GOV			1	036	036	03	1	4.0	3	1	3	2.64026402640264	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171110093000	https://www.realestate.com.au/news/andrews-government-lending-helping-hand-to-firsthome-buyers/
705627175	20161110	201611	2016	2016.8493											GOV	MAYOR						GOV			0	042	042	04	1	1.9	10	1	10	-6.41025641025641	0								3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	20171110093000	https://ohsonline.com/articles/2017/11/10/new-orleans-mayor-wants-funding.aspx
705627176	20161110	201611	2016	2016.8493	AFG	AFGHAN	AFG								SPY	INTELLIGENCE						SPY			0	036	036	03	1	4.0	1	1	1	-0.74441687344913	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171110093000	https://www.defensenews.com/digital-show-dailies/dubai-air-show/2017/11/10/inside-the-us-militarys-plans-to-double-afghan-air-forces-aircraft-inventory/
705627177	20161110	201611	2016	2016.8493	AFG	AFGHAN	AFG								SPY	INTELLIGENCE						SPY			0	036	036	03	1	4.0	1	1	1	-0.74441687344913	1	Russia	RS	RS		60	100	RS	1	Afghanistan	AF	AF		33	66	AF	1	Russia	RS	RS		60	100	RS	20171110093000	https://www.defensenews.com/digital-show-dailies/dubai-air-show/2017/11/10/inside-the-us-militarys-plans-to-double-afghan-air-forces-aircraft-inventory/
705627178	20161110	201611	2016	2016.8493	AFGMIL	AFGHAN	AFG					MIL			SPY	INTELLIGENCE						SPY			0	036	036	03	1	4.0	4	1	4	-0.74441687344913	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171110093000	https://www.defensenews.com/digital-show-dailies/dubai-air-show/2017/11/10/inside-the-us-militarys-plans-to-double-afghan-air-forces-aircraft-inventory/
705627179	20161110	201611	2016	2016.8493	AFGMIL	AFGHANISTAN	AFG					MIL			SPY	INTELLIGENCE						SPY			0	036	036	03	1	4.0	1	1	1	-0.74441687344913	1	Russia	RS	RS		60	100	RS	1	Afghanistan	AF	AF		33	66	AF	1	Russia	RS	RS		60	100	RS	20171110093000	https://www.defensenews.com/digital-show-dailies/dubai-air-show/2017/11/10/inside-the-us-militarys-plans-to-double-afghan-air-forces-aircraft-inventory/
705627180	20161110	201611	2016	2016.8493	AUS	AUSTRALIA	AUS								AUSGOV	AUSTRALIA	AUS					GOV			1	010	010	01	1	0.0	1	1	1	2.64026402640264	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171110093000	https://www.realestate.com.au/news/andrews-government-lending-helping-hand-to-firsthome-buyers/
705627181	20161110	201611	2016	2016.8493	AUS	AUSTRALIA	AUS								AUSGOV	AUSTRALIA	AUS					GOV			1	036	036	03	1	4.0	1	1	1	2.64026402640264	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171110093000	https://www.realestate.com.au/news/andrews-government-lending-helping-hand-to-firsthome-buyers/
705627182	20161110	201611	2016	2016.8493	AUS	AUSTRALIA	AUS								GOV	PREMIER						GOV			1	036	036	03	1	4.0	1	1	1	2.64026402640264	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171110093000	https://www.realestate.com.au/news/andrews-government-lending-helping-hand-to-firsthome-buyers/
705627183	20161110	201611	2016	2016.8493	BEL	BRUSSELS	BEL								PRT	PORTUGAL	PRT								1	190	190	19	4	-10.0	10	1	10	-1.55642023346304	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20171110093000	http://www.ejinsight.com/20171110-why-portugal-may-be-the-last-safe-sanctuary-in-europe/
705627184	20161110	201611	2016	2016.8493	GOV	MAYOR						GOV													0	043	043	04	1	2.8	10	1	10	-6.41025641025641	3	New Orleans, Louisiana, United States	US	USLA	LA071	29.9546	-90.0751	1629985	0								3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	20171110093000	https://ohsonline.com/articles/2017/11/10/new-orleans-mayor-wants-funding.aspx
705627185	20161110	201611	2016	2016.8493	GOV	PRIME MINISTER						GOV													0	060	060	06	2	6.0	6	1	6	-0.82872928176796	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171110093000	http://www.worldbulletin.net/todays-news/195746/uae-stands-with-lebanon-against-challenges-prince
