703960341	20171104	201711	2017	2017.8329											CRM	ASSAILANT						CRM			0	173	173	17	4	-5.0	4	2	4	-6.8327898417758	0								3	Bowling Green, Kentucky, United States	US	USKY		36.9903	-86.4436	487744	3	Warren County, Kentucky, United States	US	USKY		36.9834	-86.4	516960	20171104223000	http://freerepublic.com/focus/f-news/3601735/posts
703960342	20171104	201711	2017	2017.8329											CRM	ASSAILANT						CRM			0	173	173	17	4	-5.0	6	1	6	-5.65371024734982	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171104223000	http://freerepublic.com/focus/f-news/3601735/posts
703960343	20171104	201711	2017	2017.8329											CVL	ENGINEER						CVL			1	010	010	01	1	0.0	2	1	2	-1.68393782383419	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171104223000	https://www.westerlynews.ca/news/crews-continue-to-fight-fire-at-williams-lake-sawmill/
703960344	20171104	201711	2017	2017.8329											CVL	INDIGENOUS PEOPLE						CVL			0	057	057	05	1	8.0	10	1	10	-1.34932533733134	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171104223000	https://www.thenational.ae/world/thousands-march-through-london-in-balfour-protest-1.673070
703960345	20171104	201711	2017	2017.8329											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	4	1	4	3.47222222222222	0								3	Roosevelt High School, Illinois, United States	US	USIL		41.965	-87.7148	416913	3	Roosevelt High School, Illinois, United States	US	USIL		41.965	-87.7148	416913	20171104223000	http://www.eurweb.com/2017/11/janet-jackson-and-brother-randy-visit-childhood-home-roosevelt-high-school/
703960346	20171104	201711	2017	2017.8329											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	6	1	6	-2.60756192959583	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20171104223000	http://www.recordnet.com/news/20171104/homicide-victims-sister-he-was-my-baby
703960347	20171104	201711	2017	2017.8329											ELI	ACTOR						ELI			0	043	043	04	1	2.8	2	1	2	-0.57155418773357	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171104223000	http://bombmagazine.org/articles/javier-tellez-1/
703960348	20171104	201711	2017	2017.8329											ELI	ACTOR						ELI			0	043	043	04	1	2.8	3	1	3	-0.57155418773357	0								1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20171104223000	http://bombmagazine.org/articles/javier-tellez-1/
703960349	20171104	201711	2017	2017.8329											ELI	ACTOR						ELI			1	100	100	10	3	-5.0	3	1	3	4.64601769911504	0								4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20171104223000	http://ktpress.rw/2017/11/peacekeepers-trained-on-how-to-prioritise-civilians-interests/
703960350	20171104	201711	2017	2017.8329											ESPBUS	SPANISH	ESP					BUS			0	046	046	04	1	7.0	6	1	6	2.1671826625387	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171104223000	https://www.ynetnews.com/articles/0,7340,L-5038419,00.html
703960351	20171104	201711	2017	2017.8329											ESPGOV	SPANISH	ESP					GOV			0	040	040	04	1	1.0	6	1	6	2.1671826625387	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171104223000	https://www.ynetnews.com/articles/0,7340,L-5038419,00.html
703960352	20171104	201711	2017	2017.8329											FRA	PARIS	FRA								1	042	042	04	1	1.9	3	1	3	0.0816326530612201	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104223000	http://www.aaiusa.org/balfour_the_shame_and_dangers_of_ignoring_arab_opinion_and_rights
703960353	20171104	201711	2017	2017.8329											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	6	1	6	2.65151515151515	0								4	Gurdaspur, Punjab, Pakistan	PK	PK04	23679	30.9333	72.4056	6100579	4	Gurdaspur, Punjab, Pakistan	PK	PK04	23679	30.9333	72.4056	6100579	20171104223000	http://www.theindiapost.com/latest-news/sikh-bodies-raise-demand-for-corridor-to-pak-gurdwara/
703960354	20171104	201711	2017	2017.8329											GOV	MINIST						GOV			1	042	042	04	1	1.9	30	1	10	-3.93258426966292	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171104223000	http://local12.com/news/local/matthew-25-ministries-host-annual-5k-to-help-fight-hunger
703960355	20171104	201711	2017	2017.8329											GOV	AUTHORITIES						GOV			1	181	181	18	4	-9.0	3	1	3	-1.08695652173914	0								3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	20171104223000	https://www.scpr.org/news/2017/11/04/77364/amber-alert-chevy-truck-fort-tejon-gomes/
703960356	20171104	201711	2017	2017.8329											GOVEDU	MINIST FOR EDUCATION						GOV	EDU		1	0841	084	08	2	7.0	2	1	2	4.10839160839161	0								4	Sangat, Punjab, India	IN	IN23	17825	30.0833	74.8333	-2110177	4	Sangat, Punjab, India	IN	IN23	17825	30.0833	74.8333	-2110177	20171104223000	http://www.dailyexcelsior.com/gurpurab-celebrated-with-religious-fervor-enthusiasm-across-jk/
703960357	20171104	201711	2017	2017.8329											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	2	1	2	-2	0								4	Alstonville, New South Wales, Australia	AS	AS02	5038	-28.8419	153.44	-1555666	4	Alstonville, New South Wales, Australia	AS	AS02	5038	-28.8419	153.44	-1555666	20171104223000	https://www.ballinaadvocate.com.au/news/how-this-six-year-olds-quick-thinking-saved-a-life/3257055/
703960358	20171104	201711	2017	2017.8329											ISR	ISRAEL	ISR								0	040	040	04	1	1.0	1	1	1	0.0816326530612201	0								1	Israel	IS	IS		31.5	34.75	IS	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104223000	http://www.aaiusa.org/balfour_the_shame_and_dangers_of_ignoring_arab_opinion_and_rights
703960359	20171104	201711	2017	2017.8329											ISR	ISRAEL	ISR								0	042	042	04	1	1.9	2	1	2	2.1671826625387	0								1	Israel	IS	IS		31.5	34.75	IS	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171104223000	https://www.ynetnews.com/articles/0,7340,L-5038419,00.html
703960360	20171104	201711	2017	2017.8329											ITA	ITALIAN	ITA								0	040	040	04	1	1.0	3	1	3	0.61766522544781	0								1	Italy	IT	IT		42.833333	12.833333	IT	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171104223000	http://filmthreat.com/interviews/domenico-nesci-is-the-lonely-italian/
703960361	20171104	201711	2017	2017.8329											ITA	ITALY	ITA								1	043	043	04	1	2.8	4	1	4	-9.89583333333333	0								4	Palazzo Reale, Campania, Italy	IT	IT04	18332	40.8358	14.25	143003	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171104223000	http://www.examiner.org/newsx/ap-news/88869-machel-global-malnutrition-is-a-hidden-pandemic
703960362	20171104	201711	2017	2017.8329											ITAEDU	ROME	ITA					EDU			1	043	043	04	1	2.8	6	1	6	-1.53374233128834	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20171104223000	http://romesentinel.com/education/staff-attendance-atrocious-says-super/QBqqkc!iN88v3CmXtB4qMbi53kOw/
703960363	20171104	201711	2017	2017.8329											JUD	JUDGE						JUD			0	020	020	02	1	3.0	6	1	6	-2.62443438914027	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171104223000	https://www.westerlynews.ca/entertainment/harvey-weinstein-sues-former-company-over-emails-records/
703960364	20171104	201711	2017	2017.8329											JUD	JUDGE						JUD			1	020	020	02	1	3.0	40	4	40	-10.539634429221	0								3	Sandy Hook, Connecticut, United States	US	USCT		41.4201	-73.2821	210639	3	Sandy Hook, Connecticut, United States	US	USCT		41.4201	-73.2821	210639	20171104223000	http://mynorthwest.com/804430/lawyers-argue-against-tossing-sandy-hook-parents-lawsuit/
703960365	20171104	201711	2017	2017.8329											JUD	JUDGE						JUD			1	110	110	11	3	-2.0	40	4	40	-10.539634429221	0								3	Sandy Hook, Connecticut, United States	US	USCT		41.4201	-73.2821	210639	3	Sandy Hook, Connecticut, United States	US	USCT		41.4201	-73.2821	210639	20171104223000	http://mynorthwest.com/804430/lawyers-argue-against-tossing-sandy-hook-parents-lawsuit/
703960366	20171104	201711	2017	2017.8329											LEG	SENATOR						LEG			1	043	043	04	1	2.8	3	1	3	-5.75539568345324	0								3	Bowling Green, Kentucky, United States	US	USKY		36.9903	-86.4436	487744	3	Bowling Green, Kentucky, United States	US	USKY		36.9903	-86.4436	487744	20171104223000	https://www.inquisitr.com/4598777/senator-rand-paul-assaulted-at-his-home-police-called-and-retired-doctor-59-arrested-as-suspect/
703960367	20171104	201711	2017	2017.8329											MCOELI	ALBERT	MCO					ELI			1	173	173	17	4	-5.0	3	1	3	-5.75539568345324	0								3	Warren County, Kentucky, United States	US	USKY		36.9834	-86.4	516960	3	Warren County, Kentucky, United States	US	USKY		36.9834	-86.4	516960	20171104223000	https://www.inquisitr.com/4598777/senator-rand-paul-assaulted-at-his-home-police-called-and-retired-doctor-59-arrested-as-suspect/
703960368	20171104	201711	2017	2017.8329											MCOELI	ALBERT	MCO					ELI			1	180	180	18	4	-9.0	6	1	6	-5.75539568345324	0								3	Warren County, Kentucky, United States	US	USKY		36.9834	-86.4	516960	3	Warren County, Kentucky, United States	US	USKY		36.9834	-86.4	516960	20171104223000	https://www.inquisitr.com/4598777/senator-rand-paul-assaulted-at-his-home-police-called-and-retired-doctor-59-arrested-as-suspect/
703960369	20171104	201711	2017	2017.8329											MDV	MALE	MDV								1	190	190	19	4	-10.0	10	1	10	-16.3265306122449	0								3	Kings Run, Ohio, United States	US	USOH		40.0392	-80.839	1042282	3	Kings Run, Ohio, United States	US	USOH		40.0392	-80.839	1042282	20171104223000	http://local12.com/news/local/person-shot-during-aggravated-robbery-in-winton-terrace
703960370	20171104	201711	2017	2017.8329											MED	WRITER						MED			0	112	112	11	3	-2.0	6	1	6	-2.62443438914027	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171104223000	https://www.westerlynews.ca/entertainment/harvey-weinstein-sues-former-company-over-emails-records/
703960371	20171104	201711	2017	2017.8329											MED	MEDIA						MED			0	190	190	19	4	-10.0	3	1	3	-4.37956204379562	0								4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20171104223000	https://theaviationist.com/2017/11/04/ballistic-missile-strike-intercepted-by-saudis-over-capital-city-riyadh/
703960372	20171104	201711	2017	2017.8329											MNCUSA	DISNEY	USA					MNC			1	043	043	04	1	2.8	5	1	5	8.69565217391305	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171104223000	http://www.chipandco.com/menus-announced-festive-foods-marketplace-kiosks-california-adventure-park-287322/
703960373	20171104	201711	2017	2017.8329											MOS	ISLAMIC				MOS					0	190	190	19	4	-10.0	1	1	1	-4.62962962962963	0								4	Albu Kamal, Sala? ad Din, Iraq	IZ	IZ18	36834	33.9924	44.3446	10255644	4	Albu Kamal, Sala? ad Din, Iraq	IZ	IZ18	36834	33.9924	44.3446	10255644	20171104223000	http://www.gulf-times.com/story/569946/Iraq-launches-offensive-to-retake-IS-last-key-bast
703960374	20171104	201711	2017	2017.8329											MOZ	MOZAMBIQUE	MOZ								1	043	043	04	1	2.8	2	1	2	-9.89583333333333	0								1	Mozambique	MZ	MZ		-18.25	35	MZ	1	Mozambique	MZ	MZ		-18.25	35	MZ	20171104223000	http://www.examiner.org/newsx/ap-news/88869-machel-global-malnutrition-is-a-hidden-pandemic
703960375	20171104	201711	2017	2017.8329											NGA	NIGERIA	NGA								0	036	036	03	1	4.0	4	1	4	-3.02245250431779	0								4	Ibeku, Imo, Nigeria	NI	NI28	22779	5.46162	7.25969	-2010499	4	Ibeku, Imo, Nigeria	NI	NI28	22779	5.46162	7.25969	-2010499	20171104223000	http://www.nairaland.com/4157330/court-orders-jim-iyke-pay
703960376	20171104	201711	2017	2017.8329											NGA	LAGOS	NGA								1	042	042	04	1	1.9	2	1	2	0.0691881918819197	0								4	Ikeja, Lagos, Nigeria	NI	NI05	191295	6.59422	3.33748	-2011499	4	Ikeja, Lagos, Nigeria	NI	NI05	191295	6.59422	3.33748	-2011499	20171104223000	http://www.nairaland.com/4151644/plight-recruiting-firm
703960377	20171104	201711	2017	2017.8329											NGOUSAJEW	AMIT	USA			JEW		NGO			1	190	190	19	4	-10.0	5	1	5	-6.04026845637584	0								0								0								20171104223000	http://www.reporter.bz/general/orange-walk-businessman-murdered-for-helping-mom-being-robbed/
703960378	20171104	201711	2017	2017.8329											NIC	NICARAGUA	NIC								1	040	040	04	1	1.0	1	1	1	-4.34192672998643	0								4	Juigalpa, Chontales, Nicaragua	NU	NU04	22444	12.1063	-85.3645	-1112116	4	Juigalpa, Chontales, Nicaragua	NU	NU04	22444	12.1063	-85.3645	-1112116	20171104223000	http://qcostarica.com/32230/
703960379	20171104	201711	2017	2017.8329											PAKGOV	PAKISTAN	PAK					GOV			1	036	036	03	1	4.0	2	1	2	2.65151515151515	0								4	Gurdaspur, Punjab, Pakistan	PK	PK04	23679	30.9333	72.4056	6100579	4	Gurdaspur, Punjab, Pakistan	PK	PK04	23679	30.9333	72.4056	6100579	20171104223000	http://www.theindiapost.com/latest-news/sikh-bodies-raise-demand-for-corridor-to-pak-gurdwara/
703960380	20171104	201711	2017	2017.8329											PER	PERU	PER								1	061	061	06	2	6.4	5	1	5	3.36021505376344	0								1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	20171104223000	http://www.globaltimes.cn/content/1073571.shtml
703960381	20171104	201711	2017	2017.8329											PSE	PALESTINE	PSE								0	040	040	04	1	1.0	1	1	1	0.0816326530612201	0								1	Israel	IS	IS		31.5	34.75	IS	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104223000	http://www.aaiusa.org/balfour_the_shame_and_dangers_of_ignoring_arab_opinion_and_rights
703960382	20171104	201711	2017	2017.8329											PTY	POLITICIAN									1	190	190	19	4	-10.0	10	4	10	-10.9679153813859	0								3	Bowling Green, Kentucky, United States	US	USKY		36.9903	-86.4436	487744	3	Bowling Green, Kentucky, United States	US	USKY		36.9903	-86.4436	487744	20171104223000	http://abc7chicago.com/news/sen-rand-paul-blindsided-in-his-kentucky-home/2604401/
