704456167	20161106	201611	2016	2016.8384											BUS	COMPANIES						BUS			1	042	042	04	1	1.9	1	1	1	-1.96078431372549	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	1	Japan	JA	JA		36	138	JA	20171106231500	http://www.oregonlive.com/business/index.ssf/2017/11/trump_asks_japanese_automakers.html
704456168	20161106	201611	2016	2016.8384											GOV	GOVERNOR						GOV			0	043	043	04	1	2.8	4	1	4	-1.24434389140271	0								4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20171106231500	http://www.timesunion.com/news/article/Here-s-what-to-watch-statewide-on-Election-Day-12335816.php
704456169	20161106	201611	2016	2016.8384											GOV	GOVERNOR						GOV			0	043	043	04	1	2.8	1	1	1	-1.24434389140271	0								3	Long Island, New York, United States	US	USNY		43.152	-76.061	955858	3	Long Island, New York, United States	US	USNY		43.152	-76.061	955858	20171106231500	http://www.timesunion.com/news/article/Here-s-what-to-watch-statewide-on-Election-Day-12335816.php
704456170	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS								EDU	SCHOOL						EDU			0	036	036	03	1	4.0	4	1	4	2.14797136038186	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20171106231500	http://www.gulf-times.com/story/570157/Food-processing-firm-to-import-German-Australian-c
704456171	20161106	201611	2016	2016.8384	BUS	COMPANIES						BUS													1	043	043	04	1	2.8	1	1	1	-1.96078431372549	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								1	Japan	JA	JA		36	138	JA	20171106231500	http://www.oregonlive.com/business/index.ssf/2017/11/trump_asks_japanese_automakers.html
704456172	20161106	201611	2016	2016.8384	BUS	COMPANIES						BUS													1	043	043	04	1	2.8	3	1	3	-1.96078431372549	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171106231500	http://www.oregonlive.com/business/index.ssf/2017/11/trump_asks_japanese_automakers.html
704456173	20161106	201611	2016	2016.8384	BUS	COMPANY						BUS			EDU	SCHOOL						EDU			0	036	036	03	1	4.0	6	1	6	2.14797136038186	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20171106231500	http://www.gulf-times.com/story/570157/Food-processing-firm-to-import-German-Australian-c
704456174	20161106	201611	2016	2016.8384	BUS	COMPANIES						BUS			MNCKOR	HYUNDAI	KOR					MNC			1	043	043	04	1	2.8	1	1	1	-1.96078431372549	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171106231500	http://www.oregonlive.com/business/index.ssf/2017/11/trump_asks_japanese_automakers.html
704456175	20161106	201611	2016	2016.8384	BUS	COMPANIES						BUS			MNCKOR	HYUNDAI	KOR					MNC			1	043	043	04	1	2.8	3	1	3	-1.96078431372549	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171106231500	http://www.oregonlive.com/business/index.ssf/2017/11/trump_asks_japanese_automakers.html
704456176	20161106	201611	2016	2016.8384	BUSGOV	COMPANY						BUS	GOV												0	036	036	03	1	4.0	10	1	10	0	1	Virgin Islands	VQ	VQ		18.3333	-64.8333	VQ	0								1	Virgin Islands	VQ	VQ		18.3333	-64.8333	VQ	20171106231500	http://www.bviplatinum.com/news.php?articleId=28217
704456177	20161106	201611	2016	2016.8384	BUSGOV	COMPANY						BUS	GOV		BUS	COMPANY						BUS			0	010	010	01	1	0.0	10	1	10	0	1	Virgin Islands	VQ	VQ		18.3333	-64.8333	VQ	1	Virgin Islands	VQ	VQ		18.3333	-64.8333	VQ	1	Virgin Islands	VQ	VQ		18.3333	-64.8333	VQ	20171106231500	http://www.bviplatinum.com/news.php?articleId=28217
704456178	20161106	201611	2016	2016.8384	CVL	RESIDENTS						CVL													1	012	012	01	1	-0.4	2	1	2	-7.56218905472637	3	Santa Monica, California, United States	US	USCA	CA037	34.0195	-118.491	1652792	0								3	Santa Monica, California, United States	US	USCA		34.0195	-118.491	1652792	20171106231500	http://www.surfsantamonica.com/ssm_site/the_lookout/news/News-2017/November-2017/11_06_2017_Stabbing_Shooting_Incidents_in_Santa_Monica_Heighten_Concern_Over_Crime.html
704456179	20161106	201611	2016	2016.8384	CVL	NEIGHBORHOOD						CVL													1	120	120	12	3	-4.0	10	1	10	0.523560209424086	3	Sam Houston, Texas, United States	US	USTX	TX291	30.3252	-94.8085	1384192	0								3	Sam Houston, Texas, United States	US	USTX		30.3252	-94.8085	1384192	20171106231500	http://www.insideselfstorage.com/news/2017/11/public-storage-opens-new-selfstorage-facility-in-plano-tx.aspx
704456180	20161106	201611	2016	2016.8384	CVL	RESIDENTS						CVL			USA	UNITED STATES	USA								1	012	012	01	1	-0.4	8	1	8	-7.56218905472637	3	Santa Monica, California, United States	US	USCA	CA037	34.0195	-118.491	1652792	3	Santa Monica, California, United States	US	USCA		34.0195	-118.491	1652792	3	Santa Monica, California, United States	US	USCA		34.0195	-118.491	1652792	20171106231500	http://www.surfsantamonica.com/ssm_site/the_lookout/news/News-2017/November-2017/11_06_2017_Stabbing_Shooting_Incidents_in_Santa_Monica_Heighten_Concern_Over_Crime.html
