703545846	20171102	201711	2017	2017.8274	GOV	PRESIDENT						GOV			JUD	SUPREME COURT						JUD			1	010	010	01	1	0.0	10	1	10	3.02013422818792	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20171103084500	Daily Nation website/BBC Monitoring/(c) BBC
703545847	20171103	201711	2017	2017.8301											AFG	AFGHANISTAN	AFG								1	043	043	04	1	2.8	5	1	5	-0.98039215686275	0								5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	20171103084500	Sharq TV, Jalalabad/BBC Monitoring/(c) BBC
703545848	20171103	201711	2017	2017.8301											AFGGOV	AFGHAN	AFG					GOV			1	010	010	01	1	0.0	2	1	2	-4.88888888888889	0								5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	20171103084500	Radio Bost, Lashkargah/BBC Monitoring/(c) BBC
703545849	20171103	201711	2017	2017.8301											AFGGOV	AFGHAN	AFG					GOV			1	042	042	04	1	1.9	2	1	2	-4.88888888888889	0								5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	20171103084500	Radio Bost, Lashkargah/BBC Monitoring/(c) BBC
703545850	20171103	201711	2017	2017.8301											COP	POLICE PERSONNEL						COP			1	190	190	19	4	-10.0	10	1	10	-8.51851851851852	0								4	Chenartu, Oruzgan, Afghanistan	AF	AF39	3747	32.7334	66.2679	-3372249	4	Chenartu, Oruzgan, Afghanistan	AF	AF39	3747	32.7334	66.2679	-3372249	20171103084500	Paiwastoon Ghag, Tarin Kot/BBC Monitoring/(c) BBC
703545851	20171103	201711	2017	2017.8301											GOV	FOREIGN AFFAIRS MINIST						GOV			1	043	043	04	1	2.8	7	1	7	1.90476190476191	0								4	Hercegovina, Bosnia and Herzegovina (general), Bosnia-Herzegovina	BK	BK00	6242	43	17.8333	-82632	4	Hercegovina, Bosnia and Herzegovina (general), Bosnia-Herzegovina	BK	BK00	6242	43	17.8333	-82632	20171103084500	Nezavisne novine in Bosnian/BBC Monitoring/(c) BBC
703545852	20171103	201711	2017	2017.8301											MDA	MOLDOVA	MDA								1	112	112	11	3	-2.0	3	1	3	1.02564102564102	0								4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	20171103084500	BBC Monitoring/BBC Monitoring/(c) BBC
703545853	20171103	201711	2017	2017.8301	AFG	AFGHANISTAN	AFG																		1	042	042	04	1	1.9	5	1	5	-0.98039215686275	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171103084500	Sharq TV, Jalalabad/BBC Monitoring/(c) BBC
703545854	20171103	201711	2017	2017.8301	AFG	AFGHAN	AFG								AFGGOV	AFGHANISTAN	AFG					GOV			1	010	010	01	1	0.0	4	1	4	-4.88888888888889	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	20171103084500	Radio Bost, Lashkargah/BBC Monitoring/(c) BBC
703545855	20171103	201711	2017	2017.8301	AFG	AFGHANISTAN	AFG								AFGGOV	AFGHANISTAN	AFG					GOV			1	042	042	04	1	1.9	2	1	2	-4.88888888888889	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	20171103084500	Radio Bost, Lashkargah/BBC Monitoring/(c) BBC
703545856	20171103	201711	2017	2017.8301	AFG	AFGHAN	AFG								AFGGOV	AFGHANISTAN	AFG					GOV			1	043	043	04	1	2.8	6	1	6	-4.88888888888889	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	20171103084500	Radio Bost, Lashkargah/BBC Monitoring/(c) BBC
703545857	20171103	201711	2017	2017.8301	AFG	KABUL	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	030	030	03	1	4.0	2	1	2	-0.98039215686275	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171103084500	Sharq TV, Jalalabad/BBC Monitoring/(c) BBC
703545858	20171103	201711	2017	2017.8301	AFG	KABUL	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	030	030	03	1	4.0	2	1	2	-0.98039215686275	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171103084500	Sharq TV, Jalalabad/BBC Monitoring/(c) BBC
703545859	20171103	201711	2017	2017.8301	AFG	AFGHANISTAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			0	100	100	10	3	-5.0	2	1	2	-8.51851851851852	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20171103084500	Paiwastoon Ghag, Tarin Kot/BBC Monitoring/(c) BBC
703545860	20171103	201711	2017	2017.8301	AFG	AFGHANISTAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	190	190	19	4	-10.0	8	1	8	-8.51851851851852	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20171103084500	Paiwastoon Ghag, Tarin Kot/BBC Monitoring/(c) BBC
703545861	20171103	201711	2017	2017.8301	AFG	KANDAHAR	AFG								AFGINSTALUAF	TALIBAN	AFG	TAL				INS	UAF		1	190	190	19	4	-10.0	5	1	5	-8.51851851851852	4	Khakrez, Oruzgan, Afghanistan	AF	AF39	3756	32.6139	65.8102	6251717	4	Khakrez, Oruzgan, Afghanistan	AF	AF39	3756	32.6139	65.8102	6251717	4	Khakrez, Oruzgan, Afghanistan	AF	AF39	3756	32.6139	65.8102	6251717	20171103084500	Paiwastoon Ghag, Tarin Kot/BBC Monitoring/(c) BBC
703545862	20171103	201711	2017	2017.8301	AFG	AFGHAN	AFG								AFGLEG	AFGHANISTAN	AFG					LEG			1	100	100	10	3	-5.0	4	1	4	-4.88888888888889	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	20171103084500	Radio Bost, Lashkargah/BBC Monitoring/(c) BBC
703545863	20171103	201711	2017	2017.8301	AFG	AFGHAN	AFG								EDU	SCHOLAR						EDU			0	111	111	11	3	-2.0	10	1	10	-8.51851851851852	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20171103084500	Paiwastoon Ghag, Tarin Kot/BBC Monitoring/(c) BBC
703545864	20171103	201711	2017	2017.8301	AFG	AFGHAN	AFG								IRN	IRANIAN	IRN								1	051	051	05	1	3.4	2	1	2	-0.98039215686275	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	4	Chabahar, Sistan va Baluchestan, Iran	IR	IR04	40918	25.2919	60.643	-3055106	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	20171103084500	Sharq TV, Jalalabad/BBC Monitoring/(c) BBC
703545865	20171103	201711	2017	2017.8301	AFG	AFGHAN	AFG								IRN	IRANIAN	IRN								1	051	051	05	1	3.4	1	1	1	-0.98039215686275	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	20171103084500	Sharq TV, Jalalabad/BBC Monitoring/(c) BBC
703545866	20171103	201711	2017	2017.8301	AFG	AFGHAN	AFG								RUS	RUSSIAN	RUS								1	046	046	04	1	7.0	2	1	2	-8.51851851851852	4	Khakrez, Oruzgan, Afghanistan	AF	AF39	3756	32.6139	65.8102	6251717	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103084500	Paiwastoon Ghag, Tarin Kot/BBC Monitoring/(c) BBC
703545867	20171103	201711	2017	2017.8301	AFG	AFGHAN	AFG								RUS	MOSCOW	RUS								1	100	100	10	3	-5.0	2	1	2	-8.51851851851852	4	Khakrez, Oruzgan, Afghanistan	AF	AF39	3756	32.6139	65.8102	6251717	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103084500	Paiwastoon Ghag, Tarin Kot/BBC Monitoring/(c) BBC
703545868	20171103	201711	2017	2017.8301	AFG	AFGHAN	AFG								RUS	RUSSIA	RUS								1	110	110	11	3	-2.0	4	1	4	-8.51851851851852	4	Khakrez, Oruzgan, Afghanistan	AF	AF39	3756	32.6139	65.8102	6251717	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171103084500	Paiwastoon Ghag, Tarin Kot/BBC Monitoring/(c) BBC
703545869	20171103	201711	2017	2017.8301	AFGGOV	AFGHANISTAN	AFG					GOV													1	020	020	02	1	3.0	6	1	6	-0.98039215686275	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	0								5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	20171103084500	Sharq TV, Jalalabad/BBC Monitoring/(c) BBC
703545870	20171103	201711	2017	2017.8301	AFGGOV	AFGHAN	AFG					GOV													1	043	043	04	1	2.8	2	1	2	-4.88888888888889	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	0								5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	20171103084500	Radio Bost, Lashkargah/BBC Monitoring/(c) BBC
703545871	20171103	201711	2017	2017.8301	AFGGOV	AFGHANISTAN	AFG					GOV			AFG	AFGHANISTAN	AFG								1	010	010	01	1	0.0	4	1	4	-4.88888888888889	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	20171103084500	Radio Bost, Lashkargah/BBC Monitoring/(c) BBC
703545872	20171103	201711	2017	2017.8301	AFGGOV	AFGHANISTAN	AFG					GOV			AFG	AFGHANISTAN	AFG								1	020	020	02	1	3.0	2	1	2	-0.98039215686275	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	20171103084500	Sharq TV, Jalalabad/BBC Monitoring/(c) BBC
703545873	20171103	201711	2017	2017.8301	AFGGOV	AFGHANISTAN	AFG					GOV			AFG	AFGHAN	AFG								1	042	042	04	1	1.9	6	1	6	-4.88888888888889	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	5	Jowzjan, Jowzjan, Afghanistan	AF	AF31	3575	36.8333	65.8333	-3378342	20171103084500	Radio Bost, Lashkargah/BBC Monitoring/(c) BBC
