703498999	20161103	201611	2016	2016.8301	AFG	AFGHANISTAN	AFG																		0	061	061	06	2	6.4	5	1	5	-1.707779886148	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20171103041500	https://www.thenews.com.pk/print/241510-Govt-set-to-approve-wheat-export-of-two-million-tons-to-cut-surplus-stock
703499000	20161103	201611	2016	2016.8301	CHN	CHINESE	CHN								PRK	NORTH KOREA	PRK								0	046	046	04	1	7.0	2	1	2	1.30796670630202	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171103041500	http://www.abc57.com/news/north-korea-says-chinas-xi-wants-to-boost-ties
703499001	20161103	201611	2016	2016.8301	CHN	CHINA	CHN								PRK	NORTH KOREA	PRK								0	046	046	04	1	7.0	2	1	2	1.30796670630202	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171103041500	http://www.abc57.com/news/north-korea-says-chinas-xi-wants-to-boost-ties
703499002	20161103	201611	2016	2016.8301	CHN	CHINESE	CHN								PRK	NORTH KOREA	PRK								0	046	046	04	1	7.0	6	1	6	1.30796670630202	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171103041500	http://www.abc57.com/news/north-korea-says-chinas-xi-wants-to-boost-ties
703499003	20161103	201611	2016	2016.8301	GMB	GAMBIA	GMB								LEG	CHAMBER						LEG			1	043	043	04	1	2.8	4	1	4	3.68271954674221	4	Bathurst, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	4	Conservatorium Of Music, New South Wales, Australia	AS	AS02	5060	-33.8485	151.201	11371126	4	Bathurst, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	20171103041500	http://www.westernadvocate.com.au/story/5005160/university-of-sydney-conservatorium-of-music-back-to-hit-right-notes/?cs=115
703499004	20161103	201611	2016	2016.8301	LEG	CHAMBER						LEG			GMB	GAMBIA	GMB								1	042	042	04	1	1.9	4	1	4	3.68271954674221	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Bathurst, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	4	Bathurst, Banjul, Gambia	GA	GA01	16405	13.4531	-16.5775	-1199434	20171103041500	http://www.westernadvocate.com.au/story/5005160/university-of-sydney-conservatorium-of-music-back-to-hit-right-notes/?cs=115
703499005	20161103	201611	2016	2016.8301	LEG	CHAMBER						LEG			GMB	GAMBIA	GMB								1	042	042	04	1	1.9	2	1	2	3.68271954674221	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103041500	http://www.westernadvocate.com.au/story/5005160/university-of-sydney-conservatorium-of-music-back-to-hit-right-notes/?cs=115
703499006	20161103	201611	2016	2016.8301	MED	COLUMNIST						MED			USA	DETROIT	USA								1	042	042	04	1	1.9	6	1	6	-0.68728522336769	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20171103041500	http://www.thepoliticalcesspool.org/jamesedwards/james-edwards-court-ruling-receives-media-coverage/
703499007	20161103	201611	2016	2016.8301	MED	COLUMNIST						MED			USA	DETROIT	USA								1	042	042	04	1	1.9	2	1	2	-0.68728522336769	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171103041500	http://www.thepoliticalcesspool.org/jamesedwards/james-edwards-court-ruling-receives-media-coverage/
703499008	20161103	201611	2016	2016.8301	MNCJPN	SONY	JPN					MNC													1	030	030	03	1	4.0	10	1	10	0.66225165562914	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171103041500	https://mumbaimirror.indiatimes.com/entertainment/tv/curtains-for-kuch-rang-pyar-ke-aise-bhi-beyhad-expected-to-return-in-february/articleshow/61475310.cms
703499009	20161103	201611	2016	2016.8301	PRK	NORTH KOREA	PRK								CHN	CHINESE	CHN								0	046	046	04	1	7.0	2	1	2	1.30796670630202	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171103041500	http://www.abc57.com/news/north-korea-says-chinas-xi-wants-to-boost-ties
703499010	20161103	201611	2016	2016.8301	PRK	NORTH KOREA	PRK								CHN	CHINA	CHN								0	046	046	04	1	7.0	2	1	2	1.30796670630202	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171103041500	http://www.abc57.com/news/north-korea-says-chinas-xi-wants-to-boost-ties
703499011	20161103	201611	2016	2016.8301	PRK	NORTH KOREA	PRK								CHN	CHINESE	CHN								0	046	046	04	1	7.0	5	1	5	1.30796670630202	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171103041500	http://www.abc57.com/news/north-korea-says-chinas-xi-wants-to-boost-ties
703499012	20161103	201611	2016	2016.8301	PRK	NORTH KOREA	PRK								CHN	CHINESE	CHN								0	046	046	04	1	7.0	1	1	1	1.30796670630202	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171103041500	http://www.abc57.com/news/north-korea-says-chinas-xi-wants-to-boost-ties
703499013	20161103	201611	2016	2016.8301	USA	NEW MEXICO	USA								CVL	VOTER						CVL			0	0834	083	08	2	5.0	2	1	2	-5.03194888178914	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103041500	https://www.citylab.com/equity/2017/11/how-new-jersey-is-leading-the-post-bail-revolution/544691/
703499014	20161103	201611	2016	2016.8301	USA	NEW MEXICO	USA								CVL	VOTER						CVL			0	0834	083	08	2	5.0	8	1	8	-5.03194888178914	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20171103041500	https://www.citylab.com/equity/2017/11/how-new-jersey-is-leading-the-post-bail-revolution/544691/
703499015	20161103	201611	2016	2016.8301	USA	NEVADA	USA								HLH	CAREGIVER						HLH			0	051	051	05	1	3.4	2	1	2	0.34364261168385	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171103041500	http://www.kolotv.com/content/news/How-to-honor-a-caregiver-454825843.html
703499016	20161103	201611	2016	2016.8301	USA	DETROIT	USA								MED	COLUMNIST						MED			1	043	043	04	1	2.8	8	1	8	-0.68728522336769	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171103041500	http://www.thepoliticalcesspool.org/jamesedwards/james-edwards-court-ruling-receives-media-coverage/
703499017	20161103	201611	2016	2016.8301	USA	DETROIT	USA								USAMED	UNITED STATES	USA					MED			1	043	043	04	1	2.8	2	1	2	-0.68728522336769	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171103041500	http://www.thepoliticalcesspool.org/jamesedwards/james-edwards-court-ruling-receives-media-coverage/
703499018	20161103	201611	2016	2016.8301	USAEDU	UNITED STATES	USA					EDU			USA	FLORIDA	USA								1	042	042	04	1	1.9	2	1	2	3.10880829015544	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171103041500	https://www.dailyeasternnews.com/2017/11/02/charleston-rocks-gotta-catch-em-all-but-dont-keep-them/
703499019	20161103	201611	2016	2016.8301	USAHLH	NEVADA	USA					HLH			HLH	CAREGIVER						HLH			0	051	051	05	1	3.4	7	1	7	0.34364261168385	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171103041500	http://www.kolotv.com/content/news/How-to-honor-a-caregiver-454825843.html
703499020	20161103	201611	2016	2016.8301	USAMED	UNITED STATES	USA					MED			USA	DETROIT	USA								1	042	042	04	1	1.9	2	1	2	-0.68728522336769	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171103041500	http://www.thepoliticalcesspool.org/jamesedwards/james-edwards-court-ruling-receives-media-coverage/
703499021	20171004	201710	2017	2017.7507	USA	AMERICAN	USA								USABUS	UNITED STATES	USA					BUS			1	130	130	13	3	-4.4	2	1	2	-4.86725663716815	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103041500	http://www.stltoday.com/business/local/american-airlines-and-naacp-meet-to-discuss-allegations-of-racism/article_8ae27c06-374b-5cae-b90d-a567c8ef1580.html
703499022	20171004	201710	2017	2017.7507	USABUS	AMERICAN	USA					BUS			USA	AMERICAN	USA								1	130	130	13	3	-4.4	8	1	8	-4.86725663716815	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103041500	http://www.stltoday.com/business/local/american-airlines-and-naacp-meet-to-discuss-allegations-of-racism/article_8ae27c06-374b-5cae-b90d-a567c8ef1580.html
703499023	20171027	201710	2017	2017.8137											BUS	AIRLINE						BUS			0	112	112	11	3	-2.0	3	1	3	-3.30097087378641	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171103041500	https://www.nbcnews.com/news/nbcblk/american-airlines-ceo-civil-rights-leaders-meet-over-bias-complaints-n816266?cid=public-rss_20171103
703499024	20171027	201710	2017	2017.8137	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								1	129	129	12	3	-5.0	5	1	5	-7.38636363636363	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171103041500	http://www.financialexpress.com/world-news/us-draft-united-nations-resolution-seeks-extension-of-syria-chemical-probe/917709/
