705243099	20161109	201611	2016	2016.8466											CVL	PROPERTY OWNER						CVL			1	036	036	03	1	4.0	20	2	20	-0.18779342723004	0								4	Broken Hill, New South Wales, Australia	AS	AS02	5096	-31.9617	141.46	-1561850	4	Broken Hill, New South Wales, Australia	AS	AS02	5096	-31.9617	141.46	-1561850	20171109063000	http://www.smh.com.au/national/mining-the-wind-provides-drought-insurance-for-outback-farmers-in-silverton-and-broken-hill-20171101-gzd7mc.html
705243100	20161109	201611	2016	2016.8466											EDU	STUDENT						EDU			1	043	043	04	1	2.8	10	1	10	0.740740740740736	0								3	Silver Spring, Montana, United States	US	USMT		45.3941	-112.193	776560	3	Silver Spring, Montana, United States	US	USMT		45.3941	-112.193	776560	20171109063000	http://cumberlink.com/news/local/communities/mechanicsburg/cv-schools-adjusts-attendance-boundaries-for/article_f14b548d-9bfd-56cc-8051-b6cff33e1897.html
705243101	20161109	201611	2016	2016.8466	AUS	AUSTRALIA	AUS								CVL	POPULATION						CVL			1	042	042	04	1	1.9	4	1	4	-1.56555772994129	4	Clyde North, Victoria, Australia	AS	AS07	5366	-38.1167	145.333	-1566022	4	Clyde North, Victoria, Australia	AS	AS07	5366	-38.1167	145.333	-1566022	4	Clyde North, Victoria, Australia	AS	AS07	5366	-38.1167	145.333	-1566022	20171109063000	http://www.heraldsun.com.au/leader/south-east/15-million-24hour-police-station-built-in-clyde-north-by-2019-if-liberals-win-2018-state-election/news-story/6fca429a5dee9b494cee5e2b57ee8fe5
705243102	20161109	201611	2016	2016.8466	AUS	TASMANIA	AUS								CVL	POPULATION						CVL			1	043	043	04	1	2.8	10	1	10	-1.56555772994129	4	Clyde North, Victoria, Australia	AS	AS07	5366	-38.1167	145.333	-1566022	4	Clyde North, Victoria, Australia	AS	AS07	5366	-38.1167	145.333	-1566022	4	Clyde North, Victoria, Australia	AS	AS07	5366	-38.1167	145.333	-1566022	20171109063000	http://www.heraldsun.com.au/leader/south-east/15-million-24hour-police-station-built-in-clyde-north-by-2019-if-liberals-win-2018-state-election/news-story/6fca429a5dee9b494cee5e2b57ee8fe5
705243103	20161109	201611	2016	2016.8466	BUS	INVESTOR						BUS			MIL	CARRIER						MIL			1	046	046	04	1	7.0	2	1	2	1.07197549770291	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20171109063000	http://m.themalaymailonline.com/money/article/vietnam-airlines-in-share-sales-talks-with-foreign-investors
705243104	20161109	201611	2016	2016.8466	BUS	AIRLINE						BUS			VNM	VIETNAMESE	VNM								0	036	036	03	1	4.0	3	1	3	1.07197549770291	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171109063000	http://m.themalaymailonline.com/money/article/vietnam-airlines-in-share-sales-talks-with-foreign-investors
705243105	20161109	201611	2016	2016.8466	BUS	AIRLINE						BUS			VNM	VIETNAMESE	VNM								0	036	036	03	1	4.0	1	1	1	1.07197549770291	1	Japan	JA	JA		36	138	JA	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171109063000	http://m.themalaymailonline.com/money/article/vietnam-airlines-in-share-sales-talks-with-foreign-investors
705243106	20161109	201611	2016	2016.8466	BUS	AIRLINE						BUS			VNM	VIETNAMESE	VNM								0	036	036	03	1	4.0	1	1	1	1.07197549770291	1	Japan	JA	JA		36	138	JA	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	1	Japan	JA	JA		36	138	JA	20171109063000	http://m.themalaymailonline.com/money/article/vietnam-airlines-in-share-sales-talks-with-foreign-investors
705243107	20161109	201611	2016	2016.8466	CVL	PROPERTY OWNER						CVL													1	036	036	03	1	4.0	20	2	20	-0.18779342723004	4	Broken Hill, New South Wales, Australia	AS	AS02	5096	-31.9617	141.46	-1561850	0								4	Broken Hill, New South Wales, Australia	AS	AS02	5096	-31.9617	141.46	-1561850	20171109063000	http://www.smh.com.au/national/mining-the-wind-provides-drought-insurance-for-outback-farmers-in-silverton-and-broken-hill-20171101-gzd7mc.html
705243108	20161109	201611	2016	2016.8466	CVL	POPULATION						CVL			AUS	TASMANIA	AUS								1	042	042	04	1	1.9	10	1	10	-1.56555772994129	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171109063000	http://www.heraldsun.com.au/leader/south-east/15-million-24hour-police-station-built-in-clyde-north-by-2019-if-liberals-win-2018-state-election/news-story/6fca429a5dee9b494cee5e2b57ee8fe5
