703427272	20071105	200711	2007	2007.8356	BGD	BANGLADESH	BGD																		1	120	120	12	3	-4.0	10	1	10	-2.48713962317334	4	Azimpur, Bangladesh (general), Bangladesh	BG	BG00	5770	22.45	91.45	-2710617	0								4	Azimpur, Bangladesh (general), Bangladesh	BG	BG00	5770	22.45	91.45	-2710617	20171102230000	http://dev.thedailystar.net/star-weekend/spotlight/the-abandoned-mothers-1485439
703427273	20071105	200711	2007	2007.8356	BGD	BANGLADESH	BGD																		1	120	120	12	3	-4.0	10	1	10	-2.48713962317334	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171102230000	http://dev.thedailystar.net/star-weekend/spotlight/the-abandoned-mothers-1485439
703427274	20161102	201611	2016	2016.8274											LEG	SENATE						LEG			1	042	042	04	1	1.9	3	1	3	-2.10815765352887	0								3	Long Island, New York, United States	US	USNY		43.152	-76.061	955858	3	Long Island, New York, United States	US	USNY		43.152	-76.061	955858	20171102230000	https://www.syracusenewtimes.com/since-government-wont-fix-its-ethical-problems-the-task-is-now-on-us/
703427275	20161102	201611	2016	2016.8274	FJI	FIJIAN	FJI																		1	180	180	18	4	-9.0	7	1	7	-2.43407707910751	4	Ambae, Penama, Vanuatu	NH	NH17	31851	-15.3833	167.833	-2136593	0								4	Ambae, Penama, Vanuatu	NH	NH17	31851	-15.3833	167.833	-2136593	20171102230000	http://dailypost.vu/news/fijian-sacked-from-commission/article_94f2b4b9-7d5e-55a2-b538-406e3f1fa412.html
703427276	20161102	201611	2016	2016.8274	FJI	FIJIAN	FJI																		1	180	180	18	4	-9.0	1	1	1	-2.43407707910751	1	Fiji	FJ	FJ		-18	178	FJ	0								1	Australia	AS	AS		-25	135	AS	20171102230000	http://dailypost.vu/news/fijian-sacked-from-commission/article_94f2b4b9-7d5e-55a2-b538-406e3f1fa412.html
703427277	20161102	201611	2016	2016.8274	GOV	GOVERNMENT						GOV													0	120	120	12	3	-4.0	10	1	10	-0.77821011673152	4	Revelstoke, British Columbia, Canada	CA	CA02	12546	51	-118.183	-572192	0								4	Revelstoke, British Columbia, Canada	CA	CA02	12546	51	-118.183	-572192	20171102230000	http://www.cbc.ca/news/canada/british-columbia/province-introducing-emergency-maternal-pen-to-protect-young-caribou-at-risk-of-disappearing-1.4384261
703427278	20161102	201611	2016	2016.8274	LEG	GENERAL ASSEMBLY						LEG													1	040	040	04	1	1.0	5	1	5	0.31347962382445	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171102230000	http://www.insidenova.com/opinion/editorials/editorial-go-vote-no-bullies-and-a-goodbye/article_f14f3172-c00d-11e7-bb1b-23d70ed5f4ac.html
703427279	20161102	201611	2016	2016.8274	LEG	SENATE						LEG													1	043	043	04	1	2.8	3	1	3	-2.10815765352887	3	Long Island, New York, United States	US	USNY	NY067	43.152	-76.061	955858	0								3	Long Island, New York, United States	US	USNY		43.152	-76.061	955858	20171102230000	https://www.syracusenewtimes.com/since-government-wont-fix-its-ethical-problems-the-task-is-now-on-us/
703427280	20161102	201611	2016	2016.8274	USACVL	NORTH DAKOTA	USA					CVL													0	0834	083	08	2	5.0	24	8	24	-6.37084485610938	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20171102230000	http://www.msnewsnow.com/story/36751787/officer-in-shooting-invokes-victims-law-to-withhold-name
703427281	20171003	201710	2017	2017.7479	COP	POLICE OFFICER						COP			USAPRI	PUERTO RICO	USA								0	042	042	04	1	1.9	2	1	2	-3.27169274537696	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	20171102230000	http://www.masslive.com/news/worcester/index.ssf/2017/11/worcester_has_almost_170_new_r.html
703427282	20171003	201710	2017	2017.7479	JUD	PUBLIC PROSECUTOR						JUD													0	080	080	08	2	5.0	2	1	2	-2.13581599123768	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	0								4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20171102230000	https://www.nature.com/news/interstellar-visitor-arctic-shipwrecks-and-a-retraction-recommendation-1.22927
703427283	20171003	201710	2017	2017.7479	LEG	CHAMBER						LEG													1	050	050	05	1	3.5	6	1	6	-0.26041666666666	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171102230000	https://www.channelweb.co.uk/crn-uk/blog-post/3020348/crn-view-chuck-robbins-and-the-chambers-of-cisco
703427284	20171003	201710	2017	2017.7479	SWEJUD	SWEDEN	SWE					JUD			SWE	SWEDEN	SWE								0	080	080	08	2	5.0	8	1	8	-2.13581599123768	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20171102230000	https://www.nature.com/news/interstellar-visitor-arctic-shipwrecks-and-a-retraction-recommendation-1.22927
703427285	20171003	201710	2017	2017.7479	USACOP	UNITED STATES	USA					COP			USAPRI	PUERTO RICO	USA								0	042	042	04	1	1.9	2	1	2	-3.27169274537696	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	20171102230000	http://www.masslive.com/news/worcester/index.ssf/2017/11/worcester_has_almost_170_new_r.html
703427286	20171003	201710	2017	2017.7479	USACOP	UNITED STATES	USA					COP			USAPRI	PUERTO RICO	USA								0	042	042	04	1	1.9	4	1	4	-3.27169274537696	3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	20171102230000	http://www.masslive.com/news/worcester/index.ssf/2017/11/worcester_has_almost_170_new_r.html
703427287	20171003	201710	2017	2017.7479	USACOP	UNITED STATES	USA					COP			USAPRI	PUERTO RICO	USA								0	042	042	04	1	1.9	2	1	2	-3.27169274537696	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	20171102230000	http://www.masslive.com/news/worcester/index.ssf/2017/11/worcester_has_almost_170_new_r.html
703427288	20171003	201710	2017	2017.7479	USALEG	UNITED STATES	USA					LEG													1	050	050	05	1	3.5	2	1	2	-0.26041666666666	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171102230000	https://www.channelweb.co.uk/crn-uk/blog-post/3020348/crn-view-chuck-robbins-and-the-chambers-of-cisco
703427289	20171026	201710	2017	2017.8110											LEG	SENATE						LEG			1	071	071	07	2	7.4	20	1	20	-4.46428571428572	0								3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	20171102230000	http://www.tampabay.com/opinion/columns/Column-This-tax-reform-thing-won-t-be-as-easy-as-Republicans-think_162257418
703427290	20171026	201710	2017	2017.8110	BUS	COMPANY						BUS													1	028	028	02	1	4.0	10	1	10	-4.30686406460296	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171102230000	http://business.financialpost.com/commodities/energy/burnabys-stalling-tactics-latest-permitting-absurdity-to-afflict-trans-mountain
703427291	20171026	201710	2017	2017.8110	CVL	COMMUNITY						CVL			CVLEDU	COMMUNITY						CVL	EDU		1	043	043	04	1	2.8	10	1	10	3.13725490196079	0								0								0								20171102230000	http://www.davisenterprise.com/community/18-students-complete-das-youth-leadership-academy/
703427292	20171026	201710	2017	2017.8110	CVLEDU	COMMUNITY						CVL	EDU		CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	10	1	10	3.13725490196079	0								0								0								20171102230000	http://www.davisenterprise.com/community/18-students-complete-das-youth-leadership-academy/
703427293	20171026	201710	2017	2017.8110	EDU	COLLEGE						EDU			BUS	CONGLOMERATE						BUS			1	036	036	03	1	4.0	5	1	5	-1.90839694656489	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	4	Guwahati, Assam, India	IN	IN03	17583	26.1833	91.7333	-2096059	20171102230000	http://www.deccanherald.com/content/640717/will-hike-fees-govt-doesnt.html
703427294	20171026	201710	2017	2017.8110	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								0	014	014	01	1	0.0	1	1	1	-3.57142857142857	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171102230000	http://www.chicagotribune.com/suburbs/post-tribune/crime/ct-ptb-thomas-snow-murder-trial-evidence-st-1103-20171102-story.html
703427295	20171026	201710	2017	2017.8110	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								0	014	014	01	1	0.0	1	1	1	-3.57142857142857	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171102230000	http://www.chicagotribune.com/suburbs/post-tribune/crime/ct-ptb-thomas-snow-murder-trial-evidence-st-1103-20171102-story.html
703427296	20171026	201710	2017	2017.8110	USA	UNITED STATES	USA																		1	035	035	03	1	7.0	4	1	4	-0.64935064935065	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171102230000	https://www.10tv.com/article/buckeye-fans-donate-restaurant-destroyed-hurricane-irma
