703183530	20161102	201611	2016	2016.8274											BUS	COMPANY						BUS			0	043	043	04	1	2.8	4	1	4	0.72992700729927	0								4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171102054500	http://www.businesstoday.in/current/corporate/ikea-buys-10-acre-land-huda-gurugram-rs-842-crore-swedish-furniture-firm/story/263149.html
703183531	20161102	201611	2016	2016.8274	BUS	COMPANY						BUS													0	042	042	04	1	1.9	4	1	4	0.72992700729927	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171102054500	http://www.businesstoday.in/current/corporate/ikea-buys-10-acre-land-huda-gurugram-rs-842-crore-swedish-furniture-firm/story/263149.html
703183532	20161102	201611	2016	2016.8274	BUS	COMPANY						BUS			IND	BANGALORE	IND								0	043	043	04	1	2.8	6	1	6	0.72992700729927	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171102054500	http://www.businesstoday.in/current/corporate/ikea-buys-10-acre-land-huda-gurugram-rs-842-crore-swedish-furniture-firm/story/263149.html
703183533	20161102	201611	2016	2016.8274	CHN	CHINESE	CHN								PRK	NORTH KOREA	PRK								0	046	046	04	1	7.0	2	1	2	0.62893081761007	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171102054500	http://www.kxlf.com/story/36743461/north-korea-says-chinas-xi-wants-to-boost-ties
703183534	20161102	201611	2016	2016.8274	CHN	CHINA	CHN								PRK	NORTH KOREA	PRK								0	046	046	04	1	7.0	2	1	2	0.62893081761007	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171102054500	http://www.kxlf.com/story/36743461/north-korea-says-chinas-xi-wants-to-boost-ties
703183535	20161102	201611	2016	2016.8274	CHN	CHINESE	CHN								PRK	NORTH KOREA	PRK								0	046	046	04	1	7.0	6	1	6	0.62893081761007	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171102054500	http://www.kxlf.com/story/36743461/north-korea-says-chinas-xi-wants-to-boost-ties
703183536	20161102	201611	2016	2016.8274	GOV	GOVERNMENT						GOV													1	030	030	03	1	4.0	2	1	2	-0.14577259475219	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171102054500	http://www.ocregister.com/2017/11/01/big-gains-in-latino-health-coverage-poised-to-slip-during-chaotic-enrollment-season/
703183537	20161102	201611	2016	2016.8274	GOV	GOVERNMENT						GOV													1	030	030	03	1	4.0	8	1	8	-0.14577259475219	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20171102054500	http://www.ocregister.com/2017/11/01/big-gains-in-latino-health-coverage-poised-to-slip-during-chaotic-enrollment-season/
703183538	20161102	201611	2016	2016.8274	GOV	GOVERNMENT						GOV													1	0833	083	08	2	5.0	10	1	10	1.14122681883024	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171102054500	https://www.smartpropertyinvestment.com.au/promoted-content/17077-could-victoria-s-new-tenancy-laws-affect-you
703183539	20161102	201611	2016	2016.8274	GOV	GOVERNMENT						GOV			RUS	RUSSIA	RUS								0	060	060	06	2	6.0	20	1	20	-4.90196078431373	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171102054500	http://www.brahmand.com/news/Indian-Navy-chief-calls-for-maritime-environment-to-be-devoid-of-all-types-of-threats/16052/1/10.html
