705008902	20071111	200711	2007	2007.8521	BUS	BUSINESS						BUS													1	112	112	11	3	-2.0	10	1	10	0	0								0								0								20171108141500	http://www.kagay-an.com/attnlechon-baboy-lechon-manok-roasterssave-mangrovesfight-global-warming-dost-fprdis-green-charcoal/
705008903	20161108	201611	2016	2016.8438											USA	TEXAS	USA								1	043	043	04	1	2.8	1	1	1	-0.332225913621262	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Amarillo, Texas, United States	US	USTX	TX375	35.222	-101.831	1351066	20171108141500	http://www.hpj.com/markets/tulia-livestock-auction-report/article_c90179e2-25df-5751-81d4-913e4c872de0.html
705008904	20161108	201611	2016	2016.8438	BWA	BOTSWANA	BWA								GOV	ENVOY						GOV			0	010	010	01	1	0.0	10	1	10	-4.01891252955083	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108141500	http://www.mirror.co.uk/news/uk-news/politicians-busy-being-perverts-billionaires-11486729
705008905	20161108	201611	2016	2016.8438	BWA	BOTSWANA	BWA								GOV	ENVOY						GOV			0	042	042	04	1	1.9	10	1	10	-4.01891252955083	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108141500	http://www.mirror.co.uk/news/uk-news/politicians-busy-being-perverts-billionaires-11486729
705008906	20161108	201611	2016	2016.8438	CHN	CHINESE	CHN								PHL	PHILIPPINE	PHL								1	043	043	04	1	2.8	1	1	1	2.42537313432835	4	Vientiane, (LA11), Laos	LA	LA11	27147	17.9667	102.6	-2669740	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171108141500	https://www.radyonatin.com/story.php?storyid=22512
705008907	20161108	201611	2016	2016.8438	CVL	VOTER						CVL													1	120	120	12	3	-4.0	6	1	6	-2.52293577981652	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	0								4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171108141500	http://www.governing.com/topics/politics/gov-election-2017-local-ballot-measures.html
705008908	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV													1	010	010	01	1	0.0	4	1	4	-1.48698884758364	4	Dhampur, Uttar Pradesh, India	IN	IN36	17899	29.3167	78.5167	-2094525	0								4	Dhampur, Uttar Pradesh, India	IN	IN36	17899	29.3167	78.5167	-2094525	20171108141500	http://www.btvi.in/article/read/news/40221/china-will-keep-macro-policies-stable-in-2018--state-radio
705008909	20161108	201611	2016	2016.8438	GOV	PRINCE						GOV													1	017	017	01	1	0.0	5	1	5	2.70880361173815	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171108141500	https://www.inquisitr.com/4608208/kate-middleton-reportedly-insisting-prince-harry-wait-to-propose-to-meghan-markle-until-after-the-baby/
705008910	20161108	201611	2016	2016.8438	GOV	ENVOY						GOV			BWA	BOTSWANA	BWA								0	043	043	04	1	2.8	10	1	10	-4.01891252955083	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108141500	http://www.mirror.co.uk/news/uk-news/politicians-busy-being-perverts-billionaires-11486729
705008911	20161108	201611	2016	2016.8438	IND	MAHARASHTRA	IND								GOV	GOVERNMENT						GOV			1	017	017	01	1	0.0	2	1	2	-0.970873786407771	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171108141500	http://www.netindia123.com/netindia/showdetails.asp?id=3216207&n_date=20171108&cat=Business
