703392455	20161102	201611	2016	2016.8274	RUS	MOSCOW	RUS								SYR	SYRIAN	SYR								0	190	190	19	4	-10.0	5	1	5	-4.74613686534216	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Khan Sheikhoun, Idlib, Syria	SY	SY12	26362	35.4406	36.65	-2543610	4	Khan Sheikhoun, Idlib, Syria	SY	SY12	26362	35.4406	36.65	-2543610	20171102200000	BBC Monitoring in Russian/BBC Monitoring/(c) BBC
703392456	20161102	201611	2016	2016.8274	RUS	RUSSIA	RUS								SYR	SYRIA	SYR								0	190	190	19	4	-10.0	2	1	2	-4.74613686534216	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Khan Sheikhoun, Idlib, Syria	SY	SY12	26362	35.4406	36.65	-2543610	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171102200000	BBC Monitoring in Russian/BBC Monitoring/(c) BBC
703392457	20171102	201711	2017	2017.8274	BEL	BELGIUM	BEL								cat	CATALAN			cat						0	040	040	04	1	1.0	2	1	2	-4.74613686534216	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171102200000	BBC Monitoring in Russian/BBC Monitoring/(c) BBC
703392458	20171102	201711	2017	2017.8274	BEL	BELGIUM	BEL								cat	CATALAN			cat						0	040	040	04	1	1.0	2	1	2	-4.74613686534216	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171102200000	BBC Monitoring in Russian/BBC Monitoring/(c) BBC
703392459	20171102	201711	2017	2017.8274	DZA	ALGERIA	DZA								GOV	MINIST						GOV			1	017	017	01	1	0.0	1	1	1	-1.73410404624278	1	Algeria	AG	AG		28	3	AG	1	Algeria	AG	AG		28	3	AG	1	Algeria	AG	AG		28	3	AG	20171102200000	Echourouk El Youmi website in Arabic/BBC Monitoring/(c) BBC
703392460	20171102	201711	2017	2017.8274	DZA	ALGERIA	DZA								MOS	IMAM				MOS					1	017	017	01	1	0.0	1	1	1	-1.73410404624278	1	Algeria	AG	AG		28	3	AG	1	Algeria	AG	AG		28	3	AG	1	Algeria	AG	AG		28	3	AG	20171102200000	Echourouk El Youmi website in Arabic/BBC Monitoring/(c) BBC
703392461	20171102	201711	2017	2017.8274	DZA	ALGERIA	DZA								MOS	IMAM				MOS					1	020	020	02	1	3.0	4	1	4	-1.73410404624278	1	Algeria	AG	AG		28	3	AG	1	Algeria	AG	AG		28	3	AG	1	Algeria	AG	AG		28	3	AG	20171102200000	Echourouk El Youmi website in Arabic/BBC Monitoring/(c) BBC
703392462	20171102	201711	2017	2017.8274	DZAMOS	ALGERIA	DZA			MOS															1	020	020	02	1	3.0	10	1	10	-1.73410404624278	1	Algeria	AG	AG		28	3	AG	0								1	Algeria	AG	AG		28	3	AG	20171102200000	Echourouk El Youmi website in Arabic/BBC Monitoring/(c) BBC
703392463	20171102	201711	2017	2017.8274	DZAMOS	ALGERIA	DZA			MOS															1	190	190	19	4	-10.0	10	1	10	-1.73410404624278	1	Algeria	AG	AG		28	3	AG	0								1	Algeria	AG	AG		28	3	AG	20171102200000	Echourouk El Youmi website in Arabic/BBC Monitoring/(c) BBC
703392464	20171102	201711	2017	2017.8274	DZAMOS	ALGERIA	DZA			MOS					GOV	MINIST						GOV			1	017	017	01	1	0.0	1	1	1	-1.73410404624278	1	Algeria	AG	AG		28	3	AG	1	Algeria	AG	AG		28	3	AG	1	Algeria	AG	AG		28	3	AG	20171102200000	Echourouk El Youmi website in Arabic/BBC Monitoring/(c) BBC
