704000890	20171006	201710	2017	2017.7562											RUSSPY	RUSSIAN	RUS					SPY			1	046	046	04	1	7.0	6	1	6	-3.47826086956522	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105033000	https://www.yahoo.com/news/m/32d79ade-c393-393f-9cb7-ab9151c7b4d1/ss_did-sessions-mislead-congress.html
704000891	20171006	201710	2017	2017.7562	ARE	ABU DHABI	ARE								GOV	DIPLOMAT						GOV			1	010	010	01	1	0.0	1	1	1	1.21212121212122	4	Khost, Khowst, Afghanistan	AF	AF37	3616	33.3395	69.9204	-3380945	4	Musaffah, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.349	54.4932	114729	4	Musaffah, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.349	54.4932	114729	20171105033000	http://gulfnews.com/news/uae/society/afghan-missions-to-begin-mandatory-registration-of-expats-1.2118466
704000892	20171006	201710	2017	2017.7562	CHN	CHINA	CHN								LEG	CONGRESS						LEG			0	051	051	05	1	3.4	2	1	2	0.731930466605681	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105033000	http://www.themalaymailonline.com/world/article/riding-high-xi-looks-to-soothe-trump-as-us-pressures-china
704000893	20171006	201710	2017	2017.7562	GOV	DIPLOMAT						GOV			ARE	UNITED ARAB EMIRATES	ARE								1	013	013	01	1	0.4	1	1	1	1.21212121212122	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20171105033000	http://gulfnews.com/news/uae/society/afghan-missions-to-begin-mandatory-registration-of-expats-1.2118466
704000894	20171006	201710	2017	2017.7562	GOV	DIPLOMAT						GOV			ARE	UNITED ARAB EMIRATES	ARE								1	013	013	01	1	0.4	1	1	1	1.21212121212122	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Musaffah, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.349	54.4932	114729	4	Musaffah, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.349	54.4932	114729	20171105033000	http://gulfnews.com/news/uae/society/afghan-missions-to-begin-mandatory-registration-of-expats-1.2118466
704000895	20171006	201710	2017	2017.7562	GOV	DIPLOMAT						GOV			ARE	UNITED ARAB EMIRATES	ARE								1	013	013	01	1	0.4	1	1	1	1.21212121212122	4	Musaffah, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.349	54.4932	114729	4	Musaffah, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.349	54.4932	114729	4	Musaffah, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.349	54.4932	114729	20171105033000	http://gulfnews.com/news/uae/society/afghan-missions-to-begin-mandatory-registration-of-expats-1.2118466
704000896	20171006	201710	2017	2017.7562	IRN	IRAN	IRN								USAMED	REUTERS	USA					MED			1	120	120	12	3	-4.0	10	1	10	-4.96688741721854	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171105033000	http://www.statesman.com/news/iran-parades-ballistic-missile-38th-anniversary-hostage-crisis/Gjzm1aeVpCzURMCcQ3chmI/
704000897	20171006	201710	2017	2017.7562	RUSSPY	RUSSIA	RUS					SPY			RUS	RUSSIAN	RUS								1	046	046	04	1	7.0	4	1	4	-3.47826086956522	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105033000	https://www.yahoo.com/news/m/32d79ade-c393-393f-9cb7-ab9151c7b4d1/ss_did-sessions-mislead-congress.html
704000898	20171104	201711	2017	2017.8329	ESP	SPAIN	ESP								COP	PRISON						COP			1	0353	035	03	1	7.0	4	1	4	-3.78681626928471	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171105033000	https://www.independent.ie/world-news/europe/puigdemont-calls-for-catalan-coalition-in-election-as-protests-mount-over-imprisonment-of-politicians-36290558.html
704000899	20171104	201711	2017	2017.8329	ESP	SPAIN	ESP								OPP	POLITICAL PRISONER						OPP			1	0353	035	03	1	7.0	4	1	4	-3.78681626928471	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171105033000	https://www.independent.ie/world-news/europe/puigdemont-calls-for-catalan-coalition-in-election-as-protests-mount-over-imprisonment-of-politicians-36290558.html
704000900	20171104	201711	2017	2017.8329	OPP	POLITICAL PRISONER						OPP			COP	PRISON						COP			1	0353	035	03	1	7.0	6	1	6	-3.78681626928471	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171105033000	https://www.independent.ie/world-news/europe/puigdemont-calls-for-catalan-coalition-in-election-as-protests-mount-over-imprisonment-of-politicians-36290558.html
704000901	20171104	201711	2017	2017.8329	THAGOV	PHATTHALUNG	THA					GOV			CVL	RESIDENTS						CVL			0	130	130	13	3	-4.4	6	1	6	-5.2930056710775	4	Ubolratana Dam, Khon Kaen, Thailand	TH	TH22	26784	16.7735	102.619	-3256830	4	Ubolratana Dam, Khon Kaen, Thailand	TH	TH22	26784	16.7735	102.619	-3256830	4	Ubolratana Dam, Khon Kaen, Thailand	TH	TH22	26784	16.7735	102.619	-3256830	20171105033000	https://reliefweb.int/report/thailand/heavy-rain-floods-batter-south
704000902	20171105	201711	2017	2017.8356											BGD	BANGLADESH	BGD								1	061	061	06	2	6.4	1	1	1	3.2258064516129	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20171105033000	http://thefinancialexpress.com.bd/trade/tofail-eyes-more-export-to-australia-1509804741
704000903	20171105	201711	2017	2017.8356											BGD	BANGLADESH	BGD								1	061	061	06	2	6.4	4	1	4	3.2258064516129	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20171105033000	http://thefinancialexpress.com.bd/trade/tofail-eyes-more-export-to-australia-1509804741
704000904	20171105	201711	2017	2017.8356											BUD	BUDDHIST MONK				BUD					1	040	040	04	1	1.0	10	1	10	4.1958041958042	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171105033000	http://www.tamilguardian.com/content/sri-lankan-president-and-pm-inaugurate-world-buddhist-supreme-conference
704000905	20171105	201711	2017	2017.8356											BUS	MERCHANT						BUS			1	042	042	04	1	1.9	5	1	5	0.34904013961605	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105033000	http://qctimes.nimbledeals.com/deal/davenport/glory-days-grill-or-fanfare-eatery-egift-8
704000906	20171105	201711	2017	2017.8356											BUS	PRODUCER						BUS			1	043	043	04	1	2.8	3	1	3	5.51558752997602	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171105033000	http://www.cbc.ca/news/canada/british-columbia/royal-collection-at-vancouver-art-gallery-features-works-from-renaissance-to-iphone-era-1.4373195
704000907	20171105	201711	2017	2017.8356											BUS	CORPORATION						BUS			1	0841	084	08	2	7.0	7	1	7	0.10351966873706	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20171105033000	http://savannahnow.com/opinion/editorial/2017-11-04/editorial-open-records-ruling-victory-transparency
704000908	20171105	201711	2017	2017.8356											CHE	SWISS	CHE								1	112	112	11	3	-2.0	3	1	3	-8.15217391304348	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171105033000	http://www.dnaindia.com/india/report-fortnight-after-attack-on-swiss-couple-german-national-beaten-up-in-up-accused-arrested-2557796
704000909	20171105	201711	2017	2017.8356											CHN	CHINA	CHN								1	043	043	04	1	2.8	3	1	3	0.25706940874036	0								1	China	CH	CH		35	105	CH	1	India	IN	IN		20	77	IN	20171105033000	https://thehimalayantimes.com/business/gold-price-tumbles-silver-witnesses-gain/
704000910	20171105	201711	2017	2017.8356											CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	0.25706940874036	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171105033000	https://thehimalayantimes.com/business/gold-price-tumbles-silver-witnesses-gain/
704000911	20171105	201711	2017	2017.8356											CIV	IVORY COAST	CIV								1	042	042	04	1	1.9	10	1	10	-9.90566037735851	0								4	Abidjan, Lagunes, Cote D'ivoire	IV	IV82	16863	5.34111	-4.02806	-2115275	4	Abidjan, Lagunes, Cote D'ivoire	IV	IV82	16863	5.34111	-4.02806	-2115275	20171105033000	https://www.investing.com/news/world-news/death-of-youth-leader-stirs-tensions-in-ivory-coast-cocoa-belt-763642
704000912	20171105	201711	2017	2017.8356											CIV	IVORY COAST	CIV								1	190	190	19	4	-10.0	6	1	6	-9.90566037735851	0								4	Abidjan, Lagunes, Cote D'ivoire	IV	IV82	16863	5.34111	-4.02806	-2115275	4	Guere, Region du Centre-Nord, Burkina Faso	UV	UV83	154478	12.7	-0.933333	-1718586	20171105033000	https://www.investing.com/news/world-news/death-of-youth-leader-stirs-tensions-in-ivory-coast-cocoa-belt-763642
704000913	20171105	201711	2017	2017.8356											CIV	COTE D'IVOIRE	CIV								1	190	190	19	4	-10.0	4	1	4	-9.90566037735851	0								4	Beoua, Cavaly, Cote D'ivoire	IV	IV84	16855	6.5399	-7.64601	-2117032	4	Guere, Region du Centre-Nord, Burkina Faso	UV	UV83	154478	12.7	-0.933333	-1718586	20171105033000	https://www.investing.com/news/world-news/death-of-youth-leader-stirs-tensions-in-ivory-coast-cocoa-belt-763642
