705625148	20171110	201711	2017	2017.8493											USA	NEW YORK	USA								0	043	043	04	1	2.8	1	1	1	0	0								4	Ermut, Bursa, Turkey	TU	TU16	27677	40.2667	29.0333	-735644	4	Ermut, Bursa, Turkey	TU	TU16	27677	40.2667	29.0333	-735644	20171110091500	Yeni Safak website in English/BBC Monitoring/(c) BBC
705625149	20171110	201711	2017	2017.8493	BEL	BRUSSELS	BEL								IGOWSTNAT	NORTH ATLANTIC TREATY ORGANIZATION	WST	NAT				IGO			1	046	046	04	1	7.0	10	1	10	2.34375	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171110091500	Bahrain News Agency in English/BBC Monitoring/(c) BBC
705625150	20171110	201711	2017	2017.8493	BEL	BELGIUM	BEL								USAGOVMIL	THE US	USA					GOV	MIL		1	051	051	05	1	3.4	2	1	2	2.34375	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171110091500	Bahrain News Agency in English/BBC Monitoring/(c) BBC
705625151	20171110	201711	2017	2017.8493	BEL	BELGIUM	BEL								USAGOVMIL	THE US	USA					GOV	MIL		1	051	051	05	1	3.4	2	1	2	2.34375	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Bahrain	BA	BA		26	50.5	BA	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171110091500	Bahrain News Agency in English/BBC Monitoring/(c) BBC
705625152	20171110	201711	2017	2017.8493	BHR	BAHRAIN	BHR								MIL	MILITARY						MIL			1	040	040	04	1	1.0	1	1	1	2.34375	1	Bahrain	BA	BA		26	50.5	BA	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171110091500	Bahrain News Agency in English/BBC Monitoring/(c) BBC
705625153	20171110	201711	2017	2017.8493	BHR	BAHRAIN	BHR								MIL	MILITARY						MIL			1	040	040	04	1	1.0	4	1	4	2.34375	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171110091500	Bahrain News Agency in English/BBC Monitoring/(c) BBC
705625154	20171110	201711	2017	2017.8493	COP	POLICE OFFICER						COP													1	010	010	01	1	0.0	8	1	8	-5.2863436123348	4	Chernihiv, Chernihivs'ka Oblast', Ukraine	UP	UP02	28554	51.5055	31.2849	-1037057	0								4	Izmayil, Odes'ka Oblast, Ukraine	UP	UP17	25024	45.3493	28.8408	-1040491	20171110091500	BBC Monitoring/BBC Monitoring/(c) BBC
705625155	20171110	201711	2017	2017.8493	COP	POLICE OFFICER						COP													1	010	010	01	1	0.0	1	1	1	-5.2863436123348	4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	0								4	Odessa, Odes'ka Oblast, Ukraine	UP	UP17	28558	46.4639	30.7386	-1049092	20171110091500	BBC Monitoring/BBC Monitoring/(c) BBC
705625156	20171110	201711	2017	2017.8493	COP	POLICE OFFICER						COP													1	010	010	01	1	0.0	2	1	2	-5.2863436123348	4	Zaytseve, Chernihivs'ka Oblast', Ukraine	UP	UP02	28561	51.592	32.9952	11422087	0								4	Zaytseve, Chernihivs'ka Oblast', Ukraine	UP	UP02	28561	51.592	32.9952	11422087	20171110091500	BBC Monitoring/BBC Monitoring/(c) BBC
705625157	20171110	201711	2017	2017.8493	EDU	SCHOLAR						EDU			IDN	INDONESIA	IDN								1	046	046	04	1	7.0	8	1	8	-0.37359900373599	4	Gorontalo, Gorontalo, Indonesia	ID	ID34	18585	0.5412	123.06	-2678583	4	Gorontalo, Gorontalo, Indonesia	ID	ID34	18585	0.5412	123.06	-2678583	4	Gorontalo, Gorontalo, Indonesia	ID	ID34	18585	0.5412	123.06	-2678583	20171110091500	Republika in Indonesian/BBC Monitoring/(c) BBC
