704833842	20161108	201611	2016	2016.8438	USACOP	NORTH CAROLINA	USA					COP													0	180	180	18	4	-9.0	6	1	6	-8.05832693783576	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171108013000	http://www.journalnow.com/news/state_region/prison-staff-shortages-dangers-have-climbed-we-need-help-officer/article_e118dd5d-6d2c-5abe-a77a-837fb636f3d5.html
704833843	20161108	201611	2016	2016.8438	USAJUD	UNITED STATES	USA					JUD			USA	UNITED STATES	USA								0	040	040	04	1	1.0	18	9	18	-4.83445423100017	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	3	Springfield, Illinois, United States	US	USIL	IL167	39.8017	-89.6437	426595	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171108013000	http://www.fresnobee.com/news/business/article183228651.html
704833844	20171009	201710	2017	2017.7644											FRA	FRANCE	FRA								0	1821	182	18	4	-9.0	1	1	1	-2.78592375366569	0								1	France	FR	FR		46	2	FR	1	Egypt	EG	EG		27	30	EG	20171108013000	http://www.breitbart.com/london/2017/11/07/oxford-rape-claims-ganging-muslim/
704833845	20171009	201710	2017	2017.7644											USA	HARTFORD	USA								1	030	030	03	1	4.0	10	1	10	-2.63157894736842	0								3	West Hartford, Connecticut, United States	US	USCT		41.762	-72.742	211952	3	West Hartford, Connecticut, United States	US	USCT		41.762	-72.742	211952	20171108013000	http://fox61.com/2017/11/07/connecticut-employers-seek-end-to-insurance-impasse/
704833846	20171009	201710	2017	2017.7644											USA	LAS VEGAS	USA								1	043	043	04	1	2.8	10	1	10	-4.84848484848485	0								3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108013000	http://www.billboard.com/biz/articles/8030028/the-killers-imagine-dragons-among-vegas-shooting-benefit-headliners
704833847	20171009	201710	2017	2017.7644	GOV	PRESIDENT						GOV			IRN	IRAN	IRN								1	011	011	01	1	-0.1	6	1	6	-1.12359550561798	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108013000	http://www.newser.com/article/01ddde2f6e764fcc856dd982bc498f29/top-eu-diplomat-us-should-stick-to-iran-nuclear-deal.html
704833848	20171009	201710	2017	2017.7644	GOV	ADMINISTRATION						GOV			IRN	IRANIAN	IRN								0	163	163	16	4	-8.0	6	1	6	-5.08819538670285	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108013000	http://www.informationclearinghouse.info/48150.htm
704833849	20171009	201710	2017	2017.7644	GOV	ADMINISTRATION						GOV			IRN	IRANIAN	IRN								0	163	163	16	4	-8.0	2	1	2	-5.08819538670285	1	Lebanon	LE	LE		33.833333	35.833333	LE	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Syria	SY	SY		35	38	SY	20171108013000	http://www.informationclearinghouse.info/48150.htm
704833850	20171009	201710	2017	2017.7644	RUS	RUSSIAN	RUS								PRK	NORTH KOREA	PRK								0	013	013	01	1	0.4	1	1	1	-3.96634615384616	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171108013000	https://www.bloomberg.com/news/articles/2017-11-08/n-korea-2-3-years-from-missile-that-could-hit-u-s-russia-says
704833851	20171009	201710	2017	2017.7644	USA	HARTFORD	USA																		1	030	030	03	1	4.0	10	1	10	-2.63157894736842	3	West Hartford, Connecticut, United States	US	USCT	CT003	41.762	-72.742	211952	0								3	West Hartford, Connecticut, United States	US	USCT		41.762	-72.742	211952	20171108013000	http://fox61.com/2017/11/07/connecticut-employers-seek-end-to-insurance-impasse/
704833852	20171009	201710	2017	2017.7644	USA	LAS VEGAS	USA																		1	042	042	04	1	1.9	10	1	10	-4.84848484848485	4	Mandalay, Mandalay, Myanmar	BM	BM08	41806	22	96.0833	-427446	0								3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20171108013000	http://www.billboard.com/biz/articles/8030028/the-killers-imagine-dragons-among-vegas-shooting-benefit-headliners
704833853	20171009	201710	2017	2017.7644	USA	HARTFORD	USA																		1	127	127	12	3	-5.0	10	1	10	-2.63157894736842	3	West Hartford, Connecticut, United States	US	USCT	CT003	41.762	-72.742	211952	0								3	West Hartford, Connecticut, United States	US	USCT		41.762	-72.742	211952	20171108013000	http://fox61.com/2017/11/07/connecticut-employers-seek-end-to-insurance-impasse/
704833854	20171009	201710	2017	2017.7644	USA	MARYLAND	USA																		1	193	193	19	4	-10.0	10	1	10	-2.68456375838926	3	Arundel, Maryland, United States	US	USMD	MD015	39.5659	-75.873	589067	0								3	Arundel, Maryland, United States	US	USMD	MD015	39.5659	-75.873	589067	20171108013000	http://baltimore.cbslocal.com/2017/11/07/tina-frost-update/
704833855	20171009	201710	2017	2017.7644	USA	UNITED STATES	USA								IRN	IRAN	IRN								1	011	011	01	1	-0.1	4	1	4	-1.12359550561798	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108013000	http://www.newser.com/article/01ddde2f6e764fcc856dd982bc498f29/top-eu-diplomat-us-should-stick-to-iran-nuclear-deal.html
704833856	20171009	201710	2017	2017.7644	USA	AUSTIN	USA								USACOP	AUSTIN	USA					COP			1	112	112	11	3	-2.0	60	6	60	-5.96330275229358	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108013000	http://turnto10.com/news/nation-world/mother-charged-for-abandoning-newborn-baby-in-ne-austin-dumpster
704833857	20171101	201711	2017	2017.8247											GOV	MINISTRY						GOV			1	036	036	03	1	4.0	10	1	10	3.1055900621118	0								4	Echo Park, New South Wales, Australia	AS	AS02	4959	-33.7318	150.318	11350300	4	Echo Park, New South Wales, Australia	AS	AS02	4959	-33.7318	150.318	11350300	20171108013000	https://la.eater.com/2017/11/7/16620438/ministry-of-coffee-westwood-coming-new
704833858	20171101	201711	2017	2017.8247											USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	-0.97560975609756	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171108013000	http://www.breitbart.com/big-government/2017/11/07/steve-bannon-accepts-house-gops-cease-fire-gop-civil-war/
704833859	20171101	201711	2017	2017.8247	CAN	CANADIAN	CAN								EDU	ACADEMICS						EDU			0	051	051	05	1	3.4	6	2	6	-0.28917490818512	4	Drummondville, Quebec, Canada	CA	CA10	12717	45.8833	-72.4833	-563797	4	Drummondville, Quebec, Canada	CA	CA10	12717	45.8833	-72.4833	-563797	4	Drummondville, Quebec, Canada	CA	CA10	12717	45.8833	-72.4833	-563797	20171108013000	https://www.guelphmercury.com/news-story/7868660-feds-change-course-on-sex-discrimination-bill/
704833860	20171101	201711	2017	2017.8247	CAN	CANADA	CAN								NGOHRI	HUMAN RIGHTS GROUP						NGO	HRI		0	053	053	05	1	3.8	2	2	2	-0.28917490818512	4	Drummondville, Quebec, Canada	CA	CA10	12717	45.8833	-72.4833	-563797	4	Drummondville, Quebec, Canada	CA	CA10	12717	45.8833	-72.4833	-563797	4	Drummondville, Quebec, Canada	CA	CA10	12717	45.8833	-72.4833	-563797	20171108013000	https://www.guelphmercury.com/news-story/7868660-feds-change-course-on-sex-discrimination-bill/
704833861	20171101	201711	2017	2017.8247	EDU	ACADEMICS						EDU			NGOHRI	HUMAN RIGHTS GROUP						NGO	HRI		0	053	053	05	1	3.8	6	2	6	-0.28917490818512	4	Drummondville, Quebec, Canada	CA	CA10	12717	45.8833	-72.4833	-563797	4	Drummondville, Quebec, Canada	CA	CA10	12717	45.8833	-72.4833	-563797	4	Drummondville, Quebec, Canada	CA	CA10	12717	45.8833	-72.4833	-563797	20171108013000	https://www.guelphmercury.com/news-story/7868660-feds-change-course-on-sex-discrimination-bill/
704833862	20171101	201711	2017	2017.8247	GOV	MINISTRY						GOV													1	036	036	03	1	4.0	10	1	10	3.1055900621118	4	Echo Park, New South Wales, Australia	AS	AS02	4959	-33.7318	150.318	11350300	0								4	Echo Park, New South Wales, Australia	AS	AS02	4959	-33.7318	150.318	11350300	20171108013000	https://la.eater.com/2017/11/7/16620438/ministry-of-coffee-westwood-coming-new
704833863	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			SAU	SAUDI	SAU								1	051	051	05	1	3.4	1	1	1	-2.18778486782133	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108013000	https://www.washingtonpost.com/world/national-security/unlike-president-trump-administration-officials-cautious-on-saudi-purge/2017/11/07/b717875e-c3f3-11e7-afe9-4f60b5a6c4a0_story.html
704833864	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			SAU	SAUDI	SAU								1	051	051	05	1	3.4	1	1	1	-2.18778486782133	1	Yemen	YM	YM		15.5	47.5	YM	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108013000	https://www.washingtonpost.com/world/national-security/unlike-president-trump-administration-officials-cautious-on-saudi-purge/2017/11/07/b717875e-c3f3-11e7-afe9-4f60b5a6c4a0_story.html
704833865	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			SAU	SAUDI	SAU								1	111	111	11	3	-2.0	2	1	2	-2.18778486782133	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108013000	https://www.washingtonpost.com/world/national-security/unlike-president-trump-administration-officials-cautious-on-saudi-purge/2017/11/07/b717875e-c3f3-11e7-afe9-4f60b5a6c4a0_story.html
704833866	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			SAU	SAUDI	SAU								1	194	194	19	4	-10.0	2	1	2	-2.18778486782133	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108013000	https://www.washingtonpost.com/world/national-security/unlike-president-trump-administration-officials-cautious-on-saudi-purge/2017/11/07/b717875e-c3f3-11e7-afe9-4f60b5a6c4a0_story.html
704833867	20171101	201711	2017	2017.8247	IRLOPP	IRELAND	IRL					OPP			BGR	BULGARIA	BGR								1	128	128	12	3	-5.0	2	1	2	-11	4	Connaught, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171108013000	http://www.rte.ie/centuryireland/index.php/articles/flogging-of-irish-pows-denied
704833868	20171101	201711	2017	2017.8247	IRN	TEHRAN	IRN								RUS	RUSSIA	RUS								0	043	043	04	1	2.8	2	1	2	-5.08819538670285	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Royal Society, Arkhangel'skaya Oblast', Russia	RS	RS06	25079	80.3365	53.8651	-2933419	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108013000	http://www.informationclearinghouse.info/48150.htm
704833869	20171101	201711	2017	2017.8247	JUD	ATTORNEY						JUD													1	042	042	04	1	1.9	2	1	2	-3.79746835443038	3	Hancock County, Maine, United States	US	USME	ME009	44.5334	-68.3995	581290	0								3	Hancock County, Maine, United States	US	USME		44.5334	-68.3995	581290	20171108013000	http://www.wabi.tv/content/news/MDI-High-School-Teen-Charged-with-Having-Gun-on-School-Grounds-455924183.html
704833870	20171101	201711	2017	2017.8247	JUD	ATTORNEY						JUD													1	173	173	17	4	-5.0	2	1	2	-3.79746835443038	3	Hancock County, Maine, United States	US	USME	ME009	44.5334	-68.3995	581290	0								3	Hancock County, Maine, United States	US	USME		44.5334	-68.3995	581290	20171108013000	http://www.wabi.tv/content/news/MDI-High-School-Teen-Charged-with-Having-Gun-on-School-Grounds-455924183.html
704833871	20171101	201711	2017	2017.8247	LBN	LEBANON	LBN								SAUGOV	SAUDI ARABIA	SAU					GOV			0	020	020	02	1	3.0	2	1	2	-2.48349575605155	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171108013000	http://www.informationclearinghouse.info/48153.htm
704833872	20171101	201711	2017	2017.8247	LBN	LEBANON	LBN								SAUGOV	SAUDI ARABIA	SAU					GOV			0	020	020	02	1	3.0	2	1	2	-2.48349575605155	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108013000	http://www.informationclearinghouse.info/48153.htm
704833873	20171101	201711	2017	2017.8247	LEG	SENATE						LEG			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-2.61437908496732	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171108013000	https://www.gwhatchet.com/2017/11/07/rand-paul-to-miss-gw-course-this-week-while-recovering-from-assault/
704833874	20171101	201711	2017	2017.8247	LEG	SENATE						LEG			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-2.61437908496732	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171108013000	https://www.gwhatchet.com/2017/11/07/rand-paul-to-miss-gw-course-this-week-while-recovering-from-assault/
704833875	20171101	201711	2017	2017.8247	OPP	ACTIVIST						OPP			USA	UNITED STATES	USA								0	114	114	11	3	-2.0	18	9	18	-4.83445423100017	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171108013000	http://www.fresnobee.com/news/business/article183228651.html
704833876	20171101	201711	2017	2017.8247	PRK	NORTH KOREA	PRK																		1	036	036	03	1	4.0	3	1	3	-4.34782608695652	1	North Korea	KN	KN		40	127	KN	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171108013000	https://www.marketwatch.com/story/trumps-surprise-visit-to-korean-dmz-canceled-due-to-poor-weather-2017-11-07
704833877	20171101	201711	2017	2017.8247	PRK	NORTH KOREA	PRK								USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	-4.34782608695652	1	North Korea	KN	KN		40	127	KN	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	North Korea	KN	KN		40	127	KN	20171108013000	https://www.marketwatch.com/story/trumps-surprise-visit-to-korean-dmz-canceled-due-to-poor-weather-2017-11-07
704833878	20171101	201711	2017	2017.8247	PRK	NORTH KOREA	PRK								USAGOV	THE WHITE HOUSE	USA					GOV			1	036	036	03	1	4.0	1	1	1	-4.34782608695652	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171108013000	https://www.marketwatch.com/story/trumps-surprise-visit-to-korean-dmz-canceled-due-to-poor-weather-2017-11-07
704833879	20171101	201711	2017	2017.8247	PRK	NORTH KOREA	PRK								USAGOV	THE WHITE HOUSE	USA					GOV			1	036	036	03	1	4.0	2	1	2	-4.34782608695652	1	North Korea	KN	KN		40	127	KN	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	North Korea	KN	KN		40	127	KN	20171108013000	https://www.marketwatch.com/story/trumps-surprise-visit-to-korean-dmz-canceled-due-to-poor-weather-2017-11-07
704833880	20171101	201711	2017	2017.8247	REL	BISHOP									USA	UNITED STATES	USA								1	012	012	01	1	-0.4	5	1	5	-0.17746228926353	2	Montana, United States	US	USMT		46.9048	-110.326	MT	3	Whitefish, Montana, United States	US	USMT	MT029	48.4111	-114.338	793219	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20171108013000	https://www.msn.com/en-us/news/politics/overnight-energy-gop-chairman-has-more-questions-on-whitefish-deal-dems-slam-epa-science-board-changes-industry-pushes-back-on-perry-grid-plan/ar-BBEHnlv
704833881	20171101	201711	2017	2017.8247	REL	BISHOP									USA	UTAH	USA								1	012	012	01	1	-0.4	3	1	3	-0.17746228926353	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20171108013000	https://www.msn.com/en-us/news/politics/overnight-energy-gop-chairman-has-more-questions-on-whitefish-deal-dems-slam-epa-science-board-changes-industry-pushes-back-on-perry-grid-plan/ar-BBEHnlv
704833882	20171101	201711	2017	2017.8247	RUS	RUSSIA	RUS								IRN	TEHRAN	IRN								0	042	042	04	1	1.9	2	1	2	-5.08819538670285	4	Royal Society, Arkhangel'skaya Oblast', Russia	RS	RS06	25079	80.3365	53.8651	-2933419	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108013000	http://www.informationclearinghouse.info/48150.htm
704833883	20171101	201711	2017	2017.8247	SAU	SAUDI	SAU								LBN	BEIRUT	LBN								0	020	020	02	1	3.0	6	1	6	-2.48349575605155	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171108013000	http://www.informationclearinghouse.info/48153.htm
704833884	20171101	201711	2017	2017.8247	UAF	TERRORIST						UAF			CHN	PEARL RIVER	CHN								1	182	182	18	4	-9.5	6	1	6	-1.85567010309278	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108013000	http://harrison.dailyvoice.com/news/hero-hudson-valley-man-chases-down-terrorist-in-nyc-truck-attack/726173/
704833885	20171101	201711	2017	2017.8247	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	1	1	1	-0.97560975609756	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171108013000	http://www.breitbart.com/big-government/2017/11/07/steve-bannon-accepts-house-gops-cease-fire-gop-civil-war/
