705124089	20161108	201611	2016	2016.8438											JUD	JUDGE						JUD			1	112	112	11	3	-2.0	10	1	10	-16.25	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171108220000	http://www.wflx.com/story/36797007/hearing-on-accused-killers-confession
705124090	20161108	201611	2016	2016.8438											MIL	WARSHIP						MIL			0	194	194	19	4	-10.0	2	1	2	-2.4294670846395	0								4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20171108220000	http://www.washingtoninstitute.org/policy-analysis/view/how-the-war-in-yemen-explains-the-future-of-saudi-arabia
705124091	20161108	201611	2016	2016.8438											SAUMIL	SAUDI	SAU					MIL			0	194	194	19	4	-10.0	2	1	2	-2.4294670846395	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108220000	http://www.washingtoninstitute.org/policy-analysis/view/how-the-war-in-yemen-explains-the-future-of-saudi-arabia
705124092	20161108	201611	2016	2016.8438											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	0.68965517241379	0								3	Hendersonville, Tennessee, United States	US	USTN	TN165	36.3048	-86.62	1287389	3	Pigeon Forge, Tennessee, United States	US	USTN		35.7884	-83.5543	1297439	20171108220000	http://www.blueridgenow.com/news/20171108/tennessee-city-unveils-tribute-to-wildfire-first-responders
705124093	20161108	201611	2016	2016.8438	CANJUD	ONTARIO	CAN					JUD													0	081	081	08	2	5.0	6	1	6	-6.77083333333334	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20171108220000	http://www.1310news.com/2017/11/08/criminal-harassment-finding-upheld-over-sexually-degrading-yahoo-forum/
705124094	20161108	201611	2016	2016.8438	CANJUD	ONTARIO	CAN					JUD			CRM	CRIMINAL						CRM			0	173	173	17	4	-5.0	6	1	6	-6.77083333333334	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20171108220000	http://www.1310news.com/2017/11/08/criminal-harassment-finding-upheld-over-sexually-degrading-yahoo-forum/
705124095	20161108	201611	2016	2016.8438	DJI	DJIBOUTI	DJI								MIL	WARSHIP						MIL			0	194	194	19	4	-10.0	6	1	6	-2.4294670846395	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20171108220000	http://www.washingtoninstitute.org/policy-analysis/view/how-the-war-in-yemen-explains-the-future-of-saudi-arabia
705124096	20161108	201611	2016	2016.8438	DJI	DJIBOUTI	DJI								MIL	WARSHIP						MIL			0	194	194	19	4	-10.0	2	1	2	-2.4294670846395	1	Iran	IR	IR		32	53	IR	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108220000	http://www.washingtoninstitute.org/policy-analysis/view/how-the-war-in-yemen-explains-the-future-of-saudi-arabia
705124097	20161108	201611	2016	2016.8438	DJI	DJIBOUTI	DJI								SAU	SAUDI	SAU								0	194	194	19	4	-10.0	1	1	1	-2.4294670846395	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108220000	http://www.washingtoninstitute.org/policy-analysis/view/how-the-war-in-yemen-explains-the-future-of-saudi-arabia
705124098	20161108	201611	2016	2016.8438	DJI	DJIBOUTI	DJI								SAU	SAUDI	SAU								0	194	194	19	4	-10.0	1	1	1	-2.4294670846395	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171108220000	http://www.washingtoninstitute.org/policy-analysis/view/how-the-war-in-yemen-explains-the-future-of-saudi-arabia
705124099	20161108	201611	2016	2016.8438	DJI	DJIBOUTI	DJI								SAUMIL	SAUDI ARABIA	SAU					MIL			0	194	194	19	4	-10.0	4	1	4	-2.4294670846395	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108220000	http://www.washingtoninstitute.org/policy-analysis/view/how-the-war-in-yemen-explains-the-future-of-saudi-arabia
705124100	20161108	201611	2016	2016.8438	GBR	WELSH	GBR																		0	071	071	07	2	7.4	3	1	3	3.26340326340326	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171108220000	http://www.chieftain.com/news/region/voters-approve-funds-for-two-new-canon-city-schools-improvements/article_26df7c26-803f-50ee-94b8-92249beadb74.html
705124101	20161108	201611	2016	2016.8438	GBR	WELSH	GBR								USA	UNITED STATES	USA								0	071	071	07	2	7.4	1	1	1	3.26340326340326	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171108220000	http://www.chieftain.com/news/region/voters-approve-funds-for-two-new-canon-city-schools-improvements/article_26df7c26-803f-50ee-94b8-92249beadb74.html
705124102	20161108	201611	2016	2016.8438	GOV	PRESIDENT						GOV			PHL	PHILIPPINE	PHL								1	100	100	10	3	-5.0	2	1	2	-4.6218487394958	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171108220000	http://thestandard.com.ph/opinion/columns/over-sight-by-danilo-suarez/251283/erc-must-power-up.html
705124103	20161108	201611	2016	2016.8438	MED	BLOG						MED			LAB	WORKER						LAB			0	120	120	12	3	-4.0	6	1	6	-1.58620689655173	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171108220000	http://www.slate.com/articles/news_and_politics/jurisprudence/2017/11/could_joe_ricketts_get_away_with_shuttering_gothamist_for_unionizing.html
705124104	20161108	201611	2016	2016.8438	PHLGOV	PHILIPPINE	PHL					GOV													1	100	100	10	3	-5.0	2	1	2	-4.6218487394958	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171108220000	http://thestandard.com.ph/opinion/columns/over-sight-by-danilo-suarez/251283/erc-must-power-up.html
705124105	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA																		0	071	071	07	2	7.4	1	1	1	3.26340326340326	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171108220000	http://www.chieftain.com/news/region/voters-approve-funds-for-two-new-canon-city-schools-improvements/article_26df7c26-803f-50ee-94b8-92249beadb74.html
705124106	20171009	201710	2017	2017.7644											CAN	CANADA	CAN								0	1123	112	11	3	-2.0	2	1	2	-3.59937402190923	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20171108220000	http://www.1310news.com/2017/11/08/decades-long-journey-at-an-end-for-parents-of-winnipeg-teen-killed-in-1984/
705124107	20171009	201710	2017	2017.7644	EDU	COLLEGE						EDU			TCD	CHAD	TCD								1	160	160	16	4	-4.0	10	1	10	-0.23148148148148	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20171108220000	http://theblacksheeponline.com/uc-berkeley/6-signs-sorority-date-party-set-will-disaste
705124108	20171009	201710	2017	2017.7644	GOV	PRESIDENT						GOV													0	036	036	03	1	4.0	2	1	2	-1.47329650092081	3	University Of Utah, Utah, United States	US	USUT	UT035	40.7649	-111.849	1446845	0								3	University Of Utah, Utah, United States	US	USUT		40.7649	-111.849	1446845	20171108220000	http://www.sltrib.com/news/2017/11/08/bluff-residents-overwhelmingly-support-becoming-utahs-newest-town/
705124109	20171009	201710	2017	2017.7644	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	036	036	03	1	4.0	4	1	4	-1.47329650092081	3	University Of Utah, Utah, United States	US	USUT	UT035	40.7649	-111.849	1446845	3	University Of Utah, Utah, United States	US	USUT		40.7649	-111.849	1446845	3	University Of Utah, Utah, United States	US	USUT		40.7649	-111.849	1446845	20171108220000	http://www.sltrib.com/news/2017/11/08/bluff-residents-overwhelmingly-support-becoming-utahs-newest-town/
705124110	20171009	201710	2017	2017.7644	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	-1.47329650092081	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171108220000	http://www.sltrib.com/news/2017/11/08/bluff-residents-overwhelmingly-support-becoming-utahs-newest-town/
705124111	20171009	201710	2017	2017.7644	IND	NEW DELHI	IND																		0	0841	084	08	2	7.0	3	1	3	-2.05882352941176	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	0								1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171108220000	http://punemirror.indiatimes.com/news/world/us-to-give-500k-to-promote-religious-freedom-in-indiasl/articleshow/61564896.cms
705124112	20171009	201710	2017	2017.7644	USAGOV	UNITED STATES	USA					GOV			USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	-1.47329650092081	3	University Of Utah, Utah, United States	US	USUT	UT035	40.7649	-111.849	1446845	3	University Of Utah, Utah, United States	US	USUT		40.7649	-111.849	1446845	3	University Of Utah, Utah, United States	US	USUT		40.7649	-111.849	1446845	20171108220000	http://www.sltrib.com/news/2017/11/08/bluff-residents-overwhelmingly-support-becoming-utahs-newest-town/
705124113	20171101	201711	2017	2017.8247											LEG	LEGISLATOR						LEG			1	020	020	02	1	3.0	2	1	2	2.42718446601942	0								3	Dale County, Alabama, United States	US	USAL		31.4502	-85.6499	161548	3	Dale County, Alabama, United States	US	USAL		31.4502	-85.6499	161548	20171108220000	http://www.dothaneagle.com/news/local/dale-county-weighing-tag-fee-for-ems/article_c9e7d358-c4ba-11e7-ac7c-27fdbf199fef.html
705124114	20171101	201711	2017	2017.8247	CVL	HUNTER						CVL			USA	UNITED STATES	USA								0	042	042	04	1	1.9	3	1	3	-3.07955517536356	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	3	Union County, Oregon, United States	US	USOR		45.3665	-118.001	1164165	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171108220000	http://www.biologicaldiversity.org/news/press_releases/2017/wolf-11-08-2017.php
