704209655	20171007	201710	2017	2017.7589	UGA	UGANDA	UGA								PTY	PRESIDENTIAL CANDIDATE									0	053	053	05	1	3.8	3	1	3	-2.55009107468124	4	Mityana, Mityana, Uganda	UG	UGD8	18585	0.4175	32.0228	-1732222	4	Rubanda, Kabale, Uganda	UG	UG34	18585	-1.21222	29.8628	-1734701	4	Mityana, Mityana, Uganda	UG	UGD8	18585	0.4175	32.0228	-1732222	20171106041500	http://www.monitor.co.ug/Magazines/PeoplePower/Age-limit-debate-freedoms-victim/689844-4173222-p3l4es/
704209656	20171007	201710	2017	2017.7589	USAGOV	UNITED STATES	USA					GOV													0	040	040	04	1	1.0	1	1	1	-3.49726775956284	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171106041500	http://www.news-journalonline.com/news/20171105/house-republicans-may-use-tax-bill-to-overhaul-obamacare
704209657	20171030	201710	2017	2017.8219											GOV	ATTORNEY GENERAL						GOV			0	036	036	03	1	4.0	4	1	4	-2.07932229495571	0								1	Syria	SY	SY		35	38	SY	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106041500	http://news2.onlinenigeria.com/news/general/674162-mainagate-latest-hands-off-shut-up-presidency-tells-obla-obono.html
704209658	20171030	201710	2017	2017.8219	COP	POLICE						COP													1	020	020	02	1	3.0	2	1	2	-2.06896551724138	3	Independence Police Department, Kansas, United States	US	USKS	KS125	37.2237	-95.7049	2503896	0								3	Independence Police Department, Kansas, United States	US	USKS		37.2237	-95.7049	2503896	20171106041500	http://www.tonyskansascity.com/2017/11/more-suspects-in-meth-town-old-man.html
704209659	20171030	201710	2017	2017.8219	COP	POLICE						COP													1	190	190	19	4	-10.0	2	1	2	-2.06896551724138	3	Independence Police Department, Kansas, United States	US	USKS	KS125	37.2237	-95.7049	2503896	0								3	Independence Police Department, Kansas, United States	US	USKS		37.2237	-95.7049	2503896	20171106041500	http://www.tonyskansascity.com/2017/11/more-suspects-in-meth-town-old-man.html
704209660	20171030	201710	2017	2017.8219	COP	POLICE						COP			USA	UNITED STATES	USA								1	020	020	02	1	3.0	4	1	4	-2.06896551724138	3	Independence Police Department, Kansas, United States	US	USKS	KS125	37.2237	-95.7049	2503896	3	Independence Police Department, Kansas, United States	US	USKS		37.2237	-95.7049	2503896	3	Independence Police Department, Kansas, United States	US	USKS		37.2237	-95.7049	2503896	20171106041500	http://www.tonyskansascity.com/2017/11/more-suspects-in-meth-town-old-man.html
704209661	20171030	201710	2017	2017.8219	COP	POLICE						COP			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	-2.06896551724138	3	Independence Police Department, Kansas, United States	US	USKS	KS125	37.2237	-95.7049	2503896	3	Independence Police Department, Kansas, United States	US	USKS		37.2237	-95.7049	2503896	3	Independence Police Department, Kansas, United States	US	USKS		37.2237	-95.7049	2503896	20171106041500	http://www.tonyskansascity.com/2017/11/more-suspects-in-meth-town-old-man.html
704209662	20171030	201710	2017	2017.8219	MED	MEDIA						MED			USA	TEXAS	USA								1	051	051	05	1	3.4	2	1	2	-1.11234705228031	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171106041500	http://www.ktbb.com/post/?p=667213
704209663	20171030	201710	2017	2017.8219	MED	MEDIA						MED			USA	TEXAS	USA								1	051	051	05	1	3.4	8	1	8	-1.11234705228031	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171106041500	http://www.ktbb.com/post/?p=667213
704209664	20171030	201710	2017	2017.8219	MED	MEDIA						MED			USA	TEXAS	USA								1	193	193	19	4	-10.0	6	1	6	-1.11234705228031	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171106041500	http://www.ktbb.com/post/?p=667213
704209665	20171030	201710	2017	2017.8219	MED	MEDIA						MED			USA	UNITED STATES	USA								1	193	193	19	4	-10.0	2	1	2	-1.11234705228031	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171106041500	http://www.ktbb.com/post/?p=667213
704209666	20171030	201710	2017	2017.8219	NZL	NEW ZEALAND	NZL								AUSBUS	AUSTRALIA	AUS					BUS			0	084	084	08	2	7.0	2	1	2	2.44897959183673	1	New Zealand	NZ	NZ		-42	174	NZ	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171106041500	https://www.fool.com.au/2017/11/06/westpac-banking-corp-shares-are-falling-on-a-profit-miss/
704209667	20171030	201710	2017	2017.8219	NZL	OTAGO	NZL								OPP	PRISONER						OPP			1	182	182	18	4	-9.5	10	1	10	-11.5987460815047	0								0								0								20171106041500	http://www.radionz.co.nz/news/national/343211/assaulted-prisoner-remains-in-hospital
704209668	20171030	201710	2017	2017.8219	SAU	SAUDI ARABIA	SAU																		0	125	125	12	3	-5.0	2	1	2	-0.390625	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171106041500	https://www.nbcnews.com/storyline/saudi-arabia-succession/white-house-sees-no-snub-arab-leaders-skipping-summit-n357156
704209669	20171030	201710	2017	2017.8219	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	4	1	4	-2.06896551724138	3	Independence Police Department, Kansas, United States	US	USKS	KS125	37.2237	-95.7049	2503896	0								3	Independence Police Department, Kansas, United States	US	USKS		37.2237	-95.7049	2503896	20171106041500	http://www.tonyskansascity.com/2017/11/more-suspects-in-meth-town-old-man.html
704209670	20171030	201710	2017	2017.8219	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	4	1	4	-2.06896551724138	3	Independence Police Department, Kansas, United States	US	USKS	KS125	37.2237	-95.7049	2503896	0								3	Independence Police Department, Kansas, United States	US	USKS		37.2237	-95.7049	2503896	20171106041500	http://www.tonyskansascity.com/2017/11/more-suspects-in-meth-town-old-man.html
704209671	20171105	201711	2017	2017.8356	COP	POLICE						COP			IND	LUCKNOW	IND								1	190	190	19	4	-10.0	1	1	1	-6.07287449392713	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20171106041500	http://www.mid-day.com/articles/german-alleges-he-was-roughed-up-at-railway-station-in-india/18712191
704209672	20171105	201711	2017	2017.8356	IND	LUCKNOW	IND								COP	POLICE						COP			1	190	190	19	4	-10.0	1	1	1	-6.07287449392713	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	5	Himachal Pradesh, Himachal Pradesh, India	IN	IN11	17673	31.9167	77.25	-2097441	20171106041500	http://www.mid-day.com/articles/german-alleges-he-was-roughed-up-at-railway-station-in-india/18712191
704209673	20171105	201711	2017	2017.8356	LAB	EMPLOYEE						LAB			COP	POLICE						COP			1	114	114	11	3	-2.0	4	1	4	-6.07287449392713	1	Germany	GM	GM		51.5	10.5	GM	4	Fatehpur Sikri, India (general), India	IN	IN00	17888	27.1	77.6667	-2095629	4	Fatehpur Sikri, India (general), India	IN	IN00	17888	27.1	77.6667	-2095629	20171106041500	http://www.mid-day.com/articles/german-alleges-he-was-roughed-up-at-railway-station-in-india/18712191
704209674	20171105	201711	2017	2017.8356	LAB	EMPLOYEE						LAB			COP	POLICE						COP			1	114	114	11	3	-2.0	3	1	3	-6.07287449392713	1	Germany	GM	GM		51.5	10.5	GM	4	Fatehpur Sikri, India (general), India	IN	IN00	17888	27.1	77.6667	-2095629	1	Germany	GM	GM		51.5	10.5	GM	20171106041500	http://www.mid-day.com/articles/german-alleges-he-was-roughed-up-at-railway-station-in-india/18712191
704209675	20171105	201711	2017	2017.8356	LEG	LAWMAKER						LEG			NGA	LAGOS	NGA								1	010	010	01	1	0.0	10	1	10	3.30882352941176	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20171106041500	http://news2.onlinenigeria.com/news/general/674160-pdp-convention-already-jeopardized-%E2%80%94lagos-lawmaker.html
704209676	20171105	201711	2017	2017.8356	NGA	LAGOS	NGA								LEG	LAWMAKER						LEG			1	186	186	18	4	-10.0	10	1	10	3.30882352941176	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20171106041500	http://news2.onlinenigeria.com/news/general/674160-pdp-convention-already-jeopardized-%E2%80%94lagos-lawmaker.html
704209677	20171106	201711	2017	2017.8384											AFR	AFRICA	AFR								1	192	192	19	4	-9.5	5	1	5	-3.38983050847457	0								1	Mali	ML	ML		17	-4	ML	1	Mali	ML	ML		17	-4	ML	20171106041500	https://www.thecipherbrief.com/african-joint-force-bring-fight-terror-militants
704209678	20171106	201711	2017	2017.8384											AGR	FARMER						AGR			1	040	040	04	1	1.0	10	1	10	-2.89855072463768	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171106041500	http://www.fbc.com.fj/fiji/56372/climate-change-affects-agricultural-production
704209679	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	1	0								4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	20171106041500	http://www.thecourier.com.au/story/5034344/we-do-not-gamble-with-road-safety-a-reminder-about-melbourne-cup-speed-limits/
704209680	20171106	201711	2017	2017.8384											AUS	VICTORIA	AUS								0	042	042	04	1	1.9	5	1	5	1.70031880977683	0								4	Kings Cross, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1581797	4	Kings Cross, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1581797	20171106041500	https://www.theguardian.com/commentisfree/2017/nov/06/can-we-find-the-will-in-our-collective-dna-to-say-yes-to-marriage-equality
704209681	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	8	1	8	4.0045766590389	0								4	Wickham Park, New South Wales, Australia	AS	AS02	5096	-32.9235	151.751	11359873	4	Wickham Park, New South Wales, Australia	AS	AS02	5096	-32.9235	151.751	11359873	20171106041500	http://themusic.com.au/music/livereviews/2017/11/06/this-that-wickham-park-emma-salisbury/
704209682	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								0	043	043	04	1	2.8	2	1	2	1.70031880977683	0								4	Kings Cross, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1581797	4	Kings Cross, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1581797	20171106041500	https://www.theguardian.com/commentisfree/2017/nov/06/can-we-find-the-will-in-our-collective-dna-to-say-yes-to-marriage-equality
704209683	20171106	201711	2017	2017.8384											BRA	BRAZIL	BRA								1	042	042	04	1	1.9	2	1	2	0.37037037037037	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171106041500	http://www.thebraziltimes.com/story/2458325.html
704209684	20171106	201711	2017	2017.8384											BRA	BRAZIL	BRA								1	042	042	04	1	1.9	8	1	8	0.37037037037037	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20171106041500	http://www.thebraziltimes.com/story/2458325.html
704209685	20171106	201711	2017	2017.8384											BRA	VITORIA	BRA								1	190	190	19	4	-10.0	10	1	10	6.71140939597318	0								0								0								20171106041500	http://www.goal.com/en-ie/news/respect-supporters-is-it-too-much-to-ask-marseille-fans/1b27207sodrdv1ump7vgnm9bwd
704209686	20171106	201711	2017	2017.8384											BUS	BUSINESS						BUS			0	020	020	02	1	3.0	10	1	10	2.2863568215892	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171106041500	https://templatic.com/tips-tricks/create-business-website-with-wordpress/
704209687	20171106	201711	2017	2017.8384											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	10	1	10	3.05343511450382	0								4	Scania, Sweden (general), Sweden	SW	SW00	26121	55.9833	13.5	-2519494	4	Scania, Sweden (general), Sweden	SW	SW00	26121	55.9833	13.5	-2519494	20171106041500	https://www.nyteknik.se/lediga-jobb-teknik/solution-architect-purchasing-it-scania-6880034
704209688	20171106	201711	2017	2017.8384											BUS	COMPANY						BUS			0	043	043	04	1	2.8	3	1	3	-2.43902439024391	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171106041500	http://koreabizwire.com/reshuffle-of-personnel-imminent-for-samsung-affiliates-sources/100158
704209689	20171106	201711	2017	2017.8384											BUS	SHOP OWNER						BUS			0	043	043	04	1	2.8	3	1	3	-7.82190132370638	0								4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171106041500	http://www.freepressjournal.in/world/saad-hariri-exit-raises-spectre-of-fresh-war/1165254
704209690	20171106	201711	2017	2017.8384											BUS	SHOP OWNER						BUS			0	043	043	04	1	2.8	1	1	1	-7.82190132370638	0								4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Saudi Arabia	SA	SA		25	45	SA	20171106041500	http://www.freepressjournal.in/world/saad-hariri-exit-raises-spectre-of-fresh-war/1165254
704209691	20171106	201711	2017	2017.8384											BUS	SHOP OWNER						BUS			0	043	043	04	1	2.8	1	1	1	-7.82190132370638	0								1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171106041500	http://www.freepressjournal.in/world/saad-hariri-exit-raises-spectre-of-fresh-war/1165254
704209692	20171106	201711	2017	2017.8384											BUS	MANUFACTURER						BUS			1	061	061	06	2	6.4	10	1	10	-0.9845288326301	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171106041500	http://freerepublic.com/focus/f-chat/3602041/posts
704209693	20171106	201711	2017	2017.8384											BUS	INVESTOR						BUS			1	071	071	07	2	7.4	5	1	5	2.98507462686567	0								4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	20171106041500	https://www.radyonatin.com/story.php?storyid=22459
704209694	20171106	201711	2017	2017.8384											BUSMED	BUSINESS						BUS	MED		0	0841	084	08	2	7.0	10	1	10	2.2863568215892	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171106041500	https://templatic.com/tips-tricks/create-business-website-with-wordpress/
704209695	20171106	201711	2017	2017.8384											CAN	CANADA	CAN								0	190	190	19	4	-10.0	2	1	2	-2.78067431352103	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171106041500	https://www.twnpnews.com/2017/11/live-coverage-tonights-impact-bound-glory-ppv/
704209696	20171106	201711	2017	2017.8384											CHE	SWITZERLAND	CHE								0	080	080	08	2	5.0	2	1	2	0	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171106041500	http://www.9news.com/features/art-meets-history-as-colorado-ballet-choreographer-creates-dance-for-holocaust-scholar/489392706
704209697	20171106	201711	2017	2017.8384											CHE	SWITZERLAND	CHE								0	080	080	08	2	5.0	6	1	6	0	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20171106041500	http://www.9news.com/features/art-meets-history-as-colorado-ballet-choreographer-creates-dance-for-holocaust-scholar/489392706
704209698	20171106	201711	2017	2017.8384											CHE	SWITZERLAND	CHE								0	080	080	08	2	5.0	2	1	2	0	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171106041500	http://www.9news.com/features/art-meets-history-as-colorado-ballet-choreographer-creates-dance-for-holocaust-scholar/489392706
704209699	20171106	201711	2017	2017.8384											COP	POLICE						COP			0	040	040	04	1	1.0	10	1	10	-2.55009107468124	0								4	Rukungiri, Rukungiri, Uganda	UG	UG93	18585	-0.841111	29.9419	-1734791	4	Rukungiri, Rukungiri, Uganda	UG	UG93	18585	-0.841111	29.9419	-1734791	20171106041500	http://www.monitor.co.ug/Magazines/PeoplePower/Age-limit-debate-freedoms-victim/689844-4173222-p3l4es/
704209700	20171106	201711	2017	2017.8384											COP	POLICE						COP			0	043	043	04	1	2.8	10	1	10	-2.55009107468124	0								4	Rukungiri, Rukungiri, Uganda	UG	UG93	18585	-0.841111	29.9419	-1734791	4	Rukungiri, Rukungiri, Uganda	UG	UG93	18585	-0.841111	29.9419	-1734791	20171106041500	http://www.monitor.co.ug/Magazines/PeoplePower/Age-limit-debate-freedoms-victim/689844-4173222-p3l4es/
704209701	20171106	201711	2017	2017.8384											COP	PRISON						COP			0	043	043	04	1	2.8	10	1	10	-1.05401844532279	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171106041500	http://ew.com/recap/outlander-season-3-episode-8/
704209702	20171106	201711	2017	2017.8384											COP	POLICE						COP			0	0841	084	08	2	7.0	8	1	8	-8.12182741116751	0								4	Rajendra Nagar, Madhya Pradesh, India	IN	IN35	17922	25.0213	78.7736	10448857	4	Rajendra Nagar, Madhya Pradesh, India	IN	IN35	17922	25.0213	78.7736	10448857	20171106041500	http://www.freepressjournal.in/latest-news/indore-gambling-den-in-bar-near-police-station-busted-70-arrested-with-rs-4-45-lakh/1165403
704209703	20171106	201711	2017	2017.8384											COP	POLICE						COP			1	173	173	17	4	-5.0	2	1	2	-5.72916666666667	0								4	Iligan City, Iligan, Philippines	RP	RPC8	24272	8.23083	124.236	-2428376	4	Iligan City, Iligan, Philippines	RP	RPC8	24272	8.23083	124.236	-2428376	20171106041500	https://www.radyonatin.com/story.php?storyid=22442
704209704	20171106	201711	2017	2017.8384											CVL	ENGINEER						CVL			0	036	036	03	1	4.0	4	1	4	2.29357798165138	0								4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	1	Japan	JA	JA		36	138	JA	20171106041500	http://www.thejakartapost.com/news/2017/11/06/indonesia-to-host-small-engine-technology-conference.html
