703510077	20161103	201611	2016	2016.8301	CHN	CHINA	CHN								GOVBUS	CENTRAL BANK						GOV	BUS		1	036	036	03	1	4.0	4	1	4	1.07758620689655	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171103051500	https://business.inquirer.net/239841/ph-officials-seek-jack-mas-help
703510078	20161103	201611	2016	2016.8301	CHN	CHINA	CHN								GOVBUS	CENTRAL BANK						GOV	BUS		1	040	040	04	1	1.0	6	1	6	1.07758620689655	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171103051500	https://business.inquirer.net/239841/ph-officials-seek-jack-mas-help
703510079	20161103	201611	2016	2016.8301	FJI	SUVA	FJI								CVL	VOTER						CVL			1	040	040	04	1	1.0	3	1	3	0	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	20171103051500	http://www.fijitimes.com/story.aspx?id=422516
703510080	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV													1	031	031	03	1	5.2	10	1	10	-3.53982300884956	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171103051500	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11940328
703510081	20161103	201611	2016	2016.8301	GOVBUS	CENTRAL BANK						GOV	BUS		CHN	CHINA	CHN								1	036	036	03	1	4.0	4	1	4	1.07758620689655	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171103051500	https://business.inquirer.net/239841/ph-officials-seek-jack-mas-help
703510082	20161103	201611	2016	2016.8301	GOVBUS	CENTRAL BANK						GOV	BUS		CHN	CHINA	CHN								1	040	040	04	1	1.0	6	1	6	1.07758620689655	4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	20171103051500	https://business.inquirer.net/239841/ph-officials-seek-jack-mas-help
703510083	20161103	201611	2016	2016.8301	IDN	INDONESIAN	IDN								PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	2	1	2	-6.98924731182796	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171103051500	https://www.todayonline.com/world/philippines-arrests-indonesian-pro-islamist-militant-marawi
703510084	20161103	201611	2016	2016.8301	IDN	INDONESIAN	IDN								PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	2	1	2	-6.98924731182796	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	20171103051500	https://www.todayonline.com/world/philippines-arrests-indonesian-pro-islamist-militant-marawi
703510085	20161103	201611	2016	2016.8301	IDNUAF	INDONESIAN	IDN					UAF			IMGSEAMOSASF	ISNILON	SEA			MOS		IMG			0	190	190	19	4	-10.0	1	1	1	-6.98924731182796	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171103051500	https://www.todayonline.com/world/philippines-arrests-indonesian-pro-islamist-militant-marawi
703510086	20161103	201611	2016	2016.8301	IDNUAF	INDONESIA	IDN					UAF			PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	2	1	2	-6.98924731182796	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	5	North Sumatra, Sumatera Utara, Indonesia	ID	ID26	18585	2	99	-2698118	20171103051500	https://www.todayonline.com/world/philippines-arrests-indonesian-pro-islamist-militant-marawi
