703380263	20161102	201611	2016	2016.8274											GBR	WALES	GBR								1	057	057	05	1	8.0	10	1	10	5.30973451327434	0								0								0								20171102191500	http://www.thebusinessdesk.com/westmidlands/news/2011535-payments-firm-secures-major-deal-care-provider
703380264	20161102	201611	2016	2016.8274	BGRGOVMIL	BULGARIA	BGR					GOV	MIL		BGR	BULGARIA	BGR								1	051	051	05	1	3.4	10	1	10	3.8135593220339	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171102191500	https://europeanwesternbalkans.com/2017/11/02/governments-macedonia-bulgaria-hold-joint-session-strumica/
703380265	20161102	201611	2016	2016.8274	BGRGOVMIL	BULGARIA	BGR					GOV	MIL		GOV	PRIME MINISTER						GOV			1	046	046	04	1	7.0	8	1	8	3.8135593220339	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171102191500	https://europeanwesternbalkans.com/2017/11/02/governments-macedonia-bulgaria-hold-joint-session-strumica/
703380266	20161102	201611	2016	2016.8274	BGRGOVMIL	BULGARIA	BGR					GOV	MIL		MKD	MACEDONIA	MKD								1	051	051	05	1	3.4	4	1	4	3.8135593220339	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171102191500	https://europeanwesternbalkans.com/2017/11/02/governments-macedonia-bulgaria-hold-joint-session-strumica/
703380267	20161102	201611	2016	2016.8274	BGRGOVMIL	BULGARIA	BGR					GOV	MIL		MKD	MACEDONIA	MKD								1	051	051	05	1	3.4	6	1	6	3.8135593220339	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171102191500	https://europeanwesternbalkans.com/2017/11/02/governments-macedonia-bulgaria-hold-joint-session-strumica/
703380268	20161102	201611	2016	2016.8274	BGRGOVMIL	BULGARIA	BGR					GOV	MIL		MKDGOV	MACEDONIA	MKD					GOV			1	046	046	04	1	7.0	2	1	2	3.8135593220339	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Strumica, Opstina Strumica, Macedonia	MK	MKE7	27311	41.4375	22.6433	-97362	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171102191500	https://europeanwesternbalkans.com/2017/11/02/governments-macedonia-bulgaria-hold-joint-session-strumica/
703380269	20161102	201611	2016	2016.8274	BUS	COMPANY						BUS													0	020	020	02	1	3.0	1	1	1	1.82232346241457	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20171102191500	http://www.expressnews.com/business/local/article/Southwest-Airlines-adds-three-nonstop-routes-from-12326675.php
703380270	20161102	201611	2016	2016.8274	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	020	020	02	1	3.0	3	1	3	1.82232346241457	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20171102191500	http://www.expressnews.com/business/local/article/Southwest-Airlines-adds-three-nonstop-routes-from-12326675.php
703380271	20161102	201611	2016	2016.8274	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	020	020	02	1	3.0	1	1	1	1.82232346241457	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20171102191500	http://www.expressnews.com/business/local/article/Southwest-Airlines-adds-three-nonstop-routes-from-12326675.php
703380272	20161102	201611	2016	2016.8274	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	1.82232346241457	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	San Francisco International Airport, California, United States	US	USCA		37.6166	-122.386	1653945	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	20171102191500	http://www.expressnews.com/business/local/article/Southwest-Airlines-adds-three-nonstop-routes-from-12326675.php
703380273	20161102	201611	2016	2016.8274	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	1.82232346241457	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	3	Oakland, California, United States	US	USCA	CA001	37.8044	-122.271	277566	20171102191500	http://www.expressnews.com/business/local/article/Southwest-Airlines-adds-three-nonstop-routes-from-12326675.php
703380274	20161102	201611	2016	2016.8274	GBR	WALES	GBR																		1	057	057	05	1	8.0	10	1	10	5.30973451327434	0								0								0								20171102191500	http://www.thebusinessdesk.com/westmidlands/news/2011535-payments-firm-secures-major-deal-care-provider
703380275	20161102	201611	2016	2016.8274	IRN	IRAN	IRN																		1	061	061	06	2	6.4	10	1	10	-0.51150895140665	1	Kenya	KE	KE		1	38	KE	0								1	Kenya	KE	KE		1	38	KE	20171102191500	http://www.businessdailyafrica.com/markets/news/Trade-spat-slashes-Iran-tea-volumes/3815534-4167040-3ws11lz/
703380276	20161102	201611	2016	2016.8274	KEN	KENYAN	KEN								HLH	HOSPITAL						HLH			1	040	040	04	1	1.0	10	1	10	-2.27848101265823	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20171102191500	http://www.businessdailyafrica.com/analysis/New-NHIF-outpatient-directive-discriminative/539548-4167224-14q1shyz/
703380277	20161102	201611	2016	2016.8274	KHM	CAMBODIA	KHM								OPP	ACTIVIST						OPP			1	017	017	01	1	0.0	4	2	4	-4.16122926947309	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171102191500	http://www.reuters.com/article/us-trump-effect-asia-rights/with-america-first-trump-mutes-u-s-voice-on-human-rights-in-asia-idUSKBN1D22LJ
703380278	20161102	201611	2016	2016.8274	KHM	CAMBODIA	KHM								USA	WASHINGTON	USA								1	042	042	04	1	1.9	1	1	1	-3.98406374501992	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171102191500	http://www.reuters.com/article/us-trump-effect-asia-rights/with-america-first-trump-mutes-u-s-voice-on-human-rights-in-asia-idUSKBN1D22LJ
703380279	20161102	201611	2016	2016.8274	KHM	CAMBODIA	KHM								USA	WASHINGTON	USA								1	042	042	04	1	1.9	3	2	3	-4.22028444429081	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102191500	http://www.dailymail.co.uk/wires/reuters/article-5044247/With-America-First-Trump-mutes-U-S-voice-human-rights-Asia.html
703380280	20161102	201611	2016	2016.8274	KHM	PHNOM PENH	KHM								USA	WASHINGTON	USA								1	043	043	04	1	2.8	13	2	13	-4.14760115220746	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102191500	http://www.reuters.com/article/us-trump-effect-asia-rights/with-america-first-trump-mutes-u-s-voice-on-human-rights-in-asia-idUSKBN1D22LJ
703380281	20161102	201611	2016	2016.8274	KHM	PHNOM PENH	KHM								USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	-3.98406374501992	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102191500	http://www.reuters.com/article/us-trump-effect-asia-rights/with-america-first-trump-mutes-u-s-voice-on-human-rights-in-asia-idUSKBN1D22LJ
703380282	20161102	201611	2016	2016.8274	KHM	PHNOM PENH	KHM								USAMED	REUTERS	USA					MED			1	043	043	04	1	2.8	2	1	2	-4.33839479392625	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171102191500	http://www.dailymail.co.uk/wires/reuters/article-5044247/With-America-First-Trump-mutes-U-S-voice-human-rights-Asia.html
