704047208	20171029	201710	2017	2017.8192	GOV	MAYOR						GOV			RUS	RUSSIA	RUS								1	010	010	01	1	0.0	2	1	2	1.01180438448567	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20171105094500	http://www.progress-index.com/news/20171105/new-emergency-vehicles-arrive-in-petersburg
704047209	20171029	201710	2017	2017.8192	RUSGOV	RUSSIA	RUS					GOV													1	010	010	01	1	0.0	2	1	2	1.01180438448567	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	0								4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20171105094500	http://www.progress-index.com/news/20171105/new-emergency-vehicles-arrive-in-petersburg
704047210	20171029	201710	2017	2017.8192	TTO	TRINIDAD	TTO								BUS	CORPORATION						BUS			1	040	040	04	1	1.0	10	1	10	-4.34056761268782	4	Diego Martin, Saint George, Trinidad And Tobago	TD	TD08	27411	10.7208	-61.5662	-1359866	4	Diego Martin, Saint George, Trinidad And Tobago	TD	TD08	27411	10.7208	-61.5662	-1359866	4	Diego Martin, Saint George, Trinidad And Tobago	TD	TD08	27411	10.7208	-61.5662	-1359866	20171105094500	http://www.guardian.co.tt/news/2017-11-05/south-residents-waiting-30m-flood-fund
704047211	20171029	201710	2017	2017.8192	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	1	1	1	0.47348484848485	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105094500	https://www.abqjournal.com/1088165/influential-conservative-is-sandia-unm-grad-robert-mercer-trump-fundraiser-breitbart-investor-has-nm-roots.html
704047212	20171029	201710	2017	2017.8192	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	2	1	2	0.47348484848485	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								3	Sandia High School, New Mexico, United States	US	USNM		35.1181	-106.558	910745	20171105094500	https://www.abqjournal.com/1088165/influential-conservative-is-sandia-unm-grad-robert-mercer-trump-fundraiser-breitbart-investor-has-nm-roots.html
704047213	20171029	201710	2017	2017.8192	USA	UNITED STATES	USA								BUS	COMPANY						BUS			1	010	010	01	1	0.0	2	1	2	0.47348484848485	3	Sandia High School, New Mexico, United States	US	USNM	NM001	35.1181	-106.558	910745	3	Sandia High School, New Mexico, United States	US	USNM		35.1181	-106.558	910745	3	Sandia High School, New Mexico, United States	US	USNM		35.1181	-106.558	910745	20171105094500	https://www.abqjournal.com/1088165/influential-conservative-is-sandia-unm-grad-robert-mercer-trump-fundraiser-breitbart-investor-has-nm-roots.html
704047214	20171029	201710	2017	2017.8192	USA	UNITED STATES	USA								MED	MEDIA						MED			1	112	112	11	3	-2.0	4	1	4	0.47348484848485	3	Sandia High School, New Mexico, United States	US	USNM	NM001	35.1181	-106.558	910745	3	Sandia High School, New Mexico, United States	US	USNM		35.1181	-106.558	910745	3	Sandia High School, New Mexico, United States	US	USNM		35.1181	-106.558	910745	20171105094500	https://www.abqjournal.com/1088165/influential-conservative-is-sandia-unm-grad-robert-mercer-trump-fundraiser-breitbart-investor-has-nm-roots.html
704047215	20171104	201711	2017	2017.8329	AFG	AFGHANISTAN	AFG								LEG	PARLIAMENT						LEG			0	040	040	04	1	1.0	2	1	2	-4.48124695567462	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171105094500	Afghan press selection list in Dari and Pashto/BBC Monitoring/(c) BBC
704047216	20171104	201711	2017	2017.8329	AFGLEG	AFGHANISTAN	AFG					LEG			LEG	PARLIAMENT						LEG			0	040	040	04	1	1.0	2	1	2	-4.48124695567462	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171105094500	Afghan press selection list in Dari and Pashto/BBC Monitoring/(c) BBC
704047217	20171104	201711	2017	2017.8329	GOV	KING						GOV			SAU	SAUDI ARABIA	SAU								1	040	040	04	1	1.0	1	1	1	0.33444816053512	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105094500	https://theconservativetreehouse.com/2017/11/05/president-trump-phone-call-with-saudi-arabia-king-salman/
704047218	20171104	201711	2017	2017.8329	IND	MUMBAI	IND								UAF	TERRORIST						UAF			1	173	173	17	4	-5.0	1	1	1	-10.4693140794224	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105094500	http://zeenews.india.com/india/suspected-islamic-state-terrorist-abu-zaid-arrested-in-mumbai-2054471.html
704047219	20171104	201711	2017	2017.8329	LBN	BEIRUT	LBN								GOV	PRIME MINISTER						GOV			1	0831	083	08	2	5.0	12	1	12	-3.24203070287813	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105094500	https://www.stabroeknews.com/2017/news/world/11/05/lebanon-pm-hariri-resigns-assails-iran-and-hezbollah/
704047220	20171104	201711	2017	2017.8329	LBN	BEIRUT	LBN								LBNGOV	LEBANON	LBN					GOV			1	0831	083	08	2	5.0	3	1	3	-3.24203070287813	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105094500	https://www.stabroeknews.com/2017/news/world/11/05/lebanon-pm-hariri-resigns-assails-iran-and-hezbollah/
704047221	20171104	201711	2017	2017.8329	LEG	PARLIAMENT						LEG			AFG	AFGHANISTAN	AFG								0	040	040	04	1	1.0	2	1	2	-4.48124695567462	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171105094500	Afghan press selection list in Dari and Pashto/BBC Monitoring/(c) BBC
704047222	20171104	201711	2017	2017.8329	LEG	PARLIAMENT						LEG			AFGLEG	AFGHANISTAN	AFG					LEG			0	040	040	04	1	1.0	2	1	2	-4.48124695567462	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171105094500	Afghan press selection list in Dari and Pashto/BBC Monitoring/(c) BBC
704047223	20171104	201711	2017	2017.8329	SAU	SAUDI ARABIA	SAU								GOV	KING						GOV			1	040	040	04	1	1.0	1	1	1	0.33444816053512	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171105094500	https://theconservativetreehouse.com/2017/11/05/president-trump-phone-call-with-saudi-arabia-king-salman/
704047224	20171104	201711	2017	2017.8329	ZWE	BULAWAYO	ZWE								GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	10	1	10	2.29645093945721	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171105094500	http://www.thezimbabwedaily.com/news/162815-president-lights-up-city-of-kings.html
704047225	20171104	201711	2017	2017.8329	ZWE	BULAWAYO	ZWE								GOV	KING						GOV			1	192	192	19	4	-9.5	10	1	10	2.29645093945721	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105094500	http://www.thezimbabwedaily.com/news/162815-president-lights-up-city-of-kings.html
704047226	20171105	201711	2017	2017.8356											AFR	AFRICA	AFR								1	026	026	02	1	4.0	2	1	2	-2.05761316872428	0								4	Emfuleni, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.4901	31.8616	-1259709	4	Emfuleni, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.4901	31.8616	-1259709	20171105094500	https://www.iol.co.za/news/politics/sex-pest-mayor-survives-chop-11862797
704047227	20171105	201711	2017	2017.8356											AFR	AFRICA	AFR								1	040	040	04	1	1.0	4	1	4	-4.07725321888412	0								4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20171105094500	https://www.iol.co.za/news/politics/anc-kzn-branches-lodge-complaints-over-flawed-bgm-processes-11862993
704047228	20171105	201711	2017	2017.8356											AFR	AFRICA	AFR								1	040	040	04	1	1.0	2	1	2	-2.05761316872428	0								4	Emfuleni, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.4901	31.8616	-1259709	4	Emfuleni, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.4901	31.8616	-1259709	20171105094500	https://www.iol.co.za/news/politics/sex-pest-mayor-survives-chop-11862797
704047229	20171105	201711	2017	2017.8356											AFR	AFRICA	AFR								1	043	043	04	1	2.8	2	1	2	-5.73476702508961	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171105094500	https://www.iol.co.za/sunday-tribune/news/trainee-marine-pilot-drowns-at-sea-11863549
704047230	20171105	201711	2017	2017.8356											AGR	FARMER						AGR			1	033	033	03	1	5.2	5	1	5	2.28690228690229	0								4	Kakinada, Andhra Pradesh, India	IN	IN02	17551	16.9333	82.2167	-2098992	4	Kakinada, Andhra Pradesh, India	IN	IN02	17551	16.9333	82.2167	-2098992	20171105094500	http://www.business-standard.com/article/news-ani/44-economic-corridors-24-multi-modal-logistics-parks-planned-under-bharatmala-project-gadkari-117110500307_1.html
704047231	20171105	201711	2017	2017.8356											BRB	BRIDGETOWN	BRB								0	173	173	17	4	-5.0	3	1	3	-7.63226366001735	0								4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	4	Bethlehem, West Bank (general), West Bank	WE	WE00	18315	31.7049	35.2038	-793854	20171105094500	http://www.montgomerynews.com/perkasienewsherald/news/pennridge-area-police-briefs-week-of-nov/article_5cb2b728-bffe-11e7-83a4-7baa50d4377c.html
704047232	20171105	201711	2017	2017.8356											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	10	1	10	1.9672131147541	0								4	Stabroek, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8094	-58.1615	-922968	4	Stabroek, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8094	-58.1615	-922968	20171105094500	https://www.stabroeknews.com/2017/sunday/business-page/11/05/tourism-and-its-economic-value/
704047233	20171105	201711	2017	2017.8356											CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	2.7027027027027	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105094500	https://economictimes.indiatimes.com/markets/commodities/news/wedding-bells-set-to-ring-in-fresh-gold-demand-in-india/articleshow/61516814.cms
704047234	20171105	201711	2017	2017.8356											CHR	CHRISTIAN				CHR					1	012	012	01	1	-0.4	3	1	3	5.02793296089386	0								5	Ekiti State, Ekiti, Nigeria	NI	NI54	22967	7.66667	5.25	9098618	5	Ekiti State, Ekiti, Nigeria	NI	NI54	22967	7.66667	5.25	9098618	20171105094500	http://dailypost.ng/2017/11/05/fayose-reacts-to-cans-denial-of-endorsing-his-presidential-ambition/
704047235	20171105	201711	2017	2017.8356											CHR	CHRISTIAN				CHR					1	110	110	11	3	-2.0	3	1	3	5.02793296089386	0								5	Ekiti State, Ekiti, Nigeria	NI	NI54	22967	7.66667	5.25	9098618	5	Ekiti State, Ekiti, Nigeria	NI	NI54	22967	7.66667	5.25	9098618	20171105094500	http://dailypost.ng/2017/11/05/fayose-reacts-to-cans-denial-of-endorsing-his-presidential-ambition/
704047236	20171105	201711	2017	2017.8356											CHRCTH	CATHOLIC				CHR	CTH				1	020	020	02	1	3.0	3	1	3	5.52147239263803	0								4	Chilima, Malawi (general), Malawi	MI	MI00	65269	-13.8008	34.118	-1479661	4	Chilima, Malawi (general), Malawi	MI	MI00	65269	-13.8008	34.118	-1479661	20171105094500	http://www.manaonline.gov.mw/index.php/component/k2/item/6590-chilima-leads-ntcheu-in-honoring-departed-parents-relatives
704047237	20171105	201711	2017	2017.8356											CHRCTH	CATHOLIC				CHR	CTH				1	042	042	04	1	1.9	3	1	3	5.52147239263803	0								4	Chilima, Malawi (general), Malawi	MI	MI00	65269	-13.8008	34.118	-1479661	4	Chilima, Malawi (general), Malawi	MI	MI00	65269	-13.8008	34.118	-1479661	20171105094500	http://www.manaonline.gov.mw/index.php/component/k2/item/6590-chilima-leads-ntcheu-in-honoring-departed-parents-relatives
704047238	20171105	201711	2017	2017.8356											CHRCTH	CATHOLIC				CHR	CTH				0	046	046	04	1	7.0	10	1	10	5.53846153846153	0								0								0								20171105094500	https://www.nyasatimes.com/chilima-leads-ntcheu-honoring-departed-parents-relatives/
704047239	20171105	201711	2017	2017.8356											CHRCTH	CATHOLIC				CHR	CTH				1	046	046	04	1	7.0	10	1	10	5.52147239263803	0								4	Chilima, Malawi (general), Malawi	MI	MI00	65269	-13.8008	34.118	-1479661	4	Chilima, Malawi (general), Malawi	MI	MI00	65269	-13.8008	34.118	-1479661	20171105094500	http://www.manaonline.gov.mw/index.php/component/k2/item/6590-chilima-leads-ntcheu-in-honoring-departed-parents-relatives
704047240	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	020	020	02	1	3.0	1	1	1	-6.10687022900764	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105094500	http://www.maldonandburnhamstandard.co.uk/news/north_essex_news/15639993.Can_you_help_track_down_these_wanted_criminals_who_have_Essex_links_/
704047241	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	0841	084	08	2	7.0	10	1	10	-1.18343195266272	0								1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20171105094500	http://ptinews.com/news/9209894_Heroin-worth-Rs-1-5-crore-seized-in-Bihar.html
704047242	20171105	201711	2017	2017.8356											COP	POLICE						COP			1	090	090	09	2	-2.0	10	1	10	-1.18343195266272	0								1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20171105094500	http://ptinews.com/news/9209894_Heroin-worth-Rs-1-5-crore-seized-in-Bihar.html
704047243	20171105	201711	2017	2017.8356											COP	SECURITY OFFICER						COP			1	190	190	19	4	-10.0	10	1	10	-8.01781737193759	0								4	Abyan, Abyan, Yemen	YM	YM01	32703	13.1658	45.3797	-3182059	4	Abyan, Abyan, Yemen	YM	YM01	32703	13.1658	45.3797	-3182059	20171105094500	http://dunyanews.tv/en/World/412992-Qaeda-suspects-hit-Yemen-security-in-twin-suicide-attacks
704047244	20171105	201711	2017	2017.8356											COP	SECURITY OFFICER						COP			1	190	190	19	4	-10.0	1	1	1	-8.91566265060238	0								4	Abyan, Abyan, Yemen	YM	YM01	32703	13.1658	45.3797	-3182059	1	United States	US	US		39.828175	-98.5795	US	20171105094500	http://gulfnews.com/news/gulf/yemen/militants-storm-aden-security-headquarters-after-twin-blasts-kill-6-1.2118802
704047245	20171105	201711	2017	2017.8356											COP	SECURITY OFFICER						COP			1	190	190	19	4	-10.0	3	1	3	-8.01781737193759	0								4	Khor Maksar, Adan, Yemen	YM	YM02	145027	12.8123	45.0334	-3188767	4	Khor Maksar, Adan, Yemen	YM	YM02	145027	12.8123	45.0334	-3188767	20171105094500	http://dunyanews.tv/en/World/412992-Qaeda-suspects-hit-Yemen-security-in-twin-suicide-attacks
704047246	20171105	201711	2017	2017.8356											COP	POLICEWOMEN						COP			0	190	190	19	4	-10.0	10	2	10	-8.46674001126998	0								4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20171105094500	http://gulfnews.com/news/gulf/yemen/militants-storm-aden-security-headquarters-after-twin-blasts-kill-6-1.2118802
704047247	20171105	201711	2017	2017.8356											COP	SECURITY OFFICER						COP			1	190	190	19	4	-10.0	2	1	2	-8.91566265060238	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105094500	http://gulfnews.com/news/gulf/yemen/militants-storm-aden-security-headquarters-after-twin-blasts-kill-6-1.2118802
704047248	20171105	201711	2017	2017.8356											CVL	NEIGHBORHOOD						CVL			0	036	036	03	1	4.0	10	1	10	2.47557003257329	0								3	Lake County, Montana, United States	US	USMT		47.6666	-114.084	1796943	3	Lake County, Montana, United States	US	USMT		47.6666	-114.084	1796943	20171105094500	http://www.valleyjournal.net/Events?StartDate=11/9/2017&EndDate=11/9/2017
704047249	20171105	201711	2017	2017.8356											CVL	VILLAGE						CVL			1	042	042	04	1	1.9	2	1	2	-5.69620253164557	0								4	Buhangin, Quezon, Philippines	RP	RPH2	24234	13.5167	122.616	-2416167	4	Buhangin, Quezon, Philippines	RP	RPH2	24234	13.5167	122.616	-2416167	20171105094500	http://www.interaksyon.com/look-watch-ramil-spawned-floods-cause-p1-m-farm-damage-in-baler-weekend-rains-flood-villages/
704047250	20171105	201711	2017	2017.8356											CVL	NATIVE PEOPLE						CVL			0	042	042	04	1	1.9	10	1	10	-6.10441767068273	0								4	La Matanza, Castilla-La Manacha, Spain	SP	SP54	25822	38.4524	-1.89829	-387459	4	La Matanza, Castilla-La Manacha, Spain	SP	SP54	25822	38.4524	-1.89829	-387459	20171105094500	https://arizonadailyindependent.com/2017/11/05/comments-from-the-chem-couch-8-a-statue-for-luis-oacpicagigua-who/
704047251	20171105	201711	2017	2017.8356											CVL	POPULATION						CVL			0	180	180	18	4	-9.0	3	1	3	-6.10441767068273	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	4	La Matanza, Castilla-La Manacha, Spain	SP	SP54	25822	38.4524	-1.89829	-387459	20171105094500	https://arizonadailyindependent.com/2017/11/05/comments-from-the-chem-couch-8-a-statue-for-luis-oacpicagigua-who/
704047252	20171105	201711	2017	2017.8356											DNK	COPENHAGEN	DNK								0	043	043	04	1	2.8	1	1	1	-0.75901328273245	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105094500	http://www.france24.com/en/20171103-fiji-bonn-germany-cop23-united-nations-climate-change-conference
704047253	20171105	201711	2017	2017.8356											DNK	COPENHAGEN	DNK								0	043	043	04	1	2.8	7	1	7	-0.75901328273245	0								4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	4	Copenhagen, Køavn*, Denmark	DA	DA05	15213	55.6667	12.5833	-2745636	20171105094500	http://www.france24.com/en/20171103-fiji-bonn-germany-cop23-united-nations-climate-change-conference
704047254	20171105	201711	2017	2017.8356											EDU	SCHOOL						EDU			0	036	036	03	1	4.0	4	1	4	2.47557003257329	0								3	Ronan High School, Montana, United States	US	USMT		47.5305	-114.101	1796861	3	Ronan High School, Montana, United States	US	USMT		47.5305	-114.101	1796861	20171105094500	http://www.valleyjournal.net/Events?StartDate=11/9/2017&EndDate=11/9/2017
704047255	20171105	201711	2017	2017.8356											EDU	UNIVERSITY						EDU			0	036	036	03	1	4.0	2	1	2	5.27363184079602	0								3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	20171105094500	http://www.nydailynews.com/new-york/caribbeat-burgie-93-lifts-students-songs-article-1.3611789
