704186707	20171106	201711	2017	2017.8384	GOVHLH	MINIST OF HEALTH						GOV	HLH												1	162	162	16	4	-5.6	10	1	10	-2.94906166219839	1	Uganda	UG	UG		2	33	UG	0								1	Uganda	UG	UG		2	33	UG	20171106014500	http://www.observer.ug/viewpoint/55780-hiv-aids-drugs-stock-outs-are-a-time-bomb.html
704186708	20171106	201711	2017	2017.8384	GOVMED	MINIST OF COMMUNICATION						GOV	MED		GOV	GOVERNMENT						GOV			1	090	090	09	2	-2.0	10	1	10	-0.13927576601671	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	20171106014500	https://www.thisdaylive.com/index.php/2017/11/06/shittu-fg-awaiting-efcc-investigation-on-nitdas-2017-budget/
704186709	20171106	201711	2017	2017.8384	GOVMIL	DEFENCE MINIST						GOV	MIL												1	071	071	07	2	7.4	10	1	10	-1.56739811912226	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	0								4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20171106014500	http://www.india.com/news/india/maharashtra-to-ask-indian-air-force-to-pay-for-airstrips-on-mumbai-nagpur-expressway-2604455/
704186710	20171106	201711	2017	2017.8384	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		KOR	SOUTH KOREA	KOR								1	040	040	04	1	1.0	4	1	4	-5.35714285714286	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171106014500	http://world.kbs.co.kr/english/./news/news_IK_detail.htm?No=131361&id=IK
704186711	20171106	201711	2017	2017.8384	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		KOR	SOUTH KOREA	KOR								1	046	046	04	1	7.0	4	1	4	-5.35714285714286	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171106014500	http://world.kbs.co.kr/english/./news/news_IK_detail.htm?No=131361&id=IK
704186712	20171106	201711	2017	2017.8384	GOVMIL	DEFENCE MINIST						GOV	MIL		MIL	AIR FORCE						MIL			1	010	010	01	1	0.0	10	1	10	-1.22282608695652	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106014500	http://indiatoday.intoday.in/story/nirmala-sitharaman-gujarat-indian-air-force-air-base-pakistan-border/1/1083082.html
704186713	20171106	201711	2017	2017.8384	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		PRK	N. KOREA	PRK								1	040	040	04	1	1.0	6	1	6	-5.35714285714286	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171106014500	http://world.kbs.co.kr/english/./news/news_IK_detail.htm?No=131361&id=IK
704186714	20171106	201711	2017	2017.8384	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL		PRK	N. KOREA	PRK								1	046	046	04	1	7.0	6	1	6	-5.35714285714286	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171106014500	http://world.kbs.co.kr/english/./news/news_IK_detail.htm?No=131361&id=IK
704186715	20171106	201711	2017	2017.8384	GOVPTY	RULING PARTY						GOV													1	090	090	09	2	-2.0	10	1	10	-2.13447171824974	0								0								0								20171106014500	http://www.chronicle.co.zw/zanu-pf-masvingo-seeks-to-identify-group-which-booed-first-lady/
704186716	20171106	201711	2017	2017.8384	GRC	GREECE	GRC								CYP	NICOSIA	CYP								1	040	040	04	1	1.0	5	1	5	1.46886016451234	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	20171106014500	http://www.hellenicshippingnews.com/cyprus-the-new-energy-gate-of-europe/
704186717	20171106	201711	2017	2017.8384	GRC	GREECE	GRC								CYP	NICOSIA	CYP								1	040	040	04	1	1.0	2	1	2	1.46886016451234	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171106014500	http://www.hellenicshippingnews.com/cyprus-the-new-energy-gate-of-europe/
704186718	20171106	201711	2017	2017.8384	GRC	GREECE	GRC								CYP	NICOSIA	CYP								1	040	040	04	1	1.0	3	1	3	1.46886016451234	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20171106014500	http://www.hellenicshippingnews.com/cyprus-the-new-energy-gate-of-europe/
704186719	20171106	201711	2017	2017.8384	GRC	GREECE	GRC								CYP	NICOSIA	CYP								1	046	046	04	1	7.0	8	1	8	1.46886016451234	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	20171106014500	http://www.hellenicshippingnews.com/cyprus-the-new-energy-gate-of-europe/
704186720	20171106	201711	2017	2017.8384	GRC	GREECE	GRC								CYP	NICOSIA	CYP								1	046	046	04	1	7.0	2	1	2	1.46886016451234	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171106014500	http://www.hellenicshippingnews.com/cyprus-the-new-energy-gate-of-europe/
704186721	20171106	201711	2017	2017.8384	GRC	GREECE	GRC								ISR	ISRAEL	ISR								1	030	030	03	1	4.0	2	1	2	1.46886016451234	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	20171106014500	http://www.hellenicshippingnews.com/cyprus-the-new-energy-gate-of-europe/
704186722	20171106	201711	2017	2017.8384	GRC	GREECE	GRC								ISR	ISRAEL	ISR								1	030	030	03	1	4.0	2	1	2	1.46886016451234	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	1	Cyprus	CY	CY		35	33	CY	1	Israel	IS	IS		31.5	34.75	IS	20171106014500	http://www.hellenicshippingnews.com/cyprus-the-new-energy-gate-of-europe/
704186723	20171106	201711	2017	2017.8384	GRC	GREECE	GRC								ISR	ISRAEL	ISR								1	030	030	03	1	4.0	6	1	6	1.46886016451234	4	Vasilikos, Perifereia Stereas Elladas, Greece	GR	GR63	16722	38.9667	23.35	-830134	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171106014500	http://www.hellenicshippingnews.com/cyprus-the-new-energy-gate-of-europe/
704186724	20171106	201711	2017	2017.8384	HINAST700	YOGA				HIN					CAN	CANADA	CAN								1	173	173	17	4	-5.0	10	1	10	1.58913111663982	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171106014500	https://www.norfolknews.ca/whatson-story/7803935-kris-jenner-flooded-with-heartfelt-birthday-messages/
704186725	20171106	201711	2017	2017.8384	HINAST700	YOGA				HIN					USA	TEXAS	USA								0	193	193	19	4	-10.0	5	1	5	-6.34615384615384	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171106014500	https://www.norfolknews.ca/news-story/7803745-ex-gitmo-captive-set-to-sue-canada-for-50-million/
704186726	20171106	201711	2017	2017.8384	HLH	NURSE						HLH													0	130	130	13	3	-4.4	7	1	7	-9.2140921409214	4	Thimphu, Thimphu, Bhutan	BT	BT20	6071	27.4833	89.6	-2211419	0								4	Thimphu, Thimphu, Bhutan	BT	BT20	6071	27.4833	89.6	-2211419	20171106014500	https://www.kuenselonline.com/health-experts-look-at-suicide-and-causes/
704186727	20171106	201711	2017	2017.8384	HLH	HOSPITAL						HLH													1	193	193	19	4	-10.0	6	1	6	-11.8343195266272	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20171106014500	https://article.wn.com/view/2017/11/06/Prominent_London_antiques_dealer_charged_in_connection_with_/
704186728	20171106	201711	2017	2017.8384	HLH	NURSE						HLH			BTN	BHUTAN	BTN								0	130	130	13	3	-4.4	3	1	3	-9.2140921409214	4	Thimphu, Thimphu, Bhutan	BT	BT20	6071	27.4833	89.6	-2211419	4	Thimphu, Thimphu, Bhutan	BT	BT20	6071	27.4833	89.6	-2211419	4	Thimphu, Thimphu, Bhutan	BT	BT20	6071	27.4833	89.6	-2211419	20171106014500	https://www.kuenselonline.com/health-experts-look-at-suicide-and-causes/
704186729	20171106	201711	2017	2017.8384	HLH	DOCTOR						HLH			CHN	CHINA	CHN								0	013	013	01	1	0.4	4	1	4	0.59880239520958	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106014500	http://metro.co.uk/2017/11/05/ric-flair-will-return-to-wwe-at-starrcade-later-this-month-7055848/
704186730	20171106	201711	2017	2017.8384	HLH	HOSPITAL						HLH			GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	4	1	4	-11.8343195266272	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106014500	https://article.wn.com/view/2017/11/06/Prominent_London_antiques_dealer_charged_in_connection_with_/
704186731	20171106	201711	2017	2017.8384	HLH	HOSPITAL						HLH			GBR	UNITED KINGDOM	GBR								1	193	193	19	4	-10.0	4	1	4	-11.8343195266272	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106014500	https://article.wn.com/view/2017/11/06/Prominent_London_antiques_dealer_charged_in_connection_with_/
704186732	20171106	201711	2017	2017.8384	HLH	HOSPITAL						HLH			USA	DETROIT	USA								1	042	042	04	1	1.9	2	1	2	-5.66711289602856	3	Wayne County, North Carolina, United States	US	USNC	NC191	35.3668	-78	1026128	3	Wayne County, North Carolina, United States	US	USNC		35.3668	-78	1026128	3	Wayne County, North Carolina, United States	US	USNC		35.3668	-78	1026128	20171106014500	https://www.usatoday.com/story/news/local/michigan/detroit/2017/11/03/malice-green-police-brutality-detroit/823635001/
704186733	20171106	201711	2017	2017.8384	HLH	HOSPITAL						HLH			USA	DETROIT	USA								1	042	042	04	1	1.9	8	1	8	-5.66711289602856	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171106014500	https://www.usatoday.com/story/news/local/michigan/detroit/2017/11/03/malice-green-police-brutality-detroit/823635001/
704186734	20171106	201711	2017	2017.8384	HRV	CROATIA	HRV								FRA	FRANCE	FRA								1	042	042	04	1	1.9	2	1	2	-2.72727272727273	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171106014500	http://blog.seattlepi.com/travelforaircraft/2017/11/05/juan-bielovicic-perus-fantastic-aviatorand-croatiasand-frances/
704186735	20171106	201711	2017	2017.8384	HRV	CROATIA	HRV								FRA	FRANCE	FRA								1	042	042	04	1	1.9	2	1	2	-2.72727272727273	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	France	FR	FR		46	2	FR	20171106014500	http://blog.seattlepi.com/travelforaircraft/2017/11/05/juan-bielovicic-perus-fantastic-aviatorand-croatiasand-frances/
704186736	20171106	201711	2017	2017.8384	HRV	CROATIA	HRV								FRA	FRANCE	FRA								1	042	042	04	1	1.9	6	1	6	-2.72727272727273	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	1	Peru	PE	PE		-10	-76	PE	20171106014500	http://blog.seattlepi.com/travelforaircraft/2017/11/05/juan-bielovicic-perus-fantastic-aviatorand-croatiasand-frances/
704186737	20171106	201711	2017	2017.8384	IDN	INDONESIA	IDN																		1	020	020	02	1	3.0	10	1	10	-0.32626427406199	0								0								0								20171106014500	http://bentonbulletin.com/signal-watch-on-shares-of-semen-indonesia-persero-tbk-smgr-jk/279617/
704186738	20171106	201711	2017	2017.8384	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			CHN	CHINA	CHN								0	051	051	05	1	3.4	5	1	5	-0.63191153238546	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106014500	http://www.dailymail.co.uk/news/article-5052789/Decorated-glasses-contain-toxic-metals-like-lead.html
704186739	20171106	201711	2017	2017.8384	IGOUNOGOV	THE UN		UNO				IGO	GOV		KOR	SOUTH KOREA	KOR								1	057	057	05	1	8.0	4	1	4	-5.35714285714286	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171106014500	http://world.kbs.co.kr/english/./news/news_IK_detail.htm?No=131361&id=IK
704186740	20171106	201711	2017	2017.8384	IGOUNOGOV	THE UN		UNO				IGO	GOV		PRK	NORTH KOREA	PRK								1	057	057	05	1	8.0	6	1	6	-5.35714285714286	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171106014500	http://world.kbs.co.kr/english/./news/news_IK_detail.htm?No=131361&id=IK
704186741	20171106	201711	2017	2017.8384	IMGSEAMOSASF	ISNILON	SEA			MOS		IMG			MOS	ISLAMIC				MOS					0	190	190	19	4	-10.0	1	1	1	-4.78796169630643	4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	4	Ranao, Pangasinan, Philippines	RP	RP51	24214	16.2076	119.815	-2447744	20171106014500	http://www.freemalaysiatoday.com/category/nation/2017/11/06/no-such-thing-as-leaderless-militant-group-says-ex-milf-member/
704186742	20171106	201711	2017	2017.8384	IND	MUMBAI	IND																		1	036	036	03	1	4.0	4	1	2	-1.56739811912226	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171106014500	http://www.india.com/news/india/maharashtra-to-ask-indian-air-force-to-pay-for-airstrips-on-mumbai-nagpur-expressway-2604455/
704186743	20171106	201711	2017	2017.8384	IND	JAMMU AND KASHMIR	IND																		0	043	043	04	1	2.8	1	1	1	-1.30548302872063	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	0								4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20171106014500	https://pakrepublican.wordpress.com/2017/11/06/world-must-act-to-end-indian-brutality-in-kashmir-pakistan-embassy-event-concludes/
704186744	20171106	201711	2017	2017.8384	IND	ARUNACHAL PRADESH	IND								CHN	CHINESE	CHN								0	043	043	04	1	2.8	10	1	10	-1.22282608695652	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106014500	http://indiatoday.intoday.in/story/nirmala-sitharaman-gujarat-indian-air-force-air-base-pakistan-border/1/1083082.html
704186745	20171106	201711	2017	2017.8384	IND	MUMBAI	IND								MIL	AIR FORCE						MIL			1	020	020	02	1	3.0	10	1	10	-1.56739811912226	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171106014500	http://www.india.com/news/india/maharashtra-to-ask-indian-air-force-to-pay-for-airstrips-on-mumbai-nagpur-expressway-2604455/
704186746	20171106	201711	2017	2017.8384	IND	JAMMU AND KASHMIR	IND								kas	KASHMIRI			kas						0	043	043	04	1	2.8	1	1	1	-1.30548302872063	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20171106014500	https://pakrepublican.wordpress.com/2017/11/06/world-must-act-to-end-indian-brutality-in-kashmir-pakistan-embassy-event-concludes/
704186747	20171106	201711	2017	2017.8384	IRL	IRELAND	IRL																		1	051	051	05	1	3.4	8	1	8	3.91061452513967	4	Ardee, Louth, Ireland	EI	EI19	18299	53.8597	-6.54056	-1500194	0								4	Ardee, Louth, Ireland	EI	EI19	18299	53.8597	-6.54056	-1500194	20171106014500	http://www.eveningecho.ie/oneaday/Louth-shop-praises-young-man-who-went-out-of-his-way-to-clean-up-after-vandals-50281c58-bc2c-4e00-ac71-012c7cbdfa61-ds
704186748	20171106	201711	2017	2017.8384	IRL	IRELAND	IRL																		1	110	110	11	3	-2.0	4	1	4	-0.66334991708126	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20171106014500	http://www.irishnews.com/news/northernirelandnews/2017/11/06/news/veteran-republican-not-surprised-by-gerry-adams-support-for-abortion-1179874/
704186749	20171106	201711	2017	2017.8384	IRL	IRELAND	IRL								EUR	EUROPEAN	EUR								0	128	128	12	3	-5.0	10	1	10	-4.51977401129944	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171106014500	http://www.irishmirror.ie/news/irish-news/air-pollution-causes-premature-deaths-11474206
704186750	20171106	201711	2017	2017.8384	IRL	IRISH	IRL								GBRMIL	BRITISH	GBR					MIL			1	190	190	19	4	-10.0	10	1	10	-1.625	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106014500	http://www.edp24.co.uk:80/going-out/what-to-watch-tonight-1-5261806
704186751	20171106	201711	2017	2017.8384	IRL	IRISH	IRL								GOV	MINIST						GOV			1	111	111	11	3	-2.0	10	1	10	-9.57642725598529	4	Whitehall, Kilkenny, Ireland	EI	EI13	18292	52.6811	-7.02222	-1506191	4	Whitehall, Kilkenny, Ireland	EI	EI13	18292	52.6811	-7.02222	-1506191	4	Whitehall, Kilkenny, Ireland	EI	EI13	18292	52.6811	-7.02222	-1506191	20171106014500	https://article.wn.com/view/2017/11/06/Harassment_scandal_in_UK_politics_spreads_to_Wales_Scotland_a/
704186752	20171106	201711	2017	2017.8384	IRN	IRAN	IRN																		0	010	010	01	1	0.0	4	1	4	-8.87417218543047	4	Badil, Sistan va Baluchestan, Iran	IR	IR04	41138	30.9045	61.5378	-3745643	0								4	Al Hoceima, Taza-Al Hoceima-Taounate, Morocco	MO	MO58	21787	35.2433	-3.93092	-23182	20171106014500	https://www.ifex.org/morocco/2017/11/05/media-hirak-movement/
704186753	20171106	201711	2017	2017.8384	IRN	IRAN	IRN																		0	040	040	04	1	1.0	4	1	4	-8.87417218543047	4	Badil, Sistan va Baluchestan, Iran	IR	IR04	41138	30.9045	61.5378	-3745643	0								4	Al Hoceima, Taza-Al Hoceima-Taounate, Morocco	MO	MO58	21787	35.2433	-3.93092	-23182	20171106014500	https://www.ifex.org/morocco/2017/11/05/media-hirak-movement/
704186754	20171106	201711	2017	2017.8384	IRN	IRAN	IRN																		0	120	120	12	3	-4.0	1	1	1	-3.21252059308073	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171106014500	http://www.eurasiareview.com/06112017-has-president-trump-lost-the-plot-in-the-middle-east-analysis/
704186755	20171106	201711	2017	2017.8384	IRN	IRAN	IRN								MAR	MOROCCAN	MAR								0	111	111	11	3	-2.0	2	1	2	-8.87417218543047	4	Badil, Sistan va Baluchestan, Iran	IR	IR04	41138	30.9045	61.5378	-3745643	4	Al Hoceima, Taza-Al Hoceima-Taounate, Morocco	MO	MO58	21787	35.2433	-3.93092	-23182	4	Al Hoceima, Taza-Al Hoceima-Taounate, Morocco	MO	MO58	21787	35.2433	-3.93092	-23182	20171106014500	https://www.ifex.org/morocco/2017/11/05/media-hirak-movement/
704186756	20171106	201711	2017	2017.8384	IRN	IRAN	IRN								MAR	MOROCCAN	MAR								0	111	111	11	3	-2.0	2	1	2	-8.87417218543047	4	Badil, Sistan va Baluchestan, Iran	IR	IR04	41138	30.9045	61.5378	-3745643	4	Badil, Sistan va Baluchestan, Iran	IR	IR04	41138	30.9045	61.5378	-3745643	4	Badil, Sistan va Baluchestan, Iran	IR	IR04	41138	30.9045	61.5378	-3745643	20171106014500	https://www.ifex.org/morocco/2017/11/05/media-hirak-movement/
704186757	20171106	201711	2017	2017.8384	IRN	IRAN	IRN								MAR	MOROCCO	MAR								0	174	174	17	4	-5.0	1	1	1	-8.87417218543047	4	Al-Hoceima, Taza-Al Hoceima-Taounate, Morocco	MO	MO58	21787	35.2433	-3.93092	-23182	4	Al-Hoceima, Taza-Al Hoceima-Taounate, Morocco	MO	MO58	21787	35.2433	-3.93092	-23182	4	Al-Hoceima, Taza-Al Hoceima-Taounate, Morocco	MO	MO58	21787	35.2433	-3.93092	-23182	20171106014500	https://www.ifex.org/morocco/2017/11/05/media-hirak-movement/
704186758	20171106	201711	2017	2017.8384	IRN	IRAN	IRN								MAR	MOROCCO	MAR								0	174	174	17	4	-5.0	1	1	1	-8.87417218543047	1	United Kingdom	UK	UK		54	-4	UK	4	Al-Hoceima, Taza-Al Hoceima-Taounate, Morocco	MO	MO58	21787	35.2433	-3.93092	-23182	4	Al-Hoceima, Taza-Al Hoceima-Taounate, Morocco	MO	MO58	21787	35.2433	-3.93092	-23182	20171106014500	https://www.ifex.org/morocco/2017/11/05/media-hirak-movement/
704186759	20171106	201711	2017	2017.8384	IRNMED	IRAN	IRN					MED			MED	COMMENTATOR						MED			0	173	173	17	4	-5.0	2	1	2	-8.87417218543047	4	Badil, Sistan va Baluchestan, Iran	IR	IR04	41138	30.9045	61.5378	-3745643	4	Badil, Sistan va Baluchestan, Iran	IR	IR04	41138	30.9045	61.5378	-3745643	4	Badil, Sistan va Baluchestan, Iran	IR	IR04	41138	30.9045	61.5378	-3745643	20171106014500	https://www.ifex.org/morocco/2017/11/05/media-hirak-movement/
704186760	20171106	201711	2017	2017.8384	IRQ	IRAQ	IRQ																		1	042	042	04	1	1.9	8	1	8	-3.59712230215828	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	0								4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	20171106014500	http://www.businessinsider.com/ap-iraqi-pm-raises-flag-at-border-crossing-taken-from-is-2017-11
704186761	20171106	201711	2017	2017.8384	IRQ	KIRKUK	IRQ																		0	110	110	11	3	-2.0	3	1	3	-3.59712230215828	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	0								4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	20171106014500	http://www.businessinsider.com/ap-iraqi-pm-raises-flag-at-border-crossing-taken-from-is-2017-11
704186762	20171106	201711	2017	2017.8384	IRQ	KIRKUK	IRQ								TKM	TURKMEN	TKM								0	110	110	11	3	-2.0	1	1	1	-3.59712230215828	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	20171106014500	http://www.businessinsider.com/ap-iraqi-pm-raises-flag-at-border-crossing-taken-from-is-2017-11
704186763	20171106	201711	2017	2017.8384	IRQ	KIRKUK	IRQ								TKM	TURKMEN	TKM								0	110	110	11	3	-2.0	3	1	3	-3.59712230215828	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	1	Turkmenistan	TX	TX		40	60	TX	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	20171106014500	http://www.businessinsider.com/ap-iraqi-pm-raises-flag-at-border-crossing-taken-from-is-2017-11
704186764	20171106	201711	2017	2017.8384	IRQ	KIRKUK	IRQ								TKM	TURKMEN	TKM								0	110	110	11	3	-2.0	1	1	1	-3.59712230215828	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	20171106014500	http://www.businessinsider.com/ap-iraqi-pm-raises-flag-at-border-crossing-taken-from-is-2017-11
704186765	20171106	201711	2017	2017.8384	IRQ	IRAQ	IRQ								USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-2.82916213275299	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171106014500	https://www.bostonglobe.com/news/nation/2017/11/05/george-bush-said-have-called-trump-blowhard/yF9yfmCmUfUKvS0lTRLjHN/story.html
