704540778	20171107	201711	2017	2017.8411											AZEGOV	AZERBAIJAN	AZE					GOV			1	040	040	04	1	1.0	2	1	2	2.06611570247933	0								4	Nagornyy Karabakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	4	Nagornyy Karabakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	20171107054500	Artsakh Public TV, Stepanakert/BBC Monitoring/(c) BBC
704540779	20171107	201711	2017	2017.8411											AZEGOV	AZERBAIJAN	AZE					GOV			1	046	046	04	1	7.0	2	1	2	2.06611570247933	0								4	Nagornyy Karabakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	4	Nagornyy Karabakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	20171107054500	Artsakh Public TV, Stepanakert/BBC Monitoring/(c) BBC
704540780	20171107	201711	2017	2017.8411											BEL	BELGIAN	BEL								0	0841	084	08	2	7.0	2	1	2	-3.44827586206897	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171107054500	Rossiya/BBC Monitoring/(c) BBC
704540781	20171107	201711	2017	2017.8411											CHN	CHINA	CHN								0	031	031	03	1	5.2	8	1	8	-1.55440414507772	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107054500	Quotes package from BBC Monitoring in Chinese/BBC Monitoring/(c) BBC
704540782	20171107	201711	2017	2017.8411											CHN	CHINA	CHN								0	031	031	03	1	5.2	2	1	2	-1.55440414507772	0								1	Japan	JA	JA		36	138	JA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171107054500	Quotes package from BBC Monitoring in Chinese/BBC Monitoring/(c) BBC
704540783	20171107	201711	2017	2017.8411											CHNGOV	XI JINPING	CHN					GOV			0	043	043	04	1	2.8	4	1	4	-1.55440414507772	0								4	University Of Hong Kong, Hong Kong (general), Hong Kong	HK	HK00	13031	22.2833	114.133	-1353150	4	University Of Hong Kong, Hong Kong (general), Hong Kong	HK	HK00	13031	22.2833	114.133	-1353150	20171107054500	Quotes package from BBC Monitoring in Chinese/BBC Monitoring/(c) BBC
704540784	20171107	201711	2017	2017.8411											CHNGOV	XI JINPING	CHN					GOV			0	043	043	04	1	2.8	1	1	1	-1.55440414507772	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171107054500	Quotes package from BBC Monitoring in Chinese/BBC Monitoring/(c) BBC
704540785	20171107	201711	2017	2017.8411											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	6	1	6	2.06611570247933	0								4	Nagornyy Karabakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	4	Nagornyy Karabakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	20171107054500	Artsakh Public TV, Stepanakert/BBC Monitoring/(c) BBC
704540786	20171107	201711	2017	2017.8411											GOV	GOVERNOR						GOV			1	043	043	04	1	2.8	2	1	2	-1.07526881720431	0								4	Khost, Khowst, Afghanistan	AF	AF37	3616	33.3395	69.9204	-3380945	4	Khost, Khowst, Afghanistan	AF	AF37	3616	33.3395	69.9204	-3380945	20171107054500	Radio Khost, Khost/BBC Monitoring/(c) BBC
704540787	20171107	201711	2017	2017.8411											GOV	PRESIDENT						GOV			1	046	046	04	1	7.0	6	1	6	2.06611570247933	0								4	Nagornyy Karabakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	4	Nagornyy Karabakh, Azerbaijan (general), Azerbaijan	AJ	AJ00	147321	40	46.5833	335527	20171107054500	Artsakh Public TV, Stepanakert/BBC Monitoring/(c) BBC
