704573989	20161107	201611	2016	2016.8411	BUS	INDUSTRY						BUS			CVL	TOURIST						CVL			0	042	042	04	1	1.9	1	1	1	1.09204368174727	1	Colombia	CO	CO		4	-72	CO	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171107083000	http://todaycolombia.com/the-florida-colombia-connection/
704573990	20161107	201611	2016	2016.8411	BUS	INDUSTRY						BUS			CVL	TOURIST						CVL			0	042	042	04	1	1.9	4	1	4	1.09204368174727	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20171107083000	http://todaycolombia.com/the-florida-colombia-connection/
704573991	20161107	201611	2016	2016.8411	CHN	CHINA	CHN								INDGOV	MANMOHAN SINGH	IND					GOV			1	145	145	14	3	-7.5	2	1	2	-3.2	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171107083000	http://www.moneycontrol.com/news/india/november-8-was-a-black-day-for-our-economy-and-democracy-manmohan-singh-2431655.html
704573992	20161107	201611	2016	2016.8411	CHNELI	CHINA	CHN					ELI			INDGOV	MANMOHAN SINGH	IND					GOV			1	145	145	14	3	-7.5	1	1	1	-3.2	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171107083000	http://www.moneycontrol.com/news/india/november-8-was-a-black-day-for-our-economy-and-democracy-manmohan-singh-2431655.html
704573993	20161107	201611	2016	2016.8411	CRM	DRUG GANG						CRM			COL	COLOMBIA	COL								0	060	060	06	2	6.0	8	1	8	-4.31372549019608	5	Valle Del Cauca, Valle del Cauca, Colombia	CO	CO29	18585	3.75	-76.5	-601055	5	Valle Del Cauca, Valle del Cauca, Colombia	CO	CO29	18585	3.75	-76.5	-601055	5	Valle Del Cauca, Valle del Cauca, Colombia	CO	CO29	18585	3.75	-76.5	-601055	20171107083000	http://todaycolombia.com/urabenos-paid-off-rivals-for-control-of-illicit-mining/
704573994	20161107	201611	2016	2016.8411	CVL	TOURIST						CVL			BUS	INDUSTRY						BUS			0	043	043	04	1	2.8	1	1	1	1.09204368174727	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	1	Colombia	CO	CO		4	-72	CO	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171107083000	http://todaycolombia.com/the-florida-colombia-connection/
704573995	20161107	201611	2016	2016.8411	CVL	TOURIST						CVL			BUS	INDUSTRY						BUS			0	043	043	04	1	2.8	4	1	4	1.09204368174727	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20171107083000	http://todaycolombia.com/the-florida-colombia-connection/
704573996	20161107	201611	2016	2016.8411	GBRGOV	DAVID CAMERON	GBR					GOV			POL	WARSAW	POL								0	022	022	02	1	3.2	4	1	4	0	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20171107083000	https://www.bloomberg.com/news/articles/2017-11-07/polish-premier-meets-kingmaker-kaczynski-as-shake-up-looms
704573997	20161107	201611	2016	2016.8411	GBRGOV	DAVID CAMERON	GBR					GOV			POL	WARSAW	POL								0	022	022	02	1	3.2	1	1	1	0	1	Germany	GM	GM		51.5	10.5	GM	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	1	Germany	GM	GM		51.5	10.5	GM	20171107083000	https://www.bloomberg.com/news/articles/2017-11-07/polish-premier-meets-kingmaker-kaczynski-as-shake-up-looms
704573998	20161107	201611	2016	2016.8411	GBRGOV	DAVID CAMERON	GBR					GOV			POL	WARSAW	POL								0	051	051	05	1	3.4	4	1	4	0	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20171107083000	https://www.bloomberg.com/news/articles/2017-11-07/polish-premier-meets-kingmaker-kaczynski-as-shake-up-looms
