704880623	20161108	201611	2016	2016.8438											CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	2	1	2	6.60660660660661	0								4	Whyalla, South Australia, Australia	AS	AS05	5322	-33.0327	137.565	-1609460	4	Whyalla, South Australia, Australia	AS	AS05	5322	-33.0327	137.565	-1609460	20171108050000	http://www.whyallanewsonline.com.au/story/5043159/dfaces-charity-boost/?cs=1928
704880624	20161108	201611	2016	2016.8438											CVL	COMMUNITY						CVL			0	070	070	07	2	7.0	2	1	2	6.60660660660661	0								4	Whyalla, South Australia, Australia	AS	AS05	5322	-33.0327	137.565	-1609460	4	Whyalla, South Australia, Australia	AS	AS05	5322	-33.0327	137.565	-1609460	20171108050000	http://www.whyallanewsonline.com.au/story/5043159/dfaces-charity-boost/?cs=1928
704880625	20161108	201611	2016	2016.8438											EDU	STUDENT						EDU			1	013	013	01	1	0.4	6	1	6	-2.46575342465753	0								3	Ingham County, Michigan, United States	US	USMI		42.6	-84.3833	1622975	3	Ingham County, Michigan, United States	US	USMI		42.6	-84.3833	1622975	20171108050000	http://statenews.com/article/2017/11/city-weighs-in-on-election-day-turnout
704880626	20161108	201611	2016	2016.8438											EDU	STUDENT						EDU			1	013	013	01	1	0.4	4	1	4	-2.46575342465753	0								3	East Lansing, Michigan, United States	US	USMI		42.737	-84.4839	625219	3	East Lansing, Michigan, United States	US	USMI		42.737	-84.4839	625219	20171108050000	http://statenews.com/article/2017/11/city-weighs-in-on-election-day-turnout
704880627	20161108	201611	2016	2016.8438	AUS	AUSTRALIA	AUS								CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	8	1	8	6.60660660660661	4	Whyalla, South Australia, Australia	AS	AS05	5322	-33.0327	137.565	-1609460	4	Whyalla, South Australia, Australia	AS	AS05	5322	-33.0327	137.565	-1609460	4	Whyalla, South Australia, Australia	AS	AS05	5322	-33.0327	137.565	-1609460	20171108050000	http://www.whyallanewsonline.com.au/story/5043159/dfaces-charity-boost/?cs=1928
704880628	20161108	201611	2016	2016.8438	AUS	AUSTRALIA	AUS								CVL	COMMUNITY						CVL			0	070	070	07	2	7.0	8	1	8	6.60660660660661	4	Whyalla, South Australia, Australia	AS	AS05	5322	-33.0327	137.565	-1609460	4	Whyalla, South Australia, Australia	AS	AS05	5322	-33.0327	137.565	-1609460	4	Whyalla, South Australia, Australia	AS	AS05	5322	-33.0327	137.565	-1609460	20171108050000	http://www.whyallanewsonline.com.au/story/5043159/dfaces-charity-boost/?cs=1928
704880629	20161108	201611	2016	2016.8438	CHN	CHINA	CHN																		1	145	145	14	3	-7.5	4	1	4	-5.88235294117647	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20171108050000	http://www.daijiworld.com/news/newsDisplay.aspx?newsID=480399
704880630	20161108	201611	2016	2016.8438	CHNGOV	CHINA	CHN					GOV			PHL	PHILIPPINE	PHL								1	057	057	05	1	8.0	10	1	10	2.56410256410257	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Philippines	RP	RP		13	122	RP	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108050000	http://www.china.org.cn/world/2017-11/08/content_41861872.htm
704880631	20161108	201611	2016	2016.8438	PHL	PHILIPPINE	PHL								CHNGOV	CHINA	CHN					GOV			1	057	057	05	1	8.0	10	1	10	2.56410256410257	1	Philippines	RP	RP		13	122	RP	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108050000	http://www.china.org.cn/world/2017-11/08/content_41861872.htm
704880632	20171009	201710	2017	2017.7644											USA	VIRGINIA	USA								1	042	042	04	1	1.9	5	1	5	-0.56710775047259	0								1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171108050000	http://www.yankton.net/opinion/editorials/article_532f4128-c439-11e7-b610-cbbfe3710511.html
704880633	20171009	201710	2017	2017.7644	BEL	BELGIUM	BEL								catLEG	CATALAN			cat			LEG			1	1044	104	10	3	-5.0	1	1	1	-6.77966101694915	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171108050000	http://en.metrotvnews.com/world-en/4KZOO1rN-axed-catalan-leader-slams-eu-for-helping-spanish-pm
704880634	20171009	201710	2017	2017.7644	CHN	SHANGHAI	CHN								CAN	CANADIAN	CAN								1	120	120	12	3	-4.0	4	1	4	-1.73697270471464	4	Kiewa, Victoria, Australia	AS	AS07	5387	-36.2667	147.017	-1581564	4	Kiewa, Victoria, Australia	AS	AS07	5387	-36.2667	147.017	-1581564	4	Kiewa, Victoria, Australia	AS	AS07	5387	-36.2667	147.017	-1581564	20171108050000	http://www.therural.com.au/story/5042538/china-fear-sunk-dairy-offer-says-murray-goulburn-bidder/?cs=1280
704880635	20171009	201710	2017	2017.7644	CHN	SHANGHAI	CHN								CANBUS	CANADIAN	CAN					BUS			1	120	120	12	3	-4.0	6	1	6	-1.73697270471464	4	Kiewa, Victoria, Australia	AS	AS07	5387	-36.2667	147.017	-1581564	4	Kiewa, Victoria, Australia	AS	AS07	5387	-36.2667	147.017	-1581564	4	Kiewa, Victoria, Australia	AS	AS07	5387	-36.2667	147.017	-1581564	20171108050000	http://www.therural.com.au/story/5042538/china-fear-sunk-dairy-offer-says-murray-goulburn-bidder/?cs=1280
704880636	20171009	201710	2017	2017.7644	CHNGOV	XI JINPING	CHN					GOV			LEG	CONGRESS						LEG			1	0831	083	08	2	5.0	5	1	5	-3.5175879396985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108050000	https://www.thestar.com.my/news/regional/2017/11/08/xis-ally-warns-of-powergrab-plots-wang-political-graft-is-the-worst-form/
704880637	20171009	201710	2017	2017.7644	LEG	CONGRESS						LEG													1	0831	083	08	2	5.0	5	1	5	-3.5175879396985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108050000	https://www.thestar.com.my/news/regional/2017/11/08/xis-ally-warns-of-powergrab-plots-wang-political-graft-is-the-worst-form/
704880638	20171009	201710	2017	2017.7644	USA	VIRGINIA	USA																		1	043	043	04	1	2.8	5	1	5	-0.56710775047259	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171108050000	http://www.yankton.net/opinion/editorials/article_532f4128-c439-11e7-b610-cbbfe3710511.html
704880639	20171009	201710	2017	2017.7644	USA	UNITED STATES	USA								COP	PRISON						COP			0	173	173	17	4	-5.0	2	1	2	-0.92226613965744	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	3	Charlotte, North Carolina, United States	US	USNC	NC119	35.2271	-80.8431	1019610	3	Charlotte, North Carolina, United States	US	USNC	NC119	35.2271	-80.8431	1019610	20171108050000	http://www.mpnnow.com/news/20171107/democrats-sweep-virginia-new-jersey-governor-races
704880640	20171101	201711	2017	2017.8247	AUS	AUSTRALIA	AUS								LEG	CHAMBER						LEG			1	013	013	01	1	0.4	3	1	3	1.93236714975846	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171108050000	http://www.parramattasun.com.au/story/5041935/left-in-limbo-by-council-price-hike/?cs=1497
704880641	20171101	201711	2017	2017.8247	CVL	COMMUNITY						CVL			LEG	CHAMBER						LEG			1	010	010	01	1	0.0	3	1	3	1.93236714975846	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171108050000	http://www.parramattasun.com.au/story/5041935/left-in-limbo-by-council-price-hike/?cs=1497
704880642	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV													1	084	084	08	2	7.0	3	1	3	2.45535714285714	4	Thika, Central, Kenya	KE	KE01	18585	-1.05	37.0833	-2263521	0								4	Thika, Central, Kenya	KE	KE01	18585	-1.05	37.0833	-2263521	20171108050000	http://nairobiwire.com/2017/11/president-uhuru-gifts-disabled-voter-with-life-changing-early-christmas-present.html
704880643	20171101	201711	2017	2017.8247	GOV	PRESIDENT						GOV			KEN	KENYA	KEN								1	084	084	08	2	7.0	3	1	3	2.45535714285714	4	Muranga, Central, Kenya	KE	KE01	18585	-0.716667	37.15	-2257236	4	Muranga, Central, Kenya	KE	KE01	18585	-0.716667	37.15	-2257236	4	Muranga, Central, Kenya	KE	KE01	18585	-0.716667	37.15	-2257236	20171108050000	http://nairobiwire.com/2017/11/president-uhuru-gifts-disabled-voter-with-life-changing-early-christmas-present.html
704880644	20171101	201711	2017	2017.8247	LEGJUD	SENATE						LEG	JUD		LEG	SENATE						LEG			0	020	020	02	1	3.0	10	1	10	-1.04031209362808	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108050000	https://www.click2houston.com/news/politics/dhs-ends-protections-for-thousands-of-central-americans
704880645	20171101	201711	2017	2017.8247	RUS	RUSSIA	RUS																		1	090	090	09	2	-2.0	2	1	2	-2.43243243243243	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171108050000	http://www.miamiherald.com/opinion/op-ed/article183369111.html
704880646	20171101	201711	2017	2017.8247	SAU	SAUDI ARABIA	SAU								BUS	BUSINESS						BUS			0	173	173	17	4	-5.0	2	1	2	-6.94444444444445	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	Saudi Arabia	SA	SA		25	45	SA	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171108050000	http://www.abc.net.au/news/2017-11-08/real-estate-agent-cheated-clients-of-6m-court-hears/9130584
704880647	20171107	201711	2017	2017.8411											IND	CHENNAI	IND								0	057	057	05	1	8.0	3	1	3	-3.55411954765751	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20171108050000	http://www.financialexpress.com/india-news/note-ban-ethical-moral-loot-happened-under-manmohan-singh-finance-minister-arun-jaitley/924095/
704880648	20171107	201711	2017	2017.8411	DEU	GERMAN	DEU								FJIGOV	VOREQE BAINIMARAMA	FJI					GOV			1	046	046	04	1	7.0	2	1	2	6.55737704918033	1	Germany	GM	GM		51.5	10.5	GM	1	Fiji	FJ	FJ		-18	178	FJ	1	Germany	GM	GM		51.5	10.5	GM	20171108050000	http://fijisun.com.fj/2017/11/08/germany-stands-by-fiji/
704880649	20171107	201711	2017	2017.8411	DEUGOVENV	GERMAN	DEU					GOV	ENV		FJIGOV	VOREQE BAINIMARAMA	FJI					GOV			1	046	046	04	1	7.0	6	1	6	6.55737704918033	1	Germany	GM	GM		51.5	10.5	GM	1	Fiji	FJ	FJ		-18	178	FJ	1	Germany	GM	GM		51.5	10.5	GM	20171108050000	http://fijisun.com.fj/2017/11/08/germany-stands-by-fiji/
704880650	20171107	201711	2017	2017.8411	FJIGOV	VOREQE BAINIMARAMA	FJI					GOV			DEU	GERMAN	DEU								1	046	046	04	1	7.0	1	1	1	6.55737704918033	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20171108050000	http://fijisun.com.fj/2017/11/08/germany-stands-by-fiji/
704880651	20171107	201711	2017	2017.8411	FJIGOV	VOREQE BAINIMARAMA	FJI					GOV			DEU	GERMAN	DEU								1	046	046	04	1	7.0	1	1	1	6.55737704918033	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171108050000	http://fijisun.com.fj/2017/11/08/germany-stands-by-fiji/
704880652	20171107	201711	2017	2017.8411	FJIGOV	VOREQE BAINIMARAMA	FJI					GOV			DEUGOVENV	GERMAN	DEU					GOV	ENV		1	046	046	04	1	7.0	6	1	6	6.55737704918033	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20171108050000	http://fijisun.com.fj/2017/11/08/germany-stands-by-fiji/
704880653	20171107	201711	2017	2017.8411	GOV	MINIST						GOV													1	020	020	02	1	3.0	2	1	2	-4.09556313993174	4	Hiru, Gulf, Papua New Guinea	PP	PP02	18585	-7.92556	145.539	-2189868	0								4	Hiru, Gulf, Papua New Guinea	PP	PP02	18585	-7.92556	145.539	-2189868	20171108050000	http://www.hirunews.lk/175508/40000mt-petrol-shipment-arrives-tonight-ministry
704880654	20171107	201711	2017	2017.8411	GOV	MINIST						GOV													1	020	020	02	1	3.0	8	1	8	-4.09556313993174	4	Hiru, Gulf, Papua New Guinea	PP	PP02	18585	-7.92556	145.539	-2189868	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171108050000	http://www.hirunews.lk/175508/40000mt-petrol-shipment-arrives-tonight-ministry
704880655	20171107	201711	2017	2017.8411	MED	MEDIA						MED			BUS	COMPANY						BUS			1	010	010	01	1	0.0	3	1	3	3.46620450606586	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171108050000	http://www.humanresourcesonline.net/software-developer-dataiku-expands-into-asia-pacific/
704880656	20171107	201711	2017	2017.8411	MED	MEDIA						MED			SGP	SINGAPORE	SGP								1	010	010	01	1	0.0	2	1	2	3.46620450606586	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171108050000	http://www.humanresourcesonline.net/software-developer-dataiku-expands-into-asia-pacific/
