705496642	20161109	201611	2016	2016.8466											BUS	PRODUCER						BUS			1	057	057	05	1	8.0	2	1	2	-3.32247557003258	0								4	Skjerjehamn, Sogn og Fjordane, Norway	NO	NO15	23476	60.9333	4.96667	-278873	4	Skjerjehamn, Sogn og Fjordane, Norway	NO	NO15	23476	60.9333	4.96667	-278873	20171109234500	http://www.tampabay.com/news/world/As-wild-salmon-decline-Norway-pressures-farmers_162462875
705496643	20161109	201611	2016	2016.8466											BUS	PRODUCER						BUS			1	057	057	05	1	8.0	3	1	3	-3.32247557003258	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171109234500	http://www.tampabay.com/news/world/As-wild-salmon-decline-Norway-pressures-farmers_162462875
705496644	20161109	201611	2016	2016.8466	BUS	PRODUCER						BUS													1	057	057	05	1	8.0	5	1	5	-3.32247557003258	4	Skjerjehamn, Sogn og Fjordane, Norway	NO	NO15	23476	60.9333	4.96667	-278873	0								4	Skjerjehamn, Sogn og Fjordane, Norway	NO	NO15	23476	60.9333	4.96667	-278873	20171109234500	http://www.tampabay.com/news/world/As-wild-salmon-decline-Norway-pressures-farmers_162462875
705496645	20161109	201611	2016	2016.8466	GBR	BRITISH	GBR								USAMED	REUTERS	USA					MED			1	163	163	16	4	-8.0	4	1	4	-0.66006600660066	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171109234500	http://www.sharenet.co.za/news/StanChart_agrees_to_extend_US_sanctions_compliance_scrutiny/1d46d2a57dd9fbfc3f75331d9def2350
705496646	20161109	201611	2016	2016.8466	GBRBUS	BRITISH	GBR					BUS			USAMED	REUTERS	USA					MED			1	163	163	16	4	-8.0	6	1	6	-0.66006600660066	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171109234500	http://www.sharenet.co.za/news/StanChart_agrees_to_extend_US_sanctions_compliance_scrutiny/1d46d2a57dd9fbfc3f75331d9def2350
705496647	20161109	201611	2016	2016.8466	JUD	ADVOCATE						JUD			USA	UNITED STATES	USA								0	043	043	04	1	2.8	1	1	1	2.24948875255623	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171109234500	https://finance.yahoo.com/news/mainers-vote-expand-medicaid-under-032146786.html
705496648	20161109	201611	2016	2016.8466	JUD	ADVOCATE						JUD			USA	UNITED STATES	USA								0	043	043	04	1	2.8	3	1	3	2.24948875255623	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171109234500	https://finance.yahoo.com/news/mainers-vote-expand-medicaid-under-032146786.html
705496649	20161109	201611	2016	2016.8466	JUD	ADVOCATE						JUD			USA	UTAH	USA								0	043	043	04	1	2.8	4	1	4	2.24948875255623	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171109234500	https://finance.yahoo.com/news/mainers-vote-expand-medicaid-under-032146786.html
705496650	20161109	201611	2016	2016.8466	JUD	ADVOCATE						JUD			USACVL	IDAHO	USA					CVL			0	043	043	04	1	2.8	1	1	1	2.24948875255623	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171109234500	https://finance.yahoo.com/news/mainers-vote-expand-medicaid-under-032146786.html
705496651	20161109	201611	2016	2016.8466	JUD	ADVOCATE						JUD			USACVL	IDAHO	USA					CVL			0	043	043	04	1	2.8	7	1	7	2.24948875255623	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171109234500	https://finance.yahoo.com/news/mainers-vote-expand-medicaid-under-032146786.html
