704567253	20161107	201611	2016	2016.8411											USA	UNITED STATES	USA								1	036	036	03	1	4.0	8	1	8	-0.56497175141243	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20171107080000	http://www.dailycal.org/2017/11/06/laurie-capitelli-im-glad-im-not-the-mayor/
704567254	20161107	201611	2016	2016.8411	BGR	BULGARIA	BGR								BGRGOV	TOMISLAV DONCHEV	BGR					GOV			1	071	071	07	2	7.4	10	1	10	2.11267605633803	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171107080000	http://www.dailymail.co.uk/wires/reuters/article-5057151/PRESS-DIGEST--Bulgaria--Nov-7.html
704567255	20161107	201611	2016	2016.8411	BGR	BULGARIA	BGR								IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO			1	036	036	03	1	4.0	10	1	10	2.11267605633803	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171107080000	http://www.dailymail.co.uk/wires/reuters/article-5057151/PRESS-DIGEST--Bulgaria--Nov-7.html
704567256	20161107	201611	2016	2016.8411	BUS	INDUSTRY						BUS													1	134	134	13	3	-5.8	5	1	5	0.31315240083508	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171107080000	https://www.pr-inside.com/anti-infectives-market-research-report-2017-to-con-r4652126.htm
704567257	20161107	201611	2016	2016.8411	GHA	ACCRA	GHA								COP	POLICE						COP			1	173	173	17	4	-5.0	10	1	10	-2.00445434298441	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20171107080000	https://www.graphic.com.gh/news/general-news/dvla-launches-new-licence-today.html
704567258	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV			PHL	FILIPINO	PHL								1	170	170	17	4	-7.0	1	1	1	-5.79216354344123	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107080000	http://www.catholicworldreport.com/2017/11/06/filipino-bishops-begin-rosary-campaign-against-violent-drug-war/
704567259	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV			PHL	FILIPINO	PHL								1	170	170	17	4	-7.0	1	1	1	-6.35930047694758	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107080000	http://www.heraldmalaysia.com/news/filipino-bishops-begin-rosary-campaign-against-violent-drug-war/39229/2
704567260	20161107	201611	2016	2016.8411	IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO			BGR	BULGARIA	BGR								1	036	036	03	1	4.0	10	1	10	2.11267605633803	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	20171107080000	http://www.dailymail.co.uk/wires/reuters/article-5057151/PRESS-DIGEST--Bulgaria--Nov-7.html
704567261	20161107	201611	2016	2016.8411	PHLGOV	PHILIPPINE	PHL					GOV			PHL	FILIPINO	PHL								1	170	170	17	4	-7.0	1	1	1	-5.79216354344123	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171107080000	http://www.catholicworldreport.com/2017/11/06/filipino-bishops-begin-rosary-campaign-against-violent-drug-war/
704567262	20161107	201611	2016	2016.8411	PHLGOV	PHILIPPINE	PHL					GOV			PHL	FILIPINO	PHL								1	170	170	17	4	-7.0	1	1	1	-6.35930047694758	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171107080000	http://www.heraldmalaysia.com/news/filipino-bishops-begin-rosary-campaign-against-violent-drug-war/39229/2
