703757589	20161103	201611	2016	2016.8301											MNCUSA	DISNEY	USA					MNC			0	190	190	19	4	-10.0	6	1	6	-2.12765957446808	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171103233000	http://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=11940455
703757590	20161103	201611	2016	2016.8301	AFG	AFGHANISTAN	AFG								USA	UNITED STATES	USA								0	186	186	18	4	-10.0	1	1	1	-7.55885997521685	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	3	Fort Bragg, North Carolina, United States	US	USNC		35.1381	-79.0075	2099581	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	20171103233000	http://www.themalaymailonline.com/world/article/no-prison-for-us-army-deserter-bergdahl-who-trump-wanted-dead
703757591	20161103	201611	2016	2016.8301	AFG	AFGHANISTAN	AFG								USA	UNITED STATES	USA								0	186	186	18	4	-10.0	1	1	1	-7.55885997521685	3	Fort Bragg, North Carolina, United States	US	USNC	NC093	35.1381	-79.0075	2099581	3	Fort Bragg, North Carolina, United States	US	USNC		35.1381	-79.0075	2099581	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	20171103233000	http://www.themalaymailonline.com/world/article/no-prison-for-us-army-deserter-bergdahl-who-trump-wanted-dead
703757592	20161103	201611	2016	2016.8301	AUS	MURRAY	AUS								CAN	CANADA	CAN								0	042	042	04	1	1.9	2	1	2	-0.18796992481203	5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171103233000	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11940459
703757593	20161103	201611	2016	2016.8301	AUS	MURRAY	AUS								CAN	CANADA	CAN								0	042	042	04	1	1.9	4	1	4	-0.18796992481203	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171103233000	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11940459
703757594	20161103	201611	2016	2016.8301	AUS	MURRAY	AUS								CAN	CANADA	CAN								0	042	042	04	1	1.9	2	1	2	-0.18796992481203	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171103233000	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11940459
703757595	20161103	201611	2016	2016.8301	AUS	MURRAY	AUS								USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-0.18796992481203	5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171103233000	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11940459
703757596	20161103	201611	2016	2016.8301	AUS	MURRAY	AUS								USA	UNITED STATES	USA								0	042	042	04	1	1.9	6	1	6	-0.18796992481203	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171103233000	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11940459
703757597	20161103	201611	2016	2016.8301	CAN	CANADA	CAN								AUS	MURRAY	AUS								0	043	043	04	1	2.8	2	1	2	-0.18796992481203	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	5	Waikato, Waikato, New Zealand	NZ	NZG1	22389	-38	175.5	11483309	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171103233000	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11940459
703757598	20161103	201611	2016	2016.8301	CAN	CANADA	CAN								AUS	MURRAY	AUS								0	043	043	04	1	2.8	4	1	4	-0.18796992481203	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171103233000	http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11940459
