703361377	20161102	201611	2016	2016.8274											AGR	FARMER						AGR			1	060	060	06	2	6.0	5	1	5	1.18577075098814	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171102180000	http://www.capitalpress.com/Dairy/20171102/washington-dairy-raises-money-for-school
703361378	20161102	201611	2016	2016.8274											USAELI	PENN JILLETTE	USA					ELI			1	042	042	04	1	1.9	10	1	10	3.15398886827458	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171102180000	http://www.hollywoodreporter.com/news/why-magician-penn-jillette-is-hosting-critics-choice-doc-awards-1053185
703361379	20161102	201611	2016	2016.8274	AUS	AUSTRALIA	AUS								AUSGOV	SYDNEY	AUS					GOV			0	026	026	02	1	4.0	7	1	7	3	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171102180000	http://www.indusage.com.au/hindi-divas-2017-celebration-in-sydney/
703361380	20161102	201611	2016	2016.8274	AUS	AUSTRALIA	AUS								AUSGOV	SYDNEY	AUS					GOV			0	026	026	02	1	4.0	1	1	1	3	4	Bhartiya, Madhya Pradesh, India	IN	IN35	17744	24.1033	78.8773	10450908	4	Bhartiya, Madhya Pradesh, India	IN	IN35	17744	24.1033	78.8773	10450908	4	Bhartiya, Madhya Pradesh, India	IN	IN35	17744	24.1033	78.8773	10450908	20171102180000	http://www.indusage.com.au/hindi-divas-2017-celebration-in-sydney/
703361381	20161102	201611	2016	2016.8274	AUS	AUSTRALIA	AUS								LEG	PARLIAMENT HOUSE						LEG			0	026	026	02	1	4.0	8	1	8	3	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171102180000	http://www.indusage.com.au/hindi-divas-2017-celebration-in-sydney/
703361382	20161102	201611	2016	2016.8274	AUS	AUSTRALIA	AUS								LEG	PARLIAMENT HOUSE						LEG			0	026	026	02	1	4.0	2	1	2	3	4	Bhartiya, Madhya Pradesh, India	IN	IN35	17744	24.1033	78.8773	10450908	4	Bhartiya, Madhya Pradesh, India	IN	IN35	17744	24.1033	78.8773	10450908	4	Bhartiya, Madhya Pradesh, India	IN	IN35	17744	24.1033	78.8773	10450908	20171102180000	http://www.indusage.com.au/hindi-divas-2017-celebration-in-sydney/
703361383	20161102	201611	2016	2016.8274	CVL	TRAVELER						CVL													1	160	160	16	4	-4.0	4	1	4	-1.55131264916468	4	Puerto Morelos, Quintana Roo, Mexico	MX	MX23	20810	20.85	-86.8667	33914	0								1	United States	US	US		39.828175	-98.5795	US	20171102180000	http://www.timesunion.com/lifestyle/article/From-Cancun-to-Los-Cabos-tourists-scared-off-12313677.php
703361384	20161102	201611	2016	2016.8274	MILHLH	ARMY						MIL	HLH		BUS	BOSS						BUS			1	180	180	18	4	-9.0	10	1	10	-4.86725663716814	0								0								0								20171102180000	http://www.kansas.com/news/local/crime/article182288391.html
703361385	20161102	201611	2016	2016.8274	NLDMED	NETHERLANDS	NLD					MED			COP	POLICE						COP			1	173	173	17	4	-5.0	4	1	4	-10.6699751861042	4	Rotterdam, Zuid-Holland, Netherlands	NL	NL11	22377	51.9167	4.5	-2152403	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Rotterdam, Zuid-Holland, Netherlands	NL	NL11	22377	51.9167	4.5	-2152403	20171102180000	http://www.arabnews.com/node/1187341/world
703361386	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	061	061	06	2	6.4	2	1	2	-2.75590551181102	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	1	United States	US	US		39.828175	-98.5795	US	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20171102180000	http://www.timescolonist.com/canadian-lumber-producers-hammered-after-negotiations-failed-to-reach-deal-1.23082147
