705609327	20161110	201611	2016	2016.8493											NGA	NIGERIA	NGA								1	112	112	11	3	-2.0	6	1	6	-8.60805860805863	0								4	Obioma, Enugu, Nigeria	NI	NI47	22773	6.37003	7.40301	-2021582	4	Obioma, Enugu, Nigeria	NI	NI47	22773	6.37003	7.40301	-2021582	20171110081500	https://www.iol.co.za/news/south-africa/gauteng/caught-in-a-vice-like-life-of-prostitution-11944503
705609328	20161110	201611	2016	2016.8493											NGA	NIGERIA	NGA								1	190	190	19	4	-10.0	2	1	2	-8.60805860805863	0								4	Obioma, Enugu, Nigeria	NI	NI47	22773	6.37003	7.40301	-2021582	4	Obioma, Enugu, Nigeria	NI	NI47	22773	6.37003	7.40301	-2021582	20171110081500	https://www.iol.co.za/news/south-africa/gauteng/caught-in-a-vice-like-life-of-prostitution-11944503
705609329	20161110	201611	2016	2016.8493	AFR	AFRICA	AFR								ZAF	EASTERN CAPE	ZAF								1	042	042	04	1	1.9	2	1	2	-4.90909090909091	4	Buthelezi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3995	31.8505	-1216787	4	Buthelezi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3995	31.8505	-1216787	4	Buthelezi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3995	31.8505	-1216787	20171110081500	https://www.iol.co.za/business-report/economy/minister-cwele-withdraws-overspending-lawsuit-11946023
705609330	20161110	201611	2016	2016.8493	CVL	VOTER						CVL													0	014	014	01	1	0.0	10	1	10	-6.38297872340425	1	Cambodia	CB	CB		13	105	CB	0								1	Cambodia	CB	CB		13	105	CB	20171110081500	https://www3.nhk.or.jp/nhkworld/en/news/editors/1/concernsgrowaboutcambodiasoppositioncrackdown/
705609331	20161110	201611	2016	2016.8493	CVL	POPULATION						CVL			GOV	GOVERNMENT						GOV			0	036	036	03	1	4.0	5	1	5	-0.49875311720698	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	20171110081500	http://www.abc.net.au/news/2017-11-10/southern-sydney-rail-services/9133598
705609332	20161110	201611	2016	2016.8493	EDU	STUDENT						EDU			AFR	AFRICA	AFR								1	145	145	14	3	-7.5	4	1	4	-5.04807692307692	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171110081500	http://www.engineeringnews.co.za/article/south-africa-mulls-welfare-cuts-to-fund-free-higher-education-report-2017-11-10
705609333	20161110	201611	2016	2016.8493	EDU	STUDENT						EDU			ZAF	SOUTH AFRICAN	ZAF								1	145	145	14	3	-7.5	4	1	4	-5.04807692307692	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171110081500	http://www.engineeringnews.co.za/article/south-africa-mulls-welfare-cuts-to-fund-free-higher-education-report-2017-11-10
705609334	20161110	201611	2016	2016.8493	EGY	EGYPT	EGY																		1	173	173	17	4	-5.0	4	1	4	-3.55555555555555	4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	0								4	Sharm El Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	20171110081500	http://www.hertfordshiremercury.co.uk/dragon-s-den-padeophile-richard-hazell-has-sentence-increased-after-hearing-at-court-of-appeal/story-30542190-detail/story.html
705609335	20161110	201611	2016	2016.8493	GOV	GOVERNMENT						GOV													0	071	071	07	2	7.4	2	1	2	-0.49875311720698	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171110081500	http://www.abc.net.au/news/2017-11-10/southern-sydney-rail-services/9133598
705609336	20161110	201611	2016	2016.8493	GOV	GOVERNMENT						GOV													0	071	071	07	2	7.4	2	1	2	-0.49875311720698	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	0								4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	20171110081500	http://www.abc.net.au/news/2017-11-10/southern-sydney-rail-services/9133598
